# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_dmeff/k2            4:-T_idm_dr/k2           5:-T_b/k2                6:-T_g/k2                7:-T_ur/k2               8:-T_idr/k2              9:-T_ncdm/k2            10:-T_tot/k2          
       2.027420953374e-02       1.509047268961e+05       1.509047119288e+05       0.000000000000e+00       1.279018601456e+05       3.047717913214e+03       2.063460151367e+03       0.000000000000e+00       0.000000000000e+00       1.429374127270e+05 
       2.040148901283e-02       1.503548344628e+05       1.503548196632e+05       0.000000000000e+00       1.271665402808e+05       2.975981665494e+03       1.990065322065e+03       0.000000000000e+00       0.000000000000e+00       1.423717687783e+05 
       2.052884563906e-02       1.498065232014e+05       1.498065085665e+05       0.000000000000e+00       1.264332585153e+05       2.897878678072e+03       1.921805688288e+03       0.000000000000e+00       0.000000000000e+00       1.418076848261e+05 
       2.065628090997e-02       1.492597119921e+05       1.492596975194e+05       0.000000000000e+00       1.257025157008e+05       2.814101947852e+03       1.858960801368e+03       0.000000000000e+00       0.000000000000e+00       1.412451901546e+05 
       2.078379635978e-02       1.487145075977e+05       1.487144932844e+05       0.000000000000e+00       1.249742052695e+05       2.725370075461e+03       1.801749545479e+03       0.000000000000e+00       0.000000000000e+00       1.406843692968e+05 
       2.091139356027e-02       1.481707873883e+05       1.481707732319e+05       0.000000000000e+00       1.242482013644e+05       2.632471982620e+03       1.750295421034e+03       0.000000000000e+00       0.000000000000e+00       1.401251176430e+05 
       2.103907412157e-02       1.476285342885e+05       1.476285202863e+05       0.000000000000e+00       1.235241869958e+05       2.536202354903e+03       1.704659189832e+03       0.000000000000e+00       0.000000000000e+00       1.395673850911e+05 
       2.116683969302e-02       1.470879081920e+05       1.470878943416e+05       0.000000000000e+00       1.228030904527e+05       2.437420166897e+03       1.664821313801e+03       0.000000000000e+00       0.000000000000e+00       1.390114640033e+05 
       2.129469196411e-02       1.465486834111e+05       1.465486697101e+05       0.000000000000e+00       1.220839855555e+05       2.336907157786e+03       1.630706089080e+03       0.000000000000e+00       0.000000000000e+00       1.384570359514e+05 
       2.142263266535e-02       1.460109901921e+05       1.460109766380e+05       0.000000000000e+00       1.213671869429e+05       2.235509521690e+03       1.602156424885e+03       0.000000000000e+00       0.000000000000e+00       1.379042694697e+05 
       2.155066356926e-02       1.454748941007e+05       1.454748806913e+05       0.000000000000e+00       1.206534911376e+05       2.134065937487e+03       1.578958298316e+03       0.000000000000e+00       0.000000000000e+00       1.373533567006e+05 
       2.167878649131e-02       1.449403377543e+05       1.449403244872e+05       0.000000000000e+00       1.199422352739e+05       2.033346378224e+03       1.560847059818e+03       0.000000000000e+00       0.000000000000e+00       1.368041553642e+05 
       2.180700329099e-02       1.444071265477e+05       1.444071134207e+05       0.000000000000e+00       1.192328475941e+05       1.934125741937e+03       1.547470230745e+03       0.000000000000e+00       0.000000000000e+00       1.362564254143e+05 
       2.193531587278e-02       1.438754996182e+05       1.438754866292e+05       0.000000000000e+00       1.185264028604e+05       1.837144083063e+03       1.538476390189e+03       0.000000000000e+00       0.000000000000e+00       1.357105409194e+05 
       2.206372618728e-02       1.433453132350e+05       1.433453003818e+05       0.000000000000e+00       1.178223055514e+05       1.743099469215e+03       1.533425246003e+03       0.000000000000e+00       0.000000000000e+00       1.351662969661e+05 
       2.219223623229e-02       1.428166728741e+05       1.428166601546e+05       0.000000000000e+00       1.171206767644e+05       1.652641168483e+03       1.531876510526e+03       0.000000000000e+00       0.000000000000e+00       1.346238043764e+05 
       2.232084805397e-02       1.422895225796e+05       1.422895099918e+05       0.000000000000e+00       1.164220394359e+05       1.566357351778e+03       1.533336137472e+03       0.000000000000e+00       0.000000000000e+00       1.340831054175e+05 
       2.244956374803e-02       1.417638085943e+05       1.417637961361e+05       0.000000000000e+00       1.157257415426e+05       1.484785479762e+03       1.537313578840e+03       0.000000000000e+00       0.000000000000e+00       1.335440558218e+05 
       2.257838546090e-02       1.412395542791e+05       1.412395419486e+05       0.000000000000e+00       1.150317656923e+05       1.408399090068e+03       1.543280326819e+03       0.000000000000e+00       0.000000000000e+00       1.330066736236e+05 
       2.270731539105e-02       1.407168456257e+05       1.407168334210e+05       0.000000000000e+00       1.143407527536e+05       1.337597972690e+03       1.550720151818e+03       0.000000000000e+00       0.000000000000e+00       1.324711316012e+05 
       2.283635579024e-02       1.401955536435e+05       1.401955415627e+05       0.000000000000e+00       1.136522199824e+05       1.272729004943e+03       1.559110897209e+03       0.000000000000e+00       0.000000000000e+00       1.319372478114e+05 
       2.296550896486e-02       1.396757276972e+05       1.396757157385e+05       0.000000000000e+00       1.129662683888e+05       1.214060114386e+03       1.567937130012e+03       0.000000000000e+00       0.000000000000e+00       1.314050769148e+05 
       2.309477727734e-02       1.391573709131e+05       1.391573590746e+05       0.000000000000e+00       1.122830494293e+05       1.161763554707e+03       1.576696729949e+03       0.000000000000e+00       0.000000000000e+00       1.308746426202e+05 
       2.322416314755e-02       1.386404804185e+05       1.386404686986e+05       0.000000000000e+00       1.116024506117e+05       1.115978771970e+03       1.584915817561e+03       0.000000000000e+00       0.000000000000e+00       1.303459214219e+05 
       2.335366905427e-02       1.381250431613e+05       1.381250315582e+05       0.000000000000e+00       1.109245854863e+05       1.076760744704e+03       1.592143523157e+03       0.000000000000e+00       0.000000000000e+00       1.298189164496e+05 
       2.348329753672e-02       1.376110110053e+05       1.376109995172e+05       0.000000000000e+00       1.102494499264e+05       1.044082534289e+03       1.597961456527e+03       0.000000000000e+00       0.000000000000e+00       1.292935825671e+05 
       2.361305119611e-02       1.370984222175e+05       1.370984108429e+05       0.000000000000e+00       1.095767458557e+05       1.017866716961e+03       1.601987680005e+03       0.000000000000e+00       0.000000000000e+00       1.287698974103e+05 
       2.374293269725e-02       1.365872703001e+05       1.365872590374e+05       0.000000000000e+00       1.089069467293e+05       9.979632483420e+02       1.603883710700e+03       0.000000000000e+00       0.000000000000e+00       1.282479246767e+05 
       2.387294477028e-02       1.360776157160e+05       1.360776045635e+05       0.000000000000e+00       1.082401266307e+05       9.841335997102e+02       1.603362822101e+03       0.000000000000e+00       0.000000000000e+00       1.277277177666e+05 
       2.400309021230e-02       1.355693533680e+05       1.355693423242e+05       0.000000000000e+00       1.075760293630e+05       9.761241708661e+02       1.600176299144e+03       0.000000000000e+00       0.000000000000e+00       1.272091432256e+05 
       2.413337188923e-02       1.350625509765e+05       1.350625400398e+05       0.000000000000e+00       1.069146248305e+05       9.736320737243e+02       1.594122386489e+03       0.000000000000e+00       0.000000000000e+00       1.266922436229e+05 
       2.426379273761e-02       1.345571124038e+05       1.345571015728e+05       0.000000000000e+00       1.062558121859e+05       9.762393025193e+02       1.585074524350e+03       0.000000000000e+00       0.000000000000e+00       1.261769161935e+05 
       2.439435576651e-02       1.340530389314e+05       1.340530282045e+05       0.000000000000e+00       1.055995679597e+05       9.835715752403e+02       1.572926643977e+03       0.000000000000e+00       0.000000000000e+00       1.256631505625e+05 
       2.452506405949e-02       1.335504346078e+05       1.335504239836e+05       0.000000000000e+00       1.049467208610e+05       9.951605266668e+02       1.557651774047e+03       0.000000000000e+00       0.000000000000e+00       1.251511550543e+05 
       2.465592077667e-02       1.330491938538e+05       1.330491833310e+05       0.000000000000e+00       1.042963494232e+05       1.010524951674e+03       1.539258620522e+03       0.000000000000e+00       0.000000000000e+00       1.246406888134e+05 
       2.478692915676e-02       1.325494621367e+05       1.325494517139e+05       0.000000000000e+00       1.036493070092e+05       1.029153795464e+03       1.517817743860e+03       0.000000000000e+00       0.000000000000e+00       1.241319981315e+05 
       2.491809251927e-02       1.320510073069e+05       1.320509969827e+05       0.000000000000e+00       1.030044183242e+05       1.050501144053e+03       1.493445966770e+03       0.000000000000e+00       0.000000000000e+00       1.236246991155e+05 
       2.504941426679e-02       1.315539032087e+05       1.315538929818e+05       0.000000000000e+00       1.023625632714e+05       1.074062497907e+03       1.466292546203e+03       0.000000000000e+00       0.000000000000e+00       1.231189852186e+05 
       2.518089788722e-02       1.310583118583e+05       1.310583017273e+05       0.000000000000e+00       1.017239200058e+05       1.099278379226e+03       1.436558726349e+03       0.000000000000e+00       0.000000000000e+00       1.226150091341e+05 
       2.531254695627e-02       1.305641645983e+05       1.305641545620e+05       0.000000000000e+00       1.010886605207e+05       1.125604505181e+03       1.404487463420e+03       0.000000000000e+00       0.000000000000e+00       1.221127361472e+05 
       2.544436513988e-02       1.300711908939e+05       1.300711809511e+05       0.000000000000e+00       1.004551987786e+05       1.152510420181e+03       1.370347128577e+03       0.000000000000e+00       0.000000000000e+00       1.216116877344e+05 
       2.557635619681e-02       1.295795605553e+05       1.295795507048e+05       0.000000000000e+00       9.982465867856e+04       1.179471918187e+03       1.334435060145e+03       0.000000000000e+00       0.000000000000e+00       1.211121755713e+05 
       2.570852398133e-02       1.290894536574e+05       1.290894438979e+05       0.000000000000e+00       9.919782055950e+04       1.205984660992e+03       1.297084248781e+03       0.000000000000e+00       0.000000000000e+00       1.206144656026e+05 
       2.584087244594e-02       1.286006787449e+05       1.286006690753e+05       0.000000000000e+00       9.857378601913e+04       1.231569033698e+03       1.258631441138e+03       0.000000000000e+00       0.000000000000e+00       1.201182548826e+05 
       2.597340564424e-02       1.281131138340e+05       1.281131042530e+05       0.000000000000e+00       9.795200081938e+04       1.255771494255e+03       1.219432414454e+03       0.000000000000e+00       0.000000000000e+00       1.196233524295e+05 
       2.610612773389e-02       1.276269995169e+05       1.276269900235e+05       0.000000000000e+00       9.733403868336e+04       1.278191472759e+03       1.179853005590e+03       0.000000000000e+00       0.000000000000e+00       1.191302020644e+05 
       2.623904297966e-02       1.271422151008e+05       1.271422056938e+05       0.000000000000e+00       9.671863269875e+04       1.298434892893e+03       1.140257885400e+03       0.000000000000e+00       0.000000000000e+00       1.186385012537e+05 
       2.637215575665e-02       1.266586833800e+05       1.266586740584e+05       0.000000000000e+00       9.610626854857e+04       1.316178663480e+03       1.101007849410e+03       0.000000000000e+00       0.000000000000e+00       1.181482635888e+05 
       2.650547055353e-02       1.261765792730e+05       1.261765700357e+05       0.000000000000e+00       9.549710742018e+04       1.331121700351e+03       1.062456370098e+03       0.000000000000e+00       0.000000000000e+00       1.176596557557e+05 
       2.663899197597e-02       1.256956465679e+05       1.256956374138e+05       0.000000000000e+00       9.489037123551e+04       1.343021996445e+03       1.024938903748e+03       0.000000000000e+00       0.000000000000e+00       1.171723455188e+05 
       2.677272475021e-02       1.252161434591e+05       1.252161343871e+05       0.000000000000e+00       9.428728514303e+04       1.351699913498e+03       9.887782425688e+02       0.000000000000e+00       0.000000000000e+00       1.166867386351e+05 
       2.690667372668e-02       1.247379136630e+05       1.247379046723e+05       0.000000000000e+00       9.368702391520e+04       1.356986919921e+03       9.542694759331e+02       0.000000000000e+00       0.000000000000e+00       1.162025772127e+05 
       2.704084388387e-02       1.242609000128e+05       1.242608911022e+05       0.000000000000e+00       9.308948522449e+04       1.358809671383e+03       9.216765021071e+02       0.000000000000e+00       0.000000000000e+00       1.157198004041e+05 
       2.717524033223e-02       1.237852020491e+05       1.237851932178e+05       0.000000000000e+00       9.249528860305e+04       1.357112339235e+03       8.912441774779e+02       0.000000000000e+00       0.000000000000e+00       1.152385897857e+05 
       2.730986831833e-02       1.233108763802e+05       1.233108676271e+05       0.000000000000e+00       9.190447991825e+04       1.351923685870e+03       8.631690973077e+02       0.000000000000e+00       0.000000000000e+00       1.147590014330e+05 
       2.744473322907e-02       1.228377559675e+05       1.228377472917e+05       0.000000000000e+00       9.131636488041e+04       1.343278059803e+03       8.376200895553e+02       0.000000000000e+00       0.000000000000e+00       1.142807916014e+05 
       2.757984059617e-02       1.223658505913e+05       1.223658419919e+05       0.000000000000e+00       9.073142956352e+04       1.331303836984e+03       8.147190213451e+02       0.000000000000e+00       0.000000000000e+00       1.138040494349e+05 
       2.771519610072e-02       1.218951335481e+05       1.218951250242e+05       0.000000000000e+00       9.014916763706e+04       1.316131158836e+03       7.945564055006e+02       0.000000000000e+00       0.000000000000e+00       1.133286757705e+05 
       2.785080557800e-02       1.214258467746e+05       1.214258383253e+05       0.000000000000e+00       8.957065350459e+04       1.297978724752e+03       7.771777441898e+02       0.000000000000e+00       0.000000000000e+00       1.128550426589e+05 
       2.798667502244e-02       1.209575861131e+05       1.209575777375e+05       0.000000000000e+00       8.899434863553e+04       1.277045227200e+03       7.625891977497e+02       0.000000000000e+00       0.000000000000e+00       1.123825801175e+05 
       2.812281059279e-02       1.204907212766e+05       1.204907129739e+05       0.000000000000e+00       8.842196272983e+04       1.253646782847e+03       7.507473106617e+02       0.000000000000e+00       0.000000000000e+00       1.119118658726e+05 
       2.825921861753e-02       1.200248971442e+05       1.200248889135e+05       0.000000000000e+00       8.785202545229e+04       1.228040002356e+03       7.415823883421e+02       0.000000000000e+00       0.000000000000e+00       1.114423807080e+05 
       2.839590560043e-02       1.195604551779e+05       1.195604470184e+05       0.000000000000e+00       8.728591533518e+04       1.200593217143e+03       7.349778437345e+02       0.000000000000e+00       0.000000000000e+00       1.109746266089e+05 
       2.853287822642e-02       1.190970789425e+05       1.190970708534e+05       0.000000000000e+00       8.672269860160e+04       1.171626223111e+03       7.307866977721e+02       0.000000000000e+00       0.000000000000e+00       1.105082015381e+05 
       2.867014336763e-02       1.186348857031e+05       1.186348776836e+05       0.000000000000e+00       8.616216717121e+04       1.141517215193e+03       7.288234023328e+02       0.000000000000e+00       0.000000000000e+00       1.100431717284e+05 
       2.880770808975e-02       1.181739024772e+05       1.181738945265e+05       0.000000000000e+00       8.560519985414e+04       1.110653131639e+03       7.288780355713e+02       0.000000000000e+00       0.000000000000e+00       1.095797034809e+05 
       2.894557965859e-02       1.177140486469e+05       1.177140407643e+05       0.000000000000e+00       8.505122730047e+04       1.079420917435e+03       7.307060589803e+02       0.000000000000e+00       0.000000000000e+00       1.091176442594e+05 
       2.908376554696e-02       1.172554587430e+05       1.172554509278e+05       0.000000000000e+00       8.450089380615e+04       1.048208731567e+03       7.340599316426e+02       0.000000000000e+00       0.000000000000e+00       1.086572097596e+05 
       2.922227344183e-02       1.167979139755e+05       1.167979062268e+05       0.000000000000e+00       8.395329809243e+04       1.017399743232e+03       7.386499160512e+02       0.000000000000e+00       0.000000000000e+00       1.081980817586e+05 
       2.936111125182e-02       1.163414993193e+05       1.163414916364e+05       0.000000000000e+00       8.340893896378e+04       9.873791134797e+02       7.441882923234e+02       0.000000000000e+00       0.000000000000e+00       1.077404119965e+05 
       2.950028711498e-02       1.158861963049e+05       1.158861886872e+05       0.000000000000e+00       8.286756747946e+04       9.585024216613e+02       7.503780335566e+02       0.000000000000e+00       0.000000000000e+00       1.072841483364e+05 
       2.963980940692e-02       1.154320359941e+05       1.154320284407e+05       0.000000000000e+00       8.232951218536e+04       9.311244709527e+02       7.569130791055e+02       0.000000000000e+00       0.000000000000e+00       1.068293708645e+05 
       2.977968674934e-02       1.149788824733e+05       1.149788749838e+05       0.000000000000e+00       8.179459150469e+04       9.055610326663e+02       7.634945830696e+02       0.000000000000e+00       0.000000000000e+00       1.063759421903e+05 
       2.991992801888e-02       1.145268701959e+05       1.145268627694e+05       0.000000000000e+00       8.126292690512e+04       8.821138719706e+02       7.698263791706e+02       0.000000000000e+00       0.000000000000e+00       1.059239924609e+05 
       3.006054235642e-02       1.140759483216e+05       1.140759409576e+05       0.000000000000e+00       8.073454125157e+04       8.610455542125e+02       7.756245164531e+02       0.000000000000e+00       0.000000000000e+00       1.054734852063e+05 
       3.020153917674e-02       1.136260340516e+05       1.136260267493e+05       0.000000000000e+00       8.020918106006e+04       8.425855514605e+02       7.806190356605e+02       0.000000000000e+00       0.000000000000e+00       1.050243135248e+05 
       3.034292817872e-02       1.131771967924e+05       1.131771895512e+05       0.000000000000e+00       7.968722472590e+04       8.269246108913e+02       7.845616460392e+02       0.000000000000e+00       0.000000000000e+00       1.045765944452e+05 
       3.048471935591e-02       1.127293144654e+05       1.127293072847e+05       0.000000000000e+00       7.916811585682e+04       8.142119260871e+02       7.872265340131e+02       0.000000000000e+00       0.000000000000e+00       1.041301400035e+05 
       3.062692300766e-02       1.122824858448e+05       1.122824787240e+05       0.000000000000e+00       7.865249753238e+04       8.045602229083e+02       7.884143036335e+02       0.000000000000e+00       0.000000000000e+00       1.036851325375e+05 
       3.076954975073e-02       1.118366731127e+05       1.118366660512e+05       0.000000000000e+00       7.814016017802e+04       7.980348566933e+02       7.879569659505e+02       0.000000000000e+00       0.000000000000e+00       1.032415070474e+05 
       3.091261053153e-02       1.113919501864e+05       1.113919431836e+05       0.000000000000e+00       7.763140288303e+04       7.946514932754e+02       7.857200220288e+02       0.000000000000e+00       0.000000000000e+00       1.027993699149e+05 
       3.105611663883e-02       1.109479779529e+05       1.109479710082e+05       0.000000000000e+00       7.712510550840e+04       7.943793901792e+02       7.816013175049e+02       0.000000000000e+00       0.000000000000e+00       1.023582654873e+05 
       3.120007971717e-02       1.105050989055e+05       1.105050920184e+05       0.000000000000e+00       7.662270240366e+04       7.971546489146e+02       7.755367105476e+02       0.000000000000e+00       0.000000000000e+00       1.019186987085e+05 
       3.134451178094e-02       1.100629854767e+05       1.100629786466e+05       0.000000000000e+00       7.612260567197e+04       8.028573025518e+02       7.674948425856e+02       0.000000000000e+00       0.000000000000e+00       1.014801479627e+05 
       3.148942522908e-02       1.096219210153e+05       1.096219142416e+05       0.000000000000e+00       7.562659617309e+04       8.113318995929e+02       7.574888840083e+02       0.000000000000e+00       0.000000000000e+00       1.010431248421e+05 
       3.163483286058e-02       1.091817755931e+05       1.091817688753e+05       0.000000000000e+00       7.513364012322e+04       8.223733491416e+02       7.455648401416e+02       0.000000000000e+00       0.000000000000e+00       1.006073559834e+05 
       3.178074789075e-02       1.087425293872e+05       1.087425227248e+05       0.000000000000e+00       7.464412282410e+04       8.357424846717e+02       7.318084279481e+02       0.000000000000e+00       0.000000000000e+00       1.001728837023e+05 
       3.192718396829e-02       1.083040151445e+05       1.083040085369e+05       0.000000000000e+00       7.415730777726e+04       8.511643112586e+02       7.163340849178e+02       0.000000000000e+00       0.000000000000e+00       9.973945139972e+04 
       3.207415519325e-02       1.078664227392e+05       1.078664161860e+05       0.000000000000e+00       7.367419566083e+04       8.683347291862e+02       6.992959218153e+02       0.000000000000e+00       0.000000000000e+00       9.930736944440e+04 
       3.222167613596e-02       1.074296858897e+05       1.074296793904e+05       0.000000000000e+00       7.319427259126e+04       8.869124153322e+02       6.808788364146e+02       0.000000000000e+00       0.000000000000e+00       9.887649839220e+04 
       3.236976185693e-02       1.069936531253e+05       1.069936466794e+05       0.000000000000e+00       7.271735232427e+04       9.065429800271e+02       6.612921383719e+02       0.000000000000e+00       0.000000000000e+00       9.844668202035e+04 
       3.251842792776e-02       1.065586367976e+05       1.065586304045e+05       0.000000000000e+00       7.224451226529e+04       9.268444433718e+02       6.407751411133e+02       0.000000000000e+00       0.000000000000e+00       9.801834199998e+04 
       3.266769045326e-02       1.061241040263e+05       1.061240976856e+05       0.000000000000e+00       7.177381258355e+04       9.474225877925e+02       6.195715156477e+02       0.000000000000e+00       0.000000000000e+00       9.759073251441e+04 
       3.281756609471e-02       1.056905093224e+05       1.056905030337e+05       0.000000000000e+00       7.130733793338e+04       9.678801144778e+02       5.979517214012e+02       0.000000000000e+00       0.000000000000e+00       9.716455142542e+04 
       3.296807209441e-02       1.052574254983e+05       1.052574192612e+05       0.000000000000e+00       7.084324128276e+04       9.878065702544e+02       5.761848888204e+02       0.000000000000e+00       0.000000000000e+00       9.673915351152e+04 
       3.311922630162e-02       1.048251899116e+05       1.048251837256e+05       0.000000000000e+00       7.038296324128e+04       1.006799200878e+03       5.545506866023e+02       0.000000000000e+00       0.000000000000e+00       9.631503881414e+04 
       3.327104719986e-02       1.043936427315e+05       1.043936365961e+05       0.000000000000e+00       6.992584542890e+04       1.024460798525e+03       5.333216772896e+02       0.000000000000e+00       0.000000000000e+00       9.589196900198e+04 
       3.342355393590e-02       1.039627488625e+05       1.039627427773e+05       0.000000000000e+00       6.947235939862e+04       1.040415186403e+03       5.127658530850e+02       0.000000000000e+00       0.000000000000e+00       9.546998757283e+04 
       3.357676635028e-02       1.035322976789e+05       1.035322916435e+05       0.000000000000e+00       6.902140079287e+04       1.054290548481e+03       4.931349973400e+02       0.000000000000e+00       0.000000000000e+00       9.504874400101e+04 
       3.373070500968e-02       1.031027059055e+05       1.031026999195e+05       0.000000000000e+00       6.857462110504e+04       1.065751734274e+03       4.746712867585e+02       0.000000000000e+00       0.000000000000e+00       9.462883709607e+04 
       3.388539124115e-02       1.026735914946e+05       1.026735855577e+05       0.000000000000e+00       6.813074698703e+04       1.074485719743e+03       4.575855629258e+02       0.000000000000e+00       0.000000000000e+00       9.420975078859e+04 
       3.404084716838e-02       1.022449864658e+05       1.022449805775e+05       0.000000000000e+00       6.769012875342e+04       1.080212579962e+03       4.420679156358e+02       0.000000000000e+00       0.000000000000e+00       9.379156441667e+04 
       3.419709575014e-02       1.018168854273e+05       1.018168795873e+05       0.000000000000e+00       6.725283407991e+04       1.082693935138e+03       4.282747912257e+02       0.000000000000e+00       0.000000000000e+00       9.337428217286e+04 
       3.435416082110e-02       1.013893777453e+05       1.013893719531e+05       0.000000000000e+00       6.681909492964e+04       1.081734317684e+03       4.163314278285e+02       0.000000000000e+00       0.000000000000e+00       9.295801172213e+04 
       3.451206713503e-02       1.009621113235e+05       1.009621055788e+05       0.000000000000e+00       6.638789089965e+04       1.077176370268e+03       4.063207905422e+02       0.000000000000e+00       0.000000000000e+00       9.254230281492e+04 
       3.467084041087e-02       1.005354025130e+05       1.005353968155e+05       0.000000000000e+00       6.596074964379e+04       1.068925548343e+03       3.982947020402e+02       0.000000000000e+00       0.000000000000e+00       9.212765491931e+04 
       3.483050738153e-02       1.001091035600e+05       1.001090979093e+05       0.000000000000e+00       6.553682478067e+04       1.056917241445e+03       3.922570676982e+02       0.000000000000e+00       0.000000000000e+00       9.171381202042e+04 
       3.499109584590e-02       9.968306685403e+04       9.968306124983e+04       0.000000000000e+00       6.511580052809e+04       1.041147597812e+03       3.881727658238e+02       0.000000000000e+00       0.000000000000e+00       9.130060346778e+04 
       3.515263472420e-02       9.925758995939e+04       9.925758440135e+04       0.000000000000e+00       6.469899086949e+04       1.021679408676e+03       3.859709415717e+02       0.000000000000e+00       0.000000000000e+00       9.088848063174e+04 
       3.531515411689e-02       9.883220833732e+04       9.883220282511e+04       0.000000000000e+00       6.428484085709e+04       9.985953463455e+02       3.855303866622e+02       0.000000000000e+00       0.000000000000e+00       9.047681841702e+04 
       3.547868536756e-02       9.840711477203e+04       9.840710930535e+04       0.000000000000e+00       6.387420973308e+04       9.720568340263e+02       3.867002851948e+02       0.000000000000e+00       0.000000000000e+00       9.006591134896e+04 
       3.564326112997e-02       9.798227043142e+04       9.798226500996e+04       0.000000000000e+00       6.346693607818e+04       9.422630739341e+02       3.892917995648e+02       0.000000000000e+00       0.000000000000e+00       8.965570333557e+04 
       3.580891543966e-02       9.755753083045e+04       9.755752545392e+04       0.000000000000e+00       6.306280909352e+04       9.094692340529e+02       3.930803740865e+02       0.000000000000e+00       0.000000000000e+00       8.924604520942e+04 
       3.597568379052e-02       9.713290647370e+04       9.713290114181e+04       0.000000000000e+00       6.266210083463e+04       8.739541861785e+02       3.978223622262e+02       0.000000000000e+00       0.000000000000e+00       8.883699079943e+04 
       3.614360321665e-02       9.670853944003e+04       9.670853415251e+04       0.000000000000e+00       6.226508460992e+04       8.360763659951e+02       4.032451914695e+02       0.000000000000e+00       0.000000000000e+00       8.842870192052e+04 
       3.631271238005e-02       9.628402828419e+04       9.628402304076e+04       0.000000000000e+00       6.187093776465e+04       7.961836974612e+02       4.090585274075e+02       0.000000000000e+00       0.000000000000e+00       8.802072407039e+04 
       3.648305166451e-02       9.585953146009e+04       9.585952626049e+04       0.000000000000e+00       6.148017938476e+04       7.546832806524e+02       4.149692220244e+02       0.000000000000e+00       0.000000000000e+00       8.761327216110e+04 
       3.665466327647e-02       9.543514008792e+04       9.543513493191e+04       0.000000000000e+00       6.109332851010e+04       7.120028905191e+02       4.206755326167e+02       0.000000000000e+00       0.000000000000e+00       8.720650671214e+04 
       3.682759135313e-02       9.501060626791e+04       9.501060115523e+04       0.000000000000e+00       6.070967488558e+04       6.685847699957e+02       4.258809393108e+02       0.000000000000e+00       0.000000000000e+00       8.680011729396e+04 
       3.700188207881e-02       9.458591224789e+04       9.458590717831e+04       0.000000000000e+00       6.032940819992e+04       6.248751748054e+02       4.302988343509e+02       0.000000000000e+00       0.000000000000e+00       8.639412402242e+04 
       3.717758380999e-02       9.416103288436e+04       9.416102785765e+04       0.000000000000e+00       5.995258895262e+04       5.813399307841e+02       4.336633408924e+02       0.000000000000e+00       0.000000000000e+00       8.598852098147e+04 
       3.735474721006e-02       9.373579485071e+04       9.373578986666e+04       0.000000000000e+00       5.957885989853e+04       5.384255664663e+02       4.357342219949e+02       0.000000000000e+00       0.000000000000e+00       8.558311532478e+04 
       3.753342539455e-02       9.331027100320e+04       9.331026606159e+04       0.000000000000e+00       5.920878721419e+04       4.965777574197e+02       4.363020036400e+02       0.000000000000e+00       0.000000000000e+00       8.517806167315e+04 
       3.771367408789e-02       9.288439244293e+04       9.288438754357e+04       0.000000000000e+00       5.884208666234e+04       4.562243115469e+02       4.352039352374e+02       0.000000000000e+00       0.000000000000e+00       8.477326416492e+04 
       3.789555179276e-02       9.245818716161e+04       9.245818230429e+04       0.000000000000e+00       5.847918606917e+04       4.177752860914e+02       4.323124766929e+02       0.000000000000e+00       0.000000000000e+00       8.436881929904e+04 
       3.807911997330e-02       9.203136639306e+04       9.203136157761e+04       0.000000000000e+00       5.811949556869e+04       3.815728305425e+02       4.275541147676e+02       0.000000000000e+00       0.000000000000e+00       8.396440362263e+04 
       3.826444325354e-02       9.160404175179e+04       9.160403697803e+04       0.000000000000e+00       5.776334470589e+04       3.479580210651e+02       4.209143318316e+02       0.000000000000e+00       0.000000000000e+00       8.356016596392e+04 
       3.845158963247e-02       9.117599864018e+04       9.117599390795e+04       0.000000000000e+00       5.741055372224e+04       3.171941299663e+02       4.124282030510e+02       0.000000000000e+00       0.000000000000e+00       8.315590843066e+04 
       3.864063071773e-02       9.074736891090e+04       9.074736422004e+04       0.000000000000e+00       5.706165820417e+04       2.895330851470e+02       4.021904023533e+02       0.000000000000e+00       0.000000000000e+00       8.275182891784e+04 
       3.883164197941e-02       9.031784214380e+04       9.031783749417e+04       0.000000000000e+00       5.671601388109e+04       2.651122626335e+02       3.903560823744e+02       0.000000000000e+00       0.000000000000e+00       8.234757692000e+04 
       3.902470302655e-02       8.988745576460e+04       8.988745115606e+04       0.000000000000e+00       5.637394355898e+04       2.440599740712e+02       3.771311989934e+02       0.000000000000e+00       0.000000000000e+00       8.194323895568e+04 
       3.921989790844e-02       8.945611930451e+04       8.945611473693e+04       0.000000000000e+00       5.603549214955e+04       2.264216706678e+02       3.627739443810e+02       0.000000000000e+00       0.000000000000e+00       8.153875261864e+04 
       3.941731544346e-02       8.902369990921e+04       8.902369538247e+04       0.000000000000e+00       5.570061832034e+04       2.121800674546e+02       3.475877498098e+02       0.000000000000e+00       0.000000000000e+00       8.113400680751e+04 
       3.961704957874e-02       8.859014503784e+04       8.859014055185e+04       0.000000000000e+00       5.536930084915e+04       2.012548477937e+02       3.319154858926e+02       0.000000000000e+00       0.000000000000e+00       8.072895818748e+04 
