# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_dmeff/k2            4:-T_idm_dr/k2           5:-T_b/k2                6:-T_g/k2                7:-T_ur/k2               8:-T_idr/k2              9:-T_ncdm/k2            10:-T_tot/k2          
       1.008985923246e-05       2.425138774385e+05       2.425138773049e+05       0.000000000000e+00       2.425138690269e+05       3.233504539546e+05       3.233502911747e+05       0.000000000000e+00       0.000000000000e+00       2.448565841144e+05 
       2.251775554681e-05       2.425136287202e+05       2.425136280545e+05       0.000000000000e+00       2.425135868248e+05       3.233446187206e+05       3.233438079929e+05       0.000000000000e+00       0.000000000000e+00       2.448561604757e+05 
       3.498636120247e-05       2.425131783288e+05       2.425131767220e+05       0.000000000000e+00       2.425130771906e+05       3.233342809113e+05       3.233323238374e+05       0.000000000000e+00       0.000000000000e+00       2.448554005061e+05 
       4.752690064658e-05       2.425125258183e+05       2.425125228531e+05       0.000000000000e+00       2.425123391826e+05       3.233193586471e+05       3.233157473253e+05       0.000000000000e+00       0.000000000000e+00       2.448543012075e+05 
       6.017107953230e-05       2.425116695308e+05       2.425116647780e+05       0.000000000000e+00       2.425113703869e+05       3.232997249188e+05       3.232939368998e+05       0.000000000000e+00       0.000000000000e+00       2.448528569966e+05 
       7.295134796122e-05       2.425106002789e+05       2.425105932927e+05       0.000000000000e+00       2.425101605600e+05       3.232751972658e+05       3.232666900929e+05       0.000000000000e+00       0.000000000000e+00       2.448510532587e+05 
       8.590117158737e-05       2.425093065003e+05       2.425092968138e+05       0.000000000000e+00       2.425086968062e+05       3.232455414824e+05       3.232337471232e+05       0.000000000000e+00       0.000000000000e+00       2.448488714635e+05 
       9.905531395762e-05       2.425077773800e+05       2.425077644994e+05       0.000000000000e+00       2.425069666683e+05       3.232104719407e+05       3.231947907380e+05       0.000000000000e+00       0.000000000000e+00       2.448462921948e+05 
       1.124501334903e-04       2.425059956116e+05       2.425059790119e+05       0.000000000000e+00       2.425049508167e+05       3.231696372257e+05       3.231494311214e+05       0.000000000000e+00       0.000000000000e+00       2.448432876860e+05 
       1.261238985241e-04       2.425039458688e+05       2.425039249867e+05       0.000000000000e+00       2.425026315526e+05       3.231226252059e+05       3.230972104444e+05       0.000000000000e+00       0.000000000000e+00       2.448398301909e+05 
       1.401171238832e-04       2.425016038085e+05       2.425015780355e+05       0.000000000000e+00       2.424999816792e+05       3.230689411764e+05       3.230375799283e+05       0.000000000000e+00       0.000000000000e+00       2.448358806392e+05 
       1.544729323814e-04       2.424989454086e+05       2.424989140838e+05       0.000000000000e+00       2.424969738703e+05       3.230080112318e+05       3.229699025373e+05       0.000000000000e+00       0.000000000000e+00       2.448313977976e+05 
       1.692374445844e-04       2.424959414375e+05       2.424959038385e+05       0.000000000000e+00       2.424935750205e+05       3.229391644985e+05       3.228934337066e+05       0.000000000000e+00       0.000000000000e+00       2.448263323481e+05 
       1.844601999316e-04       2.424925579232e+05       2.424925132563e+05       0.000000000000e+00       2.424897466905e+05       3.228616210700e+05       3.228073080069e+05       0.000000000000e+00       0.000000000000e+00       2.448206269750e+05 
       2.001946119095e-04       2.424887546666e+05       2.424887020545e+05       0.000000000000e+00       2.424854434041e+05       3.227744753072e+05       3.227105205839e+05       0.000000000000e+00       0.000000000000e+00       2.448142143806e+05 
       2.164984592990e-04       2.424844856523e+05       2.424844241217e+05       0.000000000000e+00       2.424806131006e+05       3.226766786683e+05       3.226019080775e+05       0.000000000000e+00       0.000000000000e+00       2.448070171708e+05 
       2.334344144703e-04       2.424796979974e+05       2.424796264637e+05       0.000000000000e+00       2.424751959470e+05       3.225670174422e+05       3.224801241769e+05       0.000000000000e+00       0.000000000000e+00       2.447989461411e+05 
       2.510706081373e-04       2.424743298028e+05       2.424742470519e+05       0.000000000000e+00       2.424691217684e+05       3.224440861841e+05       3.223436097679e+05       0.000000000000e+00       0.000000000000e+00       2.447898973144e+05 
       2.694812277303e-04       2.424683095046e+05       2.424682141726e+05       0.000000000000e+00       2.424623097595e+05       3.223062572533e+05       3.221905602468e+05       0.000000000000e+00       0.000000000000e+00       2.447797504596e+05 
       2.887471433953e-04       2.424615543883e+05       2.424614449379e+05       0.000000000000e+00       2.424546662562e+05       3.221516467125e+05       3.220188867388e+05       0.000000000000e+00       0.000000000000e+00       2.447683664863e+05 
       3.089565513139e-04       2.424539682920e+05       2.424538429847e+05       0.000000000000e+00       2.424460823103e+05       3.219780726731e+05       3.218261698753e+05       0.000000000000e+00       0.000000000000e+00       2.447555839330e+05 
       3.302056182976e-04       2.424454399716e+05       2.424452968349e+05       0.000000000000e+00       2.424364321431e+05       3.217830067694e+05       3.216096080774e+05       0.000000000000e+00       0.000000000000e+00       2.447412159498e+05 
       3.525991041420e-04       2.424358402059e+05       2.424356769969e+05       0.000000000000e+00       2.424255693048e+05       3.215635216517e+05       3.213659569093e+05       0.000000000000e+00       0.000000000000e+00       2.447250457181e+05 
       3.762509287930e-04       2.424250191582e+05       2.424248333193e+05       0.000000000000e+00       2.424133243244e+05       3.213162255164e+05       3.210914601847e+05       0.000000000000e+00       0.000000000000e+00       2.447068219969e+05 
       4.012846398372e-04       2.424128033704e+05       2.424125919794e+05       0.000000000000e+00       2.423995009364e+05       3.210371948288e+05       3.207817729192e+05       0.000000000000e+00       0.000000000000e+00       2.446862540159e+05 
       4.278337222871e-04       2.423989918515e+05       2.423987515640e+05       0.000000000000e+00       2.423838714153e+05       3.207218947054e+05       3.204318754716e+05       0.000000000000e+00       0.000000000000e+00       2.446630051760e+05 
       4.560416775835e-04       2.423833523275e+05       2.423830793103e+05       0.000000000000e+00       2.423661730003e+05       3.203650927138e+05       3.200359794181e+05       0.000000000000e+00       0.000000000000e+00       2.446366868434e+05 
       4.860617833145e-04       2.423656167844e+05       2.423653066410e+05       0.000000000000e+00       2.423461018753e+05       3.199607705882e+05       3.195874281449e+05       0.000000000000e+00       0.000000000000e+00       2.446068510827e+05 
       5.180564313506e-04       2.423454773025e+05       2.423451249847e+05       0.000000000000e+00       2.423233095822e+05       3.195020253901e+05       3.190785939823e+05       0.000000000000e+00       0.000000000000e+00       2.445729837908e+05 
       5.521959330390e-04       2.423225810840e+05       2.423221808015e+05       0.000000000000e+00       2.422973967048e+05       3.189809788791e+05       3.185007776821e+05       0.000000000000e+00       0.000000000000e+00       2.445344969125e+05 
       5.886566801031e-04       2.422965264164e+05       2.422960715289e+05       0.000000000000e+00       2.422679078439e+05       3.183886939075e+05       3.178441160875e+05       0.000000000000e+00       0.000000000000e+00       2.444907218349e+05 
       6.276185643138e-04       2.422668583969e+05       2.422663413011e+05       0.000000000000e+00       2.422343276736e+05       3.177150982136e+05       3.170975081163e+05       0.000000000000e+00       0.000000000000e+00       2.444409031074e+05 
       6.692615934693e-04       2.422330664770e+05       2.422324784856e+05       0.000000000000e+00       2.421960784399e+05       3.169489407626e+05       3.162485693097e+05       0.000000000000e+00       0.000000000000e+00       2.443841947628e+05 
       7.137617003222e-04       2.421945823396e+05       2.421939135560e+05       0.000000000000e+00       2.421525151955e+05       3.160777884417e+05       3.152836301444e+05       0.000000000000e+00       0.000000000000e+00       2.443196577583e+05 
       7.612858261435e-04       2.421507804215e+05       2.421500196142e+05       0.000000000000e+00       2.421029283983e+05       3.150880617802e+05       3.141877891609e+05       0.000000000000e+00       0.000000000000e+00       2.442462620553e+05 
       8.119864671933e-04       2.421009805653e+05       2.421001150465e+05       0.000000000000e+00       2.420465482041e+05       3.139651345210e+05       3.129450365350e+05       0.000000000000e+00       0.000000000000e+00       2.441628926260e+05 
       8.659959882004e-04       2.420444534884e+05       2.420434690002e+05       0.000000000000e+00       2.419825460293e+05       3.126935162494e+05       3.115384570232e+05       0.000000000000e+00       0.000000000000e+00       2.440683596742e+05 
       9.234211115549e-04       2.419804290403e+05       2.419793096586e+05       0.000000000000e+00       2.419100481881e+05       3.112570908088e+05       3.099505174529e+05       0.000000000000e+00       0.000000000000e+00       2.439614150027e+05 
       9.843380583383e-04       2.419081077593e+05       2.419068358180e+05       0.000000000000e+00       2.418281454605e+05       3.096394417876e+05       3.081634328706e+05       0.000000000000e+00       0.000000000000e+00       2.438407728318e+05 
       1.048788822492e-03       2.418266749672e+05       2.418252310091e+05       0.000000000000e+00       2.417359125464e+05       3.078242237833e+05       3.061596007979e+05       0.000000000000e+00       0.000000000000e+00       2.437051358471e+05 
       1.116778986862e-03       2.417353151914e+05       2.417336779494e+05       0.000000000000e+00       2.416324222208e+05       3.057955861997e+05       3.039220823137e+05       0.000000000000e+00       0.000000000000e+00       2.435532221211e+05 
       1.188277341593e-03       2.416332297299e+05       2.416313761385e+05       0.000000000000e+00       2.415167609011e+05       3.035386182049e+05       3.014350962503e+05       0.000000000000e+00       0.000000000000e+00       2.433837953293e+05 
       1.263217364035e-03       2.415196280383e+05       2.415175458607e+05       0.000000000000e+00       2.413880333662e+05       3.010396993702e+05       2.986845239518e+05       0.000000000000e+00       0.000000000000e+00       2.431956705011e+05 
       1.341500403710e-03       2.413929404100e+05       2.413910609803e+05       0.000000000000e+00       2.412443815750e+05       2.982857094577e+05       2.956592470342e+05       0.000000000000e+00       0.000000000000e+00       2.429869208892e+05 
       1.423000229794e-03       2.412533880804e+05       2.412516898461e+05       0.000000000000e+00       2.410861251579e+05       2.952682293263e+05       2.923486814659e+05       0.000000000000e+00       0.000000000000e+00       2.427575073805e+05 
       1.507568477172e-03       2.411003695139e+05       2.410988327903e+05       0.000000000000e+00       2.409125654686e+05       2.919797746419e+05       2.887458733115e+05       0.000000000000e+00       0.000000000000e+00       2.425066197568e+05 
       1.595040487038e-03       2.409333591350e+05       2.409319661292e+05       0.000000000000e+00       2.407230907272e+05       2.884153057328e+05       2.848467301038e+05       0.000000000000e+00       0.000000000000e+00       2.422335990850e+05 
       1.685241074673e-03       2.407519096904e+05       2.407506444496e+05       0.000000000000e+00       2.405171845364e+05       2.845722904537e+05       2.806500961731e+05       0.000000000000e+00       0.000000000000e+00       2.419379429618e+05 
       1.777989849548e-03       2.405556506125e+05       2.405544989245e+05       0.000000000000e+00       2.402944048407e+05       2.804507386411e+05       2.761577443584e+05       0.000000000000e+00       0.000000000000e+00       2.416193013205e+05 
       1.873105833077e-03       2.403442873052e+05       2.403432365695e+05       0.000000000000e+00       2.400544010687e+05       2.760531060128e+05       2.713742888896e+05       0.000000000000e+00       0.000000000000e+00       2.412774759086e+05 
       1.970411240942e-03       2.401176025427e+05       2.401166416272e+05       0.000000000000e+00       2.397969134287e+05       2.713841915168e+05       2.663070376506e+05       0.000000000000e+00       0.000000000000e+00       2.409124178007e+05 
       2.069734400901e-03       2.398754415331e+05       2.398745606272e+05       0.000000000000e+00       2.395217317613e+05       2.664510284951e+05       2.609658254095e+05       0.000000000000e+00       0.000000000000e+00       2.405242048729e+05 
       2.170911853969e-03       2.396177179259e+05       2.396169083969e+05       0.000000000000e+00       2.392287466202e+05       2.612626451441e+05       2.553627863220e+05       0.000000000000e+00       0.000000000000e+00       2.401130480287e+05 
       2.273789735124e-03       2.393443995289e+05       2.393436537869e+05       0.000000000000e+00       2.389178946441e+05       2.558299459999e+05       2.495121421844e+05       0.000000000000e+00       0.000000000000e+00       2.396792663529e+05 
       2.378224553043e-03       2.390555076421e+05       2.390548190147e+05       0.000000000000e+00       2.385891711057e+05       2.501655042960e+05       2.434299615463e+05       0.000000000000e+00       0.000000000000e+00       2.392232821621e+05 
       2.484083492891e-03       2.387511156285e+05       2.387504782476e+05       0.000000000000e+00       2.382426322919e+05       2.442833716401e+05       2.371339216518e+05       0.000000000000e+00       0.000000000000e+00       2.387456141437e+05 
       2.591244358339e-03       2.384313252162e+05       2.384307339170e+05       0.000000000000e+00       2.378783674533e+05       2.381988871275e+05       2.306431004781e+05       0.000000000000e+00       0.000000000000e+00       2.382468479160e+05 
       2.699595254278e-03       2.380962935686e+05       2.380957438002e+05       0.000000000000e+00       2.374965256579e+05       2.319285239177e+05       2.239777138439e+05       0.000000000000e+00       0.000000000000e+00       2.377276565361e+05 
       2.809034094327e-03       2.377461949693e+05       2.377456827154e+05       0.000000000000e+00       2.370972714422e+05       2.254897012375e+05       2.171589403582e+05       0.000000000000e+00       0.000000000000e+00       2.371887570374e+05 
       2.919467999818e-03       2.373812450989e+05       2.373807668098e+05       0.000000000000e+00       2.366808153625e+05       2.189006322911e+05       2.102086805174e+05       0.000000000000e+00       0.000000000000e+00       2.366309295444e+05 
       3.030812641171e-03       2.370016768005e+05       2.370012293325e+05       0.000000000000e+00       2.362474003093e+05       2.121801384514e+05       2.031493824589e+05       0.000000000000e+00       0.000000000000e+00       2.360549901760e+05 
       3.142991559080e-03       2.366077555065e+05       2.366073360706e+05       0.000000000000e+00       2.357972676839e+05       2.053475827898e+05       1.960038337581e+05       0.000000000000e+00       0.000000000000e+00       2.354617945610e+05 
       3.255935491967e-03       2.361997565075e+05       2.361993626238e+05       0.000000000000e+00       2.353307207633e+05       1.984225984580e+05       1.887950020588e+05       0.000000000000e+00       0.000000000000e+00       2.348522229618e+05 
       3.369581727509e-03       2.357779830918e+05       2.357776125511e+05       0.000000000000e+00       2.348480381409e+05       1.914251053644e+05       1.815458462067e+05       0.000000000000e+00       0.000000000000e+00       2.342271792303e+05 
       3.483873489548e-03       2.353427387743e+05       2.353423896040e+05       0.000000000000e+00       2.343495745347e+05       1.843750066089e+05       1.742791778203e+05       0.000000000000e+00       0.000000000000e+00       2.335875775175e+05 
       3.598759366763e-03       2.348943797286e+05       2.348940501638e+05       0.000000000000e+00       2.338356538752e+05       1.772922931684e+05       1.670174649677e+05       0.000000000000e+00       0.000000000000e+00       2.329343672275e+05 
       3.714192786088e-03       2.344332152726e+05       2.344329037304e+05       0.000000000000e+00       2.333066091118e+05       1.701967044451e+05       1.597827741588e+05       0.000000000000e+00       0.000000000000e+00       2.322684521150e+05 
       3.830131531369e-03       2.339596165616e+05       2.339593216199e+05       0.000000000000e+00       2.327628185921e+05       1.631077720395e+05       1.525965430426e+05       0.000000000000e+00       0.000000000000e+00       2.315907823471e+05 
       3.946537306183e-03       2.334739257763e+05       2.334736461543e+05       0.000000000000e+00       2.322046343075e+05       1.560446390581e+05       1.454795343242e+05       0.000000000000e+00       0.000000000000e+00       2.309022657213e+05 
       4.063375338686e-03       2.329765348545e+05       2.329762693965e+05       0.000000000000e+00       2.316324750800e+05       1.490260020523e+05       1.384516573158e+05       0.000000000000e+00       0.000000000000e+00       2.302038433142e+05 
       4.180614025754e-03       2.324677874295e+05       2.324675350902e+05       0.000000000000e+00       2.310466478487e+05       1.420700347639e+05       1.315319418434e+05       0.000000000000e+00       0.000000000000e+00       2.294963797754e+05 
       4.298224613405e-03       2.319480910048e+05       2.319478508372e+05       0.000000000000e+00       2.304476101959e+05       1.351942345500e+05       1.247383582747e+05       0.000000000000e+00       0.000000000000e+00       2.287807914808e+05 
       4.416180910359e-03       2.314178146668e+05       2.314175858113e+05       0.000000000000e+00       2.298357872604e+05       1.284153661295e+05       1.180878087303e+05       0.000000000000e+00       0.000000000000e+00       2.280579332478e+05 
       4.534459031676e-03       2.308773215967e+05       2.308771032711e+05       0.000000000000e+00       2.292114785955e+05       1.217495074556e+05       1.115960308201e+05       0.000000000000e+00       0.000000000000e+00       2.273286094992e+05 
       4.653037169509e-03       2.303270489938e+05       2.303268404855e+05       0.000000000000e+00       2.285751646453e+05       1.152118381601e+05       1.052774847340e+05       0.000000000000e+00       0.000000000000e+00       2.265936830606e+05 
       4.771895388214e-03       2.297673332688e+05       2.297671339269e+05       0.000000000000e+00       2.279271853706e+05       1.088166178282e+05       9.914540539833e+04       0.000000000000e+00       0.000000000000e+00       2.258538822760e+05 
       4.891015441268e-03       2.291985918068e+05       2.291984010362e+05       0.000000000000e+00       2.272680148290e+05       1.025771564050e+05       9.321165521316e+04       0.000000000000e+00       0.000000000000e+00       2.251099900637e+05 
       5.010380607654e-03       2.286212008056e+05       2.286210180611e+05       0.000000000000e+00       2.265980162973e+05       9.650578983939e+04       8.748676155845e+04       0.000000000000e+00       0.000000000000e+00       2.243627057390e+05 
       5.129975545600e-03       2.280355197776e+05       2.280353445586e+05       0.000000000000e+00       2.259175579275e+05       9.061377151666e+04       8.197987554589e+04       0.000000000000e+00       0.000000000000e+00       2.236126810031e+05 
       5.249786161774e-03       2.274419687099e+05       2.274418005565e+05       0.000000000000e+00       2.252270688039e+05       8.491136911505e+04       7.669873429453e+04       0.000000000000e+00       0.000000000000e+00       2.228605927126e+05 
       5.369799494223e-03       2.268408901812e+05       2.268407286699e+05       0.000000000000e+00       2.245269255393e+05       7.940768624358e+04       7.164971017386e+04       0.000000000000e+00       0.000000000000e+00       2.221070104253e+05 
       5.490003607537e-03       2.262326962465e+05       2.262325409866e+05       0.000000000000e+00       2.238175843318e+05       7.411074139801e+04       6.683776499817e+04       0.000000000000e+00       0.000000000000e+00       2.213525374722e+05 
       5.610387498875e-03       2.256177384278e+05       2.256175890587e+05       0.000000000000e+00       2.230993640332e+05       6.902744051603e+04       6.226651408061e+04       0.000000000000e+00       0.000000000000e+00       2.205976711345e+05 
       5.730941013670e-03       2.249963658640e+05       2.249962220521e+05       0.000000000000e+00       2.223726682117e+05       6.416353515229e+04       5.793822630943e+04       0.000000000000e+00       0.000000000000e+00       2.198428845481e+05 
       5.851654769906e-03       2.243689420850e+05       2.243688035214e+05       0.000000000000e+00       2.216378807772e+05       5.952367529508e+04       5.385385794825e+04       0.000000000000e+00       0.000000000000e+00       2.190886249651e+05 
       5.972520090068e-03       2.237358468398e+05       2.237357132380e+05       0.000000000000e+00       2.208953572867e+05       5.511141222540e+04       5.001309788294e+04       0.000000000000e+00       0.000000000000e+00       2.183353144346e+05 
       6.093528939880e-03       2.230973891609e+05       2.230972602549e+05       0.000000000000e+00       2.201455049666e+05       5.092915317885e+04       4.641442725882e+04       0.000000000000e+00       0.000000000000e+00       2.175832919586e+05 
       6.214673873133e-03       2.224539144572e+05       2.224537899996e+05       0.000000000000e+00       2.193886228141e+05       4.697827056339e+04       4.305516122558e+04       0.000000000000e+00       0.000000000000e+00       2.168328772416e+05 
       6.335947981903e-03       2.218057681384e+05       2.218056478988e+05       0.000000000000e+00       2.186250861927e+05       4.325906852126e+04       3.993151526956e+04       0.000000000000e+00       0.000000000000e+00       2.160843708442e+05 
       6.457344851613e-03       2.211532386190e+05       2.211531223829e+05       0.000000000000e+00       2.178552145347e+05       3.977082010827e+04       3.703867759216e+04       0.000000000000e+00       0.000000000000e+00       2.153379883162e+05 
       6.578858520406e-03       2.204966835591e+05       2.204965711262e+05       0.000000000000e+00       2.170793925887e+05       3.651183087290e+04       3.437087222813e+04       0.000000000000e+00       0.000000000000e+00       2.145939838202e+05 
       6.700483442374e-03       2.198363892213e+05       2.198362804044e+05       0.000000000000e+00       2.162979142835e+05       3.347945195205e+04       3.192144736812e+04       0.000000000000e+00       0.000000000000e+00       2.138525123615e+05 
       6.822214454238e-03       2.191726268819e+05       2.191725215059e+05       0.000000000000e+00       2.155110927835e+05       3.067013384941e+04       2.968294453087e+04       0.000000000000e+00       0.000000000000e+00       2.131136948668e+05 
       6.944046745134e-03       2.185056878376e+05       2.185055857388e+05       0.000000000000e+00       2.147191607930e+05       2.807948174578e+04       2.764718898684e+04       0.000000000000e+00       0.000000000000e+00       2.123776326999e+05 
       7.065975829162e-03       2.178358890302e+05       2.178357900549e+05       0.000000000000e+00       2.139225520964e+05       2.570231068572e+04       2.580536992448e+04       0.000000000000e+00       0.000000000000e+00       2.116444590470e+05 
       7.187997520434e-03       2.171634178045e+05       2.171633218086e+05       0.000000000000e+00       2.131214304640e+05       2.353268156423e+04       2.414812474019e+04       0.000000000000e+00       0.000000000000e+00       2.109141393877e+05 
       7.310107910369e-03       2.164886215755e+05       2.164885284237e+05       0.000000000000e+00       2.123162147256e+05       2.156398900686e+04       2.266563775261e+04       0.000000000000e+00       0.000000000000e+00       2.101867930069e+05 
       7.432303346994e-03       2.158117301145e+05       2.158116396795e+05       0.000000000000e+00       2.115070828812e+05       1.978899006394e+04       2.134771530487e+04       0.000000000000e+00       0.000000000000e+00       2.094623898957e+05 
       7.554580416073e-03       2.151329548289e+05       2.151328669911e+05       0.000000000000e+00       2.106943566501e+05       1.819989637808e+04       2.018387099474e+04       0.000000000000e+00       0.000000000000e+00       2.087408952645e+05 
       7.676935923868e-03       2.144524998229e+05       2.144524144696e+05       0.000000000000e+00       2.098781211534e+05       1.678839872005e+04       1.916341577755e+04       0.000000000000e+00       0.000000000000e+00       2.080222193170e+05 
       7.799366881390e-03       2.137706246074e+05       2.137705416323e+05       0.000000000000e+00       2.090588049494e+05       1.554579804084e+04       1.827554631292e+04       0.000000000000e+00       0.000000000000e+00       2.073063639861e+05 
       7.921870489981e-03       2.130875338899e+05       2.130874531927e+05       0.000000000000e+00       2.082365488380e+05       1.446299776592e+04       1.750941623758e+04       0.000000000000e+00       0.000000000000e+00       2.065932334953e+05 
       8.044444128110e-03       2.124034277381e+05       2.124033492243e+05       0.000000000000e+00       2.074115945825e+05       1.353061388619e+04       1.685421494257e+04       0.000000000000e+00       0.000000000000e+00       2.058827399125e+05 
       8.167085339271e-03       2.117184518021e+05       2.117183753821e+05       0.000000000000e+00       2.065841357506e+05       1.273902893956e+04       1.629923552532e+04       0.000000000000e+00       0.000000000000e+00       2.051747406859e+05 
       8.289791820870e-03       2.110328892792e+05       2.110328148685e+05       0.000000000000e+00       2.057544501389e+05       1.207845223495e+04       1.583397843416e+04       0.000000000000e+00       0.000000000000e+00       2.044692178046e+05 
       8.412561414027e-03       2.103468346508e+05       2.103467621694e+05       0.000000000000e+00       2.049226612299e+05       1.153898516890e+04       1.544815764530e+04       0.000000000000e+00       0.000000000000e+00       2.037659761809e+05 
       8.535392094189e-03       2.096604415871e+05       2.096603709591e+05       0.000000000000e+00       2.040889562947e+05       1.111068730898e+04       1.513180660986e+04       0.000000000000e+00       0.000000000000e+00       2.030648820022e+05 
       8.658281962499e-03       2.089738918563e+05       2.089738230100e+05       0.000000000000e+00       2.032535165982e+05       1.078363003568e+04       1.487532757135e+04       0.000000000000e+00       0.000000000000e+00       2.023658278685e+05 
       8.781229237845e-03       2.082873299229e+05       2.082872627900e+05       0.000000000000e+00       2.024165358291e+05       1.054796187374e+04       1.466952999952e+04       0.000000000000e+00       0.000000000000e+00       2.016686842382e+05 
       8.904232249532e-03       2.076008921286e+05       2.076008266444e+05       0.000000000000e+00       2.015781683690e+05       1.039395511480e+04       1.450568044199e+04       0.000000000000e+00       0.000000000000e+00       2.009733162411e+05 
       9.027289430517e-03       2.069147070741e+05       2.069146431772e+05       0.000000000000e+00       2.007385607732e+05       1.031206183670e+04       1.437554168146e+04       0.000000000000e+00       0.000000000000e+00       2.002795904359e+05 
       9.150399311170e-03       2.062288859065e+05       2.062288235384e+05       0.000000000000e+00       1.998978232688e+05       1.029296218501e+04       1.427140363413e+04       0.000000000000e+00       0.000000000000e+00       1.995873635738e+05 
       9.273560513504e-03       2.055435571193e+05       2.055434962245e+05       0.000000000000e+00       1.990561197926e+05       1.032761784766e+04       1.418611680315e+04       0.000000000000e+00       0.000000000000e+00       1.988965265171e+05 
       9.396771745844e-03       2.048588133229e+05       2.048587538487e+05       0.000000000000e+00       1.982136166953e+05       1.040730834679e+04       1.411310357497e+04       0.000000000000e+00       0.000000000000e+00       1.982069536167e+05 
       9.520031797891e-03       2.041747536816e+05       2.041746955775e+05       0.000000000000e+00       1.973703709439e+05       1.052365975919e+04       1.404638246543e+04       0.000000000000e+00       0.000000000000e+00       1.975185200863e+05 
       9.643339536152e-03       2.034914862131e+05       2.034914294312e+05       0.000000000000e+00       1.965265852868e+05       1.066870399150e+04       1.398057731585e+04       0.000000000000e+00       0.000000000000e+00       1.968311457116e+05 
       9.766693899711e-03       2.028090656084e+05       2.028090101030e+05       0.000000000000e+00       1.956821964861e+05       1.083487568731e+04       1.391090952459e+04       0.000000000000e+00       0.000000000000e+00       1.961446785412e+05 
       9.890093896300e-03       2.021276135623e+05       2.021275592897e+05       0.000000000000e+00       1.948375760746e+05       1.101509369200e+04       1.383322208217e+04       0.000000000000e+00       0.000000000000e+00       1.954591060315e+05 
       1.001353859866e-02       2.014471646705e+05       2.014471115892e+05       0.000000000000e+00       1.939925921544e+05       1.120271167345e+04       1.374394309721e+04       0.000000000000e+00       0.000000000000e+00       1.947742790108e+05 
       1.013702714118e-02       2.007677956042e+05       2.007677436743e+05       0.000000000000e+00       1.931473698263e+05       1.139159697785e+04       1.364009174608e+04       0.000000000000e+00       0.000000000000e+00       1.940901392626e+05 
       1.026055871672e-02       2.000895722217e+05       2.000895214053e+05       0.000000000000e+00       1.923020464921e+05       1.157612260318e+04       1.351926641491e+04       0.000000000000e+00       0.000000000000e+00       1.934066372853e+05 
       1.038413257374e-02       1.994125551117e+05       1.994125053725e+05       0.000000000000e+00       1.914566795270e+05       1.175117586910e+04       1.337961478653e+04       0.000000000000e+00       0.000000000000e+00       1.927237218506e+05 
       1.050774801356e-02       1.987368095510e+05       1.987367608542e+05       0.000000000000e+00       1.906115318786e+05       1.191217874268e+04       1.321982049147e+04       0.000000000000e+00       0.000000000000e+00       1.920413938482e+05 
       1.063140438788e-02       1.980623191266e+05       1.980622714390e+05       0.000000000000e+00       1.897662320134e+05       1.205505392770e+04       1.303904755034e+04       0.000000000000e+00       0.000000000000e+00       1.913595009053e+05 
       1.075510109639e-02       1.973892213440e+05       1.973891746338e+05       0.000000000000e+00       1.889213962226e+05       1.217628616092e+04       1.283696368115e+04       0.000000000000e+00       0.000000000000e+00       1.906781887735e+05 
       1.087883758462e-02       1.967174742132e+05       1.967174284499e+05       0.000000000000e+00       1.880766515489e+05       1.227284400043e+04       1.261363708810e+04       0.000000000000e+00       0.000000000000e+00       1.899973127299e+05 
       1.100261334193e-02       1.960471486748e+05       1.960471038292e+05       0.000000000000e+00       1.872322073346e+05       1.234224628994e+04       1.236957535344e+04       0.000000000000e+00       0.000000000000e+00       1.893169272426e+05 
       1.112642789957e-02       1.953782752054e+05       1.953782312495e+05       0.000000000000e+00       1.863881399016e+05       1.238247887668e+04       1.210562265315e+04       0.000000000000e+00       0.000000000000e+00       1.886370447074e+05 
       1.125028082899e-02       1.947108753181e+05       1.947108322251e+05       0.000000000000e+00       1.855445131790e+05       1.239206346401e+04       1.182298465280e+04       0.000000000000e+00       0.000000000000e+00       1.879576817337e+05 
       1.137417174014e-02       1.940449712649e+05       1.940449290089e+05       0.000000000000e+00       1.847013076088e+05       1.236994346483e+04       1.152311875133e+04       0.000000000000e+00       0.000000000000e+00       1.872788524165e+05 
       1.149810028000e-02       1.933805982385e+05       1.933805567949e+05       0.000000000000e+00       1.838587217839e+05       1.231552406879e+04       1.120774790269e+04       0.000000000000e+00       0.000000000000e+00       1.866006272198e+05 
       1.162206613114e-02       1.927177491508e+05       1.927177084956e+05       0.000000000000e+00       1.830165218171e+05       1.222865460820e+04       1.087879452518e+04       0.000000000000e+00       0.000000000000e+00       1.859229832608e+05 
       1.174606901039e-02       1.920564683034e+05       1.920564284140e+05       0.000000000000e+00       1.821750158588e+05       1.210959453540e+04       1.053837681371e+04       0.000000000000e+00       0.000000000000e+00       1.852460351977e+05 
       1.187010866765e-02       1.913967593282e+05       1.913967201826e+05       0.000000000000e+00       1.813341421409e+05       1.195894190172e+04       1.018870001644e+04       0.000000000000e+00       0.000000000000e+00       1.845698124913e+05 
