# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                
       2.129469196411e-02      -5.192544932104e-01      -2.712673365637e+01      -3.256272380437e+01       0.000000000000e+00      -3.623385126936e-01      -3.076478147408e+01       3.338340447285e-01       3.338364343669e-01 
       2.142263266535e-02      -5.027108816353e-01      -2.729248296888e+01      -3.283426569788e+01       0.000000000000e+00      -3.602854118964e-01      -3.101126441703e+01       3.324977176238e-01       3.325055451839e-01 
       2.155066356926e-02      -4.856520297975e-01      -2.745726448416e+01      -3.310590191352e+01       0.000000000000e+00      -3.593254964841e-01      -3.125767358370e+01       3.311658742367e-01       3.311788247010e-01 
       2.167878649131e-02      -4.682495652399e-01      -2.762092092251e+01      -3.337761380262e+01       0.000000000000e+00      -3.594399680223e-01      -3.150397146224e+01       3.298381776286e-01       3.298558931083e-01 
       2.180700329099e-02      -4.506846467285e-01      -2.778330934287e+01      -3.364935040257e+01       0.000000000000e+00      -3.605872457716e-01      -3.175009650134e+01       3.285140546541e-01       3.285361405705e-01 
       2.193531587278e-02      -4.331387948413e-01      -2.794466899222e+01      -3.392116115804e+01       0.000000000000e+00      -3.627226714133e-01      -3.199612958141e+01       3.271944099297e-01       3.272204391101e-01 
       2.206372618728e-02      -4.157921105766e-01      -2.810488514329e+01      -3.419301583431e+01       0.000000000000e+00      -3.657773741970e-01      -3.224203013144e+01       3.258788795147e-01       3.259084003818e-01 
       2.219223623229e-02      -3.988195278023e-01      -2.826397510597e+01      -3.446491846206e+01       0.000000000000e+00      -3.696757446335e-01      -3.248780628619e+01       3.245675990334e-01       3.246001410981e-01 
       2.232084805397e-02      -3.823911804121e-01      -2.842183887153e+01      -3.473684063093e+01       0.000000000000e+00      -3.743294757140e-01      -3.273342090267e+01       3.232602487684e-01       3.232953282800e-01 
       2.244956374803e-02      -3.666701901400e-01      -2.857866017284e+01      -3.500880319819e+01       0.000000000000e+00      -3.796420896761e-01      -3.297892187654e+01       3.219573488674e-01       3.219944754306e-01 
       2.257838546090e-02      -3.518095157131e-01      -2.873423453874e+01      -3.528078052556e+01       0.000000000000e+00      -3.855020272340e-01      -3.322425707508e+01       3.206584314256e-01       3.206971148402e-01 
       2.270731539105e-02      -3.379506344290e-01      -2.888874738369e+01      -3.555279555200e+01       0.000000000000e+00      -3.917969896985e-01      -3.346947579318e+01       3.193640108993e-01       3.194037662673e-01 
       2.283635579024e-02      -3.252262735527e-01      -2.904207246215e+01      -3.582481211885e+01       0.000000000000e+00      -3.984067505249e-01      -3.371452939476e+01       3.180736540543e-01       3.181140055864e-01 
       2.296550896486e-02      -3.137533857053e-01      -2.919422914686e+01      -3.609683898394e+01       0.000000000000e+00      -4.052069393310e-01      -3.395942860846e+01       3.167874970999e-01       3.168279846227e-01 
       2.309477727734e-02      -3.036276966145e-01      -2.934525147463e+01      -3.636887370581e+01       0.000000000000e+00      -4.120707646839e-01      -3.420417702285e+01       3.155056009513e-01       3.155457864365e-01 
       2.322416314755e-02      -2.949389712147e-01      -2.949510581594e+01      -3.664091261352e+01       0.000000000000e+00      -4.188730578238e-01      -3.444876634826e+01       3.142279128328e-01       3.142673808966e-01 
       2.335366905427e-02      -2.877566773022e-01      -2.964381615372e+01      -3.691294639267e+01       0.000000000000e+00      -4.254891831259e-01      -3.469319256751e+01       3.129544169854e-01       3.129927801223e-01 
       2.348329753672e-02      -2.821298722904e-01      -2.979138354134e+01      -3.718496927747e+01       0.000000000000e+00      -4.317979152499e-01      -3.493745057470e+01       3.116850856346e-01       3.117219881924e-01 
       2.361305119611e-02      -2.780937389249e-01      -2.993771821638e+01      -3.745697958271e+01       0.000000000000e+00      -4.376827891319e-01      -3.518152390196e+01       3.104197896251e-01       3.104549096392e-01 
       2.374293269725e-02      -2.756635539185e-01      -3.008294747472e+01      -3.772897690704e+01       0.000000000000e+00      -4.430346352888e-01      -3.542543150521e+01       3.091587091544e-01       3.091917609798e-01 
       2.387294477028e-02      -2.748287269533e-01      -3.022709133679e+01      -3.800097659876e+01       0.000000000000e+00      -4.477544139864e-01      -3.566918767882e+01       3.079019742541e-01       3.079327122442e-01 
       2.400309021230e-02      -2.755774403836e-01      -3.036997711801e+01      -3.827293391280e+01       0.000000000000e+00      -4.517481514449e-01      -3.591272724312e+01       3.066490281497e-01       3.066772435999e-01 
       2.413337188923e-02      -2.778589155910e-01      -3.051182926720e+01      -3.854489967884e+01       0.000000000000e+00      -4.549399644542e-01      -3.615612549066e+01       3.054005187932e-01       3.054260459586e-01 
       2.426379273761e-02      -2.816240521962e-01      -3.065251759475e+01      -3.881683430401e+01       0.000000000000e+00      -4.572599253358e-01      -3.639932784955e+01       3.041559798233e-01       3.041786915392e-01 
       2.439435576651e-02      -2.868010624901e-01      -3.079193121455e+01      -3.908872009259e+01       0.000000000000e+00      -4.586519619598e-01      -3.664230037190e+01       3.029151317389e-01       3.029349411086e-01 
       2.452506405949e-02      -2.932982840752e-01      -3.093037989573e+01      -3.936059787070e+01       0.000000000000e+00      -4.590782896393e-01      -3.688512359853e+01       3.016786371476e-01       3.016954974982e-01 
       2.465592077667e-02      -3.010127635330e-01      -3.106759102699e+01      -3.963244125569e+01       0.000000000000e+00      -4.585113599754e-01      -3.712773052945e+01       3.004459372397e-01       3.004598406785e-01 
       2.478692915676e-02      -3.098244565160e-01      -3.120383032589e+01      -3.990427993861e+01       0.000000000000e+00      -4.569436429753e-01      -3.737018551257e+01       2.992175410895e-01       2.992285173621e-01 
       2.491809251927e-02      -3.196102094391e-01      -3.133878626820e+01      -4.017607307829e+01       0.000000000000e+00      -4.543770847345e-01      -3.761240360940e+01       2.979927541916e-01       2.980008672200e-01 
       2.504941426679e-02      -3.302333666414e-01      -3.147263641809e+01      -4.044782919737e+01       0.000000000000e+00      -4.508281103809e-01      -3.785441792305e+01       2.967718295657e-01       2.967771770123e-01 
       2.518089788722e-02      -3.415436301661e-01      -3.160542185681e+01      -4.071955970518e+01       0.000000000000e+00      -4.463359705929e-01      -3.809624215659e+01       2.955548569130e-01       2.955575669652e-01 
       2.531254695627e-02      -3.533890327437e-01      -3.173709908355e+01      -4.099127701106e+01       0.000000000000e+00      -4.409463795564e-01      -3.833787737551e+01       2.943418224481e-01       2.943420516765e-01 
       2.544436513988e-02      -3.656151466100e-01      -3.186777454701e+01      -4.126296534765e+01       0.000000000000e+00      -4.347202919961e-01      -3.857932584773e+01       2.931327173609e-01       2.931306467752e-01 
       2.557635619681e-02      -3.780602600206e-01      -3.199714705767e+01      -4.153458983953e+01       0.000000000000e+00      -4.277311379285e-01      -3.882050931085e+01       2.919269267946e-01       2.919227596543e-01 
       2.570852398133e-02      -3.905639460191e-01      -3.212569238083e+01      -4.180624185513e+01       0.000000000000e+00      -4.200669867079e-01      -3.906157611907e+01       2.907255402911e-01       2.907194985354e-01 
       2.584087244594e-02      -4.029667245710e-01      -3.225312962102e+01      -4.207786398613e+01       0.000000000000e+00      -4.118214857505e-01      -3.930243324189e+01       2.895278250892e-01       2.895201461168e-01 
       2.597340564424e-02      -4.151134242134e-01      -3.237937779752e+01      -4.234941509158e+01       0.000000000000e+00      -4.030981595067e-01      -3.954303294074e+01       2.883334038631e-01       2.883243369947e-01 
       2.610612773389e-02      -4.268515815952e-01      -3.250466850024e+01      -4.262099227548e+01       0.000000000000e+00      -3.940115052606e-01      -3.978348970959e+01       2.871430813979e-01       2.871328846325e-01 
       2.623904297966e-02      -4.380384561466e-01      -3.262888326527e+01      -4.289254695666e+01       0.000000000000e+00      -3.846760484193e-01      -4.002374413454e+01       2.859563853403e-01       2.859453221167e-01 
       2.637215575665e-02      -4.485410448188e-01      -3.275209308935e+01      -4.316406256626e+01       0.000000000000e+00      -3.752128983949e-01      -4.026379325561e+01       2.847732571324e-01       2.847615924150e-01 
       2.650547055353e-02      -4.582314372425e-01      -3.287436210654e+01      -4.343560416086e+01       0.000000000000e+00      -3.657448521403e-01      -4.050369935964e+01       2.835940950684e-01       2.835820936194e-01 
       2.663899197597e-02      -4.669977410544e-01      -3.299543055394e+01      -4.370708980575e+01       0.000000000000e+00      -3.563933830222e-01      -4.074335403150e+01       2.824180954836e-01       2.824060176070e-01 
       2.677272475021e-02      -4.747462163011e-01      -3.311573184250e+01      -4.397861517433e+01       0.000000000000e+00      -3.472802836871e-01      -4.098290390216e+01       2.812462313024e-01       2.812343294713e-01 
       2.690667372668e-02      -4.813841276094e-01      -3.323498967724e+01      -4.425013304630e+01       0.000000000000e+00      -3.385221864953e-01      -4.122226635820e+01       2.800778788416e-01       2.800663975836e-01 
       2.704084388387e-02      -4.868500186749e-01      -3.335317563280e+01      -4.452163004699e+01       0.000000000000e+00      -3.302288994048e-01      -4.146142625854e+01       2.789128883511e-01       2.789020586218e-01 
       2.717524033223e-02      -4.910872585941e-01      -3.347052150262e+01      -4.479314923404e+01       0.000000000000e+00      -3.225073174642e-01      -4.170045582598e+01       2.777516939365e-01       2.777417334712e-01 
       2.730986831833e-02      -4.940688423082e-01      -3.358705873443e+01      -4.506471994608e+01       0.000000000000e+00      -3.154504687174e-01      -4.193938452470e+01       2.765944279854e-01       2.765855367569e-01 
       2.744473322907e-02      -4.957697589568e-01      -3.370254690506e+01      -4.533629038534e+01       0.000000000000e+00      -3.091442620831e-01      -4.217813254757e+01       2.754405016752e-01       2.754328631580e-01 
       2.757984059617e-02      -4.961975356599e-01      -3.381703833902e+01      -4.560785940075e+01       0.000000000000e+00      -3.036596220455e-01      -4.241670827929e+01       2.742899148750e-01       2.742836921611e-01 
       2.771519610072e-02      -4.953716657294e-01      -3.393076980976e+01      -4.587946650355e+01       0.000000000000e+00      -2.990588956893e-01      -4.265518263630e+01       2.731430639578e-01       2.731383995625e-01 
       2.785080557800e-02      -4.933268830994e-01      -3.404366854148e+01      -4.615116066590e+01       0.000000000000e+00      -2.953887109552e-01      -4.289358489129e+01       2.720000639358e-01       2.719970791606e-01 
       2.798667502244e-02      -4.901225256429e-01      -3.415553121583e+01      -4.642283913988e+01       0.000000000000e+00      -2.926773221798e-01      -4.313180057719e+01       2.708601187090e-01       2.708589122041e-01 
       2.812281059279e-02      -4.858353022072e-01      -3.426676142074e+01      -4.669462955539e+01       0.000000000000e+00      -2.909410654411e-01      -4.336999916845e+01       2.697242241012e-01       2.697248715690e-01 
       2.825921861753e-02      -4.805392788041e-01      -3.437701448748e+01      -4.696644848724e+01       0.000000000000e+00      -2.901855520814e-01      -4.360805930577e+01       2.685915445317e-01       2.685941006573e-01 
       2.839590560043e-02      -4.743549238355e-01      -3.448670468441e+01      -4.723838998840e+01       0.000000000000e+00      -2.903900789458e-01      -4.384612523312e+01       2.674628908449e-01       2.674673857707e-01 
       2.853287822642e-02      -4.673858008406e-01      -3.459555504041e+01      -4.751035611717e+01       0.000000000000e+00      -2.915270493787e-01      -4.408407472663e+01       2.663374311580e-01       2.663438749183e-01 
       2.867014336763e-02      -4.597684435768e-01      -3.470358396324e+01      -4.778245157346e+01       0.000000000000e+00      -2.935476473579e-01      -4.432199744325e+01       2.652156290473e-01       2.652240090939e-01 
       2.880770808975e-02      -4.516395238315e-01      -3.481077088400e+01      -4.805461176038e+01       0.000000000000e+00      -2.963932838109e-01      -4.455983933172e+01       2.640970741642e-01       2.641073578570e-01 
       2.894557965859e-02      -4.431506717303e-01      -3.491734123304e+01      -4.832689350978e+01       0.000000000000e+00      -2.999875911531e-01      -4.479768417419e+01       2.629821766317e-01       2.629943117020e-01 
       2.908376554696e-02      -4.344553251648e-01      -3.502342809251e+01      -4.859934545504e+01       0.000000000000e+00      -3.042487939759e-01      -4.503559433086e+01       2.618712028694e-01       2.618851186849e-01 
       2.922227344183e-02      -4.257118156295e-01      -3.512868097187e+01      -4.887189363334e+01       0.000000000000e+00      -3.090741855582e-01      -4.527345535241e+01       2.607633877637e-01       2.607789973244e-01 
       2.936111125182e-02      -4.170854053365e-01      -3.523332694078e+01      -4.914458970533e+01       0.000000000000e+00      -3.143575465536e-01      -4.551134696644e+01       2.596590969599e-01       2.596762975151e-01 
       2.950028711498e-02      -4.087345771612e-01      -3.533739318559e+01      -4.941746391775e+01       0.000000000000e+00      -3.199844987977e-01      -4.574929941550e+01       2.585583993594e-01       2.585770751961e-01 
       2.963980940692e-02      -4.008248456687e-01      -3.544071180756e+01      -4.969048655175e+01       0.000000000000e+00      -3.258313765707e-01      -4.598726316342e+01       2.574609100975e-01       2.574809326069e-01 
       2.977968674934e-02      -3.935084442760e-01      -3.554355950978e+01      -4.996367946261e+01       0.000000000000e+00      -3.317739553349e-01      -4.622530123598e+01       2.563668774731e-01       2.563881088134e-01 
       2.991992801888e-02      -3.869391472561e-01      -3.564591461036e+01      -5.023710661099e+01       0.000000000000e+00      -3.376836717239e-01      -4.646346318597e+01       2.552764630240e-01       2.552987563205e-01 
       3.006054235642e-02      -3.812552498443e-01      -3.574778076207e+01      -5.051074704038e+01       0.000000000000e+00      -3.434323740079e-01      -4.670173344291e+01       2.541894625123e-01       2.542126650758e-01 
       3.020153917674e-02      -3.765895295785e-01      -3.584910609682e+01      -5.078460560159e+01       0.000000000000e+00      -3.488938980593e-01      -4.694010844688e+01       2.531057393145e-01       2.531296934732e-01 
       3.034292817872e-02      -3.730585310152e-01      -3.595007165165e+01      -5.105872800492e+01       0.000000000000e+00      -3.539469153298e-01      -4.717865473781e+01       2.520255308612e-01       2.520500767598e-01 
       3.048471935591e-02      -3.707643290569e-01      -3.605045687535e+01      -5.133308276839e+01       0.000000000000e+00      -3.584760976139e-01      -4.741731195865e+01       2.509483898796e-01       2.509733667926e-01 
       3.062692300766e-02      -3.697952849889e-01      -3.615058629693e+01      -5.160773921818e+01       0.000000000000e+00      -3.623742358320e-01      -4.765618839407e+01       2.498747633669e-01       2.499000113449e-01 
       3.076954975073e-02      -3.702186935206e-01      -3.625050966669e+01      -5.188273272366e+01       0.000000000000e+00      -3.655460238075e-01      -4.789532070731e+01       2.488047050910e-01       2.488300665744e-01 
       3.091261053153e-02      -3.720867275048e-01      -3.634995991529e+01      -5.215802405116e+01       0.000000000000e+00      -3.679045218360e-01      -4.813463430942e+01       2.477376890566e-01       2.477630093279e-01 
       3.105611663883e-02      -3.754199666515e-01      -3.644905373588e+01      -5.243361295510e+01       0.000000000000e+00      -3.693824005863e-01      -4.837414717736e+01       2.466736740149e-01       2.466988049315e-01 
       3.120007971717e-02      -3.802332280623e-01      -3.654811299964e+01      -5.270961035527e+01       0.000000000000e+00      -3.699217362128e-01      -4.861400024634e+01       2.456132355246e-01       2.456380361414e-01 
       3.134451178094e-02      -3.865070864233e-01      -3.664652045443e+01      -5.298590888955e+01       0.000000000000e+00      -3.694830887089e-01      -4.885400710110e+01       2.445552849300e-01       2.445796229258e-01 
       3.148942522908e-02      -3.942067873391e-01      -3.674515652606e+01      -5.326267273903e+01       0.000000000000e+00      -3.680457543593e-01      -4.909444061732e+01       2.435010423970e-01       2.435248013226e-01 
       3.163483286058e-02      -4.032702582995e-01      -3.684356097401e+01      -5.353987110849e+01       0.000000000000e+00      -3.656053896598e-01      -4.933520124920e+01       2.424498496453e-01       2.424729186157e-01 
       3.178074789075e-02      -4.136154818793e-01      -3.694195927371e+01      -5.381752695163e+01       0.000000000000e+00      -3.621777055997e-01      -4.957634238291e+01       2.414018088859e-01       2.414240870506e-01 
       3.192718396829e-02      -4.251390176838e-01      -3.704000221743e+01      -5.409558629604e+01       0.000000000000e+00      -3.577935788245e-01      -4.981776309174e+01       2.403562684299e-01       2.403776706627e-01 
       3.207415519325e-02      -4.377168838122e-01      -3.713829346591e+01      -5.437419117033e+01       0.000000000000e+00      -3.525070786006e-01      -5.005967346827e+01       2.393140786306e-01       2.393345524395e-01 
       3.222167613596e-02      -4.512038718742e-01      -3.723645365330e+01      -5.465330384489e+01       0.000000000000e+00      -3.463878049886e-01      -5.030198069676e+01       2.382746187929e-01       2.382941022033e-01 
       3.236976185693e-02      -4.654397722258e-01      -3.733474198598e+01      -5.493297323847e+01       0.000000000000e+00      -3.395224142651e-01      -5.054476411590e+01       2.372380901883e-01       2.372565342279e-01 
       3.251842792776e-02      -4.802440726392e-01      -3.743346483461e+01      -5.521331459569e+01       0.000000000000e+00      -3.320173810588e-01      -5.078816429731e+01       2.362049642075e-01       2.362223318215e-01 
       3.266769045326e-02      -4.954224334313e-01      -3.753153908572e+01      -5.549406422412e+01       0.000000000000e+00      -3.239835003959e-01      -5.103179241550e+01       2.351732494887e-01       2.351895151961e-01 
       3.281756609471e-02      -5.107764833773e-01      -3.763083098899e+01      -5.577568380996e+01       0.000000000000e+00      -3.155548832226e-01      -5.127631909668e+01       2.341458526844e-01       2.341610058928e-01 
       3.296807209441e-02      -5.260846426461e-01      -3.772969404685e+01      -5.605783692012e+01       0.000000000000e+00      -3.068633924206e-01      -5.152120637197e+01       2.331201033769e-01       2.331341465333e-01 
       3.311922630162e-02      -5.411263706202e-01      -3.782882637985e+01      -5.634066322009e+01       0.000000000000e+00      -2.980555814946e-01      -5.176667693065e+01       2.320968261000e-01       2.321097737867e-01 
       3.327104719986e-02      -5.556825337158e-01      -3.792894290160e+01      -5.662439445899e+01       0.000000000000e+00      -2.892806398324e-01      -5.201303091796e+01       2.310771514789e-01       2.310890297961e-01 
       3.342355393590e-02      -5.695171432711e-01      -3.802872621295e+01      -5.690875022559e+01       0.000000000000e+00      -2.806855380598e-01      -5.225982827115e+01       2.300589040073e-01       2.300697502248e-01 
       3.357676635028e-02      -5.824183228412e-01      -3.812937367398e+01      -5.719396289714e+01       0.000000000000e+00      -2.724206401791e-01      -5.250744676893e+01       2.290435416383e-01       2.290534012028e-01 
       3.373070500968e-02      -5.941593909202e-01      -3.823053137253e+01      -5.748002926293e+01       0.000000000000e+00      -2.646304885101e-01      -5.275582515912e+01       2.280305647367e-01       2.280394937467e-01 
       3.388539124115e-02      -6.045349974672e-01      -3.833224540604e+01      -5.776700413340e+01       0.000000000000e+00      -2.574505271306e-01      -5.300501335907e+01       2.270199572559e-01       2.270280198042e-01 
       3.404084716838e-02      -6.133466962166e-01      -3.843458001084e+01      -5.805489197939e+01       0.000000000000e+00      -2.510069781653e-01      -5.325502334178e+01       2.260115322866e-01       2.260187993469e-01 
       3.419709575014e-02      -6.204104626792e-01      -3.853750157799e+01      -5.834372480546e+01       0.000000000000e+00      -2.454125029232e-01      -5.350587389536e+01       2.250051279098e-01       2.250116768902e-01 
       3.435416082110e-02      -6.255692266162e-01      -3.864162285051e+01      -5.863368998378e+01       0.000000000000e+00      -2.407653387043e-01      -5.375781331178e+01       2.240015326713e-01       2.240074457388e-01 
       3.451206713503e-02      -6.286760674187e-01      -3.874648613622e+01      -5.892466734497e+01       0.000000000000e+00      -2.371426035354e-01      -5.401066944070e+01       2.229997602614e-01       2.230051229452e-01 
       3.467084041087e-02      -6.296120465463e-01      -3.885200846134e+01      -5.921673019615e+01       0.000000000000e+00      -2.346017402138e-01      -5.426448716888e+01       2.219997357611e-01       2.220046369780e-01 
       3.483050738153e-02      -6.282877878356e-01      -3.895830678789e+01      -5.950988686615e+01       0.000000000000e+00      -2.331761818013e-01      -5.451929078324e+01       2.210012910126e-01       2.210058199397e-01 
       3.499109584590e-02      -6.246332671285e-01      -3.906620807343e+01      -5.980440683584e+01       0.000000000000e+00      -2.328838736390e-01      -5.477542992579e+01       2.200055575322e-01       2.200098043773e-01 
       3.515263472420e-02      -6.186242725873e-01      -3.917494077015e+01      -6.010013286710e+01       0.000000000000e+00      -2.337035343153e-01      -5.503265322099e+01       2.190112220134e-01       2.190152747628e-01 
       3.531515411689e-02      -6.102500584198e-01      -3.928500969852e+01      -6.039719804295e+01       0.000000000000e+00      -2.356008785459e-01      -5.529114862397e+01       2.180187361197e-01       2.180226805504e-01 
       3.547868536756e-02      -5.995452889343e-01      -3.939637012919e+01      -6.069566095388e+01       0.000000000000e+00      -2.385101052902e-01      -5.555095635463e+01       2.170279441875e-01       2.170318622647e-01 
       3.564326112997e-02      -5.865747460619e-01      -3.950921519690e+01      -6.099558905927e+01       0.000000000000e+00      -2.423404880404e-01      -5.581216200700e+01       2.160388566103e-01       2.160428249557e-01 
       3.580891543966e-02      -5.714344606040e-01      -3.962339894945e+01      -6.129699931553e+01       0.000000000000e+00      -2.469788566448e-01      -5.607475635508e+01       2.150511044813e-01       2.150551935526e-01 
       3.597568379052e-02      -5.542504480097e-01      -3.973926587555e+01      -6.160002095764e+01       0.000000000000e+00      -2.522919890866e-01      -5.633889981836e+01       2.140649602480e-01       2.140692334706e-01 
       3.614360321665e-02      -5.351866528855e-01      -3.985690362503e+01      -6.190472449535e+01       0.000000000000e+00      -2.581236498759e-01      -5.660466455668e+01       2.130803374043e-01       2.130848495935e-01 
       3.631271238005e-02      -5.144305366786e-01      -3.997607564772e+01      -6.221107577604e+01       0.000000000000e+00      -2.643010632173e-01      -5.687198627546e+01       2.120966261371e-01       2.121014226295e-01 
       3.648305166451e-02      -4.922017168836e-01      -4.009715179555e+01      -6.251924125149e+01       0.000000000000e+00      -2.706414326192e-01      -5.714106065751e+01       2.111141805914e-01       2.111192967750e-01 
       3.665466327647e-02      -4.687446298668e-01      -4.022058062057e+01      -6.282939298835e+01       0.000000000000e+00      -2.769502757054e-01      -5.741210078711e+01       2.101333861432e-01       2.101388464625e-01 
       3.682759135313e-02      -4.443226498867e-01      -4.034607085429e+01      -6.314149996236e+01       0.000000000000e+00      -2.830288992653e-01      -5.768503717039e+01       2.091535691692e-01       2.091593865515e-01 
       3.700188207881e-02      -4.192151302245e-01      -4.047368751242e+01      -6.345563087284e+01       0.000000000000e+00      -2.886782748530e-01      -5.795993835700e+01       2.081745551591e-01       2.081807306210e-01 
       3.717758380999e-02      -3.937209789009e-01      -4.060376869906e+01      -6.377193819296e+01       0.000000000000e+00      -2.937048471979e-01      -5.823698485198e+01       2.071965517284e-01       2.072030741528e-01 
       3.735474721006e-02      -3.681430500133e-01      -4.073630292931e+01      -6.409047603180e+01       0.000000000000e+00      -2.979265143671e-01      -5.851622176159e+01       2.062192581796e-01       2.062261042556e-01 
       3.753342539455e-02      -3.427833222081e-01      -4.087123202325e+01      -6.441125949776e+01       0.000000000000e+00      -3.011755114501e-01      -5.879765524866e+01       2.052422242114e-01       2.052493584082e-01 
       3.771367408789e-02      -3.179604146063e-01      -4.100925042978e+01      -6.473460633820e+01       0.000000000000e+00      -3.033094125192e-01      -5.908165773587e+01       2.042662563322e-01       2.042736316355e-01 
       3.789555179276e-02      -2.939783194200e-01      -4.115038209821e+01      -6.506057912107e+01       0.000000000000e+00      -3.042077826830e-01      -5.936828759773e+01       2.032910277216e-01       2.032985856194e-01 
       3.807911997330e-02      -2.711104802524e-01      -4.129445329208e+01      -6.538915974738e+01       0.000000000000e+00      -3.037818031205e-01      -5.965750605764e+01       2.023158651281e-01       2.023235369434e-01 
       3.826444325354e-02      -2.496381947892e-01      -4.144182105287e+01      -6.572058465318e+01       0.000000000000e+00      -3.019817630310e-01      -5.994956617622e+01       2.013410700582e-01       2.013487779692e-01 
       3.845158963247e-02      -2.298038960879e-01      -4.159275086142e+01      -6.605496521905e+01       0.000000000000e+00      -2.987950163464e-01      -6.024460470078e+01       2.003665128228e-01       2.003741709357e-01 
       3.864063071773e-02      -2.118276710899e-01      -4.174734696543e+01      -6.639242558263e+01       0.000000000000e+00      -2.942498132892e-01      -6.054274310342e+01       1.993919838728e-01       1.993994998796e-01 
       3.883164197941e-02      -1.958816404389e-01      -4.190566946598e+01      -6.673306280434e+01       0.000000000000e+00      -2.884225977959e-01      -6.084407358890e+01       1.984171495143e-01       1.984244270607e-01 
       3.902470302655e-02      -1.821266894723e-01      -4.206817861191e+01      -6.707711588647e+01       0.000000000000e+00      -2.814278109381e-01      -6.114886765055e+01       1.974422287762e-01       1.974491685641e-01 
       3.921989790844e-02      -1.706581322555e-01      -4.223496983317e+01      -6.742470451017e+01       0.000000000000e+00      -2.734293214748e-01      -6.145724120580e+01       1.964668934092e-01       1.964733965311e-01 
       3.941731544346e-02      -1.615380176447e-01      -4.240628052953e+01      -6.777597997903e+01       0.000000000000e+00      -2.646272890939e-01      -6.176935834634e+01       1.954909361877e-01       1.954969056560e-01 
       3.961704957874e-02      -1.547770935813e-01      -4.258232569788e+01      -6.813115487381e+01       0.000000000000e+00      -2.552629907023e-01      -6.208542892031e+01       1.945142544993e-01       1.945195988867e-01 
       3.981919978381e-02      -1.503459868162e-01      -4.276357171593e+01      -6.849045273692e+01       0.000000000000e+00      -2.456070223163e-01      -6.240571144356e+01       1.935368502950e-01       1.935414857367e-01 
       4.002387148228e-02      -1.481606041339e-01      -4.295014328407e+01      -6.885403838309e+01       0.000000000000e+00      -2.359553383168e-01      -6.273036161838e+01       1.925583562240e-01       1.925622096316e-01 
       4.023117652610e-02      -1.480897297208e-01      -4.314229971237e+01      -6.922210930438e+01       0.000000000000e+00      -2.266193810585e-01      -6.305958251884e+01       1.915785060721e-01       1.915815179174e-01 
       4.044123371716e-02      -1.499712347895e-01      -4.334056505410e+01      -6.959495226966e+01       0.000000000000e+00      -2.179165239607e-01      -6.339369144823e+01       1.905973263260e-01       1.905994531082e-01 
       4.065416938230e-02      -1.535894818819e-01      -4.354490654037e+01      -6.997272052155e+01       0.000000000000e+00      -2.101568617674e-01      -6.373280750530e+01       1.896141867549e-01       1.896154039221e-01 
       4.087011800810e-02      -1.587135700821e-01      -4.375599191103e+01      -7.035574532176e+01       0.000000000000e+00      -2.036329002671e-01      -6.407730555228e+01       1.886291650095e-01       1.886294689262e-01 
       4.108922294299e-02      -1.650814922973e-01      -4.397433719154e+01      -7.074435123689e+01       0.000000000000e+00      -1.986022899070e-01      -6.442752986583e+01       1.876421701273e-01       1.876415803145e-01 
       4.131163717545e-02      -1.724104894163e-01      -4.419984258812e+01      -7.113867968051e+01       0.000000000000e+00      -1.952749236978e-01      -6.478357690812e+01       1.866523189725e-01       1.866508786623e-01 
       4.153752419801e-02      -1.804263534804e-01      -4.443351790947e+01      -7.153919698045e+01       0.000000000000e+00      -1.938033458589e-01      -6.514598332780e+01       1.856599312971e-01       1.856577090299e-01 
       4.176705896879e-02      -1.888506549432e-01      -4.467570758367e+01      -7.194624538051e+01       0.000000000000e+00      -1.942636933012e-01      -6.551507792283e+01       1.846646319543e-01       1.846617209821e-01 
       4.200042898355e-02      -1.974118613281e-01      -4.492654490074e+01      -7.236007375724e+01       0.000000000000e+00      -1.966513502245e-01      -6.589107921902e+01       1.836656499241e-01       1.836621673205e-01 
       4.223783547389e-02      -2.058950259538e-01      -4.518708949962e+01      -7.278121932034e+01       0.000000000000e+00      -2.008581518110e-01      -6.627458725125e+01       1.826631875152e-01       1.826592717914e-01 
       4.247949474925e-02      -2.140902567447e-01      -4.545767350405e+01      -7.320998833662e+01       0.000000000000e+00      -2.066897254336e-01      -6.666589765957e+01       1.816564852356e-01       1.816522938179e-01 
       4.272563970381e-02      -2.218859021474e-01      -4.573884294134e+01      -7.364683437741e+01       0.000000000000e+00      -2.138319381298e-01      -6.706545994323e+01       1.806451021130e-01       1.806408057928e-01 
       4.297652151252e-02      -2.291782159559e-01      -4.603173362406e+01      -7.409239872015e+01       0.000000000000e+00      -2.218922383162e-01      -6.747396930412e+01       1.796291233011e-01       1.796249027094e-01 
