# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                
       2.039294477188e-01      -3.881788580647e-02      -1.982663153165e+02      -2.738676808249e+02       0.000000000000e+00      -3.875396419924e-02      -2.538679535444e+02       3.000812181337e-02       3.000812181337e-02 
       2.070304067018e-01      -3.780500604413e-02      -1.964835894268e+02      -2.756662285508e+02       0.000000000000e+00      -3.774285590323e-02      -2.550428736871e+02       2.925066261577e-02       2.925066261577e-02 
       2.101313679048e-01      -3.683066886221e-02      -1.947268556286e+02      -2.774126266473e+02       0.000000000000e+00      -3.677021334198e-02      -2.561796259706e+02       2.852026543365e-02       2.852026543365e-02 
       2.132323312304e-01      -3.591092406466e-02      -1.933278593153e+02      -2.791754046848e+02       0.000000000000e+00      -3.585205305206e-02      -2.573867565476e+02       2.782728251592e-02       2.782728251592e-02 
       2.163332965866e-01      -3.505715607197e-02      -1.925669387521e+02      -2.810142717949e+02       0.000000000000e+00      -3.499973609336e-02      -2.587574509310e+02       2.717920739059e-02       2.717920739059e-02 
       2.194342638867e-01      -3.427609819850e-02      -1.926530517257e+02      -2.829813478515e+02       0.000000000000e+00      -3.421998242618e-02      -2.603673458226e+02       2.658081126602e-02       2.658081126602e-02 
       2.225352330487e-01      -3.357013018275e-02      -1.937069908152e+02      -2.851166459322e+02       0.000000000000e+00      -3.351516914910e-02      -2.622681849913e+02       2.603386088173e-02       2.603386088173e-02 
       2.256362039955e-01      -3.293580905351e-02      -1.957471796156e+02      -2.874348617185e+02       0.000000000000e+00      -3.288186223075e-02      -2.644748330009e+02       2.553625666723e-02       2.553625666723e-02 
       2.287371766540e-01      -3.236587887773e-02      -1.987015403265e+02      -2.899405233325e+02       0.000000000000e+00      -3.231282202731e-02      -2.669794622914e+02       2.508387979118e-02       2.508387979118e-02 
       2.318381509550e-01      -3.184899108612e-02      -2.024055771506e+02      -2.926084244614e+02       0.000000000000e+00      -3.179672492466e-02      -2.697353698685e+02       2.466938783017e-02       2.466938783017e-02 
       2.349391268330e-01      -3.137164345521e-02      -2.066291055939e+02      -2.953968662296e+02       0.000000000000e+00      -3.132009761607e-02      -2.726719877020e+02       2.428398860858e-02       2.428398860858e-02 
       2.380401042261e-01      -3.091914853758e-02      -2.110970506524e+02      -2.982473665153e+02       0.000000000000e+00      -3.086828344915e-02      -2.756979657100e+02       2.391792019590e-02       2.391792019590e-02 
       2.411410830753e-01      -3.047788232898e-02      -2.155261991823e+02      -3.010995392155e+02       0.000000000000e+00      -3.042768657023e-02      -2.787191102359e+02       2.356212034498e-02       2.356212034498e-02 
       2.442420633250e-01      -3.003647094486e-02      -2.196525217283e+02      -3.038963225133e+02       0.000000000000e+00      -2.998695657997e-02      -2.816469863672e+02       2.320887855042e-02       2.320887855042e-02 
       2.473430449220e-01      -2.958535688299e-02      -2.232478615018e+02      -3.065839460243e+02       0.000000000000e+00      -2.953655393528e-02      -2.844015543763e+02       2.285190796732e-02       2.285190796732e-02 
       2.504440278160e-01      -2.911955084306e-02      -2.261533567414e+02      -3.091244261647e+02       0.000000000000e+00      -2.907149971860e-02      -2.869266424264e+02       2.248740650123e-02       2.248740650123e-02 
       2.535450119592e-01      -2.863653543090e-02      -2.282756572648e+02      -3.114908879415e+02       0.000000000000e+00      -2.858928043567e-02      -2.891855466600e+02       2.211343713806e-02       2.211343713806e-02 
       2.566459973060e-01      -2.813655330415e-02      -2.295992553751e+02      -3.136703504218e+02       0.000000000000e+00      -2.809013607258e-02      -2.911652591458e+02       2.173003059076e-02       2.173003059076e-02 
       2.597469838130e-01      -2.762257377989e-02      -2.301790502624e+02      -3.156625280785e+02       0.000000000000e+00      -2.757702831776e-02      -2.928743087129e+02       2.133879999178e-02       2.133879999178e-02 
       2.628479714390e-01      -2.710032404406e-02      -2.301384654086e+02      -3.174851792378e+02       0.000000000000e+00      -2.705567209748e-02      -2.943468005172e+02       2.094304264432e-02       2.094304264432e-02 
       2.659489601445e-01      -2.657643762230e-02      -2.296520449761e+02      -3.191697595358e+02       0.000000000000e+00      -2.653268559105e-02      -2.956361118540e+02       2.054710227131e-02       2.054710227131e-02 
       2.690499498921e-01      -2.605863599686e-02      -2.289276688140e+02      -3.207594645083e+02       0.000000000000e+00      -2.601577376579e-02      -2.968104658248e+02       2.015593975584e-02       2.015593975584e-02 
       2.721509406458e-01      -2.555459423552e-02      -2.281855373311e+02      -3.223053524455e+02       0.000000000000e+00      -2.551259551030e-02      -2.979464317599e+02       1.977462057643e-02       1.977462057643e-02 
       2.752519323715e-01      -2.507109387024e-02      -2.276359842526e+02      -3.238589843571e+02       0.000000000000e+00      -2.502991831452e-02      -2.991194124377e+02       1.940767328442e-02       1.940767328442e-02 
       2.783529250366e-01      -2.461315085278e-02      -2.274542991858e+02      -3.254646095728e+02       0.000000000000e+00      -2.457274793590e-02      -3.003932854522e+02       1.905847921496e-02       1.905847921496e-02 
       2.814539186098e-01      -2.418365924412e-02      -2.277679608257e+02      -3.271536613642e+02       0.000000000000e+00      -2.414397274878e-02      -3.018138994613e+02       1.872898360567e-02       1.872898360567e-02 
       2.845549130613e-01      -2.378355281298e-02      -2.286489682201e+02      -3.289476401845e+02       0.000000000000e+00      -2.374452497073e-02      -3.034101900611e+02       1.841991095949e-02       1.841991095949e-02 
       2.876559083625e-01      -2.341163239856e-02      -2.301085249303e+02      -3.308508437861e+02       0.000000000000e+00      -2.337320834249e-02      -3.051874323980e+02       1.813049056247e-02       1.813049056247e-02 
       2.907569044861e-01      -2.306525220577e-02      -2.321032611212e+02      -3.328585003100e+02       0.000000000000e+00      -2.302738299125e-02      -3.071348336308e+02       1.785905493374e-02       1.785905493374e-02 
       2.938579014059e-01      -2.274044365553e-02      -2.345390539231e+02      -3.349530808699e+02       0.000000000000e+00      -2.270308901511e-02      -3.092231504218e+02       1.760300004437e-02       1.760300004437e-02 
       2.969588990968e-01      -2.243296409420e-02      -2.372957679132e+02      -3.371156453698e+02       0.000000000000e+00      -2.239609291401e-02      -3.114178434011e+02       1.735961951910e-02       1.735961951910e-02 
       3.000598975348e-01      -2.213799585391e-02      -2.402234238350e+02      -3.393188171837e+02       0.000000000000e+00      -2.210158725224e-02      -3.136727651203e+02       1.712577609674e-02       1.712577609674e-02 
       3.031608966969e-01      -2.185087926752e-02      -2.431687633835e+02      -3.415315882648e+02       0.000000000000e+00      -2.181492207565e-02      -3.159382981857e+02       1.689838641668e-02       1.689838641668e-02 
       3.062618965610e-01      -2.156718337548e-02      -2.459787492963e+02      -3.437198446600e+02       0.000000000000e+00      -2.153167546738e-02      -3.181623402070e+02       1.667447364133e-02       1.667447364133e-02 
       3.093628971058e-01      -2.128320951463e-02      -2.485209090647e+02      -3.458502912402e+02       0.000000000000e+00      -2.124815610587e-02      -3.202967348278e+02       1.645149334449e-02       1.645149334449e-02 
       3.124638983110e-01      -2.099645712291e-02      -2.506992278149e+02      -3.478966623062e+02       0.000000000000e+00      -2.096186819289e-02      -3.223048473869e+02       1.622767809793e-02       1.622767809793e-02 
       3.155649001570e-01      -2.070540479008e-02      -2.524485361095e+02      -3.498394431901e+02       0.000000000000e+00      -2.067129299026e-02      -3.241604434511e+02       1.600191104886e-02       1.600191104886e-02 
       3.186659026250e-01      -2.040999794539e-02      -2.537539854071e+02      -3.516722092848e+02       0.000000000000e+00      -2.037637559576e-02      -3.258559403688e+02       1.577406570626e-02       1.577406570626e-02 
       3.217669056970e-01      -2.011129530057e-02      -2.546435811155e+02      -3.533993272016e+02       0.000000000000e+00      -2.007817210662e-02      -3.273993503497e+02       1.554476789076e-02       1.554476789076e-02 
       3.248679093555e-01      -1.981110913340e-02      -2.551788415918e+02      -3.550333647823e+02       0.000000000000e+00      -1.977849066899e-02      -3.288106882463e+02       1.531515718222e-02       1.531515718222e-02 
       3.279689135839e-01      -1.951177084391e-02      -2.554503313510e+02      -3.565926229743e+02       0.000000000000e+00      -1.947965751289e-02      -3.301192560174e+02       1.508671335206e-02       1.508671335206e-02 
       3.310699183660e-01      -1.921568583591e-02      -2.555618664809e+02      -3.580971018858e+02       0.000000000000e+00      -1.918407276026e-02      -3.313578489959e+02       1.486096280952e-02       1.486096280952e-02 
       3.341709236865e-01      -1.892521074307e-02      -2.556241100080e+02      -3.595678902176e+02       0.000000000000e+00      -1.889408792679e-02      -3.325612384341e+02       1.463940494783e-02       1.463940494783e-02 
       3.372719295303e-01      -1.864247857625e-02      -2.557432629868e+02      -3.610266374942e+02       0.000000000000e+00      -1.861183147955e-02      -3.337639386460e+02       1.442341554573e-02       1.442341554573e-02 
       3.403729358831e-01      -1.836931920029e-02      -2.560153302794e+02      -3.624950800461e+02       0.000000000000e+00      -1.833912947920e-02      -3.349989073368e+02       1.421420034387e-02       1.421420034387e-02 
       3.434739427310e-01      -1.810703688698e-02      -2.565143314661e+02      -3.639925239859e+02       0.000000000000e+00      -1.807728358095e-02      -3.362936219470e+02       1.401264459524e-02       1.401264459524e-02 
       3.465749500607e-01      -1.785646014696e-02      -2.572924671540e+02      -3.655358709084e+02       0.000000000000e+00      -1.782712075285e-02      -3.376701270455e+02       1.381934162102e-02       1.381934162102e-02 
       3.496759578594e-01      -1.761765666454e-02      -2.583689372872e+02      -3.671345609070e+02       0.000000000000e+00      -1.758870872673e-02      -3.391391465554e+02       1.363438048754e-02       1.363438048754e-02 
       3.527769661145e-01      -1.739006153102e-02      -2.597345968655e+02      -3.687906102678e+02       0.000000000000e+00      -1.736148394079e-02      -3.407008572721e+02       1.345741977220e-02       1.345741977220e-02 
       3.558779748142e-01      -1.717243228501e-02      -2.613497898884e+02      -3.704965521584e+02       0.000000000000e+00      -1.714420661428e-02      -3.423428721972e+02       1.328764650158e-02       1.328764650158e-02 
       3.589789839468e-01      -1.696312938249e-02      -2.631533979033e+02      -3.722385227785e+02       0.000000000000e+00      -1.693524066906e-02      -3.440441886967e+02       1.312396782578e-02       1.312396782578e-02 
       3.620799935012e-01      -1.676029673059e-02      -2.650685622605e+02      -3.739985847387e+02       0.000000000000e+00      -1.673273388182e-02      -3.457779869205e+02       1.296514100568e-02       1.296514100568e-02 
       3.651810034666e-01      -1.656216584601e-02      -2.670150261449e+02      -3.757589266596e+02       0.000000000000e+00      -1.653492143799e-02      -3.475170070155e+02       1.280998587444e-02       1.280998587444e-02 
       3.682820138325e-01      -1.636724490043e-02      -2.689183890939e+02      -3.775045130031e+02       0.000000000000e+00      -1.634031459030e-02      -3.492371760986e+02       1.265751280582e-02       1.265751280582e-02 
       3.713830245890e-01      -1.617432026067e-02      -2.707126211610e+02      -3.792229011696e+02       0.000000000000e+00      -1.614770218296e-02      -3.509178610335e+02       1.250691752528e-02       1.250691752528e-02 
       3.744840357261e-01      -1.598251793066e-02      -2.723464606873e+02      -3.809046756110e+02       0.000000000000e+00      -1.595621195778e-02      -3.525432416043e+02       1.235761531514e-02       1.235761531514e-02 
       3.775850472346e-01      -1.579124273509e-02      -2.737842976372e+02      -3.825420097700e+02       0.000000000000e+00      -1.576524984249e-02      -3.541012845611e+02       1.220918876784e-02       1.220918876784e-02 
       3.806860591053e-01      -1.560023432293e-02      -2.750109940897e+02      -3.841295997318e+02       0.000000000000e+00      -1.557455585255e-02      -3.555852704505e+02       1.206142677815e-02       1.206142677815e-02 
       3.837870713295e-01      -1.540945969999e-02      -2.760262803960e+02      -3.856639408347e+02       0.000000000000e+00      -1.538409686457e-02      -3.569923123989e+02       1.191425905287e-02       1.191425905287e-02 
       3.868880838984e-01      -1.521925841448e-02      -2.768518067921e+02      -3.871463991872e+02       0.000000000000e+00      -1.519421153303e-02      -3.583269737345e+02       1.176786394743e-02       1.176786394743e-02 
       3.899890968040e-01      -1.503018675105e-02      -2.775218363870e+02      -3.885821923712e+02       0.000000000000e+00      -1.500545483329e-02      -3.595989557298e+02       1.162257412848e-02       1.162257412848e-02 
       3.930901100382e-01      -1.484305265419e-02      -2.780849771441e+02      -3.899816053014e+02       0.000000000000e+00      -1.481863292659e-02      -3.608243605847e+02       1.147890440585e-02       1.147890440585e-02 
       3.961911235933e-01      -1.465873404300e-02      -2.785959140137e+02      -3.913571909764e+02       0.000000000000e+00      -1.463462184050e-02      -3.620221006524e+02       1.133742467290e-02       1.133742467290e-02 
       3.992921374617e-01      -1.447803096232e-02      -2.791079525290e+02      -3.927213188883e+02       0.000000000000e+00      -1.445421991422e-02      -3.632107192606e+02       1.119865700259e-02       1.119865700259e-02 
       4.023931516362e-01      -1.430157928664e-02      -2.796690184907e+02      -3.940842237750e+02       0.000000000000e+00      -1.427806166917e-02      -3.644061690338e+02       1.106301119396e-02       1.106301119396e-02 
       4.054941661098e-01      -1.412979653830e-02      -2.803170020530e+02      -3.954531413707e+02       0.000000000000e+00      -1.410656373716e-02      -3.656203676409e+02       1.093074953705e-02       1.093074953705e-02 
       4.085951808755e-01      -1.396285872495e-02      -2.810769669780e+02      -3.968318730483e+02       0.000000000000e+00      -1.393990174664e-02      -3.668603991981e+02       1.080197397932e-02       1.080197397932e-02 
       4.116961959268e-01      -1.380076121332e-02      -2.819610215229e+02      -3.982223772314e+02       0.000000000000e+00      -1.377807108286e-02      -3.681297850124e+02       1.067667471471e-02       1.067667471471e-02 
       4.147972112573e-01      -1.364340924186e-02      -2.829717266303e+02      -3.996265883012e+02       0.000000000000e+00      -1.362097722469e-02      -3.694305033846e+02       1.055479609963e-02       1.055479609963e-02 
       4.178982268607e-01      -1.349061392811e-02      -2.841013262214e+02      -4.010462260877e+02       0.000000000000e+00      -1.346843175007e-02      -3.707627121972e+02       1.043623224389e-02       1.043623224389e-02 
       4.209992427309e-01      -1.334207827707e-02      -2.853319137067e+02      -4.024818545935e+02       0.000000000000e+00      -1.332013835345e-02      -3.721240116895e+02       1.032081031155e-02       1.032081031155e-02 
       4.241002588622e-01      -1.319740743303e-02      -2.866383819293e+02      -4.039319770928e+02       0.000000000000e+00      -1.317570305631e-02      -3.735091809115e+02       1.020828830814e-02       1.020828830814e-02 
       4.272012752487e-01      -1.305609691481e-02      -2.879887716714e+02      -4.053920501570e+02       0.000000000000e+00      -1.303462244931e-02      -3.749094332703e+02       1.009834021252e-02       1.009834021252e-02 
       4.303022918849e-01      -1.291755705961e-02      -2.893471355867e+02      -4.068542090194e+02       0.000000000000e+00      -1.289630807539e-02      -3.763126506855e+02       9.990568478137e-03       9.990568478137e-03 
       4.334033087655e-01      -1.278120122148e-02      -2.906781167030e+02      -4.083091122338e+02       0.000000000000e+00      -1.276017445692e-02      -3.777056110390e+02       9.884567758533e-03       9.884567758533e-03 
       4.365043258852e-01      -1.264651674273e-02      -2.919497963546e+02      -4.097479570930e+02       0.000000000000e+00      -1.262570994121e-02      -3.790760780337e+02       9.779979778062e-03       9.779979778062e-03 
       4.396053432390e-01      -1.251316400466e-02      -2.931404706317e+02      -4.111646804342e+02       0.000000000000e+00      -1.249257555228e-02      -3.804156683700e+02       9.676563358264e-03       9.676563358264e-03 
       4.427063608219e-01      -1.238094256385e-02      -2.942362257295e+02      -4.125558219453e+02       0.000000000000e+00      -1.236057120598e-02      -3.817193539168e+02       9.574174109569e-03       9.574174109569e-03 
       4.458073786292e-01      -1.224981412757e-02      -2.952338308419e+02      -4.139209560396e+02       0.000000000000e+00      -1.222965863861e-02      -3.829862737824e+02       9.472778041187e-03       9.472778041187e-03 
       4.489083966561e-01      -1.211981746462e-02      -2.961376829019e+02      -4.152604610479e+02       0.000000000000e+00      -1.209987647643e-02      -3.842174365953e+02       9.372388049805e-03       9.372388049805e-03 
       4.520094148981e-01      -1.199104699442e-02      -2.969583270855e+02      -4.165752531544e+02       0.000000000000e+00      -1.197131887688e-02      -3.854152685185e+02       9.273049871255e-03       9.273049871255e-03 
       4.551104333508e-01      -1.186362975164e-02      -2.977118792144e+02      -4.178661477173e+02       0.000000000000e+00      -1.184411253464e-02      -3.865830028261e+02       9.174825351349e-03       9.174825351349e-03 
       4.582114520099e-01      -1.173770794443e-02      -2.984164383785e+02      -4.191343765234e+02       0.000000000000e+00      -1.171839929540e-02      -3.877245271788e+02       9.077787741854e-03       9.077787741854e-03 
       4.613124708713e-01      -1.161349039557e-02      -2.990944927479e+02      -4.203832862176e+02       0.000000000000e+00      -1.159438750289e-02      -3.888461457109e+02       8.982061583354e-03       8.982061583354e-03 
       4.644134899308e-01      -1.149121813075e-02      -2.997690957613e+02      -4.216181848062e+02       0.000000000000e+00      -1.147231766162e-02      -3.899558442987e+02       8.887802480912e-03       8.887802480912e-03 
       4.675145091846e-01      -1.137116602919e-02      -3.004641728390e+02      -4.228465101701e+02       0.000000000000e+00      -1.135246408925e-02      -3.910634762430e+02       8.795199116921e-03       8.795199116921e-03 
       4.706155286287e-01      -1.125356901285e-02      -3.011996681640e+02      -4.240758580036e+02       0.000000000000e+00      -1.123506124297e-02      -3.921783876015e+02       8.704418237854e-03       8.704418237854e-03 
       4.737165482595e-01      -1.113857906005e-02      -3.019899899059e+02      -4.253122768524e+02       0.000000000000e+00      -1.112026080969e-02      -3.933077856038e+02       8.615570183217e-03       8.615570183217e-03 
       4.768175680732e-01      -1.102621527426e-02      -3.028412428616e+02      -4.265583983903e+02       0.000000000000e+00      -1.100808186259e-02      -3.944547798731e+02       8.528670049525e-03       8.528670049525e-03 
       4.799185880663e-01      -1.091638381138e-02      -3.037519639509e+02      -4.278137590728e+02       0.000000000000e+00      -1.089843075029e-02      -3.956187607969e+02       8.443651807952e-03       8.443651807952e-03 
       4.830196082354e-01      -1.080890392000e-02      -3.047139756156e+02      -4.290754769398e+02       0.000000000000e+00      -1.079112708521e-02      -3.967960848966e+02       8.360387924000e-03       8.360387924000e-03 
       4.861206285770e-01      -1.070356749364e-02      -3.057152022260e+02      -4.303401249613e+02       0.000000000000e+00      -1.068596318435e-02      -3.979820443707e+02       8.278734292196e-03       8.278734292196e-03 
       4.892216490879e-01      -1.060016936681e-02      -3.067413236955e+02      -4.316046886020e+02       0.000000000000e+00      -1.058273430556e-02      -3.991719079798e+02       8.198552764229e-03       8.198552764229e-03 
       4.923226697648e-01      -1.049852692654e-02      -3.077777521630e+02      -4.328669508516e+02       0.000000000000e+00      -1.048125821612e-02      -4.003615489044e+02       8.119723622754e-03       8.119723622754e-03 
       4.954236906047e-01      -1.039849916505e-02      -3.088117842624e+02      -4.341258330683e+02       0.000000000000e+00      -1.038139420663e-02      -4.015480647655e+02       8.042156957239e-03       8.042156957239e-03 
       4.985247116044e-01      -1.029990885718e-02      -3.098288366308e+02      -4.353785392404e+02       0.000000000000e+00      -1.028296540636e-02      -4.027268596327e+02       7.965733191920e-03       7.965733191920e-03 
       5.016257327611e-01      -1.020260512986e-02      -3.108173707722e+02      -4.366221949367e+02       0.000000000000e+00      -1.018582123454e-02      -4.038937598226e+02       7.890346316216e-03       7.890346316216e-03 
       5.047267540718e-01      -1.010641691675e-02      -3.117658200037e+02      -4.378523723404e+02       0.000000000000e+00      -1.008979094039e-02      -4.050433266641e+02       7.815870586700e-03       7.815870586700e-03 
       5.078277755336e-01      -1.001123655894e-02      -3.126683717043e+02      -4.390658746366e+02       0.000000000000e+00      -9.994767050627e-03      -4.061720385733e+02       7.742222462259e-03       7.742222462259e-03 
       5.109287971439e-01      -9.917004018873e-03      -3.135226187530e+02      -4.402608194052e+02       0.000000000000e+00      -9.900689617106e-03      -4.072779839543e+02       7.669352360260e-03       7.669352360260e-03 
       5.140298188999e-01      -9.823729620883e-03      -3.143315059872e+02      -4.414375399717e+02       0.000000000000e+00      -9.807568916279e-03      -4.083619031999e+02       7.597262060513e-03       7.597262060513e-03 
       5.171308407990e-01      -9.731518862217e-03      -3.151037242182e+02      -4.426000626715e+02       0.000000000000e+00      -9.715510224915e-03      -4.094284502867e+02       7.526024860556e-03       7.526024860556e-03 
       5.202318628386e-01      -9.640468150092e-03      -3.158494846197e+02      -4.437517948661e+02       0.000000000000e+00      -9.624609737828e-03      -4.104820195363e+02       7.455705524300e-03       7.455705524300e-03 
       5.233328850162e-01      -9.550693030406e-03      -3.165804445035e+02      -4.448970395543e+02       0.000000000000e+00      -9.534982759002e-03      -4.115279627969e+02       7.386382581550e-03       7.386382581550e-03 
       5.264339073294e-01      -9.462246158116e-03      -3.173060630538e+02      -4.460374058874e+02       0.000000000000e+00      -9.446681813539e-03      -4.125690952406e+02       7.318085494954e-03       7.318085494954e-03 
       5.295349297758e-01      -9.375145862872e-03      -3.180340322488e+02      -4.471731570611e+02       0.000000000000e+00      -9.359725169188e-03      -4.136068578699e+02       7.250817850733e-03       7.250817850733e-03 
       5.326359523530e-01      -9.289382371202e-03      -3.187700067026e+02      -4.483035826635e+02       0.000000000000e+00      -9.274103046747e-03      -4.146415765477e+02       7.184563329132e-03       7.184563329132e-03 
       5.357369750589e-01      -9.204983364316e-03      -3.195194450852e+02      -4.494303330967e+02       0.000000000000e+00      -9.189843070405e-03      -4.156754615439e+02       7.119338224610e-03       7.119338224610e-03 
       5.388379978910e-01      -9.121911406430e-03      -3.202850359466e+02      -4.505522138192e+02       0.000000000000e+00      -9.106907857156e-03      -4.167079725715e+02       7.055111112409e-03       7.055111112409e-03 
       5.419390208474e-01      -9.040215465720e-03      -3.210709851413e+02      -4.516728502752e+02       0.000000000000e+00      -9.025346293470e-03      -4.177427226258e+02       6.991921112849e-03       6.991921112849e-03 
       5.450400439257e-01      -8.959883264223e-03      -3.218777282959e+02      -4.527934337308e+02       0.000000000000e+00      -8.945146128621e-03      -4.187807478690e+02       6.929762542998e-03       6.929762542998e-03 
       5.481410671241e-01      -8.880905297664e-03      -3.227042651682e+02      -4.539157121421e+02       0.000000000000e+00      -8.866297890270e-03      -4.198233070610e+02       6.868633219988e-03       6.868633219988e-03 
       5.512420904404e-01      -8.803210480530e-03      -3.235458955543e+02      -4.550385757460e+02       0.000000000000e+00      -8.788730633933e-03      -4.208687496611e+02       6.808483602851e-03       6.808483602851e-03 
       5.543431138726e-01      -8.726692298193e-03      -3.243954552077e+02      -4.561591510002e+02       0.000000000000e+00      -8.712338049959e-03      -4.219136007204e+02       6.749236790451e-03       6.749236790451e-03 
       5.574441374189e-01      -8.651243975852e-03      -3.252450614580e+02      -4.572744513024e+02       0.000000000000e+00      -8.637013569202e-03      -4.229541789071e+02       6.690815665858e-03       6.690815665858e-03 
       5.605451610773e-01      -8.576789933864e-03      -3.260882947786e+02      -4.583828446154e+02       0.000000000000e+00      -8.562681760779e-03      -4.239881355250e+02       6.633167032790e-03       6.633167032790e-03 
       5.636461848459e-01      -8.503275424949e-03      -3.269201106139e+02      -4.594835328128e+02       0.000000000000e+00      -8.489287983990e-03      -4.250140179609e+02       6.576253595081e-03       6.576253595081e-03 
       5.667472087230e-01      -8.430676170846e-03      -3.277376793776e+02      -4.605770057870e+02       0.000000000000e+00      -8.416808008475e-03      -4.260317722093e+02       6.520060811630e-03       6.520060811630e-03 
       5.698482327068e-01      -8.358986908059e-03      -3.285397830840e+02      -4.616644868073e+02       0.000000000000e+00      -8.345236581496e-03      -4.270421965295e+02       6.464587412999e-03       6.464587412999e-03 
       5.729492567955e-01      -8.288193434120e-03      -3.293254436064e+02      -4.627464539043e+02       0.000000000000e+00      -8.274559523718e-03      -4.280455227346e+02       6.409823448891e-03       6.409823448891e-03 
       5.760502809874e-01      -8.218266830581e-03      -3.300941603874e+02      -4.638221210021e+02       0.000000000000e+00      -8.204747961250e-03      -4.290410330900e+02       6.355745079735e-03       6.355745079735e-03 
       5.791513052809e-01      -8.149159618079e-03      -3.308446431298e+02      -4.648894899410e+02       0.000000000000e+00      -8.135754490176e-03      -4.300269002987e+02       6.302312978993e-03       6.302312978993e-03 
       5.822523296744e-01      -8.080837910567e-03      -3.315772125284e+02      -4.659469201228e+02       0.000000000000e+00      -8.067545273382e-03      -4.310018442769e+02       6.249497192430e-03       6.249497192430e-03 
       5.853533541662e-01      -8.013297521155e-03      -3.322943384777e+02      -4.669942188902e+02       0.000000000000e+00      -8.000116119014e-03      -4.319661028221e+02       6.197290590886e-03       6.197290590886e-03 
       5.884543787547e-01      -7.946559152194e-03      -3.330001032579e+02      -4.680326012668e+02       0.000000000000e+00      -7.933487679709e-03      -4.329213132833e+02       6.145706007458e-03       6.145706007458e-03 
       5.915554034386e-01      -7.880668989840e-03      -3.337002045873e+02      -4.690648090224e+02       0.000000000000e+00      -7.867706047714e-03      -4.338706096626e+02       6.094776561749e-03       6.094776561749e-03 
       5.946564282162e-01      -7.815670114414e-03      -3.344003103010e+02      -4.700935482325e+02       0.000000000000e+00      -7.802814215868e-03      -4.348170922296e+02       6.044533323351e-03       6.044533323351e-03 
       5.977574530862e-01      -7.751586673836e-03      -3.351045603917e+02      -4.711206764005e+02       0.000000000000e+00      -7.738836281227e-03      -4.357629288802e+02       5.994993037084e-03       5.994993037084e-03 
       6.008584780470e-01      -7.688412754628e-03      -3.358150779307e+02      -4.721464376121e+02       0.000000000000e+00      -7.675766335717e-03      -4.367086564618e+02       5.946149330796e-03       5.946149330796e-03 
       6.039595030973e-01      -7.626110195433e-03      -3.365315241138e+02      -4.731693110908e+02       0.000000000000e+00      -7.613566282213e-03      -4.376529868811e+02       5.897971277470e-03       5.897971277470e-03 
       6.070605282357e-01      -7.564645094532e-03      -3.372530543177e+02      -4.741881640685e+02       0.000000000000e+00      -7.552202279723e-03      -4.385948661776e+02       5.850432115727e-03       5.850432115727e-03 
       6.101615534608e-01      -7.503987510267e-03      -3.379785615417e+02      -4.752022220045e+02       0.000000000000e+00      -7.491644441217e-03      -4.395334892050e+02       5.803509248468e-03       5.803509248468e-03 
       6.132625787714e-01      -7.444124209508e-03      -3.387075391698e+02      -4.762118419998e+02       0.000000000000e+00      -7.431879559353e-03      -4.404690648887e+02       5.757194048902e-03       5.757194048902e-03 
       6.163636041661e-01      -7.385061141756e-03      -3.394400843915e+02      -4.772187436588e+02       0.000000000000e+00      -7.372913577574e-03      -4.414030041042e+02       5.711493601908e-03       5.711493601908e-03 
       6.194646296437e-01      -7.326793884212e-03      -3.401755946599e+02      -4.782240656979e+02       0.000000000000e+00      -7.314742084775e-03      -4.423361347080e+02       5.666407058027e-03       5.666407058027e-03 
       6.225656552030e-01      -7.269300550679e-03      -3.409122788518e+02      -4.792278409523e+02       0.000000000000e+00      -7.257343237362e-03      -4.432681975283e+02       5.621919631885e-03       5.621919631885e-03 
       6.256666808426e-01      -7.212543871774e-03      -3.416472098950e+02      -4.802290503555e+02       0.000000000000e+00      -7.200679836208e-03      -4.441978985647e+02       5.578003947094e-03       5.578003947094e-03 
       6.287677065615e-01      -7.156468359276e-03      -3.423764132308e+02      -4.812253306200e+02       0.000000000000e+00      -7.144696493804e-03      -4.451226859024e+02       5.534617889076e-03       5.534617889076e-03 
       6.318687323584e-01      -7.101026830816e-03      -3.430966117759e+02      -4.822146407817e+02       0.000000000000e+00      -7.089346112858e-03      -4.460403804736e+02       5.491725417978e-03       5.491725417978e-03 
       6.349697582322e-01      -7.046195154564e-03      -3.438062078329e+02      -4.831962781066e+02       0.000000000000e+00      -7.034604604270e-03      -4.469501570972e+02       5.449308253857e-03       5.449308253857e-03 
       6.380707841818e-01      -6.991970075612e-03      -3.445052625460e+02      -4.841708197227e+02       0.000000000000e+00      -6.980468717147e-03      -4.478524938384e+02       5.407364421238e-03       5.407364421238e-03 
