# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_dmeff                6:d_fld                  7:d_ur                   8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_dmeff               15:t_fld                 16:t_ur                  17:t_tot              
       1.913193594933e-02      -1.563695120939e+00      -2.487069310804e+01      -2.869111973489e+01      -2.869111675214e+01       0.000000000000e+00      -1.483192128648e+00      -2.729435399506e+01       3.571391731978e-01       3.570638483973e-01       1.054674282489e-03       3.325558558848e-02       3.422470017101e-02       3.422470002125e-02                      nan      -7.839918394268e-04       3.277331019644e-02 
       1.925858280700e-02      -1.568785860973e+00      -2.505124843924e+01      -2.895728555546e+01      -2.895728256871e+01       0.000000000000e+00      -1.468724713812e+00      -2.753906083763e+01       3.557385358199e-01       3.556637127476e-01       9.091123979285e-04       3.355451333405e-02       3.454444768224e-02       3.454444753249e-02                      nan      -8.297609271675e-04       3.307352026949e-02 
       1.938529486380e-02      -1.572278501139e+00      -2.523094107118e+01      -2.922368820834e+01      -2.922368521761e+01       0.000000000000e+00      -1.453844676084e+00      -2.778378992192e+01       3.543416877661e-01       3.542682198269e-01       7.531630201634e-04       3.385331820063e-02       3.486428629284e-02       3.486428614310e-02                      nan      -8.648350963171e-04       3.337371638823e-02 
       1.951207331950e-02      -1.574090142478e+00      -2.540961826211e+01      -2.949031178979e+01      -2.949030879510e+01       0.000000000000e+00      -1.438682944959e+00      -2.802850409985e+01       3.529482637118e-01       3.528769489832e-01       5.884638040802e-04       3.415187817590e-02       3.518417872833e-02       3.518417857860e-02                      nan      -8.886717915961e-04       3.367389485629e-02 
       1.963891940434e-02      -1.574162070582e+00      -2.558738034530e+01      -2.975716092212e+01      -2.975715792349e+01       0.000000000000e+00      -1.423377184448e+00      -2.827322375732e+01       3.515586951138e-01       3.514902681727e-01       4.168601864286e-04       3.445027291914e-02       3.550414650582e-02       3.550414635610e-02                      nan      -9.009040290908e-04       3.397413305622e-02 
       1.976583437961e-02      -1.572450642310e+00      -2.576413481640e+01      -3.002421051057e+01      -3.002420750801e+01       0.000000000000e+00      -1.408062661379e+00      -2.851791462459e+01       3.501726538048e-01       3.501077821612e-01       2.402045785486e-04       3.474843004788e-02       3.582414674392e-02       3.582414659421e-02                      nan      -9.013164611822e-04       3.427443037077e-02 
       1.989281953829e-02      -1.568935469095e+00      -2.593996181153e+01      -3.029145782597e+01      -3.029145481951e+01       0.000000000000e+00      -1.392876431758e+00      -2.876258854880e+01       3.487904309364e-01       3.487297102301e-01       6.041822202825e-05       3.504639769768e-02       3.614418815934e-02       3.614418800963e-02                      nan      -8.898444131257e-04       3.457484589895e-02 
       2.001987620571e-02      -1.563611180276e+00      -2.611473533284e+01      -3.055889099638e+01      -3.055888798604e+01       0.000000000000e+00      -1.377950822893e+00      -2.900721726615e+01       3.474117926446e-01       3.473557446766e-01      -1.205069191257e-04       3.534409040424e-02       3.646424222544e-02       3.646424207575e-02                      nan      -8.666100563729e-04       3.487538637033e-02 
       2.014700574018e-02      -1.556501613929e+00      -2.628856040866e+01      -3.082650390513e+01      -3.082650089092e+01       0.000000000000e+00      -1.363415588866e+00      -2.925181451842e+01       3.460370164687e-01       3.459860841399e-01      -3.005950553166e-04       3.564157033054e-02       3.678431478356e-02       3.678431463387e-02                      nan      -8.319046113052e-04       3.517610645717e-02 
       2.027420953374e-02      -1.547631420630e+00      -2.646116581501e+01      -3.109425942382e+01      -3.109425640576e+01       0.000000000000e+00      -1.349390576493e+00      -2.949630873994e+01       3.446653532710e-01       3.446199047236e-01      -4.778380071737e-04       3.593864715671e-02       3.710432583406e-02       3.710432568438e-02                      nan      -7.861579604499e-04       3.547695050262e-02 
       2.040148901283e-02      -1.537076852731e+00      -2.663305688517e+01      -3.136220146819e+01      -3.136219844630e+01       0.000000000000e+00      -1.335997948436e+00      -2.974081895723e+01       3.432983848411e-01       3.432587033520e-01      -6.502344193436e-04       3.623567825010e-02       3.742439883542e-02       3.742439868573e-02                      nan      -7.299748459196e-04       3.577811003568e-02 
       2.052884563906e-02      -1.524896777526e+00      -2.680371018396e+01      -3.163027638281e+01      -3.163027335711e+01       0.000000000000e+00      -1.323335629797e+00      -2.998522027434e+01       3.419346832237e-01       3.419009791454e-01      -8.159431988905e-04       3.653227644990e-02       3.774439922160e-02       3.774439907192e-02                      nan      -6.641364526227e-04       3.607944515916e-02 
       2.065628090997e-02      -1.511193275065e+00      -2.697331005702e+01      -3.189849144967e+01      -3.189848842017e+01       0.000000000000e+00      -1.311499899197e+00      -3.022955090644e+01       3.405748135187e-01       3.405472166324e-01      -9.730560528176e-04       3.682858345747e-02       3.806436047949e-02       3.806436032981e-02                      nan      -5.895407319385e-04       3.638103431588e-02 
       2.078379635978e-02      -1.496067503150e+00      -2.714178059957e+01      -3.216682055029e+01      -3.216681751700e+01       0.000000000000e+00      -1.300573432627e+00      -3.047378026011e+01       3.392185448688e-01       3.391971119736e-01      -1.119817755088e-03       3.712453308041e-02       3.838424107529e-02       3.838424092562e-02                      nan      -5.072018467302e-04       3.668285751704e-02 
       2.091139356027e-02      -1.479651912211e+00      -2.730938649234e+01      -3.243529991296e+01      -3.243529687591e+01       0.000000000000e+00      -1.290630190408e+00      -3.071798311425e+01       3.378668276072e-01       3.378515412593e-01      -1.254596886332e-03       3.742030677804e-02       3.870412345233e-02       3.870412330266e-02                      nan      -4.182635330441e-04       3.698502872482e-02 
       2.103907412157e-02      -1.462077942474e+00      -2.747576088338e+01      -3.270387098937e+01      -3.270386794857e+01       0.000000000000e+00      -1.281717634819e+00      -3.096205623482e+01       3.365185478689e-01       3.365093230999e-01      -1.375862259853e-03       3.771564969084e-02       3.902388551751e-02       3.902388536784e-02                      nan      -3.239898336449e-04       3.728742440977e-02 
       2.116683969302e-02      -1.443493234350e+00      -2.764114113885e+01      -3.297256129113e+01      -3.297255824661e+01       0.000000000000e+00      -1.273884066358e+00      -3.120606292523e+01       3.351745375916e-01       3.351712248771e-01      -1.482205910270e-03       3.801071855366e-02       3.934359518945e-02       3.934359503978e-02                      nan      -2.256845540298e-04       3.759013539243e-02 
       2.129469196411e-02      -1.424062657266e+00      -2.780541685841e+01      -3.324134784707e+01      -3.324134479882e+01       0.000000000000e+00      -1.267147343386e+00      -3.144996996528e+01       3.338344751562e-01       3.338368645327e-01      -1.572503295773e-03       3.830543439639e-02       3.966320922312e-02       3.966320907345e-02                      nan      -1.247645637014e-04       3.789311771891e-02 
       2.142263266535e-02      -1.403949041930e+00      -2.796857911507e+01      -3.351022349206e+01      -3.351022044012e+01       0.000000000000e+00      -1.261522536315e+00      -3.169377308501e+01       3.324984393847e-01       3.325062653804e-01      -1.645607649348e-03       3.859979400357e-02       3.998271843137e-02       3.998271828170e-02                      nan      -2.264798752426e-05       3.819636726332e-02 
       2.155066356926e-02      -1.383326368659e+00      -2.813065005538e+01      -3.377918171505e+01      -3.377917865942e+01       0.000000000000e+00      -1.256999980772e+00      -3.193747340171e+01       3.311664663119e-01       3.311794157176e-01      -1.700781296734e-03       3.889379614677e-02       4.030211784604e-02       4.030211769636e-02                      nan       7.919653388191e-05       3.849987355604e-02 
       2.167878649131e-02      -1.362370978757e+00      -2.829155288568e+01      -3.404820782073e+01      -3.404820476143e+01       0.000000000000e+00      -1.253560711118e+00      -3.218104953371e+01       3.298384313178e-01       3.298561462148e-01      -1.737280180624e-03       3.918739271606e-02       4.062137996618e-02       4.062137981650e-02                      nan       1.793057245399e-04       3.880360083894e-02 
       2.180700329099e-02      -1.341262648451e+00      -2.845126014596e+01      -3.431729252794e+01      -3.431728946499e+01       0.000000000000e+00      -1.251166723390e+00      -3.242449219826e+01       3.285142812424e-01       3.285363669516e-01      -1.754719085281e-03       3.948055277837e-02       4.094048978196e-02       4.094048963228e-02                      nan       2.762312811906e-04       3.910751822047e-02 
       2.193531587278e-02      -1.320187241969e+00      -2.860996608416e+01      -3.458645536331e+01      -3.458645229671e+01       0.000000000000e+00      -1.249771495102e+00      -3.266785087062e+01       3.271946201004e-01       3.272206490778e-01      -1.752859130494e-03       3.977341529009e-02       4.125949872465e-02       4.125949857496e-02                      nan       3.685557430324e-04       3.941167222834e-02 
       2.206372618728e-02      -1.299321551570e+00      -2.876757154117e+01      -3.485567798565e+01      -3.485567491543e+01       0.000000000000e+00      -1.249307212200e+00      -3.291109707083e+01       3.258792068233e-01       3.259087275091e-01      -1.731735022530e-03       4.006590524364e-02       4.157837078835e-02       4.157837063866e-02                      nan       4.549389699822e-04       3.971600032172e-02 
       2.219223623229e-02      -1.278840419473e+00      -2.892392907590e+01      -3.512493089972e+01      -3.512492782589e+01       0.000000000000e+00      -1.249696535379e+00      -3.315418541727e+01       3.245675989338e-01       3.246001399495e-01      -1.691501336393e-03       4.035791933536e-02       4.189704905565e-02       4.189704890595e-02                      nan       5.340989802642e-04       4.002041687842e-02 
       2.232084805397e-02      -1.258915199026e+00      -2.907934929068e+01      -3.539425483007e+01      -3.539425175264e+01       0.000000000000e+00      -1.250854700300e+00      -3.339720045155e+01       3.232607472445e-01       3.232958257363e-01      -1.632651783518e-03       4.064966344630e-02       4.221562790189e-02       4.221562775219e-02                      nan       6.048584137757e-04       4.032500069594e-02 
       2.244956374803e-02      -1.239705188252e+00      -2.923342454248e+01      -3.566358961457e+01      -3.566358653355e+01       0.000000000000e+00      -1.252676429671e+00      -3.364002978901e+01       3.219575388679e-01       3.219946651146e-01      -1.555800117908e-03       4.094085869554e-02       4.253397658354e-02       4.253397643383e-02                      nan       6.661834171461e-04       4.062957256111e-02 
       2.257838546090e-02      -1.221366518086e+00      -2.938644448102e+01      -3.593296841897e+01      -3.593296533438e+01       0.000000000000e+00      -1.255059310701e+00      -3.388274802436e+01       3.206587750486e-01       3.206974587188e-01      -1.461816262605e-03       4.123169854883e-02       4.285217662407e-02       4.285217647435e-02                      nan       7.171237468076e-04       4.093419401974e-02 
       2.270731539105e-02      -1.204042647547e+00      -2.953833685824e+01      -3.620237272888e+01      -3.620236964073e+01       0.000000000000e+00      -1.257888479253e+00      -3.412532970283e+01       3.193642281301e-01       3.194039829896e-01      -1.351699093268e-03       4.152212689518e-02       4.317019434113e-02       4.317019419141e-02                      nan       7.568784058576e-04       4.123879400119e-02 
       2.283635579024e-02      -1.187862601785e+00      -2.968901130283e+01      -3.647179479967e+01      -3.647179170799e+01       0.000000000000e+00      -1.261041533451e+00      -3.436775488021e+01       3.180737644780e-01       3.181141154434e-01      -1.226752908797e-03       4.181209021138e-02       4.348800991639e-02       4.348800976666e-02                      nan       7.848564964670e-04       4.154330936131e-02 
       2.296550896486e-02      -1.172941630845e+00      -2.983859684998e+01      -3.674123792890e+01      -3.674123483368e+01       0.000000000000e+00      -1.264395761170e+00      -3.461004734404e+01       3.167876151779e-01       3.168281031977e-01      -1.088366933275e-03       4.210166014349e-02       4.380564324661e-02       4.380564309687e-02                      nan       8.005905891721e-04       4.184772866665e-02 
       2.309477727734e-02      -1.159382393459e+00      -2.998708761090e+01      -3.701070314007e+01      -3.701070004133e+01       0.000000000000e+00      -1.267825728579e+00      -3.485220725838e+01       3.155058299839e-01       3.155460156493e-01      -9.380992803784e-04       4.239083458297e-02       4.412309643664e-02       4.412309628689e-02                      nan       8.037970208429e-04       4.215201358097e-02 
       2.322416314755e-02      -1.147271460305e+00      -3.013437890429e+01      -3.728017175383e+01      -3.728016865158e+01       0.000000000000e+00      -1.271203813349e+00      -3.509420273325e+01       3.142281421343e-01       3.142676097572e-01      -7.776733036500e-04       4.267954356593e-02       4.444033193396e-02       4.444033178420e-02                      nan       7.943819175703e-04       4.245608240140e-02 
       2.335366905427e-02      -1.136674429942e+00      -3.028048225411e+01      -3.754963698675e+01      -3.754963388101e+01       0.000000000000e+00      -1.274405568472e+00      -3.533602975306e+01       3.129545160413e-01       3.129928788688e-01      -6.089287967041e-04       4.296778928389e-02       4.475734295576e-02       4.475734280599e-02                      nan       7.724482391695e-04       4.275989000276e-02 
       2.348329753672e-02      -1.127646379155e+00      -3.042549253025e+01      -3.781911191205e+01      -3.781910880283e+01       0.000000000000e+00      -1.277310551570e+00      -3.557771358176e+01       3.116852074168e-01       3.117221092330e-01      -4.337724600850e-04       4.325563104604e-02       4.507415864970e-02       4.507415849992e-02                      nan       7.382381195778e-04       4.306342982658e-02 
       2.361305119611e-02      -1.120213941300e+00      -3.056936204645e+01      -3.808858857501e+01      -3.808858546232e+01       0.000000000000e+00      -1.279803320234e+00      -3.581923924394e+01       3.104201000117e-01       3.104552202565e-01      -2.542426403308e-04       4.354303782116e-02       4.539076316584e-02       4.539076301605e-02                      nan       6.922512671531e-04       4.336664592299e-02 
       2.374293269725e-02      -1.114398290486e+00      -3.071206489339e+01      -3.835805362314e+01      -3.835805050699e+01       0.000000000000e+00      -1.281773191884e+00      -3.606059082208e+01       3.091590604057e-01       3.091921131662e-01      -7.238001722431e-05       4.382998733449e-02       4.570713657258e-02       4.570713642277e-02                      nan       6.350816784228e-04       4.366948186784e-02 
       2.387294477028e-02      -1.110195497019e+00      -3.085363063474e+01      -3.862751402042e+01      -3.862751090081e+01       0.000000000000e+00      -1.283119649468e+00      -3.630177742660e+01       3.079021918595e-01       3.079329297777e-01       1.097035410153e-04       4.411650204362e-02       4.602329276448e-02       4.602329261466e-02                      nan       5.675371425927e-04       4.397191722623e-02 
       2.400309021230e-02      -1.107580306780e+00      -3.099405857716e+01      -3.889696254893e+01      -3.889695942589e+01       0.000000000000e+00      -1.283752326602e+00      -3.654279158677e+01       3.066494151651e-01       3.066776310584e-01       2.899146810557e-04       4.440257327970e-02       4.633922123799e-02       4.633922108815e-02                      nan       4.905947216468e-04       4.427391010134e-02 
       2.413337188923e-02      -1.106512572825e+00      -3.113330232306e+01      -3.916638854981e+01      -3.916638542334e+01       0.000000000000e+00      -1.283591211471e+00      -3.678361561394e+01       3.054005882338e-01       3.054261151371e-01       4.661658578166e-04       4.468817154341e-02       4.665490320457e-02       4.665490305472e-02                      nan       4.053633456651e-04       4.457541084107e-02 
       2.426379273761e-02      -1.106936208887e+00      -3.127147648609e+01      -3.943581437745e+01      -3.943581124757e+01       0.000000000000e+00      -1.282570339960e+00      -3.702428419437e+01       3.041560193885e-01       3.041787308999e-01       6.364386101840e-04       4.497337150647e-02       4.697038271795e-02       4.697038256808e-02                      nan       3.130803446067e-04       4.487644033329e-02 
       2.439435576650e-02      -1.108785157827e+00      -3.140850383146e+01      -3.970522287344e+01      -3.970521974015e+01       0.000000000000e+00      -1.280630482810e+00      -3.726476924681e+01       3.029154642348e-01       3.029352731239e-01       7.987063021897e-04       4.525812271610e-02       4.728562865154e-02       4.728562850166e-02                      nan       2.150710833431e-04       4.517694046217e-02 
       2.452506405949e-02      -1.111958692259e+00      -3.154439135399e+01      -3.997460794074e+01      -3.997460480405e+01       0.000000000000e+00      -1.277737118194e+00      -3.750506480514e+01       3.016788587662e-01       3.016957191894e-01       9.511646623892e-04       4.554242387022e-02       4.760063351759e-02       4.760063336769e-02                      nan       1.128253222317e-04       4.547688748069e-02 
       2.465592077667e-02      -1.116360692103e+00      -3.167916473244e+01      -4.024397389609e+01      -4.024397075603e+01       0.000000000000e+00      -1.273861374913e+00      -3.774517648077e+01       3.004462416865e-01       3.004601453940e-01       1.092020300015e-03       4.582629066229e-02       4.791540626494e-02       4.791540611502e-02                      nan       7.839523078885e-06       4.577627388947e-02 
       2.478692915676e-02      -1.121874119263e+00      -3.181281916506e+01      -4.051332326687e+01      -4.051332012343e+01       0.000000000000e+00      -1.268992635853e+00      -3.798510342710e+01       2.992176170540e-01       2.992285931976e-01       1.219637292603e-03       4.610972543555e-02       4.822995167258e-02       4.822995152264e-02                      nan      -9.830739459960e-05       4.607509158075e-02 
       2.491809251927e-02      -1.128369334272e+00      -3.194533821695e+01      -4.078264730922e+01      -4.078264416242e+01       0.000000000000e+00      -1.263135722814e+00      -3.822483376213e+01       2.979928554191e-01       2.980009685626e-01       1.332576026329e-03       4.639271247862e-02       4.854425496936e-02       4.854425481940e-02                      nan      -2.040140802295e-04       4.637331867365e-02 
       2.504941426679e-02      -1.135711046267e+00      -3.207676903916e+01      -4.105195081498e+01      -4.105194766482e+01       0.000000000000e+00      -1.256308968237e+00      -3.846437679712e+01       2.967720231819e-01       2.967773707364e-01       1.429534492387e-03       4.667527926869e-02       4.885832923603e-02       4.885832908606e-02                      nan      -3.076718087188e-04       4.667096572732e-02 
       2.518089788722e-02      -1.143752349792e+00      -3.220712019439e+01      -4.132123999924e+01      -4.132123684573e+01       0.000000000000e+00      -1.248546462670e+00      -3.870373682826e+01       2.955551431441e-01       2.955578534659e-01       1.509411768921e-03       4.695743666129e-02       4.917218427896e-02       4.917218412896e-02                      nan      -4.076897095107e-04       4.696804231256e-02 
       2.531254695627e-02      -1.152339065794e+00      -3.233649101914e+01      -4.159051387023e+01      -4.159051071338e+01       0.000000000000e+00      -1.239896879600e+00      -3.894292683694e+01       2.943422760076e-01       2.943425058033e-01       1.571345068198e-03       4.723924627010e-02       4.948583050922e-02       4.948583035920e-02                      nan      -5.025223084049e-04       4.726457118674e-02 
       2.544436513988e-02      -1.161316727822e+00      -3.246452424053e+01      -4.185974704789e+01      -4.185974388771e+01       0.000000000000e+00      -1.230420137975e+00      -3.918186728044e+01       2.931328084156e-01       2.931307380393e-01       1.614649969198e-03       4.752047203150e-02       4.979919236444e-02       4.979919221439e-02                      nan      -5.906952987888e-04       4.756046188782e-02 
       2.557635619681e-02      -1.170522534044e+00      -3.259162987722e+01      -4.212897437745e+01      -4.212897121395e+01       0.000000000000e+00      -1.220193708258e+00      -3.942064998977e+01       2.919274025956e-01       2.919232354966e-01       1.638965656247e-03       4.780138470479e-02       5.011236442646e-02       5.011236427639e-02                      nan      -6.708306316589e-04       4.785584661508e-02 
       2.570852398133e-02      -1.179797681097e+00      -3.271780836418e+01      -4.239820522157e+01      -4.239820205477e+01       0.000000000000e+00      -1.209300611092e+00      -3.965928089398e+01       2.907260894268e-01       2.907200479504e-01       1.644043978903e-03       4.808198928363e-02       5.042536120954e-02       5.042536105945e-02                      nan      -7.416267747671e-04       4.815075256657e-02 
       2.584087244594e-02      -1.188980276036e+00      -3.284256558653e+01      -4.266736565928e+01      -4.266736248917e+01       0.000000000000e+00      -1.197835197030e+00      -3.989761950632e+01       2.895277616290e-01       2.895200826199e-01       1.629932336875e-03       4.836195472550e-02       5.073802362908e-02       5.073802347897e-02                      nan      -8.019803839352e-04       4.844501790082e-02 
       2.597340564424e-02      -1.197917429110e+00      -3.296650813181e+01      -4.293654838808e+01      -4.293654521468e+01       0.000000000000e+00      -1.185903231374e+00      -4.013583647395e+01       2.883336865873e-01       2.883246199901e-01       1.596915255071e-03       4.864168481732e-02       5.105054888014e-02       5.105054873000e-02                      nan      -8.508394506468e-04       4.873888781162e-02 
       2.610612773389e-02      -1.206457609871e+00      -3.308939029041e+01      -4.320571408640e+01      -4.320571090971e+01       0.000000000000e+00      -1.173617557990e+00      -4.037385942109e+01       2.871432766570e-01       2.871330799170e-01       1.545633211591e-03       4.892101649375e-02       5.136285491284e-02       5.136285476268e-02                      nan      -8.874514041294e-04       4.903229685081e-02 
       2.623904297966e-02      -1.214455815502e+00      -3.321121043151e+01      -4.347486404435e+01      -4.347486086437e+01       0.000000000000e+00      -1.161092966379e+00      -4.061168800950e+01       2.859565004041e-01       2.859454370825e-01       1.476782672547e-03       4.919995081156e-02       5.167494397794e-02       5.167494382775e-02                      nan      -9.111365649075e-04       4.932527338592e-02 
       2.637215575665e-02      -1.221777905181e+00      -3.333205348490e+01      -4.374401335523e+01      -4.374401017198e+01       0.000000000000e+00      -1.148450869084e+00      -4.084934717874e+01       2.847734931890e-01       2.847618287800e-01       1.391387861891e-03       4.947854298996e-02       5.198684547827e-02       5.198684532806e-02                      nan      -9.214482292185e-04       4.961787993877e-02 
       2.650547055353e-02      -1.228299983707e+00      -3.345187291824e+01      -4.401315698861e+01      -4.401315380210e+01       0.000000000000e+00      -1.135813536845e+00      -4.108682474699e+01       2.835941228991e-01       2.835821214738e-01       1.290716361814e-03       4.975676541744e-02       5.229854684278e-02       5.229854669254e-02                      nan      -9.181712784734e-04       4.991013409006e-02 
       2.663899197597e-02      -1.233906905676e+00      -3.357069976054e+01      -4.428230055027e+01      -4.428229736049e+01       0.000000000000e+00      -1.123303453605e+00      -4.132412969234e+01       2.824184225884e-01       2.824063448612e-01       1.176154343872e-03       5.003464092606e-02       5.261006055378e-02       5.261006040351e-02                      nan      -9.012357813702e-04       5.020208194126e-02 
       2.677272475021e-02      -1.238505522550e+00      -3.368856701891e+01      -4.455145176992e+01      -4.455144857689e+01       0.000000000000e+00      -1.111040977419e+00      -4.156127338364e+01       2.812464070319e-01       2.812345054076e-01       1.049413309085e-03       5.031218932419e-02       5.292139878368e-02       5.292139863338e-02                      nan      -8.708850040616e-04       5.049377132778e-02 
       2.690667372668e-02      -1.242005528001e+00      -3.380545287963e+01      -4.482060546486e+01      -4.482060226859e+01       0.000000000000e+00      -1.099143004696e+00      -4.179824797184e+01       2.800779797456e-01       2.800664983498e-01       9.122150092320e-04       5.058939907676e-02       5.323255313159e-02       5.323255298125e-02                      nan      -8.274501226187e-04       5.078522745431e-02 
       2.704084388387e-02      -1.244339615151e+00      -3.392139208978e+01      -4.508977659801e+01      -4.508977339850e+01       0.000000000000e+00      -1.087721359292e+00      -4.203507131451e+01       2.789132125203e-01       2.789023831101e-01       7.665440665134e-04       5.086629790026e-02       5.354354648765e-02       5.354354633728e-02                      nan      -7.715504072151e-04       5.107650831902e-02 
       2.717524033223e-02      -1.245462235578e+00      -3.403638657322e+01      -4.535896212797e+01      -4.535895892523e+01       0.000000000000e+00      -1.076878150827e+00      -4.227174167984e+01       2.777520349559e-01       2.777420737957e-01       6.145245248517e-04       5.114288519508e-02       5.385437469264e-02       5.385437454225e-02                      nan      -7.040430122129e-04       5.136764513914e-02 
       2.730986831833e-02      -1.245328190308e+00      -3.415045579257e+01      -4.562816888612e+01      -4.562816568015e+01       0.000000000000e+00      -1.066711919159e+00      -4.250826810954e+01       2.765944551527e-01       2.765855641575e-01       4.582772777257e-04       5.141917787689e-02       5.416504949109e-02       5.416504934066e-02                      nan      -6.258426279671e-04       5.165868371042e-02 
       2.744473322907e-02      -1.243929646973e+00      -3.426361529078e+01      -4.589740493189e+01      -4.589740172270e+01       0.000000000000e+00      -1.057304771340e+00      -4.274466046205e+01       2.754404785660e-01       2.754328401154e-01       3.001170803883e-04       5.169518865337e-02       5.447558163059e-02       5.447558148013e-02                      nan      -5.381921248503e-04       5.194966761539e-02 
       2.757984059617e-02      -1.241266893999e+00      -3.437589850967e+01      -4.616668150615e+01      -4.616667829374e+01       0.000000000000e+00      -1.048730365495e+00      -4.298093407261e+01       2.742901390726e-01       2.742839163614e-01       1.423406337979e-04       5.197094314246e-02       5.478598942472e-02       5.478598927423e-02                      nan      -4.424169371340e-04       5.224064685738e-02 
       2.771519610072e-02      -1.237361036654e+00      -3.448728672099e+01      -4.643599085505e+01      -4.643598763943e+01       0.000000000000e+00      -1.041047416832e+00      -4.321708071803e+01       2.731433211363e-01       2.731386565319e-01      -1.272600820034e-05       5.224642872637e-02       5.509626051374e-02       5.509626036322e-02                      nan      -3.400121336769e-04       5.253163875594e-02 
       2.785080557800e-02      -1.232245990566e+00      -3.459782243081e+01      -4.670535167748e+01      -4.670534845866e+01       0.000000000000e+00      -1.034304676590e+00      -4.345312351287e+01       2.720001030475e-01       2.719971178690e-01      -1.627598473958e-04       5.252167781407e-02       5.540642269758e-02       5.540642254702e-02                      nan      -2.325648745729e-04       5.282269851287e-02 
       2.798667502244e-02      -1.225978751244e+00      -3.470752013219e+01      -4.697477001326e+01      -4.697476679123e+01       0.000000000000e+00      -1.028532612780e+00      -4.368907100836e+01       2.708604778104e-01       2.708592710159e-01      -3.054845348357e-04       5.279670693690e-02       5.571648564770e-02       5.571648549711e-02                      nan      -1.217916307390e-04       5.311386117242e-02 
       2.812281059279e-02      -1.218634326565e+00      -3.481640180950e+01      -4.724425035700e+01      -4.724424713178e+01       0.000000000000e+00      -1.023745735980e+00      -4.392493181687e+01       2.697244167514e-01       2.697250644313e-01      -4.387108014904e-04       5.307152822608e-02       5.602645622270e-02       5.602645607207e-02                      nan      -9.479248496869e-06       5.340515575170e-02 
       2.825921861753e-02      -1.210301610999e+00      -3.492447374156e+01      -4.751380063638e+01      -4.751379740797e+01       0.000000000000e+00      -1.019943987882e+00      -4.416071489574e+01       2.685919031078e-01       2.685944587210e-01      -5.603573859796e-04       5.334615137213e-02       5.633634477032e-02       5.633634461965e-02                      nan       1.025556185268e-04       5.369661077594e-02 
       2.839590560043e-02      -1.201078308578e+00      -3.503175890450e+01      -4.778343049671e+01      -4.778342726511e+01       0.000000000000e+00      -1.017115789977e+00      -4.439643327500e+01       2.674629389452e-01       2.674674340366e-01      -6.684097303896e-04       5.362059595940e-02       5.664616544383e-02       5.664616529312e-02                      nan       2.124713640350e-04       5.398825749275e-02 
       2.853287822642e-02      -1.191086434267e+00      -3.513828154678e+01      -4.805315146412e+01      -4.805314822934e+01       0.000000000000e+00      -1.015227161080e+00      -4.463210186509e+01       2.663375356672e-01       2.663439792739e-01      -7.611080394021e-04       5.389488284574e-02       5.695593453649e-02       5.695593438574e-02                      nan       3.184423356557e-04       5.428012355553e-02 
       2.867014336763e-02      -1.180453120431e+00      -3.524406093529e+01      -4.832296949023e+01      -4.832296625227e+01       0.000000000000e+00      -1.014233393623e+00      -4.486773021871e+01       2.652156668587e-01       2.652240467918e-01      -8.368145780815e-04       5.416902719869e-02       5.726566169095e-02       5.726566154016e-02                      nan       4.186788785501e-04       5.457222817456e-02 
       2.880770808975e-02      -1.169321057809e+00      -3.534912890383e+01      -4.859289814169e+01      -4.859289490056e+01       0.000000000000e+00      -1.014071407886e+00      -4.510333612210e+01       2.640973491959e-01       2.641076326221e-01      -8.941949090103e-04       5.444305459118e-02       5.757536596752e-02       5.757536581670e-02                      nan       5.114925732852e-04       5.486459449418e-02 
       2.894557965859e-02      -1.157833543186e+00      -3.545348327914e+01      -4.886294376064e+01      -4.886294051633e+01       0.000000000000e+00      -1.014671408853e+00      -4.533892600339e+01       2.629825339902e-01       2.629946687861e-01      -9.319656171551e-04       5.471696986594e-02       5.788505450807e-02       5.788505435721e-02                      nan       5.952342178305e-04       5.515723226301e-02 
       2.908376554696e-02      -1.146149168437e+00      -3.555716295422e+01      -4.913312011637e+01      -4.913311686889e+01       0.000000000000e+00      -1.015943644243e+00      -4.557451889622e+01       2.618712376986e-01       2.618851533969e-01      -9.493044837264e-04       5.499080204617e-02       5.819474782081e-02       5.819474766990e-02                      nan       6.684563483401e-04       5.545015851280e-02 
       2.922227344183e-02      -1.134427663933e+00      -3.566021049104e+01      -4.940344080695e+01      -4.940343755631e+01       0.000000000000e+00      -1.017789943720e+00      -4.581013420051e+01       2.607634788685e-01       2.607790883040e-01      -9.455949158436e-04       5.526458353272e-02       5.850446714617e-02       5.850446699521e-02                      nan       7.298469158560e-04       5.574338886361e-02 
