# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_dmeff                6:d_fld                  7:d_ur                   8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_dmeff               15:t_fld                 16:t_ur                  17:t_tot              
       1.357092755935e-01      -2.106416031835e-01      -1.613248730986e+02      -2.114109197549e+02      -2.114109131103e+02       0.000000000000e+00      -2.105285429287e-01      -1.972977773982e+02       5.263213573216e-02       5.263213573216e-02      -8.070942573040e-06       2.462074305927e-01       2.534558820020e-01       2.534558814635e-01                      nan      -7.886740939930e-06       2.426098799745e-01 
       1.388101200478e-01      -2.036201117528e-01      -1.606175139434e+02      -2.143005794926e+02      -2.143005726455e+02       0.000000000000e+00      -2.035111985513e-01      -1.995295016088e+02       5.087779963783e-02       5.087779963783e-02      -7.832569352808e-06       2.481389353490e-01       2.564760236554e-01       2.564760230908e-01                      nan      -7.655671912930e-06       2.453423906163e-01 
       1.419109800535e-01      -1.966000828316e-01      -1.588603619252e+02      -2.168856024897e+02      -2.168855954306e+02       0.000000000000e+00      -1.964953531389e-01      -2.013465108831e+02       4.912383828474e-02       4.912383828474e-02      -7.595445874432e-06       2.493870848163e-01       2.589936025645e-01       2.589936019727e-01                      nan      -7.425965933632e-06       2.475629986367e-01 
       1.450118519396e-01      -1.897251696998e-01      -1.564899750379e+02      -2.192455210958e+02      -2.192455138146e+02       0.000000000000e+00      -1.896245347878e-01      -2.028830085025e+02       4.740613369695e-02       4.740613369695e-02      -7.360541881361e-06       2.502233307845e-01       2.611628844063e-01       2.611628837864e-01                      nan      -7.198319190314e-06       2.494385865529e-01 
       1.481127333302e-01      -1.831359301668e-01      -1.539954960271e+02      -2.214772307114e+02      -2.214772231978e+02       0.000000000000e+00      -1.830391843480e-01      -2.042956779504e+02       4.575979608701e-02       4.575979608701e-02      -7.130548160737e-06       2.509511138964e-01       2.631662189834e-01       2.631662183342e-01                      nan      -6.975171815967e-06       2.511636632498e-01 
       1.512136226471e-01      -1.769550709008e-01      -1.518674988067e+02      -2.236847749415e+02      -2.236847671846e+02       0.000000000000e+00      -1.768619112319e-01      -2.057472309507e+02       4.421547780797e-02       4.421547780797e-02      -6.909619116708e-06       2.518731678534e-01       2.651946270120e-01       2.651946263326e-01                      nan      -6.760474316527e-06       2.529395944930e-01 
       1.543145188064e-01      -1.712752776052e-01      -1.505444759487e+02      -2.259687806368e+02      -2.259687726256e+02       0.000000000000e+00      -1.711853306742e-01      -2.073892950666e+02       4.279633266855e-02       4.279633266855e-02      -6.699987763062e-06       2.532631828282e-01       2.674288393960e-01       2.674288386851e-01                      nan      -6.556314898799e-06       2.549548861480e-01 
       1.574154210335e-01      -1.661503943747e-01      -1.503696529821e+02      -2.284148044523e+02      -2.284147961753e+02       0.000000000000e+00      -1.660632488180e-01      -2.093460660280e+02       4.151581220450e-02       4.151581220450e-02      -6.502818773811e-06       2.553359307008e-01       2.700176348513e-01       2.700176341076e-01                      nan      -6.363783302292e-06       2.573630528992e-01 
       1.605163287508e-01      -1.615941434344e-01      -1.515582151794e+02      -2.310845223246e+02      -2.310845137699e+02       0.000000000000e+00      -1.615093848051e-01      -2.117019287083e+02       4.037734620128e-02       4.037734620128e-02      -6.320672000451e-06       2.582227458514e-01       2.730637957564e-01       2.730637949786e-01                      nan      -6.185440553089e-06       2.602674559413e-01 
       1.636172415074e-01      -1.575808562907e-01      -1.541765522626e+02      -2.340113687379e+02      -2.340113598932e+02       0.000000000000e+00      -1.574980970342e-01      -2.144946066582e+02       3.937452425855e-02       3.937452425855e-02      -6.152779814475e-06       2.619671570088e-01       2.766163144343e-01       2.766163136210e-01                      nan      -6.020581823420e-06       2.637143491231e-01 
       1.667181589372e-01      -1.540511019638e-01      -1.581414479329e+02      -2.371960900918e+02      -2.371960809445e+02       0.000000000000e+00      -1.539700086876e-01      -2.177114247380e+02       3.849250217190e-02       3.849250217190e-02      -5.999449036435e-06       2.665156951101e-01       2.806643875936e-01       2.806643867434e-01                      nan      -5.869634404273e-06       2.676865994265e-01 
       1.698190807317e-01      -1.509202267877e-01      -1.632325000926e+02      -2.406093550865e+02      -2.406093456236e+02       0.000000000000e+00      -1.508405384458e-01      -2.212934094837e+02       3.771013461145e-02       3.771013461145e-02      -5.859526440078e-06       2.717314422972e-01       2.851427582174e-01       2.851427573287e-01                      nan      -5.731601894622e-06       2.721101216232e-01 
       1.729200066233e-01      -1.480878071657e-01      -1.691194248896e+02      -2.441953796430e+02      -2.441953698511e+02       0.000000000000e+00      -1.480093448395e-01      -2.251425878002e+02       3.700233620989e-02       3.700233620989e-02      -5.730386667347e-06       2.774110769391e-01       2.899395970053e-01       2.899395960767e-01                      nan      -5.604033601483e-06       2.768629063442e-01 
       1.760209363751e-01      -1.454524205654e-01      -1.754047557274e+02      -2.478825123610e+02      -2.478825022264e+02       0.000000000000e+00      -1.453750879490e-01      -2.291373905296e+02       3.634377198724e-02       3.634377198724e-02      -5.610786316628e-06       2.833110342920e-01       2.949162839036e-01       2.949162829337e-01                      nan      -5.485861505172e-06       2.817950526394e-01 
       1.791218697736e-01      -1.429304909553e-01      -1.816856883761e+02      -2.516047185130e+02      -2.516047080214e+02       0.000000000000e+00      -1.428542600905e-01      -2.331599549152e+02       3.571356502262e-02       3.571356502262e-02      -5.499470625928e-06       2.892012776256e-01       2.999444597421e-01       2.999444587293e-01                      nan      -5.375976202673e-06       2.867670441040e-01 
       1.822228066242e-01      -1.404125132904e-01      -1.875082145128e+02      -2.552473309952e+02      -2.552473201323e+02       0.000000000000e+00      -1.403374344677e-01      -2.370447841027e+02       3.508435861692e-02       3.508435861692e-02      -5.392288879843e-06       2.947779863581e-01       3.048181649336e-01       3.048181638766e-01                      nan      -5.270382652491e-06       2.915653370923e-01 
       1.853237467480e-01      -1.378273872119e-01      -1.925058065038e+02      -2.587227433639e+02      -2.587227321146e+02       0.000000000000e+00      -1.377535610529e-01      -2.406623001801e+02       3.443839026321e-02       3.443839026321e-02      -5.287162882185e-06       2.998089193148e-01       3.093812917185e-01       3.093812906159e-01                      nan      -5.167102275503e-06       2.960277657776e-01 
       1.884246899796e-01      -1.351286641205e-01      -1.964041227116e+02      -2.619593271613e+02      -2.619593155105e+02       0.000000000000e+00      -1.350562210094e-01      -2.439106016278e+02       3.376405525235e-02       3.376405525235e-02      -5.182430469956e-06       3.041199023981e-01       3.135094547516e-01       3.135094536021e-01                      nan      -5.064528394081e-06       3.000268363460e-01 
       1.915256361651e-01      -1.322972040809e-01      -1.990457198384e+02      -2.649100166434e+02      -2.649100045756e+02       0.000000000000e+00      -1.322262824809e-01      -2.467263728646e+02       3.305657062023e-02       3.305657062023e-02      -5.076937883919e-06       3.076128565995e-01       3.171244078420e-01       3.171244066444e-01                      nan      -4.961517234330e-06       3.034841627366e-01 
       1.946265851615e-01      -1.293411703802e-01      -2.004058114282e+02      -2.675582094627e+02      -2.675581969619e+02       0.000000000000e+00      -1.292718959479e-01      -2.490921869653e+02       3.231797398699e-02       3.231797398699e-02      -4.970227135722e-06       3.102768910197e-01       3.202037111082e-01       3.202037098611e-01                      nan      -4.857577747081e-06       3.063799891646e-01 
       1.977275368348e-01      -1.262913445042e-01      -2.005872688585e+02      -2.699176987899e+02      -2.699176858397e+02       0.000000000000e+00      -1.262238132854e-01      -2.510356527391e+02       3.155595332135e-02       3.155595332135e-02      -4.862501325942e-06       3.121842810194e-01       3.227797622118e-01       3.227797609141e-01                      nan      -4.752845841318e-06       3.087517759058e-01 
       2.008284910597e-01      -1.231938760149e-01      -1.998024803772e+02      -2.720279069632e+02      -2.720278935468e+02       0.000000000000e+00      -1.231281432456e-01      -2.526226520731e+02       3.078203581140e-02       3.078203581140e-02      -4.754396374833e-06       3.134762997648e-01       3.249308001315e-01       3.249307987819e-01                      nan      -4.647867729733e-06       3.106847299232e-01 
       2.039294477188e-01      -1.201017778587e-01      -1.983453491513e+02      -2.739459449275e+02      -2.739459310277e+02       0.000000000000e+00      -1.200378528235e-01      -2.539464279914e+02       3.000946320588e-02       3.000946320588e-02      -4.646342261314e-06       3.143424212901e-01       3.267660294324e-01       3.267660280297e-01                      nan      -4.542973196026e-06       3.122965626516e-01 
       2.070304067018e-01      -1.170704032487e-01      -1.965594132069e+02      -2.757409555516e+02      -2.757409411508e+02       0.000000000000e+00      -1.170082495879e-01      -2.551179072308e+02       2.925206239696e-02       2.925206239696e-02      -4.540250317010e-06       3.149975061214e-01       3.284159107377e-01       3.284159092804e-01                      nan      -4.439976140033e-06       3.137260808284e-01 
       2.101313679048e-01      -1.141482286213e-01      -1.947986770250e+02      -2.774834598420e+02      -2.774834449220e+02       0.000000000000e+00      -1.140877692178e-01      -2.562508047779e+02       2.852194230444e-02       2.852194230444e-02      -4.436603688072e-06       3.156587013189e-01       3.300113593219e-01       3.300113578085e-01                      nan      -4.339271969718e-06       3.151128180204e-01 
       2.132323312304e-01      -1.113752747559e-01      -1.933948970604e+02      -2.792414518851e+02      -2.792414364273e+02       0.000000000000e+00      -1.113163996032e-01      -2.574532347289e+02       2.782909990080e-02       2.782909990080e-02      -4.335914803809e-06       3.165266551917e-01       3.316766004173e-01       3.316765988462e-01                      nan      -4.241303013553e-06       3.165883235551e-01 
       2.163332965866e-01      -1.087820821933e-01      -1.926311078205e+02      -2.810773485140e+02      -2.810773324994e+02       0.000000000000e+00      -1.087246578952e-01      -2.588210105533e+02       2.718116447381e-02       2.718116447381e-02      -4.239401703798e-06       3.177712217853e-01       3.335231034716e-01       3.335231018412e-01                      nan      -4.147239074920e-06       3.182690282168e-01 
       2.194342638866e-01      -1.063871102372e-01      -1.927157623990e+02      -2.830426855662e+02      -2.830426689753e+02       0.000000000000e+00      -1.063309903891e-01      -2.604292148433e+02       2.658274759726e-02       2.658274759726e-02      -4.147613908161e-06       3.195196001494e-01       3.356400535539e-01       3.356400518625e-01                      nan      -4.057603991631e-06       3.202467117885e-01 
       2.225352330487e-01      -1.041977210466e-01      -1.937682910408e+02      -2.851764966101e+02      -2.851764794228e+02       0.000000000000e+00      -1.041427566795e-01      -2.623285793017e+02       2.603568916986e-02       2.603568916986e-02      -4.061298891205e-06       3.218480817443e-01       3.380921216183e-01       3.380921198639e-01                      nan      -3.973143067604e-06       3.225854067251e-01 
       2.256362039955e-01      -1.022052333238e-01      -1.958091059696e+02      -2.874957218662e+02      -2.874957040621e+02       0.000000000000e+00      -1.021512831572e-01      -2.645361069939e+02       2.553782078929e-02       2.553782078929e-02      -3.979342180535e-06       3.247749264755e-01       3.408993521800e-01       3.408993503610e-01                      nan      -3.892758742130e-06       3.253041084058e-01 
       2.287371766540e-01      -1.003940427778e-01      -1.987632392040e+02      -2.900012096040e+02      -2.900011911622e+02       0.000000000000e+00      -1.003409829770e-01      -2.670405229215e+02       2.508524574426e-02       2.508524574426e-02      -3.903310987543e-06       3.282549321890e-01       3.440578587567e-01       3.440578568709e-01                      nan      -3.818059780495e-06       3.283925492357e-01 
       2.318381509550e-01      -9.873476994992e-02      -2.024666961750e+02      -2.926687218594e+02      -2.926687027585e+02       0.000000000000e+00      -9.868250101292e-02      -2.697959893125e+02       2.467062525323e-02       2.467062525323e-02      -3.832139314855e-06       3.321892769552e-01       3.475157431900e-01       3.475157412356e-01                      nan      -3.748032225421e-06       3.317934011835e-01 
       2.349391268330e-01      -9.719173119502e-02      -2.066882328306e+02      -2.954549987463e+02      -2.954549789644e+02       0.000000000000e+00      -9.714018302984e-02      -2.727305017411e+02       2.428504575746e-02       2.428504575746e-02      -3.765555019370e-06       3.364310298135e-01       3.511894778509e-01       3.511894758258e-01                      nan      -3.682466698340e-06       3.354163126828e-01 
       2.380401042261e-01      -9.572653787366e-02      -2.111553666798e+02      -2.983047635313e+02      -2.983047430461e+02       0.000000000000e+00      -9.567567048333e-02      -2.757557241341e+02       2.391891762083e-02       2.391891762083e-02      -3.702249314426e-06       3.408096259440e-01       3.549752739060e-01       3.549752718083e-01                      nan      -3.620117182593e-06       3.391509133921e-01 
       2.411410830753e-01      -9.430238867649e-02      -2.155840241760e+02      -3.011563840417e+02      -3.011563628305e+02       0.000000000000e+00      -9.425219069093e-02      -2.787763137473e+02       2.356304767273e-02       2.356304767273e-02      -3.641632553499e-06       3.451444028034e-01       3.587601584391e-01       3.587601562670e-01                      nan      -3.560453518249e-06       3.428778559506e-01 
       2.442420633250e-01      -9.288844270071e-02      -2.197082946423e+02      -3.039520675697e+02      -3.039520456092e+02       0.000000000000e+00      -9.283892639119e-02      -2.817029418330e+02       2.320973159780e-02       2.320973159780e-02      -3.583157587556e-06       3.492700297524e-01       3.624395272534e-01       3.624395250050e-01                      nan      -3.502977334265e-06       3.464869419381e-01 
       2.473430449220e-01      -9.145975586982e-02      -2.233042481470e+02      -3.066393333447e+02      -3.066393106114e+02       0.000000000000e+00      -9.141095103047e-02      -2.844572891628e+02       2.285273775762e-02       2.285273775762e-02      -3.525579815500e-06       3.530485434791e-01       3.659194011893e-01       3.659193988629e-01                      nan      -3.446478562769e-06       3.498808374188e-01 
       2.504440278160e-01      -9.000091029060e-02      -2.262084732012e+02      -3.091786378784e+02      -3.091786143484e+02       0.000000000000e+00      -8.995285731708e-02      -2.869811918051e+02       2.248821432927e-02       2.248821432927e-02      -3.468610113955e-06       3.563803559066e-01       3.691313796119e-01       3.691313772058e-01                      nan      -3.390688720589e-06       3.529888304964e-01 
       2.535450119592e-01      -8.850442432862e-02      -2.283294606779e+02      -3.115434403435e+02      -3.115434159921e+02       0.000000000000e+00      -8.845716733575e-02      -2.892385106985e+02       2.211429183394e-02       2.211429183394e-02      -3.411861594274e-06       3.592099478089e-01       3.720314633518e-01       3.720314608643e-01                      nan      -3.335226549173e-06       3.557667852219e-01 
       2.566459973060e-01      -8.697017363982e-02      -2.296507851980e+02      -3.137205971571e+02      -3.137205719593e+02       0.000000000000e+00      -8.692375434529e-02      -2.912159594823e+02       2.173093858632e-02       2.173093858632e-02      -3.355057449909e-06       3.615261009157e-01       3.746011932766e-01       3.746011907060e-01                      nan      -3.279807769481e-06       3.581980933214e-01 
       2.597469838130e-01      -8.540441519192e-02      -2.302291057655e+02      -3.157110932596e+02      -3.157110671901e+02       0.000000000000e+00      -8.535886756102e-02      -2.929233788156e+02       2.133971689026e-02       2.133971689026e-02      -3.297774215791e-06       3.633615338097e-01       3.768477469402e-01       3.768477442850e-01                      nan      -3.223989925195e-06       3.602936943361e-01 
       2.628479714390e-01      -8.382074207498e-02      -2.301880022394e+02      -3.175335096969e+02      -3.175334827298e+02       0.000000000000e+00      -8.377608781580e-02      -2.943955666284e+02       2.094402195395e-02       2.094402195395e-02      -3.240588710543e-06       3.647911387793e-01       3.788103653080e-01       3.788103625664e-01                      nan      -3.168322683109e-06       3.620969619646e-01 
       2.659489601445e-01      -8.223581829194e-02      -2.297015532876e+02      -3.192181612724e+02      -3.192181333812e+02       0.000000000000e+00      -8.219206407118e-02      -2.956849005026e+02       2.054801601779e-02       2.054801601779e-02      -3.183495288413e-06       3.659221328276e-01       3.805475441606e-01       3.805475413309e-01                      nan      -3.112767064625e-06       3.636718534820e-01 
       2.690499498921e-01      -8.066977637976e-02      -2.289777863885e+02      -3.208086221388e+02      -3.208085932965e+02       0.000000000000e+00      -8.062691219959e-02      -2.968599346836e+02       2.015672804990e-02       2.015672804990e-02      -3.126868267472e-06       3.668871355978e-01       3.821401951241e-01       3.821401922045e-01                      nan      -3.057661756728e-06       3.651043561646e-01 
       2.721509406458e-01      -7.914311326509e-02      -2.282365827803e+02      -3.223553769048e+02      -3.223553470839e+02       0.000000000000e+00      -7.910111285125e-02      -2.979967224311e+02       1.977527821281e-02       1.977527821281e-02      -3.071194609654e-06       3.678285043644e-01       3.836797254480e-01       3.836797224366e-01                      nan      -3.003459567287e-06       3.664904314264e-01 
       2.752519323715e-01      -7.767401893499e-02      -2.276865836702e+02      -3.239089235126e+02      -3.239088926850e+02       0.000000000000e+00      -7.763284196383e-02      -2.991695341516e+02       1.940821049096e-02       1.940821049096e-02      -3.016930206325e-06       3.688818461907e-01       3.852561702802e-01       3.852561671749e-01                      nan      -2.950587292799e-06       3.679238711011e-01 
       2.783529250366e-01      -7.627639368260e-02      -2.275040959610e+02      -3.255138094196e+02      -3.255137775567e+02       0.000000000000e+00      -7.623598944511e-02      -3.004426519438e+02       1.905899736128e-02       1.905899736128e-02      -2.964502065626e-06       3.701609715872e-01       3.869476921137e-01       3.869476889124e-01                      nan      -2.899450788151e-06       3.694854803197e-01 
       2.814539186098e-01      -7.495812923121e-02      -2.278169124089e+02      -3.272024029088e+02      -3.272023699815e+02       0.000000000000e+00      -7.491844124657e-02      -3.018627334384e+02       1.872961031164e-02       1.872961031164e-02      -2.914113106984e-06       3.717455478682e-01       3.888101659457e-01       3.888101626463e-01                      nan      -2.850241344950e-06       3.712327559434e-01 
       2.845549130613e-01      -7.372156129536e-02      -2.286964253262e+02      -3.289946076669e+02      -3.289945736452e+02       0.000000000000e+00      -7.368253180657e-02      -3.034573217624e+02       1.842063295164e-02       1.842063295164e-02      -2.865908923387e-06       3.736776922794e-01       3.908763007716e-01       3.908762973716e-01                      nan      -2.803102445236e-06       3.731986420880e-01 
       2.876559083625e-01      -7.256352851896e-02      -2.301537877902e+02      -3.308959472503e+02      -3.308959121044e+02       0.000000000000e+00      -7.252510272958e-02      -3.052326786242e+02       1.813127568239e-02       1.813127568239e-02      -2.819876305333e-06       3.759599025669e-01       3.931530067929e-01       3.931530032901e-01                      nan      -2.758027531700e-06       3.753890871164e-01 
       2.907569044861e-01      -7.147705123760e-02      -2.321456846769e+02      -3.329011691955e+02      -3.329011328940e+02       0.000000000000e+00      -7.143918040906e-02      -3.071776298026e+02       1.785979510227e-02       1.785979510227e-02      -2.775924855038e-06       3.785619955058e-01       3.956271953945e-01       3.956271917865e-01                      nan      -2.714939422700e-06       3.777888015963e-01 
       2.938579014059e-01      -7.045237607847e-02      -2.345820761947e+02      -3.349957023589e+02      -3.349956648711e+02       0.000000000000e+00      -7.041501974878e-02      -3.092659833902e+02       1.760375493720e-02       1.760375493720e-02      -2.733914643186e-06       3.814266871784e-01       3.982689779610e-01       3.982689742455e-01                      nan      -2.673716076372e-06       3.803647110690e-01 
       2.969588990968e-01      -6.947811528621e-02      -2.373378244824e+02      -3.371579341308e+02      -3.371578954241e+02       0.000000000000e+00      -6.944124253041e-02      -3.114602329544e+02       1.736031063260e-02       1.736031063260e-02      -2.693681371912e-06       3.844770476654e-01       4.010359834286e-01       4.010359796030e-01                      nan      -2.634213691330e-06       3.830706041795e-01 
       3.000598975348e-01      -6.854203644207e-02      -2.402657189898e+02      -3.393607668943e+02      -3.393607269374e+02       0.000000000000e+00      -6.850562631833e-02      -3.137148990446e+02       1.712640657958e-02       1.712640657958e-02      -2.654984145241e-06       3.876235899364e-01       4.038764662413e-01       4.038764623034e-01                      nan      -2.596212582776e-06       3.858507508484e-01 
       3.031608966969e-01      -6.763182180006e-02      -2.432097315899e+02      -3.415727770639e+02      -3.415727358226e+02       0.000000000000e+00      -6.759586318433e-02      -3.159795848682e+02       1.689896579608e-02       1.689896579608e-02      -2.617641873778e-06       3.907702230111e-01       4.067323889875e-01       4.067323849349e-01                      nan      -2.559552299241e-06       3.886433206199e-01 
       3.062618965610e-01      -6.673565970877e-02      -2.460190698181e+02      -3.437602275596e+02      -3.437601850020e+02       0.000000000000e+00      -6.670015039221e-02      -3.182028518428e+02       1.667503759805e-02       1.667503759805e-02      -2.581327681965e-06       3.938223690292e-01       4.095427629666e-01       4.095427587971e-01                      nan      -2.523924217713e-06       3.913843502817e-01 
       3.093628971058e-01      -6.584338157736e-02      -2.485622967727e+02      -3.458905184425e+02      -3.458904745332e+02       0.000000000000e+00      -6.580832667022e-02      -3.203372727887e+02       1.645208166755e-02       1.645208166755e-02      -2.545737637209e-06       3.966956191844e-01       4.122501713144e-01       4.122501670255e-01                      nan      -2.489039024759e-06       3.940143544273e-01 
       3.124638983110e-01      -6.494749661180e-02      -2.507390176927e+02      -3.479366502657e+02      -3.479366049716e+02       0.000000000000e+00      -6.491290628432e-02      -3.223449185913e+02       1.622822657108e-02       1.622822657108e-02      -2.510607749781e-06       3.993249981048e-01       4.148079711627e-01       4.148079667524e-01                      nan      -2.454642479188e-06       3.964855779006e-01 
       3.155649001570e-01      -6.404382993074e-02      -2.524889928004e+02      -3.498803260258e+02      -3.498802793115e+02       0.000000000000e+00      -6.400971678388e-02      -3.242013294505e+02       1.600242919597e-02       1.600242919597e-02      -2.475752630006e-06       4.016717588924e-01       4.171857455178e-01       4.171857409839e-01                      nan      -2.420553426411e-06       3.987674513051e-01 
       3.186659026250e-01      -6.313178365598e-02      -2.537960032705e+02      -3.517144371217e+02      -3.517143889505e+02       0.000000000000e+00      -6.309816002027e-02      -3.258981490145e+02       1.577454000507e-02       1.577454000507e-02      -2.441077665889e-06       4.037271874146e-01       4.193730538993e-01       4.193730492396e-01                      nan      -2.386675957734e-06       4.008502065777e-01 
       3.217669056970e-01      -6.221385702078e-02      -2.546862771273e+02      -3.534426054768e+02      -3.534425558165e+02       0.000000000000e+00      -6.218073264993e-02      -3.274425016380e+02       1.554518316248e-02       1.554518316248e-02      -2.406581191541e-06       4.055108871983e-01       4.213785352672e-01       4.213785304797e-01                      nan      -2.353002420651e-06       4.027438849630e-01 
       3.248679093555e-01      -6.129465802724e-02      -2.552215279667e+02      -3.550765140857e+02      -3.550764628941e+02       0.000000000000e+00      -6.126203850451e-02      -3.288537154037e+02       1.531550962613e-02       1.531550962613e-02      -2.372318771186e-06       4.070646233635e-01       4.232254100843e-01       4.232254051665e-01                      nan      -2.319579127776e-06       4.044737491561e-01 
       3.279689135839e-01      -6.038033914057e-02      -2.554923751365e+02      -3.566352316633e+02      -3.566351789078e+02       0.000000000000e+00      -6.034822478354e-02      -3.301617241329e+02       1.508705619589e-02       1.508705619589e-02      -2.338401589461e-06       4.084479539704e-01       4.249492354908e-01       4.249492304408e-01                      nan      -2.286505842685e-06       4.060777887321e-01 
       3.310699183660e-01      -5.947689170978e-02      -2.556026876529e+02      -3.581383239951e+02      -3.581382696395e+02       0.000000000000e+00      -5.944527760515e-02      -3.313989792785e+02       1.486131940129e-02       1.486131940129e-02      -2.304912604417e-06       4.097249974833e-01       4.265873426068e-01       4.265873374223e-01                      nan      -2.253854083955e-06       4.075961397349e-01 
       3.341709236865e-01      -5.859035753019e-02      -2.556638503129e+02      -3.596079770341e+02      -3.596079210306e+02       0.000000000000e+00      -5.855923362053e-02      -3.326012577363e+02       1.463980840513e-02       1.463980840513e-02      -2.271938352644e-06       4.109638265905e-01       4.281806565012e-01       4.281806511792e-01                      nan      -2.221699254820e-06       4.090724515524e-01 
       3.372719295303e-01      -5.772612056977e-02      -2.557825060514e+02      -3.610660174252e+02      -3.610659597455e+02       0.000000000000e+00      -5.769547229507e-02      -3.338032881502e+02       1.442386807377e-02       1.442386807377e-02      -2.239555653972e-06       4.122290160706e-01       4.297689561624e-01       4.297689507011e-01                      nan      -2.190108504501e-06       4.105488996562e-01 
       3.403729358830e-01      -5.688888754789e-02      -2.560537858455e+02      -3.625339915702e+02      -3.625339321776e+02       0.000000000000e+00      -5.685869662881e-02      -3.350377347433e+02       1.421467415720e-02       1.421467415720e-02      -2.207889083599e-06       4.135790265122e-01       4.313904790291e-01       4.313904734261e-01                      nan      -2.159198621615e-06       4.120654542759e-01 
       3.434739427310e-01      -5.608236691980e-02      -2.565532740660e+02      -3.640318370503e+02      -3.640317758860e+02       0.000000000000e+00      -5.605261235130e-02      -3.363328371267e+02       1.401315308783e-02       1.401315308783e-02      -2.177045800104e-06       4.150623864059e-01       4.330794745496e-01       4.330794688013e-01                      nan      -2.129071259653e-06       4.136573108330e-01 
       3.465749500607e-01      -5.530864530253e-02      -2.573299310894e+02      -3.655740861205e+02      -3.655740231538e+02       0.000000000000e+00      -5.527930473185e-02      -3.377082002609e+02       1.381982618296e-02       1.381982618296e-02      -2.147135247745e-06       4.167110605243e-01       4.348606910541e-01       4.348606851583e-01                      nan      -2.099833337387e-06       4.153494110330e-01 
       3.496759578594e-01      -5.456845647392e-02      -2.584055479562e+02      -3.671718539794e+02      -3.671717891930e+02       0.000000000000e+00      -5.453950734704e-02      -3.391763208152e+02       1.363487683676e-02       1.363487683676e-02      -2.118191531365e-06       4.185420996626e-01       4.367507244737e-01       4.367507184288e-01                      nan      -2.071518910452e-06       4.171577875450e-01 
       3.527769661145e-01      -5.386034328973e-02      -2.597696184311e+02      -3.688264132992e+02      -3.688263466255e+02       0.000000000000e+00      -5.383176447539e-02      -3.407365549400e+02       1.345794111885e-02       1.345794111885e-02      -2.090241996126e-06       4.205491712089e-01       4.387499396020e-01       4.387499334039e-01                      nan      -2.044158569512e-06       4.190817327005e-01 
       3.558779748142e-01      -5.318100479117e-02      -2.613830697714e+02      -3.705306291747e+02      -3.705305605432e+02       0.000000000000e+00      -5.315277784260e-02      -3.423768779906e+02       1.328819446065e-02       1.328819446065e-02      -2.063208804333e-06       4.227058755738e-01       4.408439322824e-01       4.408439259269e-01                      nan      -2.017680171683e-06       4.211054977782e-01 
       3.589789839468e-01      -5.252605454893e-02      -2.631849472771e+02      -3.722714021610e+02      -3.722713315690e+02       0.000000000000e+00      -5.249816451812e-02      -3.440769336170e+02       1.312454112953e-02       1.312454112953e-02      -2.037031203220e-06       4.249708809486e-01       4.430080262815e-01       4.430080197678e-01                      nan      -1.992030321397e-06       4.232027185893e-01 
       3.620799935012e-01      -5.189052515118e-02      -2.651002276575e+02      -3.740318026078e+02      -3.740317300526e+02       0.000000000000e+00      -5.186296092237e-02      -3.458110124786e+02       1.296574023059e-02       1.296574023059e-02      -2.011574160155e-06       4.272942369506e-01       4.452107636339e-01       4.452107569610e-01                      nan      -1.967081917610e-06       4.253402184548e-01 
       3.651810034666e-01      -5.126954906664e-02      -2.670483879376e+02      -3.757934288960e+02      -3.757933542875e+02       0.000000000000e+00      -5.124230326824e-02      -3.475513332131e+02       1.281057581706e-02       1.281057581706e-02      -1.986727421692e-06       4.296234973362e-01       4.474188080859e-01       4.474188012488e-01                      nan      -1.942732445066e-06       4.274829166853e-01 
       3.682820138325e-01      -5.065902949716e-02      -2.689528615233e+02      -3.775400678404e+02      -3.775399910716e+02       0.000000000000e+00      -5.063209793205e-02      -3.492725216084e+02       1.265802448301e-02       1.265802448301e-02      -1.962400418781e-06       4.319114761824e-01       4.496026791870e-01       4.496026721802e-01                      nan      -1.918897918791e-06       4.295996628060e-01 
       3.713830245890e-01      -5.005603152012e-02      -2.707485294263e+02      -3.792602157695e+02      -3.792601368228e+02       0.000000000000e+00      -5.002941231500e-02      -3.509548517324e+02       1.250735307875e-02       1.250735307875e-02      -1.938527995361e-06       4.341215171286e-01       4.517405872286e-01       4.517405800506e-01                      nan      -1.895518052439e-06       4.316671514133e-01 
