# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.661109011841e-02      -1.366481196905e+00      -2.108432071287e+01      -2.343538405145e+01       0.000000000000e+00      -1.572648185984e+00      -2.242308503559e+01       3.859533161696e-01       3.860497325768e-01       6.156850889020e-04       2.726101301661e-02       2.786887885554e-02                      nan       7.288747343629e-04       2.673156131613e-02 
       1.673664263240e-02      -1.368996067136e+00      -2.128042428861e+01      -2.369431008705e+01       0.000000000000e+00      -1.577119800355e+00      -2.266457847163e+01       3.844724685338e-01       3.845556800737e-01       7.760989731051e-04       2.756038706745e-02       2.818388117612e-02                      nan       7.005954081322e-04       2.703522557544e-02 
       1.686224197463e-02      -1.373312048010e+00      -2.147591743034e+01      -2.395371949505e+01       0.000000000000e+00      -1.581090665940e+00      -2.290639165997e+01       3.829962182306e-01       3.830660547118e-01       9.281262908225e-04       2.785990129509e-02       2.849927398227e-02                      nan       6.616622112370e-04       2.733886938309e-02 
       1.698788883495e-02      -1.379299788410e+00      -2.167075351363e+01      -2.421359937382e+01       0.000000000000e+00      -1.584430171474e+00      -2.314850292802e+01       3.815244440542e-01       3.815808843954e-01       1.070151030909e-03       2.815951195700e-02       2.881503756987e-02                      nan       6.125884517561e-04       2.764244145210e-02 
       1.711358392534e-02      -1.386813179444e+00      -2.186502883128e+01      -2.447394997876e+01       0.000000000000e+00      -1.587019439435e+00      -2.339092393699e+01       3.800576042746e-01       3.801007723574e-01       1.200633540725e-03       2.845929243954e-02       2.913118803249e-02                      nan       5.540126433939e-04       2.794594146389e-02 
       1.723932798012e-02      -1.395696162940e+00      -2.205850885510e+01      -2.473472814370e+01       0.000000000000e+00      -1.588744646370e+00      -2.363357821308e+01       3.785945694274e-01       3.786247210836e-01       1.318088565661e-03       2.875906217881e-02       2.944763999119e-02                      nan       4.867113521574e-04       2.824925080277e-02 
       1.736512175629e-02      -1.405774599295e+00      -2.225153066110e+01      -2.499596372871e+01       0.000000000000e+00      -1.589516792057e+00      -2.387653973623e+01       3.771368669976e-01       3.771543862888e-01       1.421343906106e-03       2.905906431891e-02       2.976448010045e-02                      nan       4.115947629037e-04       2.855246525285e-02 
       1.749096603375e-02      -1.416869276112e+00      -2.244369733815e+01      -2.525759511289e+01       0.000000000000e+00      -1.589246173814e+00      -2.411969103467e+01       3.756826756251e-01       3.756880591818e-01       1.509134366669e-03       2.935899628839e-02       3.008157768908e-02                      nan       3.296749474291e-04       2.885541917828e-02 
       1.761686161566e-02      -1.428785012358e+00      -2.263522578606e+01      -2.551964020629e+01       0.000000000000e+00      -1.587871295423e+00      -2.436307717987e+01       3.742330168160e-01       3.742268694462e-01       1.580545646019e-03       2.965902440544e-02       3.039898813117e-02                      nan       2.420717189069e-04       2.915818019687e-02 
       1.774280932873e-02      -1.441325553146e+00      -2.282587637279e+01      -2.578207219707e+01       0.000000000000e+00      -1.585338325920e+00      -2.460663417618e+01       3.727870719413e-01       3.727700913260e-01       1.634684410108e-03       2.995896942761e-02       3.071664989222e-02                      nan       1.499807343282e-04       2.946066901472e-02 
       1.786881002356e-02      -1.454288727171e+00      -2.301588644835e+01      -2.604488706932e+01       0.000000000000e+00      -1.581615890408e+00      -2.485039280366e+01       3.713454787847e-01       3.713184442155e-01       1.671025438199e-03       3.025899186136e-02       3.103458800854e-02                      nan       5.467492428975e-05       2.976293914887e-02 
       1.799486457501e-02      -1.467469183518e+00      -2.320512699023e+01      -2.630806780734e+01       0.000000000000e+00      -1.576686513086e+00      -2.509431494078e+01       3.699078762375e-01       3.698716368387e-01       1.689101293699e-03       3.055899938593e-02       3.135276818612e-02                      nan      -4.252844930650e-05       3.006495847525e-02 
       1.812097388257e-02      -1.480661871037e+00      -2.339355266653e+01      -2.657159871447e+01       0.000000000000e+00      -1.570546875088e+00      -2.533837706390e+01       3.684740773399e-01       3.684295412728e-01       1.688612411750e-03       3.085895454484e-02       3.167116678825e-02                      nan      -1.402792350080e-04       3.036671641972e-02 
       1.824713887072e-02      -1.493665174735e+00      -2.358121057887e+01      -2.683547412372e+01       0.000000000000e+00      -1.563216127678e+00      -2.558257886289e+01       3.670442621370e-01       3.669923814666e-01       1.669569972600e-03       3.115888634026e-02       3.198978526594e-02                      nan      -2.372102612615e-04       3.066824037149e-02 
       1.837336048938e-02      -1.506277211535e+00      -2.376799632847e+01      -2.709967287468e+01       0.000000000000e+00      -1.554727569850e+00      -2.582688344312e+01       3.656180690176e-01       3.655598292799e-01       1.632138878362e-03       3.145872075070e-02       3.230858525935e-02                      nan      -3.319670200816e-04       3.096951272320e-02 
       1.849963971429e-02      -1.518307651366e+00      -2.395393584947e+01      -2.736419274900e+01       0.000000000000e+00      -1.545127618634e+00      -2.607129043147e+01       3.641956781859e-01       3.641320869832e-01       1.576620289384e-03       3.175846902097e-02       3.262757122338e-02                      nan      -4.232052523683e-04       3.127056667536e-02 
       1.862597754748e-02      -1.529575032019e+00      -2.413902334462e+01      -2.762901279750e+01       0.000000000000e+00      -1.534483680104e+00      -2.631577959277e+01       3.627769485624e-01       3.627090190402e-01       1.503657530503e-03       3.205811793628e-02       3.294671625022e-02                      nan      -5.096461911675e-04       3.157141307489e-02 
       1.875237501771e-02      -1.539900519418e+00      -2.432325901289e+01      -2.789412881784e+01       0.000000000000e+00      -1.522870427347e+00      -2.656034536905e+01       3.613619898885e-01       3.612907373776e-01       1.413936743749e-03       3.235767237377e-02       3.326601850462e-02                      nan      -5.900415719426e-04       3.187208627097e-02 
       1.887883318094e-02      -1.549127550879e+00      -2.450647709965e+01      -2.815951797199e+01       0.000000000000e+00      -1.510379919556e+00      -2.680494118628e+01       3.599502943320e-01       3.598767173077e-01       1.308391887074e-03       3.265699383122e-02       3.358543059102e-02                      nan      -6.632575555671e-04       3.217256515311e-02 
       1.900535312085e-02      -1.557100619301e+00      -2.468908604245e+01      -2.842519358785e+01       0.000000000000e+00      -1.497117151278e+00      -2.704964161406e+01       3.585430816153e-01       3.584681596329e-01       1.188243457729e-03       3.295640413331e-02       3.390502184886e-02                      nan      -7.282159658911e-04       3.247300079501e-02 
       1.913193594933e-02      -1.563695120981e+00      -2.487069310796e+01      -2.869111973488e+01       0.000000000000e+00      -1.483192128665e+00      -2.729435399504e+01       3.571391731978e-01       3.570638483973e-01       1.054674282840e-03       3.325558558843e-02       3.422470017099e-02                      nan      -7.839918396661e-04       3.277331019642e-02 
       1.925858280700e-02      -1.568785860974e+00      -2.505124843923e+01      -2.895728555546e+01       0.000000000000e+00      -1.468724713812e+00      -2.753906083763e+01       3.557385358199e-01       3.556637127475e-01       9.091123979353e-04       3.355451333405e-02       3.454444768223e-02                      nan      -8.297609271733e-04       3.307352026949e-02 
       1.938529486380e-02      -1.572278501198e+00      -2.523094107118e+01      -2.922368820834e+01       0.000000000000e+00      -1.453844676095e+00      -2.778378992192e+01       3.543416877663e-01       3.542682198270e-01       7.531630204194e-04       3.385331820064e-02       3.486428629284e-02                      nan      -8.648350966225e-04       3.337371638823e-02 
       1.951207331950e-02      -1.574090142478e+00      -2.540961826212e+01      -2.949031178980e+01       0.000000000000e+00      -1.438682944960e+00      -2.802850409985e+01       3.529482637119e-01       3.528769489833e-01       5.884638040849e-04       3.415187817591e-02       3.518417872834e-02                      nan      -8.886717915956e-04       3.367389485629e-02 
       1.963891940434e-02      -1.574162070582e+00      -2.558738034529e+01      -2.975716092212e+01       0.000000000000e+00      -1.423377184448e+00      -2.827322375731e+01       3.515586951138e-01       3.514902681727e-01       4.168601864263e-04       3.445027291913e-02       3.550414650582e-02                      nan      -9.009040290892e-04       3.397413305622e-02 
       1.976583437961e-02      -1.572450642309e+00      -2.576413481640e+01      -3.002421051057e+01       0.000000000000e+00      -1.408062661379e+00      -2.851791462459e+01       3.501726538048e-01       3.501077821612e-01       2.402045785478e-04       3.474843004788e-02       3.582414674392e-02                      nan      -9.013164611777e-04       3.427443037077e-02 
       1.989281953829e-02      -1.568935469096e+00      -2.593996181154e+01      -3.029145782597e+01       0.000000000000e+00      -1.392876431759e+00      -2.876258854881e+01       3.487904309365e-01       3.487297102302e-01       6.041822203160e-05       3.504639769769e-02       3.614418815934e-02                      nan      -8.898444131290e-04       3.457484589896e-02 
       2.001987620571e-02      -1.563611180280e+00      -2.611473533280e+01      -3.055889099638e+01       0.000000000000e+00      -1.377950822892e+00      -2.900721726614e+01       3.474117926445e-01       3.473557446764e-01      -1.205069191341e-04       3.534409040420e-02       3.646424222543e-02                      nan      -8.666100564000e-04       3.487538637031e-02 
       2.014700574018e-02      -1.556501613926e+00      -2.628856040866e+01      -3.082650390513e+01       0.000000000000e+00      -1.363415588867e+00      -2.925181451842e+01       3.460370164687e-01       3.459860841400e-01      -3.005950553082e-04       3.564157033054e-02       3.678431478356e-02                      nan      -8.319046112895e-04       3.517610645717e-02 
       2.027420953374e-02      -1.547631420633e+00      -2.646116581509e+01      -3.109425942383e+01       0.000000000000e+00      -1.349390576494e+00      -2.949630873996e+01       3.446653532712e-01       3.446199047239e-01      -4.778380071615e-04       3.593864715677e-02       3.710432583408e-02                      nan      -7.861579604503e-04       3.547695050264e-02 
       2.040148901283e-02      -1.537076852730e+00      -2.663305688517e+01      -3.136220146819e+01       0.000000000000e+00      -1.335997948436e+00      -2.974081895723e+01       3.432983848411e-01       3.432587033520e-01      -6.502344193379e-04       3.623567825009e-02       3.742439883542e-02                      nan      -7.299748459175e-04       3.577811003568e-02 
       2.052884563906e-02      -1.524896777523e+00      -2.680371018395e+01      -3.163027638281e+01       0.000000000000e+00      -1.323335629798e+00      -2.998522027433e+01       3.419346832237e-01       3.419009791455e-01      -8.159431988753e-04       3.653227644990e-02       3.774439922160e-02                      nan      -6.641364526115e-04       3.607944515916e-02 
       2.065628090997e-02      -1.511193275071e+00      -2.697331005701e+01      -3.189849144967e+01       0.000000000000e+00      -1.311499899195e+00      -3.022955090644e+01       3.405748135187e-01       3.405472166324e-01      -9.730560528514e-04       3.682858345746e-02       3.806436047948e-02                      nan      -5.895407319619e-04       3.638103431588e-02 
       2.078379635978e-02      -1.496067503128e+00      -2.714178059924e+01      -3.216682055026e+01       0.000000000000e+00      -1.300573432629e+00      -3.047378026003e+01       3.392185448681e-01       3.391971119728e-01      -1.119817754904e-03       3.712453308019e-02       3.838424107522e-02                      nan      -5.072018466909e-04       3.668285751696e-02 
       2.091139356027e-02      -1.479651912273e+00      -2.730938649226e+01      -3.243529991295e+01       0.000000000000e+00      -1.290630190370e+00      -3.071798311423e+01       3.378668276071e-01       3.378515412592e-01      -1.254596886965e-03       3.742030677799e-02       3.870412345231e-02                      nan      -4.182635332473e-04       3.698502872478e-02 
       2.103907412157e-02      -1.462077942493e+00      -2.747576088336e+01      -3.270387098937e+01       0.000000000000e+00      -1.281717634806e+00      -3.096205623481e+01       3.365185478689e-01       3.365093230999e-01      -1.375862260107e-03       3.771564969084e-02       3.902388551751e-02                      nan      -3.239898336981e-04       3.728742440976e-02 
       2.116683969302e-02      -1.443493234340e+00      -2.764114113885e+01      -3.297256129113e+01       0.000000000000e+00      -1.273884066365e+00      -3.120606292523e+01       3.351745375915e-01       3.351712248770e-01      -1.482205910128e-03       3.801071855365e-02       3.934359518945e-02                      nan      -2.256845540059e-04       3.759013539243e-02 
       2.129469196411e-02      -1.424062657260e+00      -2.780541685835e+01      -3.324134784706e+01       0.000000000000e+00      -1.267147343390e+00      -3.144996996527e+01       3.338344751560e-01       3.338368645325e-01      -1.572503295677e-03       3.830543439635e-02       3.966320922310e-02                      nan      -1.247645636943e-04       3.789311771889e-02 
       2.142263266535e-02      -1.403949041928e+00      -2.796857911498e+01      -3.351022349205e+01       0.000000000000e+00      -1.261522536314e+00      -3.169377308499e+01       3.324984393845e-01       3.325062653801e-01      -1.645607649344e-03       3.859979400350e-02       3.998271843134e-02                      nan      -2.264798752504e-05       3.819636726329e-02 
       2.155066356926e-02      -1.383326368662e+00      -2.813065005544e+01      -3.377918171505e+01       0.000000000000e+00      -1.256999980770e+00      -3.193747340172e+01       3.311664663120e-01       3.311794157177e-01      -1.700781296801e-03       3.889379614680e-02       4.030211784605e-02                      nan       7.919653388590e-05       3.849987355605e-02 
       2.167878649131e-02      -1.362370978763e+00      -2.829155288584e+01      -3.404820782074e+01       0.000000000000e+00      -1.253560711118e+00      -3.218104953374e+01       3.298384313182e-01       3.298561462152e-01      -1.737280180666e-03       3.918739271618e-02       4.062137996621e-02                      nan       1.793057245396e-04       3.880360083899e-02 
       2.180700329099e-02      -1.341262648448e+00      -2.845126014593e+01      -3.431729252794e+01       0.000000000000e+00      -1.251166723390e+00      -3.242449219825e+01       3.285142812423e-01       3.285363669516e-01      -1.754719085268e-03       3.948055277835e-02       4.094048978195e-02                      nan       2.762312811900e-04       3.910751822046e-02 
       2.193531587278e-02      -1.320187241959e+00      -2.860996608427e+01      -3.458645536332e+01       0.000000000000e+00      -1.249771495309e+00      -3.266785087065e+01       3.271946200993e-01       3.272206490766e-01      -1.752859125557e-03       3.977341529010e-02       4.125949872464e-02                      nan       3.685557419309e-04       3.941167222842e-02 
       2.206372618728e-02      -1.299321551578e+00      -2.876757154117e+01      -3.485567798565e+01       0.000000000000e+00      -1.249307212247e+00      -3.291109707083e+01       3.258792068233e-01       3.259087275091e-01      -1.731735021359e-03       4.006590524364e-02       4.157837078835e-02                      nan       4.549389696726e-04       3.971600032174e-02 
       2.219223623229e-02      -1.278840419473e+00      -2.892392907585e+01      -3.512493089971e+01       0.000000000000e+00      -1.249696535378e+00      -3.315418541725e+01       3.245675989337e-01       3.246001399494e-01      -1.691501336382e-03       4.035791933533e-02       4.189704905563e-02                      nan       5.340989802638e-04       4.002041687841e-02 
       2.232084805397e-02      -1.258915199023e+00      -2.907934929037e+01      -3.539425483003e+01       0.000000000000e+00      -1.250854700297e+00      -3.339720045147e+01       3.232607472437e-01       3.232958257355e-01      -1.632651783418e-03       4.064966344609e-02       4.221562790180e-02                      nan       6.048584137708e-04       4.032500069584e-02 
       2.244956374803e-02      -1.239705188252e+00      -2.923342454248e+01      -3.566358961456e+01       0.000000000000e+00      -1.252676429671e+00      -3.364002978901e+01       3.219575388679e-01       3.219946651146e-01      -1.555800117910e-03       4.094085869553e-02       4.253397658353e-02                      nan       6.661834171465e-04       4.062957256110e-02 
       2.257838546090e-02      -1.221366518081e+00      -2.938644448105e+01      -3.593296841897e+01       0.000000000000e+00      -1.255059310698e+00      -3.388274802436e+01       3.206587750487e-01       3.206974587189e-01      -1.461816262724e-03       4.123169854885e-02       4.285217662408e-02                      nan       7.171237468666e-04       4.093419401975e-02 
       2.270731539105e-02      -1.204042647546e+00      -2.953833685821e+01      -3.620237272887e+01       0.000000000000e+00      -1.257888479252e+00      -3.412532970282e+01       3.193642281301e-01       3.194039829895e-01      -1.351699093304e-03       4.152212689516e-02       4.317019434112e-02                      nan       7.568784058779e-04       4.123879400118e-02 
       2.283635579024e-02      -1.187862601779e+00      -2.968901130301e+01      -3.647179479970e+01       0.000000000000e+00      -1.261041533452e+00      -3.436775488026e+01       3.180737644785e-01       3.181141154438e-01      -1.226752908854e-03       4.181209021149e-02       4.348800991644e-02                      nan       7.848564964951e-04       4.154330936137e-02 
       2.296550896486e-02      -1.172941630846e+00      -2.983859684995e+01      -3.674123792889e+01       0.000000000000e+00      -1.264395761169e+00      -3.461004734403e+01       3.167876151778e-01       3.168281031976e-01      -1.088366933277e-03       4.210166014347e-02       4.380564324660e-02                      nan       8.005905891747e-04       4.184772866664e-02 
       2.309477727734e-02      -1.159382393460e+00      -2.998708760992e+01      -3.701070313994e+01       0.000000000000e+00      -1.267825728569e+00      -3.485220725812e+01       3.155058299815e-01       3.155460156469e-01      -9.380992804480e-04       4.239083458234e-02       4.412309643635e-02                      nan       8.037970209198e-04       4.215201358064e-02 
       2.322416314755e-02      -1.147271460308e+00      -3.013437890426e+01      -3.728017175382e+01       0.000000000000e+00      -1.271203813348e+00      -3.509420273324e+01       3.142281421342e-01       3.142676097571e-01      -7.776733036592e-04       4.267954356590e-02       4.444033193395e-02                      nan       7.943819175631e-04       4.245608240139e-02 
       2.335366905427e-02      -1.136674429942e+00      -3.028048225413e+01      -3.754963698675e+01       0.000000000000e+00      -1.274405568472e+00      -3.533602975307e+01       3.129545160413e-01       3.129928788688e-01      -6.089287967050e-04       4.296778928390e-02       4.475734295576e-02                      nan       7.724482391721e-04       4.275989000276e-02 
       2.348329753672e-02      -1.127646379158e+00      -3.042549253025e+01      -3.781911191205e+01       0.000000000000e+00      -1.277310551572e+00      -3.557771358175e+01       3.116852074168e-01       3.117221092330e-01      -4.337724600766e-04       4.325563104604e-02       4.507415864970e-02                      nan       7.382381195896e-04       4.306342982658e-02 
       2.361305119610e-02      -1.120213941300e+00      -3.056936204643e+01      -3.808858857501e+01       0.000000000000e+00      -1.279803320234e+00      -3.581923924394e+01       3.104201000117e-01       3.104552202565e-01      -2.542426403348e-04       4.354303782115e-02       4.539076316584e-02                      nan       6.922512671535e-04       4.336664592298e-02 
       2.374293269725e-02      -1.114398290446e+00      -3.071206489338e+01      -3.835805362314e+01       0.000000000000e+00      -1.281773191892e+00      -3.606059082207e+01       3.091590604057e-01       3.091921131662e-01      -7.238001726418e-05       4.382998733448e-02       4.570713657257e-02                      nan       6.350816786440e-04       4.366948186783e-02 
       2.387294477028e-02      -1.110195497018e+00      -3.085363063543e+01      -3.862751402052e+01       0.000000000000e+00      -1.283119649476e+00      -3.630177742679e+01       3.079021918612e-01       3.079329297795e-01       1.097035411579e-04       4.411650204404e-02       4.602329276471e-02                      nan       5.675371426186e-04       4.397191722648e-02 
       2.400309021230e-02      -1.107580306772e+00      -3.099405857720e+01      -3.889696254894e+01       0.000000000000e+00      -1.283752326606e+00      -3.654279158678e+01       3.066494151652e-01       3.066776310585e-01       2.899146810816e-04       4.440257327972e-02       4.633922123800e-02                      nan       4.905947216862e-04       4.427391010135e-02 
       2.413337188923e-02      -1.106512572823e+00      -3.113330232306e+01      -3.916638854980e+01       0.000000000000e+00      -1.283591211470e+00      -3.678361561394e+01       3.054005882338e-01       3.054261151371e-01       4.661658578307e-04       4.468817154341e-02       4.665490320457e-02                      nan       4.053633456669e-04       4.457541084107e-02 
       2.426379273761e-02      -1.106936208886e+00      -3.127147648605e+01      -3.943581437744e+01       0.000000000000e+00      -1.282570339960e+00      -3.702428419436e+01       3.041560193884e-01       3.041787308998e-01       6.364386101732e-04       4.497337150644e-02       4.697038271794e-02                      nan       3.130803446076e-04       4.487644033327e-02 
       2.439435576650e-02      -1.108785157828e+00      -3.140850383152e+01      -3.970522287345e+01       0.000000000000e+00      -1.280630482811e+00      -3.726476924682e+01       3.029154642350e-01       3.029352731241e-01       7.987063022019e-04       4.525812271614e-02       4.728562865156e-02                      nan       2.150710833423e-04       4.517694046219e-02 
       2.452506405949e-02      -1.111958692247e+00      -3.154439135297e+01      -3.997460794058e+01       0.000000000000e+00      -1.277737118184e+00      -3.750506480485e+01       3.016788587638e-01       3.016957191870e-01       9.511646621676e-04       4.554242386959e-02       4.760063351726e-02                      nan       1.128253222319e-04       4.547688748032e-02 
       2.465592077667e-02      -1.116360692110e+00      -3.167916473329e+01      -4.024397389622e+01       0.000000000000e+00      -1.273861374920e+00      -3.774517648101e+01       3.004462416884e-01       3.004601453960e-01       1.092020300185e-03       4.582629066282e-02       4.791540626520e-02                      nan       7.839523085764e-06       4.577627388976e-02 
       2.478692915676e-02      -1.121874119266e+00      -3.181281916523e+01      -4.051332326690e+01       0.000000000000e+00      -1.268992635855e+00      -3.798510342715e+01       2.992176170545e-01       2.992285931980e-01       1.219637292631e-03       4.610972543565e-02       4.822995167264e-02                      nan      -9.830739459993e-05       4.607509158082e-02 
       2.491809251927e-02      -1.128369334249e+00      -3.194533821696e+01      -4.078264730923e+01       0.000000000000e+00      -1.263135722833e+00      -3.822483376213e+01       2.979928554191e-01       2.980009685626e-01       1.332576026674e-03       4.639271247862e-02       4.854425496936e-02                      nan      -2.040140802483e-04       4.637331867366e-02 
       2.504941426679e-02      -1.135711046038e+00      -3.207676903876e+01      -4.105195081488e+01       0.000000000000e+00      -1.256308968439e+00      -3.846437679697e+01       2.967720231803e-01       2.967773707348e-01       1.429534496486e-03       4.667527926843e-02       4.885832923586e-02                      nan      -3.076718091506e-04       4.667096572722e-02 
       2.518089788722e-02      -1.143752349792e+00      -3.220712019418e+01      -4.132123999920e+01       0.000000000000e+00      -1.248546462664e+00      -3.870373682820e+01       2.955551431436e-01       2.955578534655e-01       1.509411768810e-03       4.695743666116e-02       4.917218427889e-02                      nan      -4.076897094979e-04       4.696804231248e-02 
       2.531254695627e-02      -1.152339069455e+00      -3.233649098640e+01      -4.159051386741e+01       0.000000000000e+00      -1.239896875048e+00      -3.894292682944e+01       2.943422759637e-01       2.943425057595e-01       1.571344958359e-03       4.723924625049e-02       4.948583050306e-02                      nan      -5.025222837754e-04       4.726457117659e-02 
       2.544436513988e-02      -1.161316727822e+00      -3.246452424053e+01      -4.185974704788e+01       0.000000000000e+00      -1.230420137975e+00      -3.918186728044e+01       2.931328084155e-01       2.931307380393e-01       1.614649969198e-03       4.752047203149e-02       4.979919236443e-02                      nan      -5.906952987912e-04       4.756046188782e-02 
       2.557635619681e-02      -1.170522537076e+00      -3.259162970434e+01      -4.212897434423e+01       0.000000000000e+00      -1.220193688413e+00      -3.942064993504e+01       2.919274020609e-01       2.919232349649e-01       1.638965114373e-03       4.780138456880e-02       5.011236434725e-02                      nan      -6.708304432419e-04       4.785584652061e-02 
       2.570852398133e-02      -1.179797088715e+00      -3.271766847243e+01      -4.239818731440e+01       0.000000000000e+00      -1.209299496414e+00      -3.965924401696e+01       2.907258124275e-01       2.907197709045e-01       1.644014449812e-03       4.808189775159e-02       5.042532056458e-02                      nan      -7.416269667110e-04       4.815070476344e-02 
       2.584087244594e-02      -1.188980146671e+00      -3.284256573810e+01      -4.266736567937e+01       0.000000000000e+00      -1.197834481316e+00      -3.989761953612e+01       2.895277614927e-01       2.895200826869e-01       1.629905346294e-03       4.836195479661e-02       5.073802365205e-02                      nan      -8.019683147733e-04       4.844501750839e-02 
       2.597340564424e-02      -1.197917429109e+00      -3.296650813188e+01      -4.293654838809e+01       0.000000000000e+00      -1.185903231371e+00      -4.013583647397e+01       2.883336865873e-01       2.883246199901e-01       1.596915254997e-03       4.864168481734e-02       5.105054888014e-02                      nan      -8.508394505982e-04       4.873888781162e-02 
       2.610612773389e-02      -1.206457609868e+00      -3.308939029029e+01      -4.320571408638e+01       0.000000000000e+00      -1.173617558006e+00      -4.037385942106e+01       2.871432766568e-01       2.871330799168e-01       1.545633212213e-03       4.892101649368e-02       5.136285491282e-02                      nan      -8.874514043785e-04       4.903229685079e-02 
       2.623904297966e-02      -1.214455815501e+00      -3.321121043164e+01      -4.347486404437e+01       0.000000000000e+00      -1.161092966380e+00      -4.061168800953e+01       2.859565004044e-01       2.859454370828e-01       1.476782672435e-03       4.919995081164e-02       5.167494397799e-02                      nan      -9.111365648266e-04       4.932527338597e-02 
       2.637215575665e-02      -1.221777905182e+00      -3.333205348490e+01      -4.374401335523e+01       0.000000000000e+00      -1.148450869084e+00      -4.084934717874e+01       2.847734931891e-01       2.847618287800e-01       1.391387861918e-03       4.947854298996e-02       5.198684547828e-02                      nan      -9.214482292343e-04       4.961787993877e-02 
       2.650547055353e-02      -1.228299983728e+00      -3.345187291802e+01      -4.401315698858e+01       0.000000000000e+00      -1.135813536848e+00      -4.108682474693e+01       2.835941228985e-01       2.835821214732e-01       1.290716362429e-03       4.975676541728e-02       5.229854684269e-02                      nan      -9.181712788731e-04       4.991013408997e-02 
       2.663899197597e-02      -1.233906905681e+00      -3.357069976081e+01      -4.428230055031e+01       0.000000000000e+00      -1.123303453607e+00      -4.132412969242e+01       2.824184225890e-01       2.824063448618e-01       1.176154343881e-03       5.003464092623e-02       5.261006055387e-02                      nan      -9.012357813657e-04       5.020208194136e-02 
       2.677272475021e-02      -1.238505522516e+00      -3.368856701870e+01      -4.455145176988e+01       0.000000000000e+00      -1.111040977421e+00      -4.156127338358e+01       2.812464070316e-01       2.812345054073e-01       1.049413308504e-03       5.031218932406e-02       5.292139878362e-02                      nan      -8.708850035850e-04       5.049377132770e-02 
       2.690667372668e-02      -1.242005528010e+00      -3.380545287992e+01      -4.482060546490e+01       0.000000000000e+00      -1.099143004698e+00      -4.179824797192e+01       2.800779797462e-01       2.800664983504e-01       9.122150092569e-04       5.058939907695e-02       5.323255313168e-02                      nan      -8.274501226399e-04       5.078522745441e-02 
       2.704084388387e-02      -1.244339615153e+00      -3.392139208978e+01      -4.508977659801e+01       0.000000000000e+00      -1.087721359293e+00      -4.203507131451e+01       2.789132125203e-01       2.789023831101e-01       7.665440665088e-04       5.086629790026e-02       5.354354648765e-02                      nan      -7.715504072292e-04       5.107650831902e-02 
       2.717524033223e-02      -1.245462236484e+00      -3.403638657332e+01      -4.535896212799e+01       0.000000000000e+00      -1.076878150639e+00      -4.227174167988e+01       2.777520349565e-01       2.777420737961e-01       6.145245336925e-04       5.114288519515e-02       5.385437469269e-02                      nan      -7.040430206974e-04       5.136764513926e-02 
       2.730986831833e-02      -1.245328190480e+00      -3.415045579309e+01      -4.562816888616e+01       0.000000000000e+00      -1.066711919096e+00      -4.250826810966e+01       2.765944551530e-01       2.765855641579e-01       4.582772782842e-04       5.141917787710e-02       5.416504949112e-02                      nan      -6.258426291026e-04       5.165868371047e-02 
       2.744473322907e-02      -1.243929648196e+00      -3.426361531824e+01      -4.589740493630e+01       0.000000000000e+00      -1.057304771255e+00      -4.274466047003e+01       2.754404786180e-01       2.754328401672e-01       3.001170790852e-04       5.169518867039e-02       5.447558163963e-02                      nan      -5.381921289636e-04       5.194966762525e-02 
       2.757984059617e-02      -1.241266893400e+00      -3.437589850968e+01      -4.616668150615e+01       0.000000000000e+00      -1.048730365719e+00      -4.298093407261e+01       2.742901390712e-01       2.742839163600e-01       1.423406319372e-04       5.197094314237e-02       5.478598942464e-02                      nan      -4.424169335535e-04       5.224064685731e-02 
       2.771519610072e-02      -1.237361037088e+00      -3.448728672094e+01      -4.643599085501e+01       0.000000000000e+00      -1.041047416607e+00      -4.321708071799e+01       2.731433211349e-01       2.731386565305e-01      -1.272600855139e-05       5.224642872618e-02       5.509626051356e-02                      nan      -3.400121355860e-04       5.253163875573e-02 
       2.785080557800e-02      -1.232245990630e+00      -3.459782243117e+01      -4.670535167753e+01       0.000000000000e+00      -1.034304676548e+00      -4.345312351297e+01       2.720001030485e-01       2.719971178699e-01      -1.627598476615e-04       5.252167781445e-02       5.540642269773e-02                      nan      -2.325648748033e-04       5.282269851305e-02 
       2.798667502244e-02      -1.225978550769e+00      -3.470752012915e+01      -4.697477005470e+01       0.000000000000e+00      -1.028532804025e+00      -4.368907104033e+01       2.708604788357e-01       2.708592720522e-01      -3.054806690045e-04       5.279670705256e-02       5.571648579690e-02                      nan      -1.217925366709e-04       5.311386138381e-02 
