# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       2.783529250366e-01      -7.627639697406e-02      -2.275041352297e+02      -3.255138177385e+02       0.000000000000e+00      -7.623599273387e-02      -3.004426649605e+02       1.905899818347e-02       1.905899818347e-02      -2.964502124274e-06       3.701609962731e-01       3.869477073256e-01                      nan      -2.899450841066e-06       3.694854964468e-01 
       2.814539186098e-01      -7.495813058277e-02      -2.278169291409e+02      -3.272024064128e+02       0.000000000000e+00      -7.491844259700e-02      -3.018627389517e+02       1.872961064925e-02       1.872961064925e-02      -2.914113124621e-06       3.717455585056e-01       3.888101722997e-01                      nan      -2.850241360144e-06       3.712327627313e-01 
       2.845549130613e-01      -7.372156129541e-02      -2.286964253266e+02      -3.289946076671e+02       0.000000000000e+00      -7.368253180662e-02      -3.034573217626e+02       1.842063295166e-02       1.842063295166e-02      -2.865908923395e-06       3.736776922796e-01       3.908763007718e-01                      nan      -2.803102445245e-06       3.731986420882e-01 
       2.876559083625e-01      -7.256352851927e-02      -2.301537877904e+02      -3.308959472515e+02       0.000000000000e+00      -7.252510272989e-02      -3.052326786251e+02       1.813127568247e-02       1.813127568247e-02      -2.819876305389e-06       3.759599025681e-01       3.931530067944e-01                      nan      -2.758027531756e-06       3.753890871178e-01 
       2.907569044861e-01      -7.147705123757e-02      -2.321456846768e+02      -3.329011691955e+02       0.000000000000e+00      -7.143918040903e-02      -3.071776298025e+02       1.785979510226e-02       1.785979510226e-02      -2.775924855000e-06       3.785619955056e-01       3.956271953944e-01                      nan      -2.714939422661e-06       3.777888015961e-01 
       2.938579014059e-01      -7.045237769161e-02      -2.345821014264e+02      -3.349957060590e+02       0.000000000000e+00      -7.041502136036e-02      -3.092659904190e+02       1.760375534009e-02       1.760375534009e-02      -2.733914645335e-06       3.814267031685e-01       3.982689858742e-01                      nan      -2.673716074956e-06       3.803647199559e-01 
       2.969588990968e-01      -6.947811349445e-02      -2.373378006320e+02      -3.371579289786e+02       0.000000000000e+00      -6.944124074012e-02      -3.114602249677e+02       1.736031018503e-02       1.736031018503e-02      -2.693681340773e-06       3.844770323308e-01       4.010359740085e-01                      nan      -2.634213663324e-06       3.830705941852e-01 
       3.000598975348e-01      -6.854203643888e-02      -2.402657189501e+02      -3.393607668844e+02       0.000000000000e+00      -6.850562631514e-02      -3.137148990302e+02       1.712640657878e-02       1.712640657878e-02      -2.654984145167e-06       3.876235899098e-01       4.038764662240e-01                      nan      -2.596212582707e-06       3.858507508303e-01 
       3.031608966969e-01      -6.763182180007e-02      -2.432097315899e+02      -3.415727770640e+02       0.000000000000e+00      -6.759586318434e-02      -3.159795848683e+02       1.689896579608e-02       1.689896579608e-02      -2.617641873778e-06       3.907702230111e-01       4.067323889875e-01                      nan      -2.559552299241e-06       3.886433206199e-01 
       3.062618965610e-01      -6.673565970763e-02      -2.460190698027e+02      -3.437602275560e+02       0.000000000000e+00      -6.670015039107e-02      -3.182028518374e+02       1.667503759777e-02       1.667503759777e-02      -2.581327681958e-06       3.938223690190e-01       4.095427629602e-01                      nan      -2.523924217708e-06       3.913843502749e-01 
       3.093628971058e-01      -6.584338157838e-02      -2.485622967979e+02      -3.458905184442e+02       0.000000000000e+00      -6.580832667124e-02      -3.203372727941e+02       1.645208166781e-02       1.645208166781e-02      -2.545737637220e-06       3.966956191971e-01       4.122501713196e-01                      nan      -2.489039024768e-06       3.940143544335e-01 
       3.124638983110e-01      -6.494749655276e-02      -2.507390167450e+02      -3.479366500914e+02       0.000000000000e+00      -6.491290622534e-02      -3.223449182986e+02       1.622822655633e-02       1.622822655633e-02      -2.510607749236e-06       3.993249974978e-01       4.148079708264e-01                      nan      -2.454642478759e-06       3.964855775344e-01 
       3.155649001570e-01      -6.404382993076e-02      -2.524889928006e+02      -3.498803260259e+02       0.000000000000e+00      -6.400971678391e-02      -3.242013294507e+02       1.600242919598e-02       1.600242919598e-02      -2.475752630007e-06       4.016717588925e-01       4.171857455180e-01                      nan      -2.420553426412e-06       3.987674513052e-01 
       3.186659026250e-01      -6.313178323855e-02      -2.537960007749e+02      -3.517144349637e+02       0.000000000000e+00      -6.309815960298e-02      -3.258981468652e+02       1.577453990074e-02       1.577453990074e-02      -2.441077635101e-06       4.037271857467e-01       4.193730509920e-01                      nan      -2.386675927049e-06       4.008502039775e-01 
       3.217669056970e-01      -6.221385018413e-02      -2.546861766896e+02      -3.534425808762e+02       0.000000000000e+00      -6.218072581845e-02      -3.274424656486e+02       1.554518145461e-02       1.554518145461e-02      -2.406581014112e-06       4.055108239681e-01       4.213784922492e-01                      nan      -2.353002253801e-06       4.027438403968e-01 
       3.248679093555e-01      -6.129465802827e-02      -2.552215279839e+02      -3.550765140893e+02       0.000000000000e+00      -6.126203850555e-02      -3.288537154094e+02       1.531550962639e-02       1.531550962639e-02      -2.372318771186e-06       4.070646233740e-01       4.232254100909e-01                      nan      -2.319579127773e-06       4.044737491631e-01 
       3.279689135839e-01      -6.038033914051e-02      -2.554923751362e+02      -3.566352316631e+02       0.000000000000e+00      -6.034822478348e-02      -3.301617241327e+02       1.508705619587e-02       1.508705619587e-02      -2.338401589437e-06       4.084479539700e-01       4.249492354904e-01                      nan      -2.286505842661e-06       4.060777887318e-01 
       3.310699183660e-01      -5.947689170979e-02      -2.556026876532e+02      -3.581383239952e+02       0.000000000000e+00      -5.944527760517e-02      -3.313989792787e+02       1.486131940129e-02       1.486131940129e-02      -2.304912604407e-06       4.097249974835e-01       4.265873426070e-01                      nan      -2.253854083944e-06       4.075961397351e-01 
       3.341709236865e-01      -5.859035753666e-02      -2.556638504452e+02      -3.596079770551e+02       0.000000000000e+00      -5.855923362700e-02      -3.326012577744e+02       1.463980840675e-02       1.463980840675e-02      -2.271938352709e-06       4.109638266678e-01       4.281806565431e-01                      nan      -2.221699254872e-06       4.090724515983e-01 
       3.372719295303e-01      -5.772612174811e-02      -2.557825238271e+02      -3.610660221433e+02       0.000000000000e+00      -5.769547347253e-02      -3.338032948152e+02       1.442386836813e-02       1.442386836813e-02      -2.239555686464e-06       4.122290278380e-01       4.297689643400e-01                      nan      -2.190108535216e-06       4.105489080881e-01 
       3.403729358830e-01      -5.688888698874e-02      -2.560537762347e+02      -3.625339893891e+02       0.000000000000e+00      -5.685869607010e-02      -3.350377314398e+02       1.421467401753e-02       1.421467401753e-02      -2.207889071374e-06       4.135790204883e-01       4.313904751275e-01                      nan      -2.159198610308e-06       4.120654501882e-01 
       3.434739427310e-01      -5.608236669636e-02      -2.565532703571e+02      -3.640318361969e+02       0.000000000000e+00      -5.605261212805e-02      -3.363328358424e+02       1.401315303201e-02       1.401315303201e-02      -2.177045795844e-06       4.150623838571e-01       4.330794729781e-01                      nan      -2.129071255781e-06       4.136573091672e-01 
       3.465749500607e-01      -5.530864501778e-02      -2.573299264933e+02      -3.655740849677e+02       0.000000000000e+00      -5.527930444732e-02      -3.377081985920e+02       1.381982611183e-02       1.381982611183e-02      -2.147135241481e-06       4.167110573468e-01       4.348606889937e-01                      nan      -2.099833331591e-06       4.153494088749e-01 
       3.496759578594e-01      -5.456845607807e-02      -2.584055427657e+02      -3.671718520108e+02       0.000000000000e+00      -5.453950695145e-02      -3.391763183894e+02       1.363487673786e-02       1.363487673786e-02      -2.118191519157e-06       4.185420958731e-01       4.367507214370e-01                      nan      -2.071518898742e-06       4.171577845055e-01 
       3.527769661145e-01      -5.386034316964e-02      -2.597696168522e+02      -3.688264127755e+02       0.000000000000e+00      -5.383176435539e-02      -3.407365542630e+02       1.345794108885e-02       1.345794108885e-02      -2.090241992171e-06       4.205491699311e-01       4.387499386868e-01                      nan      -2.044158565731e-06       4.190817317630e-01 
       3.558779748142e-01      -5.318100479116e-02      -2.613830697715e+02      -3.705306291746e+02       0.000000000000e+00      -5.315277784259e-02      -3.423768779905e+02       1.328819446065e-02       1.328819446065e-02      -2.063208804332e-06       4.227058755737e-01       4.408439322823e-01                      nan      -2.017680171682e-06       4.211054977781e-01 
       3.589789839468e-01      -5.252605454892e-02      -2.631849472767e+02      -3.722714021610e+02       0.000000000000e+00      -5.249816451811e-02      -3.440769336169e+02       1.312454112953e-02       1.312454112953e-02      -2.037031203222e-06       4.249708809484e-01       4.430080262814e-01                      nan      -1.992030321399e-06       4.232027185892e-01 
