# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  439       1.886901070604e+03       1.819508090008e+01       4.611242641603e-02      -6.034303830960e+01       2.128428618702e-08       9.418144890976e-06       1.805023912058e-06 
  440       1.895220704991e+03       1.804115852183e+01       4.627291439696e-02      -6.134984741582e+01       2.121310897332e-08       9.217626744043e-06       1.792455866069e-06 
  441       1.903748329511e+03       1.788511188871e+01       4.643436508055e-02      -6.232365552014e+01       2.114227364335e-08       9.020411698487e-06       1.779749809189e-06 
  442       1.912477392202e+03       1.772702245415e+01       4.659677042938e-02      -6.326425853736e+01       2.107178620244e-08       8.826482355084e-06       1.766907490501e-06 
  443       1.921401187401e+03       1.756697330790e+01       4.676012211543e-02      -6.417145571797e+01       2.100165178210e-08       8.635818965357e-06       1.753930705093e-06 
  444       1.930512854809e+03       1.740504918531e+01       4.692441151811e-02      -6.504504968097e+01       2.093187461576e-08       8.448399396634e-06       1.740821294456e-06 
  445       1.939805378556e+03       1.724133647662e+01       4.708962972230e-02      -6.588484644675e+01       2.086245801418e-08       8.264199096921e-06       1.727581146884e-06 
  446       1.949271586268e+03       1.707592323628e+01       4.725576751636e-02      -6.669065546983e+01       2.079340434057e-08       8.083191059604e-06       1.714212197865e-06 
  447       1.958904148134e+03       1.690889919219e+01       4.742281539021e-02      -6.746228967171e+01       2.072471498550e-08       7.905345787966e-06       1.700716430487e-06 
  448       1.968695575973e+03       1.674035575503e+01       4.759076353334e-02      -6.819956547371e+01       2.065639034150e-08       7.730631259526e-06       1.687095875832e-06 
  449       1.978638222296e+03       1.657038602753e+01       4.775960183283e-02      -6.890230282976e+01       2.058842977734e-08       7.559012890207e-06       1.673352613387e-06 
  450       1.988724279379e+03       1.639908481377e+01       4.792931987140e-02      -6.957032525923e+01       2.052083161211e-08       7.390453498316e-06       1.659488771438e-06 
  451       1.998945778322e+03       1.622654862847e+01       4.809990692548e-02      -7.020345987974e+01       2.045359308897e-08       7.224913268349e-06       1.645506527480e-06 
  452       2.009294588122e+03       1.605287570626e+01       4.827135196316e-02      -7.080153743999e+01       2.038671034865e-08       7.062349714624e-06       1.631408108622e-06 
  453       2.019762414733e+03       1.587816601099e+01       4.844364364231e-02      -7.136439235257e+01       2.032017840260e-08       6.902717644723e-06       1.617195791995e-06 
  454       2.030340800139e+03       1.570252124503e+01       4.861677030857e-02      -7.189186272680e+01       2.025399110596e-08       6.745969122767e-06       1.602871905159e-06 
  455       2.041021121412e+03       1.552604485854e+01       4.879071999339e-02      -7.238379040149e+01       2.018814113013e-08       6.592053432506e-06       1.588438826513e-06 
  456       2.051794589787e+03       1.534884205874e+01       4.896548041208e-02      -7.284002097785e+01       2.012261993520e-08       6.440917040235e-06       1.573898985707e-06 
  457       2.062652249723e+03       1.517101981924e+01       4.914103896182e-02      -7.326040385220e+01       2.005741774190e-08       6.292503557526e-06       1.559254864056e-06 
  458       2.073584977967e+03       1.499268688934e+01       4.931738271972e-02      -7.364479224890e+01       1.999252350347e-08       6.146753703787e-06       1.544508994951e-06 
  459       2.084583482629e+03       1.481395380324e+01       4.949449844084e-02      -7.399304325308e+01       1.992792487706e-08       6.003605268640e-06       1.529663964277e-06 
  460       2.095638302240e+03       1.463493288944e+01       4.967237255624e-02      -7.430501784349e+01       1.986360819496e-08       5.862993074121e-06       1.514722410827e-06 
  461       2.106739804820e+03       1.445573827993e+01       4.985099117097e-02      -7.458058092536e+01       1.979955843549e-08       5.724848936699e-06       1.499687026723e-06 
  462       2.117878186947e+03       1.427648591954e+01       5.003034006218e-02      -7.481960136313e+01       1.973575919359e-08       5.589101629126e-06       1.484560557832e-06 
  463       2.129043472823e+03       1.409729357523e+01       5.021040467709e-02      -7.502195201334e+01       1.967219265115e-08       5.455676842092e-06       1.469345804187e-06 
  464       2.140225513335e+03       1.391828084533e+01       5.039117013105e-02      -7.518750975744e+01       1.960883954697e-08       5.324497145719e-06       1.454045620413e-06 
  465       2.151413985129e+03       1.373956916888e+01       5.057262120557e-02      -7.531615553457e+01       1.954567914654e-08       5.195481950867e-06       1.438662916146e-06 
  466       2.162599482162e+03       1.356127365333e+01       5.075474189996e-02      -7.540783418393e+01       1.948269485990e-08       5.068564023379e-06       1.423200386528e-06 
  467       2.173776829750e+03       1.338347825817e+01       5.093751407478e-02      -7.546273595958e+01       1.941989154488e-08       4.943739957828e-06       1.407659688943e-06 
  468       2.184941872083e+03       1.320625985535e+01       5.112091876221e-02      -7.548112074338e+01       1.935727921920e-08       4.821021984794e-06       1.392042228661e-06 
  469       2.196090388740e+03       1.302969634561e+01       5.130493660636e-02      -7.546325881295e+01       1.929486749560e-08       4.700421617826e-06       1.376349425295e-06 
  470       2.207218094369e+03       1.285386666327e+01       5.148954786116e-02      -7.540943090754e+01       1.923266556905e-08       4.581949641475e-06       1.360582712775e-06 
  471       2.218320638348e+03       1.267885078100e+01       5.167473238805e-02      -7.531992829376e+01       1.917068220384e-08       4.465616099273e-06       1.344743539334e-06 
  472       2.229393604454e+03       1.250472971460e+01       5.186046965382e-02      -7.519505283142e+01       1.910892572051e-08       4.351430281637e-06       1.328833367477e-06 
  473       2.240432510536e+03       1.233158552780e+01       5.204673872842e-02      -7.503511703934e+01       1.904740398265e-08       4.239400713723e-06       1.312853673967e-06 
  474       2.251432808180e+03       1.215950133700e+01       5.223351828267e-02      -7.484044416110e+01       1.898612438352e-08       4.129535143215e-06       1.296805949799e-06 
  475       2.262389882379e+03       1.198856131609e+01       5.242078658613e-02      -7.461136823087e+01       1.892509383259e-08       4.021840528052e-06       1.280691700174e-06 
  476       2.273299051203e+03       1.181885070117e+01       5.260852150485e-02      -7.434823413923e+01       1.886431874186e-08       3.916323024097e-06       1.264512444479e-06 
  477       2.284155565463e+03       1.165045579541e+01       5.279670049916e-02      -7.405139769890e+01       1.880380501211e-08       3.812987972743e-06       1.248269716260e-06 
  478       2.294954608386e+03       1.148346397376e+01       5.298530062146e-02      -7.372122571061e+01       1.874355801890e-08       3.711839888455e-06       1.231965063197e-06 
  479       2.305691295280e+03       1.131796368775e+01       5.317429851402e-02      -7.335809602887e+01       1.868358259855e-08       3.612882446260e-06       1.215600047080e-06 
  480       2.316360673200e+03       1.115404447027e+01       5.336367040676e-02      -7.296239762776e+01       1.862388303389e-08       3.516118469165e-06       1.199176243779e-06 
  481       2.326957720625e+03       1.099179694036e+01       5.355339211504e-02      -7.253453066672e+01       1.856446303983e-08       3.421549915521e-06       1.182695243221e-06 
  482       2.337477347117e+03       1.083131280798e+01       5.374343903743e-02      -7.207490655638e+01       1.850532574890e-08       3.329177866325e-06       1.166158649358e-06 
  483       2.347914392998e+03       1.067268487876e+01       5.393378615354e-02      -7.158394802436e+01       1.844647369653e-08       3.239002512459e-06       1.149568080143e-06 
  484       2.358263629012e+03       1.051600705882e+01       5.412440802177e-02      -7.106208918101e+01       1.838790880621e-08       3.151023141869e-06       1.132925167498e-06 
  485       2.368519755998e+03       1.036137435954e+01       5.431527877713e-02      -7.050977558528e+01       1.832963237452e-08       3.065238126683e-06       1.116231557288e-06 
  486       2.378677404556e+03       1.020888290233e+01       5.450637212899e-02      -6.992746431048e+01       1.827164505601e-08       2.981644910270e-06       1.099488909288e-06 
  487       2.388731134720e+03       1.005862992338e+01       5.469766135891e-02      -6.931562401008e+01       1.821394684789e-08       2.900239994232e-06       1.082698897152e-06 
  488       2.398675435620e+03       9.910713778509e+00       5.488911931840e-02      -6.867473498351e+01       1.815653707458e-08       2.821018925343e-06       1.065863208385e-06 
  489       2.408504725156e+03       9.765233947870e+00       5.508071842671e-02      -6.800528924198e+01       1.809941437215e-08       2.743976282419e-06       1.048983544310e-06 
  490       2.418213349664e+03       9.622291040774e+00       5.527243066866e-02      -6.730779057424e+01       1.804257667255e-08       2.669105663135e-06       1.032061620032e-06 
  491       2.427795583588e+03       9.481986800451e+00       5.546422759235e-02      -6.658275461241e+01       1.798602118770e-08       2.596399670774e-06       1.015099164412e-06 
  492       2.437245629144e+03       9.344424108833e+00       5.565608030703e-02      -6.583070889776e+01       1.792974439344e-08       2.525849900919e-06       9.980979200282e-07 
  493       2.446557615991e+03       9.209706991329e+00       5.584795948084e-02      -6.505219294653e+01       1.787374201332e-08       2.457446928081e-06       9.810596431425e-07 
  494       2.455725600901e+03       9.077940621608e+00       5.603983533860e-02      -6.424775831571e+01       1.781800900221e-08       2.391180292271e-06       9.639861036678e-07 
  495       2.464743567425e+03       8.949231326371e+00       5.623167765964e-02      -6.341796866881e+01       1.776253952979e-08       2.327038485506e-06       9.468790851315e-07 
  496       2.473605425564e+03       8.823686590138e+00       5.642345577553e-02      -6.256339984175e+01       1.770732696383e-08       2.265008938254e-06       9.297403846394e-07 
  497       2.482305011436e+03       8.701415060018e+00       5.661513856792e-02      -6.168463990854e+01       1.765236385340e-08       2.205078005823e-06       9.125718128398e-07 
  498       2.490836086946e+03       8.582526550490e+00       5.680669446628e-02      -6.078228924716e+01       1.759764191180e-08       2.147230954684e-06       8.953751938861e-07 
  499       2.499192339453e+03       8.467132048186e+00       5.699809144574e-02      -5.985696060536e+01       1.754315199943e-08       2.091451948733e-06       8.781523653992e-07 
  500       2.507367381441e+03       8.355343716663e+00       5.718929702484e-02      -5.890927916640e+01       1.748888410646e-08       2.037724035497e-06       8.609051784293e-07 
  501       2.515354750185e+03       8.247274901184e+00       5.738027826333e-02      -5.793988261488e+01       1.743482733533e-08       1.986029132273e-06       8.436354974172e-07 
  502       2.523147907422e+03       8.143040133497e+00       5.757100175998e-02      -5.694942120258e+01       1.738096988313e-08       1.936348012210e-06       8.263452001545e-07 
  503       2.530740239018e+03       8.042755136612e+00       5.776143365033e-02      -5.593855781417e+01       1.732729902375e-08       1.888660290328e-06       8.090361777441e-07 
  504       2.538125054638e+03       7.946536829581e+00       5.795153960450e-02      -5.490796803308e+01       1.727380108991e-08       1.842944409476e-06       7.917103345589e-07 
  505       2.545296572275e+03       7.854489264265e+00       5.814128732753e-02      -5.385831672686e+01       1.722046518893e-08       1.799180872376e-06       7.743695561173e-07 
  506       2.552252903704e+03       7.766660980370e+00       5.833065414415e-02      -5.279018692774e+01       1.716729462305e-08       1.757362120322e-06       7.570156112619e-07 
  507       2.558993154384e+03       7.683086431267e+00       5.851961962812e-02      -5.170414903290e+01       1.711429608900e-08       1.717483052825e-06       7.396502456784e-07 
  508       2.565516446506e+03       7.603799939076e+00       5.870816311847e-02      -5.060078415417e+01       1.706147599486e-08       1.679537810146e-06       7.222752135123e-07 
  509       2.571821919121e+03       7.528835692836e+00       5.889626371842e-02      -4.948068417288e+01       1.700884045194e-08       1.643519763563e-06       7.048922772796e-07 
  510       2.577908728275e+03       7.458227746680e+00       5.908390029440e-02      -4.834445179459e+01       1.695639526659e-08       1.609421505592e-06       6.875032077771e-07 
  511       2.583776047138e+03       7.392010018002e+00       5.927105147493e-02      -4.719270060383e+01       1.690414593192e-08       1.577234840159e-06       6.701097839914e-07 
  512       2.589423066137e+03       7.330216285633e+00       5.945769564967e-02      -4.602605511895e+01       1.685209761944e-08       1.546950772736e-06       6.527137930081e-07 
  513       2.594848993085e+03       7.272880188011e+00       5.964381096830e-02      -4.484515084682e+01       1.680025517059e-08       1.518559500436e-06       6.353170299188e-07 
  514       2.600053053313e+03       7.220035221352e+00       5.982937533958e-02      -4.365063433764e+01       1.674862308828e-08       1.492050402055e-06       6.179212977289e-07 
  515       2.605034489801e+03       7.171714737826e+00       6.001436643021e-02      -4.244316323970e+01       1.669720552820e-08       1.467412028082e-06       6.005284072633e-07 
  516       2.609792563312e+03       7.127951943724e+00       6.019876166389e-02      -4.122340635416e+01       1.664600629017e-08       1.444632090659e-06       5.831401770722e-07 
  517       2.614326552517e+03       7.088779897630e+00       6.038253822022e-02      -3.999204368980e+01       1.659502880934e-08       1.423697453500e-06       5.657584333358e-07 
  518       2.618635754133e+03       7.054231508598e+00       6.056567303368e-02      -3.874976651782e+01       1.654427614734e-08       1.404594121771e-06       5.483850097682e-07 
  519       2.622719483050e+03       7.024339534318e+00       6.074814279260e-02      -3.749727742659e+01       1.649375098328e-08       1.387307231918e-06       5.310217475207e-07 
  520       2.626577072462e+03       6.999136579292e+00       6.092992393812e-02      -3.623529037644e+01       1.644345560477e-08       1.371821041462e-06       5.136704950840e-07 
  521       2.630207874001e+03       6.978655093004e+00       6.111099266316e-02      -3.496453075440e+01       1.639339189877e-08       1.358118918745e-06       4.963331081901e-07 
  522       2.633611257867e+03       6.962927368089e+00       6.129132491139e-02      -3.368573542901e+01       1.634356134235e-08       1.346183332634e-06       4.790114497131e-07 
  523       2.636786612956e+03       6.951985538513e+00       6.147089637615e-02      -3.239965280507e+01       1.629396499344e-08       1.335995842186e-06       4.617073895694e-07 
  524       2.639733346998e+03       6.945861577736e+00       6.164968249948e-02      -3.110704287843e+01       1.624460348139e-08       1.327537086261e-06       4.444228046166e-07 
  525       2.642450886680e+03       6.944587296888e+00       6.182765847104e-02      -2.980867729071e+01       1.619547699754e-08       1.320786773105e-06       4.271595785529e-07 
  526       2.644938677784e+03       6.948194342941e+00       6.200479922708e-02      -2.850533938416e+01       1.614658528563e-08       1.315723669876e-06       4.099196018142e-07 
  527       2.647196185315e+03       6.956714196882e+00       6.218107944940e-02      -2.719782425633e+01       1.609792763218e-08       1.312325592141e-06       3.927047714714e-07 
  528       2.649222893631e+03       6.970178171880e+00       6.235647356435e-02      -2.588693881494e+01       1.604950285669e-08       1.310569393317e-06       3.755169911266e-07 
  529       2.651018306578e+03       6.988617411462e+00       6.253095574173e-02      -2.457350183256e+01       1.600130930188e-08       1.310430954077e-06       3.583581708090e-07 
  530       2.652581947619e+03       7.012062887686e+00       6.270449989383e-02      -2.325834400147e+01       1.595334482373e-08       1.311885171716e-06       3.412302268688e-07 
  531       2.653913359962e+03       7.040545399309e+00       6.287707967433e-02      -2.194230798834e+01       1.590560678148e-08       1.314905949461e-06       3.241350818722e-07 
  532       2.655012106698e+03       7.074095569959e+00       6.304866847728e-02      -2.062624848909e+01       1.585809202754e-08       1.319466185754e-06       3.070746644935e-07 
  533       2.655877770928e+03       7.112743846311e+00       6.321923943609e-02      -1.931103228361e+01       1.581079689728e-08       1.325537763479e-06       2.900509094087e-07 
  534       2.656509955892e+03       7.156520496255e+00       6.338876542248e-02      -1.799753829052e+01       1.576371719880e-08       1.333091539154e-06       2.730657571860e-07 
  535       2.656908285105e+03       7.205455607071e+00       6.355721904541e-02      -1.668665762199e+01       1.571684820250e-08       1.342097332079e-06       2.561211541777e-07 
  536       2.657072402487e+03       7.259579083595e+00       6.372457265011e-02      -1.537929363847e+01       1.567018463065e-08       1.352523913435e-06       2.392190524095e-07 
  537       2.657001972491e+03       7.318920646398e+00       6.389079831697e-02      -1.407636200350e+01       1.562372064684e-08       1.364338995351e-06       2.223614094703e-07 
  538       2.656696680238e+03       7.383509829955e+00       6.405586786058e-02      -1.277879073842e+01       1.557744984532e-08       1.377509219916e-06       2.055501884010e-07 
  539       2.656156231645e+03       7.453375980814e+00       6.421975282863e-02      -1.148752027723e+01       1.553136524030e-08       1.392000148157e-06       1.887873575815e-07 
  540       2.655380353559e+03       7.528548255773e+00       6.438242450090e-02      -1.020350352126e+01       1.548545925505e-08       1.407776248971e-06       1.720748906187e-07 
  541       2.654368793887e+03       7.609055620047e+00       6.454385388824e-02      -8.927705894027e+00       1.543972371103e-08       1.424800888012e-06       1.554147662320e-07 
  542       2.653121321726e+03       7.694926845444e+00       6.470401173149e-02      -7.661105395970e+00       1.539414981690e-08       1.443036316540e-06       1.388089681393e-07 
  543       2.651637727497e+03       7.786190508534e+00       6.486286850050e-02      -6.404692659218e+00       1.534872815731e-08       1.462443660220e-06       1.222594849416e-07 
  544       2.649918264497e+03       7.882863900172e+00       6.502039827269e-02      -5.159378993041e+00       1.530345123821e-08       1.482988167237e-06       1.057681231232e-07 
  545       2.647964986285e+03       7.984919431581e+00       6.517659048515e-02      -3.925717704471e+00       1.525832129525e-08       1.504655207300e-06       8.933593803145e-08 
  546       2.645780445345e+03       8.092317325717e+00       6.533143849499e-02      -2.704175428536e+00       1.521334287977e-08       1.527434891576e-06       7.296377986636e-08 
  547       2.643367255207e+03       8.205016618294e+00       6.548493572866e-02      -1.495223480438e+00       1.516852033445e-08       1.551316866123e-06       5.665247816611e-08 
  548       2.640728090755e+03       8.322975151465e+00       6.563707568254e-02      -2.993378730858e-01       1.512385778809e-08       1.576290306909e-06       4.040284145948e-08 
  549       2.637865688542e+03       8.446149567506e+00       6.578785192339e-02       8.830006653723e-01       1.507935915023e-08       1.602343914815e-06       2.421565691654e-08 
  550       2.634782847095e+03       8.574495302504e+00       6.593725808897e-02       2.051306674020e+00       1.503502810581e-08       1.629465910621e-06       8.091689997752e-09 
  551       2.631482427227e+03       8.707966580036e+00       6.608528788851e-02       3.205089941639e+00       1.499086810968e-08       1.657644029962e-06      -7.968315898575e-09 
  552       2.627967352346e+03       8.846516404853e+00       6.623193510327e-02       4.343855489184e+00       1.494688238119e-08       1.686865518279e-06      -2.396363979035e-08 
  553       2.624240608767e+03       8.990096556567e+00       6.637719358708e-02       5.467103552244e+00       1.490307389860e-08       1.717117125739e-06      -3.989358346745e-08 
  554       2.620305246018e+03       9.138657583332e+00       6.652105726687e-02       6.574329563517e+00       1.485944539351e-08       1.748385102140e-06      -5.575747184898e-08 
  555       2.616164377152e+03       9.292148795530e+00       6.666352014318e-02       7.665024135276e+00       1.481599934526e-08       1.780655191799e-06      -7.155465334227e-08 
  556       2.611821179060e+03       9.450518259450e+00       6.680457629074e-02       8.738673041842e+00       1.477273797517e-08       1.813912628411e-06      -8.728450020330e-08 
  557       2.607278892775e+03       9.613712790978e+00       6.694421985896e-02       9.794757202048e+00       1.472966324090e-08       1.848142129905e-06      -1.029464088989e-07 
  558       2.602540823784e+03       9.781677949277e+00       6.708244507250e-02       1.083275266171e+01       1.468677683058e-08       1.883327893263e-06      -1.185398004705e-07 
  559       2.597610342339e+03       9.954358030472e+00       6.721924623177e-02       1.185213057610e+01       1.464408015701e-08       1.919453589329e-06      -1.340641208992e-07 
  560       2.592490883769e+03       1.013169606133e+01       6.735461771350e-02       1.285235719241e+01       1.460157435176e-08       1.956502357599e-06      -1.495188414732e-07 
  561       2.587185948783e+03       1.031363379295e+01       6.748855397123e-02       1.383289383221e+01       1.455926025925e-08       1.994456800989e-06      -1.649034591557e-07 
  562       2.581699103786e+03       1.050011169445e+01       6.762104953589e-02       1.479319687396e+01       1.451713843072e-08       2.033298980580e-06      -1.802174969557e-07 
  563       2.576033981186e+03       1.069106894663e+01       6.775209901632e-02       1.573271773542e+01       1.447520911819e-08       2.073010410352e-06      -1.954605042992e-07 
  564       2.570194279705e+03       1.088644343567e+01       6.788169709977e-02       1.665090285616e+01       1.443347226838e-08       2.113572051892e-06      -2.106320574027e-07 
  565       2.564183764689e+03       1.108617174684e+01       6.800983855249e-02       1.754719368001e+01       1.439192751655e-08       2.154964309085e-06      -2.257317596484e-07 
  566       2.558006268417e+03       1.129018915813e+01       6.813651822023e-02       1.842102663755e+01       1.435057418030e-08       2.197167022784e-06      -2.407592419603e-07 
  567       2.551665690409e+03       1.149842963397e+01       6.826173102876e-02       1.927183312855e+01       1.430941125329e-08       2.240159465461e-06      -2.557141631828e-07 
  568       2.545165997740e+03       1.171082581890e+01       6.838547198446e-02       2.009903950446e+01       1.426843739896e-08       2.283920335843e-06      -2.705962104601e-07 
  569       2.538511225349e+03       1.192730903128e+01       6.850773617480e-02       2.090206705088e+01       1.422765094414e-08       2.328427753518e-06      -2.854050996176e-07 
  570       2.531705476345e+03       1.214780925692e+01       6.862851876888e-02       2.168033197001e+01       1.418704987266e-08       2.373659253534e-06      -3.001405755451e-07 
  571       2.524752922320e+03       1.237225514282e+01       6.874781501799e-02       2.243324536313e+01       1.414663181885e-08       2.419591780970e-06      -3.148024125811e-07 
  572       2.517657803661e+03       1.260057399083e+01       6.886562025616e-02       2.316021321309e+01       1.410639406105e-08       2.466201685488e-06      -3.293904148992e-07 
  573       2.510424429853e+03       1.283269175132e+01       6.898192990061e-02       2.386063636674e+01       1.406633351498e-08       2.513464715874e-06      -3.439044168955e-07 
  574       2.503057179795e+03       1.306853301688e+01       6.909673945238e-02       2.453391051742e+01       1.402644672716e-08       2.561356014546e-06      -3.583442835784e-07 
  575       2.495560502110e+03       1.330802101602e+01       6.921004449681e-02       2.517942618744e+01       1.398672986821e-08       2.609850112053e-06      -3.727099109591e-07 
  576       2.487938915448e+03       1.355107760680e+01       6.932184070409e-02       2.579656871053e+01       1.394717872607e-08       2.658920921552e-06      -3.870012264447e-07 
  577       2.480197008805e+03       1.379762327059e+01       6.943212382980e-02       2.638471821431e+01       1.390778869926e-08       2.708541733263e-06      -4.012181892318e-07 
  578       2.472339441826e+03       1.404757710568e+01       6.954088971542e-02       2.694324960278e+01       1.386855479000e-08       2.758685208907e-06      -4.153607907029e-07 
  579       2.464370945118e+03       1.430085682101e+01       6.964813428890e-02       2.747153253874e+01       1.382947159727e-08       2.809323376124e-06      -4.294290548233e-07 
  580       2.456296320558e+03       1.455737872984e+01       6.975385356516e-02       2.796893142634e+01       1.379053330993e-08       2.860427622871e-06      -4.434230385401e-07 
  581       2.448120441605e+03       1.481705774343e+01       6.985804364665e-02       2.843480539346e+01       1.375173369962e-08       2.911968691801e-06      -4.573428321831e-07 
  582       2.439848253608e+03       1.507980736473e+01       6.996070072386e-02       2.886850827425e+01       1.371306611375e-08       2.963916674621e-06      -4.711885598668e-07 
  583       2.431484559096e+03       1.534553932392e+01       7.006182370793e-02       2.926949260446e+01       1.367452525570e-08       3.016245561076e-06      -4.849599723537e-07 
  584       2.423033367119e+03       1.561416248785e+01       7.016142219950e-02       2.963762449719e+01       1.363611263804e-08       3.068947084855e-06      -4.986552080477e-07 
  585       2.414498528266e+03       1.588558391088e+01       7.025950871999e-02       2.997287659863e+01       1.359783138689e-08       3.122017384538e-06      -5.122719864429e-07 
  586       2.405883948444e+03       1.615970918416e+01       7.035609609901e-02       3.027522480606e+01       1.355968447539e-08       3.175452494741e-06      -5.258080114636e-07 
  587       2.397193589117e+03       1.643644242911e+01       7.045119747582e-02       3.054464828701e+01       1.352167472020e-08       3.229248345230e-06      -5.392609714408e-07 
  588       2.388431467535e+03       1.671568629105e+01       7.054482630080e-02       3.078112949838e+01       1.348380477795e-08       3.283400760025e-06      -5.526285390888e-07 
  589       2.379601656974e+03       1.699734193273e+01       7.063699633689e-02       3.098465420557e+01       1.344607714163e-08       3.337905456506e-06      -5.659083714814e-07 
  590       2.370708286965e+03       1.728130902789e+01       7.072772166109e-02       3.115521150160e+01       1.340849413700e-08       3.392758044518e-06      -5.790981100289e-07 
  591       2.361755543530e+03       1.756748575480e+01       7.081701666591e-02       3.129279382623e+01       1.337105791895e-08       3.447954025464e-06      -5.921953804549e-07 
  592       2.352747669416e+03       1.785576878987e+01       7.090489606078e-02       3.139739698511e+01       1.333377046781e-08       3.503488791407e-06      -6.051977927732e-07 
  593       2.343688964331e+03       1.814605330113e+01       7.099137487361e-02       3.146902016892e+01       1.329663358564e-08       3.559357624160e-06      -6.181029412648e-07 
  594       2.334583785174e+03       1.843823294185e+01       7.107646845215e-02       3.150766597245e+01       1.325964889248e-08       3.615555694376e-06      -6.309084044554e-07 
  595       2.325436546272e+03       1.873219984408e+01       7.116019246552e-02       3.151334041378e+01       1.322281782262e-08       3.672078060638e-06      -6.436117450923e-07 
  596       2.316251719612e+03       1.902784461220e+01       7.124256290566e-02       3.148605295336e+01       1.318614162075e-08       3.728919668537e-06      -6.562105101222e-07 
  597       2.307033835079e+03       1.932505631648e+01       7.132359608876e-02       3.142581651320e+01       1.314962133817e-08       3.786075349760e-06      -6.687022306688e-07 
  598       2.297787480684e+03       1.962372248663e+01       7.140330865676e-02       3.133264749594e+01       1.311325782890e-08       3.843539821163e-06      -6.810844220103e-07 
  599       2.288517302805e+03       1.992372910539e+01       7.148171757879e-02       3.120656580400e+01       1.307705174577e-08       3.901307683852e-06      -6.933545835572e-07 
  600       2.279228006415e+03       2.022496060203e+01       7.155884015264e-02       3.104759485872e+01       1.304100353651e-08       3.959373422248e-06      -7.055101988306e-07 
  601       2.269924355318e+03       2.052729984598e+01       7.163469400621e-02       3.085576161947e+01       1.300511343981e-08       4.017731403161e-06      -7.175487354399e-07 
  602       2.260611172387e+03       2.083062814033e+01       7.170929709901e-02       3.063109660281e+01       1.296938148129e-08       4.076375874856e-06      -7.294676450615e-07 
  603       2.251293339790e+03       2.113482521539e+01       7.178266772355e-02       3.037363390158e+01       1.293380746947e-08       4.135300966115e-06      -7.412643634164e-07 
  604       2.241975799233e+03       2.143976922230e+01       7.185482450688e-02       3.008341120403e+01       1.289839099176e-08       4.194500685299e-06      -7.529363102495e-07 
  605       2.232663552188e+03       2.174533672653e+01       7.192578641201e-02       2.976046981300e+01       1.286313141032e-08       4.253968919403e-06      -7.644808893076e-07 
  606       2.223361660128e+03       2.205140270145e+01       7.199557273936e-02       2.940485466497e+01       1.282802785797e-08       4.313699433113e-06      -7.758954883182e-07 
  607       2.214075244762e+03       2.235784052192e+01       7.206420312827e-02       2.901661434928e+01       1.279307923402e-08       4.373685867856e-06      -7.871774789687e-07 
  608       2.204809488270e+03       2.266452195781e+01       7.213169755841e-02       2.859580112716e+01       1.275828420007e-08       4.433921740848e-06      -7.983242168849e-07 
  609       2.195569633537e+03       2.297131716757e+01       7.219807635128e-02       2.814247095093e+01       1.272364117582e-08       4.494400444141e-06      -8.093330416104e-07 
  610       2.186360984383e+03       2.327809469181e+01       7.226336017163e-02       2.765668348313e+01       1.268914833480e-08       4.555115243665e-06      -8.202012765857e-07 
  611       2.177188905801e+03       2.358472144680e+01       7.232757002899e-02       2.713850211559e+01       1.265480360007e-08       4.616059278269e-06      -8.309262291277e-07 
  612       2.168058824193e+03       2.389106271810e+01       7.239072727905e-02       2.658799398860e+01       1.262060463991e-08       4.677225558753e-06      -8.415051904087e-07 
  613       2.158976227598e+03       2.419698215405e+01       7.245285362518e-02       2.600523001004e+01       1.258654886349e-08       4.738606966907e-06      -8.519354354368e-07 
  614       2.149946665931e+03       2.450234175940e+01       7.251397111988e-02       2.539028487452e+01       1.255263341645e-08       4.800196254540e-06      -8.622142230347e-07 
  615       2.140975751213e+03       2.480700188878e+01       7.257410216622e-02       2.474323708245e+01       1.251885517648e-08       4.861986042505e-06      -8.723387958202e-07 
  616       2.132069157811e+03       2.511082124033e+01       7.263326951933e-02       2.406416895924e+01       1.248521074890e-08       4.923968819728e-06      -8.823063801861e-07 
  617       2.123232622665e+03       2.541365684924e+01       7.269149628783e-02       2.335316667438e+01       1.245169646213e-08       4.986136942226e-06      -8.921141862800e-07 
  618       2.114471945529e+03       2.571536408128e+01       7.274880593535e-02       2.261032026059e+01       1.241830836320e-08       5.048482632129e-06      -9.017594079846e-07 
  619       2.105792989198e+03       2.601579662639e+01       7.280522228190e-02       2.183572363295e+01       1.238504221318e-08       5.110997976694e-06      -9.112392228983e-07 
  620       2.097201679747e+03       2.631480649221e+01       7.286076950543e-02       2.102947460802e+01       1.235189348261e-08       5.173674927319e-06      -9.205507923156e-07 
  621       2.088704006765e+03       2.661224399766e+01       7.291547214322e-02       2.019167492296e+01       1.231885734682e-08       5.236505298550e-06      -9.296912612073e-07 
