# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_fld                 13:t_ur                  14:t_tot              
       2.296550896486e-02      -3.137532588963e-01      -2.919409032628e+01      -3.609682259247e+01       0.000000000000e+00      -4.052059289059e-01      -3.395939314149e+01       3.167871674553e-01       3.168276548542e-01      -4.489392756443e-02      -1.704021512737e-03                      nan      -4.300499088377e-02      -1.957917814681e-03 
       2.309477727734e-02      -3.036276966071e-01      -2.934525147416e+01      -3.636887370530e+01       0.000000000000e+00      -4.120707647234e-01      -3.420417702237e+01       3.155056009468e-01       3.155457864320e-01      -4.506115475678e-02      -1.732262032317e-03                      nan      -4.331926276775e-02      -1.971081383748e-03 
       2.322416314755e-02      -2.949389712400e-01      -2.949510581591e+01      -3.664091261351e+01       0.000000000000e+00      -4.188730578240e-01      -3.444876634825e+01       3.142279128327e-01       3.142673808965e-01      -4.521798142540e-02      -1.760792936789e-03                      nan      -4.364589938516e-02      -1.984248923773e-03 
       2.335366905427e-02      -2.877567615386e-01      -2.964381795259e+01      -3.691294960640e+01       0.000000000000e+00      -4.254891965379e-01      -3.469319546394e+01       3.129544431553e-01       3.129928063097e-01      -4.536626802208e-02      -1.789545501275e-03                      nan      -4.398487455641e-02      -1.997451261869e-03 
       2.348329753672e-02      -2.821298722904e-01      -2.979138354135e+01      -3.718496927746e+01       0.000000000000e+00      -4.317979152498e-01      -3.493745057469e+01       3.116850856346e-01       3.117219881924e-01      -4.550790439546e-02      -1.818513565197e-03                      nan      -4.433587937682e-02      -2.010725356125e-03 
       2.361305119610e-02      -2.780937389242e-01      -2.993771821643e+01      -3.745697958272e+01       0.000000000000e+00      -4.376827891322e-01      -3.518152390198e+01       3.104197896252e-01       3.104549096393e-01      -4.564496127037e-02      -1.847736589178e-03                      nan      -4.469846281741e-02      -2.024117244497e-03 
       2.374293269725e-02      -2.756635539209e-01      -3.008294747447e+01      -3.772897690700e+01       0.000000000000e+00      -4.430346352879e-01      -3.542543150513e+01       3.091587091538e-01       3.091917609791e-01      -4.577946027886e-02      -1.877161353517e-03                      nan      -4.507201389776e-02      -2.037654703945e-03 
       2.387294477028e-02      -2.748287269519e-01      -3.022709133681e+01      -3.800097659876e+01       0.000000000000e+00      -4.477544139867e-01      -3.566918767883e+01       3.079019742541e-01       3.079327122443e-01      -4.591354860235e-02      -1.906790216953e-03                      nan      -4.545571572665e-02      -2.051373915339e-03 
       2.400309021230e-02      -2.755774403859e-01      -3.036997711787e+01      -3.827293391279e+01       0.000000000000e+00      -4.517481514436e-01      -3.591272724310e+01       3.066490281495e-01       3.066772435997e-01      -4.604925268262e-02      -1.936665430909e-03                      nan      -4.584856998249e-02      -2.065311794676e-03 
       2.413337188923e-02      -2.778589155861e-01      -3.051182926625e+01      -3.854489967775e+01       0.000000000000e+00      -4.549399645595e-01      -3.615612548963e+01       3.054005187845e-01       3.054260459498e-01      -4.618872380353e-02      -1.966726960641e-03                      nan      -4.624952155620e-02      -2.079491027829e-03 
       2.426379273761e-02      -2.816240521966e-01      -3.065251759468e+01      -3.881683430399e+01       0.000000000000e+00      -4.572599253356e-01      -3.639932784952e+01       3.041559798230e-01       3.041786915389e-01      -4.633393680827e-02      -1.997005523651e-03                      nan      -4.665729134919e-02      -2.093941148097e-03 
       2.439435576650e-02      -2.868010624933e-01      -3.079193121462e+01      -3.908872009257e+01       0.000000000000e+00      -4.586519619598e-01      -3.664230037189e+01       3.029151317388e-01       3.029349411085e-01      -4.648687408056e-02      -2.027532103984e-03                      nan      -4.707049722060e-02      -2.108690288952e-03 
       2.452506405949e-02      -2.932982840814e-01      -3.093037989575e+01      -3.936059787071e+01       0.000000000000e+00      -4.590782896358e-01      -3.688512359854e+01       3.016786371477e-01       3.016954974983e-01      -4.664942010145e-02      -2.058208543880e-03                      nan      -4.748777174506e-02      -2.123744189132e-03 
       2.465592077667e-02      -3.010132226755e-01      -3.106759531382e+01      -3.963243713069e+01       0.000000000000e+00      -4.585113876956e-01      -3.712772787449e+01       3.004459156693e-01       3.004598189522e-01      -4.682334979952e-02      -2.089124833264e-03                      nan      -4.790751818078e-02      -2.139132256249e-03 
       2.478692915676e-02      -3.098288186709e-01      -3.120383220476e+01      -3.990428199295e+01       0.000000000000e+00      -4.569420825158e-01      -3.737018753564e+01       2.992175574488e-01       2.992285329419e-01      -4.701031819166e-02      -2.120206722416e-03                      nan      -4.832825029233e-02      -2.154856956865e-03 
       2.491809251927e-02      -3.196113531061e-01      -3.133873932722e+01      -4.017606393217e+01       0.000000000000e+00      -4.543757890525e-01      -3.761238870156e+01       2.979926363604e-01       2.980007493407e-01      -4.721166430780e-02      -2.151547878056e-03                      nan      -4.874823515811e-02      -2.170936285751e-03 
       2.504941426679e-02      -3.302332383281e-01      -3.147258266542e+01      -4.044780592961e+01       0.000000000000e+00      -4.508290130391e-01      -3.785439047353e+01       2.967716144555e-01       2.967769615808e-01      -4.742874437070e-02      -2.183060009527e-03                      nan      -4.916593661322e-02      -2.187362948126e-03 
       2.518089788722e-02      -3.415436301680e-01      -3.160542185680e+01      -4.071955970517e+01       0.000000000000e+00      -4.463359705928e-01      -3.809624215657e+01       2.955548569129e-01       2.955575669651e-01      -4.766274199194e-02      -2.214753047100e-03                      nan      -4.957982806206e-02      -2.204141415586e-03 
       2.531254695627e-02      -3.533890332187e-01      -3.173709908356e+01      -4.099127701103e+01       0.000000000000e+00      -4.409463789496e-01      -3.833787737548e+01       2.943418224480e-01       2.943420516763e-01      -4.791442494855e-02      -2.246655657440e-03                      nan      -4.998829400728e-02      -2.221268321235e-03 
       2.544436513988e-02      -3.656151466335e-01      -3.186777454258e+01      -4.126296534703e+01       0.000000000000e+00      -4.347202919251e-01      -3.857932584652e+01       2.931327173518e-01       2.931306467661e-01      -4.818449010569e-02      -2.278707352029e-03                      nan      -5.038988180135e-02      -2.238727150105e-03 
       2.557635619681e-02      -3.780602599630e-01      -3.199714705271e+01      -4.153458983885e+01       0.000000000000e+00      -4.277311379350e-01      -3.882050930951e+01       2.919269267846e-01       2.919227596443e-01      -4.847334744680e-02      -2.311012399659e-03                      nan      -5.078312153744e-02      -2.256520664502e-03 
       2.570852398133e-02      -3.905639460262e-01      -3.212569238085e+01      -4.180624185511e+01       0.000000000000e+00      -4.200669866915e-01      -3.906157611906e+01       2.907255402910e-01       2.907194985353e-01      -4.878124829696e-02      -2.343433565946e-03                      nan      -5.116691567163e-02      -2.274615693893e-03 
       2.584087244594e-02      -4.029667245744e-01      -3.225312962135e+01      -4.207786398617e+01       0.000000000000e+00      -4.118214857517e-01      -3.930243324198e+01       2.895278250898e-01       2.895201461175e-01      -4.910809768414e-02      -2.376046092025e-03                      nan      -5.154000854353e-02      -2.293002338471e-03 
       2.597340564424e-02      -4.151112438596e-01      -3.237928005483e+01      -4.234941968086e+01       0.000000000000e+00      -4.030988986756e-01      -3.954302103898e+01       2.883333176925e-01       2.883242510746e-01      -4.945355119173e-02      -2.408900999711e-03                      nan      -5.190135215062e-02      -2.311664474984e-03 
       2.610612773389e-02      -4.268515997800e-01      -3.250466849978e+01      -4.262099227562e+01       0.000000000000e+00      -3.940115027648e-01      -3.978348970990e+01       2.871430814000e-01       2.871328846309e-01      -4.981718677954e-02      -2.441834730772e-03                      nan      -5.225027686190e-02      -2.330556228043e-03 
       2.623904297966e-02      -4.380384561449e-01      -3.262888326529e+01      -4.289254695668e+01       0.000000000000e+00      -3.846760484193e-01      -4.002374413455e+01       2.859563853405e-01       2.859453221169e-01      -5.019814450530e-02      -2.474999852918e-03                      nan      -5.258606426059e-02      -2.349671013985e-03 
       2.637215575665e-02      -4.485410448941e-01      -3.275209308962e+01      -4.316406256631e+01       0.000000000000e+00      -3.752128984058e-01      -4.026379325569e+01       2.847732571330e-01       2.847615924156e-01      -5.059540278940e-02      -2.508302615190e-03                      nan      -5.290826723380e-02      -2.368963905080e-03 
       2.650547055353e-02      -4.582314372401e-01      -3.287436210689e+01      -4.343560416094e+01       0.000000000000e+00      -3.657448521410e-01      -4.050369935976e+01       2.835940950693e-01       2.835820936203e-01      -5.100782432701e-02      -2.541766287901e-03                      nan      -5.321671086740e-02      -2.388410107568e-03 
       2.663899197597e-02      -4.669977410547e-01      -3.299543055397e+01      -4.370708980576e+01       0.000000000000e+00      -3.563933830223e-01      -4.074335403151e+01       2.824180954836e-01       2.824060176071e-01      -5.143383983015e-02      -2.575439099274e-03                      nan      -5.351125837811e-02      -2.407979594103e-03 
       2.677272475021e-02      -4.747462163019e-01      -3.311573184256e+01      -4.397861517434e+01       0.000000000000e+00      -3.472802836876e-01      -4.098290390218e+01       2.812462313025e-01       2.812343294715e-01      -5.187194665173e-02      -2.609206998770e-03                      nan      -5.379226293038e-02      -2.427625862182e-03 
       2.690667372668e-02      -4.813841276051e-01      -3.323498967709e+01      -4.425013304626e+01       0.000000000000e+00      -3.385221864948e-01      -4.122226635814e+01       2.800778788412e-01       2.800663975832e-01      -5.232032350624e-02      -2.643151148815e-03                      nan      -5.405998146984e-02      -2.447324546509e-03 
       2.704084388387e-02      -4.868500186719e-01      -3.335317563179e+01      -4.452163004577e+01       0.000000000000e+00      -3.302288993001e-01      -4.146142625739e+01       2.789128883434e-01       2.789020586141e-01      -5.277692159975e-02      -2.677271569989e-03                      nan      -5.431506537126e-02      -2.467039479019e-03 
       2.717524033223e-02      -4.910872586497e-01      -3.347052149540e+01      -4.479314923323e+01       0.000000000000e+00      -3.225073174017e-01      -4.170045582418e+01       2.777516939246e-01       2.777417334592e-01      -5.323982169073e-02      -2.711505824723e-03                      nan      -5.455833443567e-02      -2.486730187039e-03 
       2.730986831833e-02      -4.940688433657e-01      -3.358705873977e+01      -4.506471994690e+01       0.000000000000e+00      -3.154504683782e-01      -4.193938452623e+01       2.765944279955e-01       2.765855367669e-01      -5.370676597800e-02      -2.745852338177e-03                      nan      -5.479089113303e-02      -2.506362577634e-03 
       2.744473322907e-02      -4.957697629974e-01      -3.370254687097e+01      -4.533629037991e+01       0.000000000000e+00      -3.091442604340e-01      -4.217813253777e+01       2.754405016114e-01       2.754328630935e-01      -5.417546496530e-02      -2.780378293743e-03                      nan      -5.501377750144e-02      -2.525911762502e-03 
       2.757984059617e-02      -4.962000078020e-01      -3.381717591689e+01      -4.560787281506e+01       0.000000000000e+00      -3.036598962165e-01      -4.241674116361e+01       2.742901269959e-01       2.742839039298e-01      -5.464365346046e-02      -2.815011718352e-03                      nan      -5.522840819255e-02      -2.545337238919e-03 
       2.771519610072e-02      -4.953716660042e-01      -3.393076980996e+01      -4.587946650301e+01       0.000000000000e+00      -2.990588955102e-01      -4.265518263589e+01       2.731430639553e-01       2.731383995599e-01      -5.510894879623e-02      -2.849822042927e-03                      nan      -5.543621834036e-02      -2.564618514557e-03 
       2.785080557800e-02      -4.933310240302e-01      -3.404374633113e+01      -4.615117301480e+01       0.000000000000e+00      -2.953878735659e-01      -4.289360738593e+01       2.720002062556e-01       2.719972208365e-01      -5.556919190397e-02      -2.884703235597e-03                      nan      -5.563900301650e-02      -2.583718055768e-03 
       2.798667502244e-02      -4.901228701077e-01      -3.415553705397e+01      -4.642285018930e+01       0.000000000000e+00      -2.926775014365e-01      -4.313181048283e+01       2.708601809270e-01       2.708589743029e-01      -5.602190158692e-02      -2.919798647089e-03                      nan      -5.583822085387e-02      -2.602625191296e-03 
       2.812281059279e-02      -4.858349057385e-01      -3.426680985062e+01      -4.669465037202e+01       0.000000000000e+00      -2.909425955553e-01      -4.337002379947e+01       2.697243772243e-01       2.697250245321e-01      -5.646516697545e-02      -2.954932903228e-03                      nan      -5.603592924963e-02      -2.621301148063e-03 
       2.825921861753e-02      -4.805392788110e-01      -3.437701448790e+01      -4.696644848729e+01       0.000000000000e+00      -2.901855520823e-01      -4.360805930588e+01       2.685915445324e-01       2.685941006580e-01      -5.689662207876e-02      -2.990235642688e-03                      nan      -5.623372120621e-02      -2.639737796057e-03 
       2.839590560043e-02      -4.743549238445e-01      -3.448670468753e+01      -4.723838998890e+01       0.000000000000e+00      -2.903900789711e-01      -4.384612523403e+01       2.674628908504e-01       2.674673857762e-01      -5.731456393877e-02      -3.025578143778e-03                      nan      -5.643368391495e-02      -2.657908906443e-03 
       2.853287822642e-02      -4.673866777576e-01      -3.459553327835e+01      -4.751036376677e+01       0.000000000000e+00      -2.915263930789e-01      -4.408407746847e+01       2.663374477819e-01       2.663438913659e-01      -5.771701562399e-02      -3.061029419976e-03                      nan      -5.663746865245e-02      -2.675806482902e-03 
       2.867014336763e-02      -4.597675061517e-01      -3.470343174694e+01      -4.778242926638e+01       0.000000000000e+00      -2.935473196619e-01      -4.432195503270e+01       2.652153758076e-01       2.652237559543e-01      -5.810244721857e-02      -3.096675701485e-03                      nan      -5.684692147970e-02      -2.693438412562e-03 
       2.880770808975e-02      -4.516395238214e-01      -3.481077088505e+01      -4.805461176078e+01       0.000000000000e+00      -2.963932838404e-01      -4.455983933222e+01       2.640970741671e-01       2.641073578599e-01      -5.846947700519e-02      -3.132341692178e-03                      nan      -5.706382934703e-02      -2.710773677674e-03 
       2.894557965859e-02      -4.431506717070e-01      -3.491734123428e+01      -4.832689350983e+01       0.000000000000e+00      -2.999875911696e-01      -4.479768417443e+01       2.629821766331e-01       2.629943117033e-01      -5.881697245829e-02      -3.168116968378e-03                      nan      -5.728973045835e-02      -2.727824870244e-03 
       2.908376554696e-02      -4.344553238016e-01      -3.502342810492e+01      -4.859934545696e+01       0.000000000000e+00      -3.042487960003e-01      -4.503559433440e+01       2.618712028899e-01       2.618851187053e-01      -5.914406646581e-02      -3.203931796412e-03                      nan      -5.752627125624e-02      -2.744587102937e-03 
       2.922227344183e-02      -4.257118157216e-01      -3.512868091966e+01      -4.887189362405e+01       0.000000000000e+00      -3.090741854083e-01      -4.527345533654e+01       2.607633876724e-01       2.607789972331e-01      -5.945004393995e-02      -3.239877714611e-03                      nan      -5.777459520001e-02      -2.761076548651e-03 
       2.936111125182e-02      -4.170854053663e-01      -3.523332694299e+01      -4.914458970556e+01       0.000000000000e+00      -3.143575465620e-01      -4.551134696698e+01       2.596590969630e-01       2.596762975182e-01      -5.973464940508e-02      -3.275881882503e-03                      nan      -5.803593341369e-02      -2.777295172794e-03 
       2.950028711498e-02      -4.087345771524e-01      -3.533739318947e+01      -4.941746391848e+01       0.000000000000e+00      -3.199844988338e-01      -4.574929941670e+01       2.585583993662e-01       2.585770752029e-01      -5.999784698358e-02      -3.311976646512e-03                      nan      -5.831128706729e-02      -2.793262937406e-03 
       2.963980940692e-02      -4.008248453749e-01      -3.544071174158e+01      -4.969048654324e+01       0.000000000000e+00      -3.258313763090e-01      -4.598726314598e+01       2.574609100001e-01       2.574809325095e-01      -6.023987343909e-02      -3.348177530878e-03                      nan      -5.860126486275e-02      -2.808997175424e-03 
       2.977968674934e-02      -3.935084442923e-01      -3.554355951100e+01      -4.996367946284e+01       0.000000000000e+00      -3.317739553461e-01      -4.622530123636e+01       2.563668774752e-01       2.563881088156e-01      -6.046130377145e-02      -3.384398285011e-03                      nan      -5.890644877213e-02      -2.824506369645e-03 
       2.991992801888e-02      -3.869383902147e-01      -3.564590368675e+01      -5.023709999333e+01       0.000000000000e+00      -3.376835909437e-01      -4.646345605906e+01       2.552764238807e-01       2.552987172829e-01      -6.066311855610e-02      -3.420685356363e-03                      nan      -5.922708774304e-02      -2.839823942519e-03 
       3.006054235642e-02      -3.812555870699e-01      -3.574780135105e+01      -5.051075126286e+01       0.000000000000e+00      -3.434324213312e-01      -4.670174016100e+01       2.541894990269e-01       2.542127015587e-01      -6.084650277388e-02      -3.457011165954e-03                      nan      -5.956316336294e-02      -2.854972059193e-03 
       3.020153917674e-02      -3.765895295691e-01      -3.584910599273e+01      -5.078460558169e+01       0.000000000000e+00      -3.488938978586e-01      -4.694010841412e+01       2.531057391381e-01       2.531296932967e-01      -6.101283597250e-02      -3.493415246702e-03                      nan      -5.991432515323e-02      -2.869982701061e-03 
       3.034292817872e-02      -3.730585310545e-01      -3.595007164006e+01      -5.105872800176e+01       0.000000000000e+00      -3.539469153683e-01      -4.717865473339e+01       2.520255308376e-01       2.520500767362e-01      -6.116399019572e-02      -3.529835257434e-03                      nan      -6.028011355109e-02      -2.884881187326e-03 
       3.048471935591e-02      -3.707645872541e-01      -3.605058442806e+01      -5.133310409097e+01       0.000000000000e+00      -3.584761094515e-01      -4.741734961932e+01       2.509485889065e-01       2.509735659572e-01      -6.130195769558e-02      -3.566300562691e-03                      nan      -6.065964901204e-02      -2.899703486908e-03 
       3.062692300766e-02      -3.697952430886e-01      -3.615058453607e+01      -5.160773889041e+01       0.000000000000e+00      -3.623742481623e-01      -4.765618784654e+01       2.498747604998e-01       2.499000084808e-01      -6.142898406343e-02      -3.602832064158e-03                      nan      -6.105185823281e-02      -2.914486929182e-03 
       3.076954975073e-02      -3.702202975237e-01      -3.625038802376e+01      -5.188270394355e+01       0.000000000000e+00      -3.655450109507e-01      -4.789527795836e+01       2.488044832352e-01       2.488298444031e-01      -6.154762431948e-02      -3.639354557788e-03                      nan      -6.145556387290e-02      -2.929259026912e-03 
       3.091261053153e-02      -3.720866113433e-01      -3.634992565816e+01      -5.215801780228e+01       0.000000000000e+00      -3.679045621220e-01      -4.813462377077e+01       2.477376348859e-01       2.477629551295e-01      -6.166060267751e-02      -3.675891759036e-03                      nan      -6.186922884772e-02      -2.944061124564e-03 
       3.105611663883e-02      -3.754201105463e-01      -3.644905059126e+01      -5.243361228799e+01       0.000000000000e+00      -3.693823246858e-01      -4.837414613580e+01       2.466736687092e-01       2.466987996065e-01      -6.177057915298e-02      -3.712460256370e-03                      nan      -6.229103763119e-02      -2.958927619510e-03 
       3.120007971717e-02      -3.802332275130e-01      -3.654811308510e+01      -5.270961037086e+01       0.000000000000e+00      -3.699217366330e-01      -4.861400027263e+01       2.456132356572e-01       2.456380362741e-01      -6.188067334498e-02      -3.748998498818e-03                      nan      -6.271930631809e-02      -2.973893030455e-03 
       3.134451178094e-02      -3.865070851450e-01      -3.664652045381e+01      -5.298590888946e+01       0.000000000000e+00      -3.694830894452e-01      -4.885400710091e+01       2.445552849291e-01       2.445796229250e-01      -6.199375390755e-02      -3.785651059989e-03                      nan      -6.315177767249e-02      -2.989009808002e-03 
       3.148942522908e-02      -3.942067892046e-01      -3.674515646446e+01      -5.326267272726e+01       0.000000000000e+00      -3.680457531757e-01      -4.909444059796e+01       2.435010423011e-01       2.435248012264e-01      -6.211309023527e-02      -3.822196020026e-03                      nan      -6.358659198237e-02      -3.004287779308e-03 
       3.163483286058e-02      -4.032702647475e-01      -3.684356102058e+01      -5.353987111847e+01       0.000000000000e+00      -3.656053858413e-01      -4.933520126479e+01       2.424498497219e-01       2.424729186917e-01      -6.224172431963e-02      -3.858769405806e-03                      nan      -6.402136284427e-02      -3.019779969065e-03 
       3.178074789075e-02      -4.136154818784e-01      -3.694195927285e+01      -5.381752695140e+01       0.000000000000e+00      -3.621777055993e-01      -4.957634238258e+01       2.414018088843e-01       2.414240870490e-01      -6.238265016295e-02      -3.895302809090e-03                      nan      -6.445389858899e-02      -3.035509032207e-03 
       3.192718396829e-02      -4.251391984790e-01      -3.704002401748e+01      -5.409559072392e+01       0.000000000000e+00      -3.577936551848e-01      -4.981777016743e+01       2.403563025298e-01       2.403777047388e-01      -6.253870497185e-02      -3.931873371777e-03                      nan      -6.488184708881e-02      -3.051514569169e-03 
       3.207415519325e-02      -4.377171195998e-01      -3.713828535802e+01      -5.437418966482e+01       0.000000000000e+00      -3.525068937777e-01      -5.005967095468e+01       2.393140666305e-01       2.393345404223e-01      -6.271286564823e-02      -3.968360974826e-03                      nan      -6.530302097635e-02      -3.067810718907e-03 
       3.222167613596e-02      -4.512037836156e-01      -3.723657941394e+01      -5.465333751919e+01       0.000000000000e+00      -3.463878631789e-01      -5.030202808882e+01       2.382748431137e-01       2.382943266433e-01      -6.290781143580e-02      -4.004829064412e-03                      nan      -6.571515858861e-02      -3.084432740254e-03 
       3.236976185693e-02      -4.654397597210e-01      -3.733473966007e+01      -5.493297279330e+01       0.000000000000e+00      -3.395224089984e-01      -5.054476338323e+01       2.372380867533e-01       2.372565307937e-01      -6.312579832669e-02      -4.041292478141e-03                      nan      -6.611616333134e-02      -3.101401229249e-03 
       3.251842792776e-02      -4.802441650377e-01      -3.743343116505e+01      -5.521330805698e+01       0.000000000000e+00      -3.320170765206e-01      -5.078815361671e+01       2.362049145922e-01       2.362222822054e-01      -6.336926441554e-02      -4.077626731040e-03                      nan      -6.650459801528e-02      -3.118729199504e-03 
       3.266769045326e-02      -4.954230656544e-01      -3.753153739515e+01      -5.549406399081e+01       0.000000000000e+00      -3.239829720908e-01      -5.103179196099e+01       2.351732474082e-01       2.351895130966e-01      -6.363966047295e-02      -4.114065608388e-03                      nan      -6.687839032523e-02      -3.136454030144e-03 
       3.281756609471e-02      -5.107758754800e-01      -3.763077374036e+01      -5.577567327137e+01       0.000000000000e+00      -3.155549707833e-01      -5.127630140046e+01       2.341457719634e-01       2.341609251980e-01      -6.393903029718e-02      -4.150234295104e-03                      nan      -6.723705036261e-02      -3.154555073954e-03 
       3.296807209441e-02      -5.260846400118e-01      -3.772969454616e+01      -5.605783701601e+01       0.000000000000e+00      -3.068633999413e-01      -5.152120652950e+01       2.331201040887e-01       2.331341472446e-01      -6.426819985962e-02      -4.186471944151e-03                      nan      -6.757889198809e-02      -3.173078248275e-03 
       3.311922630162e-02      -5.411260038238e-01      -3.782878627910e+01      -5.634065507686e+01       0.000000000000e+00      -2.980555151442e-01      -5.176666391678e+01       2.320967678078e-01       2.321097155339e-01      -6.462792566750e-02      -4.222654472618e-03                      nan      -6.790348705531e-02      -3.192014362642e-03 
       3.327104719986e-02      -5.556799762791e-01      -3.792866705178e+01      -5.662434234353e+01       0.000000000000e+00      -2.892800124514e-01      -5.201294455962e+01       2.310767682364e-01       2.310886468233e-01      -6.501892196694e-02      -4.258676136643e-03                      nan      -6.821074719835e-02      -3.211361475704e-03 
       3.342355393590e-02      -5.695191470626e-01      -3.802889792222e+01      -5.690876136608e+01       0.000000000000e+00      -2.806858233483e-01      -5.225986474896e+01       2.300590643065e-01       2.300699100150e-01      -6.544084719644e-02      -4.294601949886e-03                      nan      -6.850044203173e-02      -3.231118529208e-03 
       3.357676635028e-02      -5.824170999290e-01      -3.812918850900e+01      -5.719389402787e+01       0.000000000000e+00      -2.724204057152e-01      -5.250736131415e+01       2.290431690290e-01       2.290530284862e-01      -6.589306387401e-02      -4.330518945362e-03                      nan      -6.877290435875e-02      -3.251290059741e-03 
       3.373070500968e-02      -5.941593767168e-01      -3.823053177512e+01      -5.748002934815e+01       0.000000000000e+00      -2.646304982826e-01      -5.275582529239e+01       2.280305653126e-01       2.280394943244e-01      -6.637504178992e-02      -4.366231942755e-03                      nan      -6.902933975419e-02      -3.271852083447e-03 
       3.388539124115e-02      -6.045355214769e-01      -3.833224323925e+01      -5.776700372626e+01       0.000000000000e+00      -2.574502293604e-01      -5.300501268839e+01       2.270199543808e-01       2.270280168770e-01      -6.688498028220e-02      -4.401874322174e-03                      nan      -6.927060875507e-02      -3.292798399751e-03 
       3.404084716837e-02      -6.133466960674e-01      -3.843458000712e+01      -5.805489197844e+01       0.000000000000e+00      -2.510069782289e-01      -5.325502334041e+01       2.260115322808e-01       2.260187993411e-01      -6.742115139985e-02      -4.437393026694e-03                      nan      -6.949830415781e-02      -3.314106440330e-03 
       3.419709575014e-02      -6.204120650306e-01      -3.853763998680e+01      -5.834374953861e+01       0.000000000000e+00      -2.454126998933e-01      -5.350591608109e+01       2.250053051185e-01       2.250118539432e-01      -6.798121282968e-02      -4.472771938725e-03                      nan      -6.971437571962e-02      -3.335751156535e-03 
       3.435416082110e-02      -6.255692219801e-01      -3.864162209835e+01      -5.863368980869e+01       0.000000000000e+00      -2.407653403058e-01      -5.375781304962e+01       2.240015315798e-01       2.240074446477e-01      -6.856257846579e-02      -4.507993818543e-03                      nan      -6.992112472228e-02      -3.357707304525e-03 
       3.451206713503e-02      -6.286760647249e-01      -3.874648604262e+01      -5.892466732853e+01       0.000000000000e+00      -2.371426042240e-01      -5.401066941239e+01       2.229997601446e-01       2.230051228287e-01      -6.916209654282e-02      -4.543036261766e-03                      nan      -7.012095349484e-02      -3.379937604612e-03 
       3.467084041087e-02      -6.296128742858e-01      -3.885200802014e+01      -5.921673002825e+01       0.000000000000e+00      -2.346012533416e-01      -5.426448697065e+01       2.219997349496e-01       2.220046361008e-01      -6.977618263557e-02      -4.577991914278e-03                      nan      -7.031658801292e-02      -3.402418233555e-03 
       3.483050738153e-02      -6.282871583742e-01      -3.895834206110e+01      -5.950989463338e+01       0.000000000000e+00      -2.331765934950e-01      -5.451930270867e+01       2.210013393190e-01       2.210058682838e-01      -7.040120170879e-02      -4.612804952678e-03                      nan      -7.051096006356e-02      -3.425103977332e-03 
       3.499109584590e-02      -6.246309093413e-01      -3.906587489188e+01      -5.980432034959e+01       0.000000000000e+00      -2.328821650262e-01      -5.477530651941e+01       2.200050622220e-01       2.200093090594e-01      -7.103327405908e-02      -4.647418850170e-03                      nan      -7.070734185948e-02      -3.447949299142e-03 
       3.515263472420e-02      -6.186235996079e-01      -3.917503123372e+01      -6.010015181262e+01       0.000000000000e+00      -2.337041651556e-01      -5.503268302575e+01       2.190113405324e-01       2.190153933010e-01      -7.166839185137e-02      -4.681740818777e-03                      nan      -7.090908994424e-02      -3.470901351357e-03 
       3.531515411689e-02      -6.102500583174e-01      -3.928500971574e+01      -6.039719804730e+01       0.000000000000e+00      -2.356008785839e-01      -5.529114863024e+01       2.180187361444e-01       2.180226805751e-01      -7.230187975115e-02      -4.715944138228e-03                      nan      -7.111899146344e-02      -3.493925325403e-03 
       3.547868536756e-02      -5.995452889383e-01      -3.939637013025e+01      -6.069566095390e+01       0.000000000000e+00      -2.385101052914e-01      -5.555095635482e+01       2.170279441883e-01       2.170318622654e-01      -7.292959014088e-02      -4.749922372068e-03                      nan      -7.134044158546e-02      -3.516963657277e-03 
       3.564326112997e-02      -5.865748846427e-01      -3.950924300360e+01      -6.099559572937e+01       0.000000000000e+00      -2.423403973386e-01      -5.581217185793e+01       2.160388947165e-01       2.160428630566e-01      -7.354717807272e-02      -4.783652072887e-03                      nan      -7.157644732257e-02      -3.539961361576e-03 
       3.580891543965e-02      -5.714344605531e-01      -3.962339894413e+01      -6.129699931440e+01       0.000000000000e+00      -2.469788566447e-01      -5.607475635331e+01       2.150511044746e-01       2.150551935458e-01      -7.415027883444e-02      -4.817191093227e-03                      nan      -7.182970736627e-02      -3.562871031658e-03 
       3.597568379052e-02      -5.542468607149e-01      -3.973921545653e+01      -6.159998808885e+01       0.000000000000e+00      -2.522920936304e-01      -5.633886504136e+01       2.140648281227e-01       2.140691013517e-01      -7.473481276151e-02      -4.850454921330e-03                      nan      -7.210290163208e-02      -3.585628916986e-03 
