# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_m                    8:d_tot                  9:phi                   10:psi                
       1.294174517799e-01      -7.280229825508e-02      -1.580613274869e+02      -2.042811064168e+02       0.000000000000e+00      -7.267940548539e-02      -1.966860051686e+02      -1.909875492950e+02       5.605490845310e-02       5.605490845310e-02 
       1.325170948078e-01      -7.061358727298e-02      -1.603486038552e+02      -2.079141691766e+02       0.000000000000e+00      -7.049449233704e-02      -2.000979191416e+02      -1.943005082667e+02       5.439064095535e-02       5.439064095535e-02 
       1.356167685699e-01      -6.832293210774e-02      -1.610624094869e+02      -2.111717653810e+02       0.000000000000e+00      -6.820789130493e-02      -2.029375143139e+02      -1.970577098376e+02       5.266966336501e-02       5.266966336501e-02 
       1.387164637648e-01      -6.597157278309e-02      -1.603967096458e+02      -2.140739031101e+02       0.000000000000e+00      -6.586074322193e-02      -2.052533784702e+02      -1.993063423159e+02       5.091654060519e-02       5.091654060519e-02 
       1.418161745730e-01      -6.361175712113e-02      -1.586836721428e+02      -2.166727088567e+02       0.000000000000e+00      -6.350517587910e-02      -2.071436506331e+02      -2.011417100952e+02       4.916367228990e-02       4.916367228990e-02 
       1.449158973022e-01      -6.129992257470e-02      -1.563554317653e+02      -2.190464880751e+02       0.000000000000e+00      -6.119750074762e-02      -2.087447750657e+02      -2.026963125452e+02       4.744685472563e-02       4.744685472563e-02 
       1.480156295634e-01      -5.909038540850e-02      -1.538968486911e+02      -2.212904864807e+02       0.000000000000e+00      -5.899191617082e-02      -2.102160180449e+02      -2.041248086368e+02       4.580091992127e-02       4.580091992127e-02 
       1.511153697701e-01      -5.702936812685e-02      -1.517952647370e+02      -2.235093334526e+02       0.000000000000e+00      -5.693454486393e-02      -2.117248969174e+02      -2.055898674466e+02       4.425658468314e-02       4.425658468314e-02 
       1.542151168333e-01      -5.515114151962e-02      -1.504858593777e+02      -2.258011820664e+02       0.000000000000e+00      -5.505958713661e-02      -2.134249467311e+02      -2.072405788275e+02       4.283652571883e-02       4.283652571883e-02 
       1.573148699751e-01      -5.347527845498e-02      -1.503112160474e+02      -2.282516721056e+02       0.000000000000e+00      -5.338657726439e-02      -2.154440309062e+02      -2.092011025097e+02       4.155445524188e-02       4.155445524188e-02 
       1.604146286157e-01      -5.200591960626e-02      -1.514845390006e+02      -2.309217422175e+02       0.000000000000e+00      -5.191965225335e-02      -2.178681113248e+02      -2.115549087013e+02       4.041365662045e-02       4.041365662045e-02 
       1.635143923029e-01      -5.073260627642e-02      -1.540745357287e+02      -2.338448837104e+02       0.000000000000e+00      -5.064838074157e-02      -2.207364688815e+02      -2.143401373572e+02       3.940799088478e-02       3.940799088478e-02 
       1.666141606694e-01      -4.963116794199e-02      -1.580015613728e+02      -2.370244250871e+02       0.000000000000e+00      -4.954864519500e-02      -2.240388003526e+02      -2.175467795025e+02       3.852311151932e-02       3.852311151932e-02 
       1.697139334059e-01      -4.866920762514e-02      -1.630454537480e+02      -2.404267575953e+02       0.000000000000e+00      -4.858812339471e-02      -2.277108439464e+02      -2.211124305495e+02       3.773726588017e-02       3.773726588017e-02 
       1.728137102446e-01      -4.780875032756e-02      -1.688830583079e+02      -2.440007861508e+02       0.000000000000e+00      -4.772892219802e-02      -2.316568003985e+02      -2.249440617247e+02       3.702628771067e-02       3.702628771067e-02 
       1.759134909479e-01      -4.701173179970e-02      -1.751259751358e+02      -2.476792473961e+02       0.000000000000e+00      -4.693305950730e-02      -2.357566367484e+02      -2.289251131644e+02       3.636528039073e-02       3.636528039073e-02 
       1.790132753020e-01      -4.624441940248e-02      -1.813727874862e+02      -2.513960631714e+02       0.000000000000e+00      -4.616687420062e-02      -2.398891706931e+02      -2.329379097191e+02       3.573232574246e-02       3.573232574246e-02 
       1.821130631120e-01      -4.546859959674e-02      -1.871715175418e+02      -2.550346289542e+02       0.000000000000e+00      -4.539223077785e-02      -2.438826871692e+02      -2.368157085032e+02       3.510101809511e-02       3.510101809511e-02 
       1.852128541988e-01      -4.465890585129e-02      -1.921586137480e+02      -2.585078574687e+02       0.000000000000e+00      -4.458381324929e-02      -2.476046679260e+02      -2.404298291093e+02       3.445381758323e-02       3.445381758323e-02 
       1.883126483966e-01      -4.379917119267e-02      -1.960595163427e+02      -2.617436913052e+02       0.000000000000e+00      -4.372548491557e-02      -2.509497779565e+02      -2.436779880175e+02       3.377912877184e-02       3.377912877184e-02 
       1.914124455516e-01      -4.288369265104e-02      -1.987194846223e+02      -2.646960897268e+02       0.000000000000e+00      -4.281155071527e-02      -2.538541128204e+02      -2.464981330348e+02       3.307229393834e-02       3.307229393834e-02 
       1.945122455203e-01      -4.191624185464e-02      -2.001092437277e+02      -2.673482376357e+02       0.000000000000e+00      -4.184577031189e-02      -2.562988084368e+02      -2.488719482452e+02       3.233501057500e-02       3.233501057500e-02 
       1.976120481687e-01      -4.090935237722e-02      -2.003325570978e+02      -2.697148307511e+02       0.000000000000e+00      -4.084064768243e-02      -2.583131952825e+02      -2.508279166477e+02       3.157475077438e-02       3.157475077438e-02 
       2.007118533713e-01      -3.988000871945e-02      -1.995967415120e+02      -2.718349806967e+02       0.000000000000e+00      -3.981312675926e-02      -2.599640244455e+02      -2.524308578862e+02       3.080259160051e-02       3.080259160051e-02 
       2.038116610106e-01      -3.884962865503e-02      -1.981929689960e+02      -2.737675439824e+02       0.000000000000e+00      -3.878457936708e-02      -2.613483272625e+02      -2.537749946843e+02       3.003181588184e-02       3.003181588184e-02 
       2.069114709760e-01      -3.783879060751e-02      -1.964594720952e+02      -2.755785939048e+02       0.000000000000e+00      -3.777553808624e-02      -2.625768997158e+02      -2.549679153666e+02       2.927569312825e-02       2.927569312825e-02 
       2.100112831637e-01      -3.686579947061e-02      -1.947423962132e+02      -2.773353062095e+02       0.000000000000e+00      -3.680426708967e-02      -2.637627598186e+02      -2.561193654493e+02       2.854617438000e-02       2.854617438000e-02 
       2.131110974760e-01      -3.594660598970e-02      -1.933704381970e+02      -2.791054323275e+02       0.000000000000e+00      -3.588668348384e-02      -2.650165397608e+02      -2.573367731982e+02       2.785354214947e-02       2.785354214947e-02 
       2.162109138209e-01      -3.509243387266e-02      -1.926224179774e+02      -2.809499426314e+02       0.000000000000e+00      -3.503398689536e-02      -2.664350091779e+02      -2.587141052652e+02       2.720542691793e-02       2.720542691793e-02 
       2.193107321115e-01      -3.431043315401e-02      -1.927038815237e+02      -2.829155304101e+02       0.000000000000e+00      -3.425331487277e-02      -2.680909659117e+02      -2.603220505488e+02       2.660613497316e-02       2.660613497316e-02 
       2.224105522659e-01      -3.360275489251e-02      -1.937391726480e+02      -2.850479624535e+02       0.000000000000e+00      -3.354681427466e-02      -2.700430900373e+02      -2.622175883201e+02       2.605802972632e-02       2.605802972632e-02 
       2.255103742067e-01      -3.296618288377e-02      -1.957471136807e+02      -2.873602225506e+02       0.000000000000e+00      -3.291127815376e-02      -2.723053255052e+02      -2.644142576681e+02       2.555890678343e-02       2.555890678343e-02 
       2.286101978608e-01      -3.239368791930e-02      -1.986594683699e+02      -2.898576882049e+02       0.000000000000e+00      -3.233969337140e-02      -2.748709537443e+02      -2.669055332745e+02       2.510479914734e-02       2.510479914734e-02 
       2.317100231590e-01      -3.187410398594e-02      -2.023156127021e+02      -2.925157499734e+02       0.000000000000e+00      -3.182091889654e-02      -2.776930147805e+02      -2.696458143102e+02       2.468847865981e-02       2.468847865981e-02 
       2.348098500356e-01      -3.139410772890e-02      -2.064896517498e+02      -2.952934300872e+02       0.000000000000e+00      -3.134166038682e-02      -2.807001440228e+02      -2.725658023888e+02       2.430126855965e-02       2.430126855965e-02 
       2.379096784287e-01      -3.093922495823e-02      -2.109115638033e+02      -2.981334053082e+02       0.000000000000e+00      -3.088747452397e-02      -2.838000659039e+02      -2.755758941766e+02       2.393355016881e-02       2.393355016881e-02 
       2.410095082792e-01      -3.049597791624e-02      -2.153020399895e+02      -3.009762774136e+02       0.000000000000e+00      -3.044491188002e-02      -2.868972444778e+02      -2.785833206484e+02       2.357636244575e-02       2.357636244575e-02 
       2.441093395314e-01      -3.005308069705e-02      -2.194000242540e+02      -3.037657020894e+02       0.000000000000e+00      -3.000271025768e-02      -2.899016951227e+02      -2.815007035847e+02       2.322205586978e-02       2.322205586978e-02 
       2.472091721322e-01      -2.960109962196e-02      -2.229813673087e+02      -3.064488607095e+02       0.000000000000e+00      -2.955145398843e-02      -2.927324442467e+02      -2.842494150506e+02       2.286442742549e-02       2.286442742549e-02 
       2.503090060312e-01      -2.913505565255e-02      -2.258879032491e+02      -3.089884235547e+02       0.000000000000e+00      -2.908617460054e-02      -2.953323047488e+02      -2.867739248260e+02       2.249969169515e-02       2.249969169515e-02 
       2.534088411804e-01      -2.865230506038e-02      -2.280249129408e+02      -3.113569446903e+02       0.000000000000e+00      -2.860423259979e-02      -2.976627752643e+02      -2.890368473134e+02       2.212582634919e-02       2.212582634919e-02 
       2.565086775343e-01      -2.815298620976e-02      -2.293750323779e+02      -3.135410579737e+02       0.000000000000e+00      -2.810576386404e-02      -2.997098322541e+02      -2.910245657843e+02       2.174279162044e-02       2.174279162044e-02 
       2.596085150494e-01      -2.763999341122e-02      -2.299907971627e+02      -3.155399142190e+02       0.000000000000e+00      -2.759365522251e-02      -3.014813988484e+02      -2.927447745222e+02       2.135212148695e-02       2.135212148695e-02 
       2.627083536844e-01      -2.711879109621e-02      -2.299914470129e+02      -3.173709744745e+02       0.000000000000e+00      -2.707335888689e-02      -3.030116610653e+02      -2.942306698340e+02       2.095703770485e-02       2.095703770485e-02 
       2.658081933999e-01      -2.659603112627e-02      -2.295487892714e+02      -3.190648925720e+02       0.000000000000e+00      -2.655151139559e-02      -3.043544683050e+02      -2.955345416721e+02       2.056180410016e-02       2.056180410016e-02 
       2.689080341583e-01      -2.607923840884e-02      -2.288653372200e+02      -3.206642071062e+02       0.000000000000e+00      -2.603562118205e-02      -3.055786477412e+02      -2.967232237001e+02       2.017128927623e-02       2.017128927623e-02 
       2.720078759238e-01      -2.557604665775e-02      -2.281596767228e+02      -3.222194875682e+02       0.000000000000e+00      -2.553330559041e-02      -3.067623790616e+02      -2.978726309753e+02       1.979052410051e-02       1.979052410051e-02 
       2.751077186621e-01      -2.509303894871e-02      -2.276361201986e+02      -3.237807619699e+02       0.000000000000e+00      -2.505113381560e-02      -3.079810440084e+02      -2.990559614863e+02       1.942390484934e-02       1.942390484934e-02 
       2.782075623405e-01      -2.463521789350e-02      -2.274691119888e+02      -3.253917832500e+02       0.000000000000e+00      -2.459409811756e-02      -3.092998722882e+02      -3.003365551512e+02       1.907479749596e-02       1.907479749596e-02 
       2.813074069277e-01      -2.420543037000e-02      -2.277845400509e+02      -3.270831601300e+02       0.000000000000e+00      -2.416503966690e-02      -3.107651301426e+02      -3.017593377093e+02       1.874510844624e-02       1.874510844624e-02 
       2.844072523940e-01      -2.380463965078e-02      -2.286547064518e+02      -3.288762774765e+02       0.000000000000e+00      -2.376492008390e-02      -3.124065699523e+02      -3.033531993190e+02       1.843557931013e-02       1.843557931013e-02 
       2.875070987107e-01      -2.343166786808e-02      -2.300912317251e+02      -3.307751721948e+02       0.000000000000e+00      -2.339256439474e-02      -3.142294750814e+02      -3.051232700016e+02       1.814544800271e-02       1.814544800271e-02 
       2.906069458504e-01      -2.308397545114e-02      -2.320528823132e+02      -3.327759315650e+02       0.000000000000e+00      -2.304543882886e-02      -3.162238000528e+02      -3.070597949562e+02       1.787312320543e-02       1.787312320543e-02 
       2.937067937870e-01      -2.275785493761e-02      -2.344537446699e+02      -3.348629211955e+02       0.000000000000e+00      -2.271984419344e-02      -3.183623615866e+02      -3.091363781202e+02       1.761617302323e-02       1.761617302323e-02 
       2.968066424953e-01      -2.244898776379e-02      -2.371710110672e+02      -3.370167079202e+02       0.000000000000e+00      -2.241147139675e-02      -3.206087389672e+02      -3.113176535938e+02       1.737184386342e-02       1.737184386342e-02 
       2.999064919514e-01      -2.215279048337e-02      -2.400629958624e+02      -3.392117442891e+02       0.000000000000e+00      -2.211574690264e-02      -3.229182996600e+02      -3.135602816505e+02       1.713715313830e-02       1.713715313830e-02 
       3.030063421321e-01      -2.186461057620e-02      -2.429772988474e+02      -3.414171413736e+02       0.000000000000e+00      -2.182802805345e-02      -3.252401866161e+02      -3.158148784842e+02       1.690902165472e-02       1.690902165472e-02 
       3.061061930153e-01      -2.158011073679e-02      -2.457650628619e+02      -3.435996037026e+02       0.000000000000e+00      -2.154398654418e-02      -3.275221138876e+02      -3.180306728930e+02       1.668453376279e-02       1.668453376279e-02 
       3.092060445798e-01      -2.129562709792e-02      -2.482954349141e+02      -3.457264716361e+02       0.000000000000e+00      -2.125996590945e-02      -3.297152854724e+02      -3.201602826179e+02       1.646117280724e-02       1.646117280724e-02 
       3.123058968051e-01      -2.100852252387e-02      -2.504685232410e+02      -3.477702762055e+02       0.000000000000e+00      -2.097333414548e-02      -3.317803309216e+02      -3.221654779583e+02       1.623707794903e-02       1.623707794903e-02 
       3.154057496718e-01      -2.071744433131e-02      -2.522251047390e+02      -3.497134785475e+02       0.000000000000e+00      -2.068274095266e-02      -3.336928611925e+02      -3.240225766197e+02       1.601125147118e-02       1.601125147118e-02 
       3.185056031610e-01      -2.042225023859e-02      -2.535476543890e+02      -3.515490210128e+02       0.000000000000e+00      -2.038804389621e-02      -3.354440983774e+02      -3.257230551745e+02       1.578350833918e-02       1.578350833918e-02 
       3.216054572546e-01      -2.012392034771e-02      -2.544609769388e+02      -3.532808862081e+02       0.000000000000e+00      -2.009022060061e-02      -3.370414467005e+02      -3.272741034920e+02       1.555442645161e-02       1.555442645161e-02 
       3.247053119353e-01      -1.982420699696e-02      -2.550241568690e+02      -3.549212327443e+02       0.000000000000e+00      -1.979101933785e-02      -3.385047760906e+02      -3.286950159729e+02       1.532510623669e-02       1.532510623669e-02 
       3.278051671862e-01      -1.952539867587e-02      -2.553270477068e+02      -3.564876760258e+02       0.000000000000e+00      -1.949272341338e-02      -3.398635729153e+02      -3.300144248393e+02       1.509699387326e-02       1.509699387326e-02 
       3.309050229913e-01      -1.922978330830e-02      -2.554684711607e+02      -3.579990940721e+02       0.000000000000e+00      -1.919761562794e-02      -3.411498524664e+02      -3.312634179373e+02       1.487153816016e-02       1.487153816016e-02 
       3.340048793351e-01      -1.893965892262e-02      -2.555559067934e+02      -3.594760388609e+02       0.000000000000e+00      -1.890798893567e-02      -3.423984517097e+02      -3.324758230008e+02       1.465020030846e-02       1.465020030846e-02 
       3.371047362026e-01      -1.865712011966e-02      -2.556939679984e+02      -3.609395238740e+02       0.000000000000e+00      -1.862593338591e-02      -3.436441223062e+02      -3.336853848799e+02       1.443432825149e-02       1.443432825149e-02 
       3.402045935795e-01      -1.838397452361e-02      -2.559767609422e+02      -3.624110570492e+02       0.000000000000e+00      -1.835325278081e-02      -3.449203024703e+02      -3.349245729705e+02       1.422511384200e-02       1.422511384200e-02 
       3.433044514520e-01      -1.812158836580e-02      -2.564802521617e+02      -3.639106055962e+02       0.000000000000e+00      -1.809131056257e-02      -3.462561619744e+02      -3.362217118414e+02       1.402348500610e-02       1.402348500610e-02 
       3.464043098066e-01      -1.787071479437e-02      -2.572530617309e+02      -3.654540579181e+02       0.000000000000e+00      -1.784085845997e-02      -3.476729681660e+02      -3.375974525520e+02       1.382998279143e-02       1.382998279143e-02 
       3.495041686304e-01      -1.763150880421e-02      -2.583180008599e+02      -3.670516734068e+02       0.000000000000e+00      -1.760205133012e-02      -3.491830431810e+02      -3.390637601055e+02       1.364475332033e-02       1.364475332033e-02 
       3.526040279111e-01      -1.740338147126e-02      -2.596655687700e+02      -3.687047932276e+02       0.000000000000e+00      -1.737430165048e-02      -3.507859465685e+02      -3.406202066996e+02       1.346743496298e-02       1.346743496298e-02 
       3.557038876367e-01      -1.718514134961e-02      -2.612584091340e+02      -3.704063460230e+02       0.000000000000e+00      -1.715642059758e-02      -3.524696302203e+02      -3.422550932101e+02       1.329724574229e-02       1.329724574229e-02 
       3.588037477955e-01      -1.697517946899e-02      -2.630371604772e+02      -3.721427187664e+02       0.000000000000e+00      -1.694680264979e-02      -3.542129631887e+02      -3.439479008595e+02       1.313311364543e-02       1.313311364543e-02 
       3.619036083763e-01      -1.677169448209e-02      -2.649274934410e+02      -3.738966495239e+02       0.000000000000e+00      -1.674365028670e-02      -3.559893055212e+02      -3.456727615018e+02       1.297383275400e-02       1.297383275400e-02 
       3.650034693685e-01      -1.657299636526e-02      -2.668529624037e+02      -3.756514123426e+02       0.000000000000e+00      -1.654527705242e-02      -3.577721173750e+02      -3.474039042153e+02       1.281827707787e-02       1.281827707787e-02 
       3.681033307615e-01      -1.637760412087e-02      -2.687394395528e+02      -3.773923662454e+02       0.000000000000e+00      -1.635020506700e-02      -3.595369821259e+02      -3.491176197898e+02       1.266546683173e-02       1.266546683173e-02 
       3.712031925453e-01      -1.618433345173e-02      -2.705226669966e+02      -3.791075625583e+02       0.000000000000e+00      -1.615725249364e-02      -3.612633549537e+02      -3.507939586558e+02       1.251461842007e-02       1.251461842007e-02 
       3.743030547101e-01      -1.599232011916e-02      -2.721522145178e+02      -3.807878352103e+02       0.000000000000e+00      -1.596555684409e-02      -3.629352886978e+02      -3.524174357107e+02       1.236515433023e-02       1.236515433023e-02 
       3.774029172465e-01      -1.580098094462e-02      -2.735934894682e+02      -3.824256187032e+02       0.000000000000e+00      -1.577453604016e-02      -3.645407763686e+02      -3.539763918882e+02       1.221666529856e-02       1.221666529856e-02 
       3.805027801453e-01      -1.560998867409e-02      -2.748284082826e+02      -3.840147124463e+02       0.000000000000e+00      -1.558386333937e-02      -3.660716645681e+02      -3.554629100831e+02       1.206889457128e-02       1.206889457128e-02 
       3.836026433978e-01      -1.541931992077e-02      -2.758576772959e+02      -3.855517326350e+02       0.000000000000e+00      -1.539351520261e-02      -3.675252415962e+02      -3.568743572320e+02       1.192177767963e-02       1.192177767963e-02 
       3.867025069954e-01      -1.522925368055e-02      -2.766991534289e+02      -3.870374618033e+02       0.000000000000e+00      -1.520376985270e-02      -3.689050958379e+02      -3.582142178109e+02       1.177545481749e-02       1.177545481749e-02 
       3.898023709299e-01      -1.504035610937e-02      -2.773875816706e+02      -3.884773272224e+02       0.000000000000e+00      -1.501519209439e-02      -3.702214724085e+02      -3.594924401392e+02       1.163026591575e-02       1.163026591575e-02 
       3.929022351932e-01      -1.485339626061e-02      -2.779691188567e+02      -3.898811577939e+02       0.000000000000e+00      -1.482854925134e-02      -3.714901700754e+02      -3.607243652519e+02       1.148670066353e-02       1.148670066353e-02 
       3.960020997776e-01      -1.466922142516e-02      -2.784964505362e+02      -3.912610837090e+02       0.000000000000e+00      -1.464468675605e-02      -3.727299836124e+02      -3.619282433650e+02       1.134530856391e-02       1.134530856391e-02 
       3.991019646755e-01      -1.448860927560e-02      -2.790216971318e+02      -3.926290024900e+02       0.000000000000e+00      -1.446438058971e-02      -3.739594205019e+02      -3.631220457160e+02       1.120659532327e-02       1.120659532327e-02 
       4.022018298798e-01      -1.431218143129e-02      -2.795921583208e+02      -3.939947298700e+02       0.000000000000e+00      -1.428825101976e-02      -3.751944563454e+02      -3.643212850163e+02       1.107095932934e-02       1.107095932934e-02 
       4.053016953833e-01      -1.414031893879e-02      -2.802434766634e+02      -3.953647960166e+02       0.000000000000e+00      -1.411667826132e-02      -3.764464054615e+02      -3.655369477493e+02       1.093863736091e-02       1.093863736091e-02 
       4.084015611792e-01      -1.397320883308e-02      -2.810011073068e+02      -3.967430637014e+02       0.000000000000e+00      -1.394984893672e-02      -3.777226789884e+02      -3.667762303078e+02       1.080973804426e-02       1.080973804426e-02 
       4.115014272608e-01      -1.381086764230e-02      -2.818782298173e+02      -3.981317720395e+02       0.000000000000e+00      -1.378777954822e-02      -3.790273139443e+02      -3.680430527174e+02       1.068426611537e-02       1.068426611537e-02 
       4.146012936219e-01      -1.365323814809e-02      -2.828788488018e+02      -3.995336482118e+02       0.000000000000e+00      -1.363041304802e-02      -3.803632474547e+02      -3.693402669643e+02       1.056219318944e-02       1.056219318944e-02 
       4.177011602560e-01      -1.350013698380e-02      -2.839955706841e+02      -4.009504499711e+02       0.000000000000e+00      -1.347756652241e-02      -3.817307334223e+02      -3.706681195491e+02       1.044341688765e-02       1.044341688765e-02 
       4.208010271571e-01      -1.335130487609e-02      -2.852126150572e+02      -4.023834529707e+02       0.000000000000e+00      -1.332898132359e-02      -3.831282446333e+02      -3.720251274599e+02       1.032779061637e-02       1.032779061637e-02 
       4.239008943194e-01      -1.320635912560e-02      -2.865059898276e+02      -4.038312729900e+02       0.000000000000e+00      -1.318427561508e-02      -3.845506816468e+02      -3.734063389731e+02       1.021507931963e-02       1.021507931963e-02 
       4.270007617372e-01      -1.306479604090e-02      -2.878447099299e+02      -4.052891395448e+02       0.000000000000e+00      -1.304294678831e-02      -3.859889660487e+02      -3.748029387007e+02       1.010495538400e-02       1.010495538400e-02 
       4.301006294048e-01      -1.292602386692e-02      -2.891928276029e+02      -4.067491382663e+02       0.000000000000e+00      -1.290440431803e-02      -3.874305766423e+02      -3.762027682467e+02       9.997019365244e-03       9.997019365244e-03 
       4.332004973170e-01      -1.278947171964e-02      -2.905162948706e+02      -4.082022033022e+02       0.000000000000e+00      -1.276807847713e-02      -3.888623421686e+02      -3.775930380038e+02       9.890876479409e-03       9.890876479409e-03 
       4.363003654685e-01      -1.265464860674e-02      -2.917849909089e+02      -4.096399352372e+02       0.000000000000e+00      -1.263347924956e-02      -3.902722936458e+02      -3.789621258120e+02       9.786183124126e-03       9.786183124126e-03 
       4.394002338542e-01      -1.252118928431e-02      -2.929748273929e+02      -4.110560884104e+02       0.000000000000e+00      -1.250024210504e-02      -3.916512532512e+02      -3.803011197953e+02       9.682682955036e-03       9.682682955036e-03 
       4.425001024691e-01      -1.238891764174e-02      -2.940737198390e+02      -4.124477246228e+02       0.000000000000e+00      -1.236819124956e-02      -3.929947797311e+02      -3.816057074003e+02       9.580248556021e-03       9.580248556021e-03 
       4.455999713085e-01      -1.225777825741e-02      -2.950775266226e+02      -4.138140877272e+02       0.000000000000e+00      -1.223727132535e-02      -3.943015605771e+02      -3.828746141609e+02       9.478834098097e-03       9.478834098097e-03 
       4.486998403678e-01      -1.212780170422e-02      -2.959897860420e+02      -4.151555401432e+02       0.000000000000e+00      -1.210751278193e-02      -3.955724801011e+02      -3.841086987789e+02       9.378447749415e-03       9.378447749415e-03 
       4.517997096423e-01      -1.199905749691e-02      -2.968200109442e+02      -4.164722910414e+02       0.000000000000e+00      -1.197898491378e-02      -3.968092763715e+02      -3.853096489814e+02       9.279116619660e-03       9.279116619660e-03 
       4.548995791276e-01      -1.187165379723e-02      -2.975825163629e+02      -4.177648901469e+02       0.000000000000e+00      -1.185179557993e-02      -3.980147612111e+02      -3.864801951381e+02       9.180890540721e-03       9.180890540721e-03 
       4.579994488195e-01      -1.174573322826e-02      -2.982954144042e+02      -4.190345550707e+02       0.000000000000e+00      -1.172608703327e-02      -3.991929285627e+02      -3.876242154831e+02       9.083842975081e-03       9.083842975081e-03 
       4.610993187137e-01      -1.162149718825e-02      -2.989802506076e+02      -4.202845689695e+02       0.000000000000e+00      -1.160206020152e-02      -4.003500627086e+02      -3.887478122154e+02       8.988094267662e-03       8.988094267662e-03 
       4.641991888063e-01      -1.149919451425e-02      -2.996602306672e+02      -4.215205297797e+02       0.000000000000e+00      -1.147996337840e-02      -4.014946551366e+02      -3.898592307697e+02       8.893806618424e-03       8.893806618424e-03 
       4.672990590932e-01      -1.137909763364e-02      -3.003585790411e+02      -4.227499274557e+02       0.000000000000e+00      -1.136006842585e-02      -4.026367815164e+02      -3.909682548469e+02       8.801167590609e-03       8.801167590609e-03 
       4.703989295706e-01      -1.126144156233e-02      -3.010953485146e+02      -4.239802939599e+02       0.000000000000e+00      -1.124260988572e-02      -4.037860314109e+02      -3.920841961199e+02       8.710343644354e-03       8.710343644354e-03 
       4.734988002347e-01      -1.114636697645e-02      -3.018843103191e+02      -4.252172784699e+02       0.000000000000e+00      -1.112772815744e-02      -4.049493887326e+02      -3.932138361139e+02       8.621436227523e-03       8.621436227523e-03 
       4.765986710819e-01      -1.103390283705e-02      -3.027326339112e+02      -4.264635974071e+02       0.000000000000e+00      -1.101545215003e-02      -4.061303016945e+02      -3.943605231115e+02       8.534466305482e-03       8.534466305482e-03 
       4.796985421086e-01      -1.092393646875e-02      -3.036378578660e+02      -4.277181206447e+02       0.000000000000e+00      -1.090566941694e-02      -4.073274213979e+02      -3.955229472952e+02       8.449353294483e-03       8.449353294483e-03 
       4.827984133114e-01      -1.081630847098e-02      -3.045931403418e+02      -4.289785387636e+02       0.000000000000e+00      -1.079822088690e-02      -4.085376935982e+02      -3.966981429177e+02       8.365984856344e-03       8.365984856344e-03 
       4.858982846868e-01      -1.071080999501e-02      -3.055866495524e+02      -4.302412955967e+02       0.000000000000e+00      -1.069289813987e-02      -4.097562021666e+02      -3.978813363003e+02       8.284215818616e-03       8.284215818616e-03 
       4.889981562317e-01      -1.060725820799e-02      -3.066055176656e+02      -4.315040479302e+02       0.000000000000e+00      -1.058951873068e-02      -4.109788743391e+02      -3.990685726863e+02       8.203924341664e-03       8.203924341664e-03 
       4.920980279426e-01      -1.050548410063e-02      -3.076362471032e+02      -4.327649682547e+02       0.000000000000e+00      -1.048791400956e-02      -4.122019648175e+02      -4.002562152954e+02       8.125000399709e-03       8.125000399709e-03 
       4.951978998167e-01      -1.040533323976e-02      -3.086649221841e+02      -4.340226896447e+02       0.000000000000e+00      -1.038792987396e-02      -4.134220444876e+02      -4.014409343686e+02       8.047344919482e-03       8.047344919482e-03 
       4.982977718507e-01      -1.030664363979e-02      -3.096787804478e+02      -4.352746809049e+02       0.000000000000e+00      -1.028940466639e-02      -4.146349008065e+02      -4.026186394274e+02       7.970848047464e-03       7.970848047464e-03 
       5.013976440417e-01      -1.020925145258e-02      -3.106654230848e+02      -4.365176845757e+02       0.000000000000e+00      -1.019217486142e-02      -4.158357740759e+02      -4.037847086978e+02       7.895394376111e-03       7.895394376111e-03 
       5.044975163868e-01      -1.011299947199e-02      -3.116144062059e+02      -4.377477048346e+02       0.000000000000e+00      -1.009608354837e-02      -4.170196088322e+02      -4.049342332173e+02       7.820868081643e-03       7.820868081643e-03 
       5.075973888832e-01      -1.001775899731e-02      -3.125183999080e+02      -4.389609173859e+02       0.000000000000e+00      -1.000100225494e-02      -4.181820046844e+02      -4.060629401169e+02       7.747170650546e-03       7.747170650546e-03 
       5.106972615281e-01      -9.923479625801e-03      -3.133754126427e+02      -4.401558745004e+02       0.000000000000e+00      -9.906880653512e-03      -4.193214245312e+02      -4.071693368436e+02       7.674260331324e-03       7.674260331324e-03 
       5.137971343188e-01      -9.830178346096e-03      -3.141884746990e+02      -4.413332930791e+02       0.000000000000e+00      -9.813735673579e-03      -4.204389654386e+02      -4.082544886768e+02       7.602144649091e-03       7.602144649091e-03 
       5.168970072526e-01      -9.737956123160e-03      -3.149658302184e+02      -4.424971253823e+02       0.000000000000e+00      -9.721668065329e-03      -4.215392849666e+02      -4.093229182089e+02       7.530894038329e-03       7.530894038329e-03 
