# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_m                    8:d_tot                  9:phi                   10:psi                
       1.849108765102e-02      -5.307490590204e-01      -2.319493005888e+01      -2.660569505718e+01       0.000000000000e+00      -5.593025010254e-01      -2.604842914284e+01      -2.530609381081e+01       3.642680772581e-01       3.642049429574e-01 
       1.861737760738e-02      -5.458916668018e-01      -2.338274727359e+01      -2.687324615198e+01       0.000000000000e+00      -5.525468680406e-01      -2.630290500400e+01      -2.555334712149e+01       3.628494077565e-01       3.627818606307e-01 
       1.874372716809e-02      -5.600983050317e-01      -2.356970836314e+01      -2.714108157921e+01       0.000000000000e+00      -5.448060113932e-01      -2.655747762992e+01      -2.580066682970e+01       3.614344651624e-01       3.613635180334e-01 
       1.887013738830e-02      -5.732061525905e-01      -2.375577901573e+01      -2.740919401199e+01       0.000000000000e+00      -5.361714207934e-01      -2.681213529761e+01      -2.604803980856e+01       3.600232267764e-01       3.599498796654e-01 
       1.899660935082e-02      -5.850670420020e-01      -2.394093723080e+01      -2.767756300098e+01       0.000000000000e+00      -5.267446665088e-01      -2.706685728642e+01      -2.629544461815e+01       3.586155542617e-01       3.585407842682e-01 
       1.912314416668e-02      -5.955439792526e-01      -2.412515658398e+01      -2.794618038216e+01       0.000000000000e+00      -5.166365748705e-01      -2.732163245580e+01      -2.654286938262e+01       3.572114430613e-01       3.571361968388e-01 
       1.924974297562e-02      -6.045229168247e-01      -2.430851631513e+01      -2.821504856946e+01       0.000000000000e+00      -5.059684738143e-01      -2.757647572556e+01      -2.679032818825e+01       3.558112291517e-01       3.557364110321e-01 
       1.937640694667e-02      -6.119001719063e-01      -2.449087724201e+01      -2.848413763643e+01       0.000000000000e+00      -4.948672134431e-01      -2.783133936502e+01      -2.703777426762e+01       3.544144345565e-01       3.543409011622e-01 
       1.950313727870e-02      -6.175925962241e-01      -2.467228456413e+01      -2.875344494826e+01       0.000000000000e+00      -4.834645226950e-01      -2.808622852463e+01      -2.728521283096e+01       3.530212732646e-01       3.529498263858e-01 
       1.962993520102e-02      -6.215413512205e-01      -2.485270503389e+01      -2.902295779562e+01       0.000000000000e+00      -4.718964119051e-01      -2.834112714131e+01      -2.753262886281e+01       3.516316890659e-01       3.515630666378e-01 
       1.975680197395e-02      -6.236983263472e-01      -2.503214396480e+01      -2.929267015057e+01       0.000000000000e+00      -4.602991177888e-01      -2.859603103532e+01      -2.778001910920e+01       3.502457744270e-01       3.501806494823e-01 
       1.988373888952e-02      -6.240455392778e-01      -2.521065819445e+01      -2.956257941836e+01       0.000000000000e+00      -4.488090482455e-01      -2.885094728826e+01      -2.802739184201e+01       3.488637577336e-01       3.488027299577e-01 
       2.001074727204e-02      -6.225710201597e-01      -2.538803080234e+01      -2.983264540120e+01       0.000000000000e+00      -4.375586201140e-01      -2.910580688477e+01      -2.827468119171e+01       3.474849465901e-01       3.474285439883e-01 
       2.013782847884e-02      -6.192989041161e-01      -2.556439074288e+01      -3.010287657284e+01       0.000000000000e+00      -4.266774165429e-01      -2.936063793022e+01      -2.852191656047e+01       3.461098330102e-01       3.460585042460e-01 
       2.026498390090e-02      -6.142624774596e-01      -2.573980755395e+01      -3.037328600388e+01       0.000000000000e+00      -4.162900382141e-01      -2.961546271341e+01      -2.876912169710e+01       3.447388161120e-01       3.446929325105e-01 
       2.039221496364e-02      -6.075130198964e-01      -2.591414850728e+01      -3.064383441241e+01       0.000000000000e+00      -4.065110412329e-01      -2.987022670311e+01      -2.901624578219e+01       3.433713932046e-01       3.433312485611e-01 
       2.051952312757e-02      -5.991353347142e-01      -2.608748869067e+01      -3.091453086802e+01       0.000000000000e+00      -3.974450494197e-01      -3.012494972644e+01      -2.926331084965e+01       3.420079337977e-01       3.419737402133e-01 
       2.064690988913e-02      -5.892082160003e-01      -2.625975605275e+01      -3.118535129745e+01       0.000000000000e+00      -3.891893135863e-01      -3.037959988249e+01      -2.951028837002e+01       3.406482051908e-01       3.406201011646e-01 
       2.077437678145e-02      -5.778447032699e-01      -2.643093038345e+01      -3.145629788670e+01       0.000000000000e+00      -3.818262843824e-01      -3.063417570654e+01      -2.975717980573e+01       3.392923260936e-01       3.392703729847e-01 
       2.090192537513e-02      -5.651666013923e-01      -2.660097998448e+01      -3.172734691946e+01       0.000000000000e+00      -3.754245600976e-01      -3.088865217572e+01      -3.000396375382e+01       3.379401501583e-01       3.379243378841e-01 
       2.102955727914e-02      -5.513041257255e-01      -2.676997755270e+01      -3.199850535616e+01       0.000000000000e+00      -3.700460249333e-01      -3.114304696036e+01      -3.025066042703e+01       3.365919974776e-01       3.365822472169e-01 
       2.115727414164e-02      -5.364141629615e-01      -2.693791346812e+01      -3.226976896724e+01       0.000000000000e+00      -3.657261865647e-01      -3.139735495711e+01      -3.049726796708e+01       3.352479305297e-01       3.352440975218e-01 
       2.128507765088e-02      -5.206507434338e-01      -2.710479690751e+01      -3.254112580753e+01       0.000000000000e+00      -3.624927931722e-01      -3.165156767017e+01      -3.074378111347e+01       3.339079687772e-01       3.339098489631e-01 
       2.141296953613e-02      -5.041803301829e-01      -2.727049314418e+01      -3.281256114710e+01       0.000000000000e+00      -3.603559452296e-01      -3.190565078448e+01      -3.099016938692e+01       3.325718598158e-01       3.325791934530e-01 
       2.154095156863e-02      -4.871715762638e-01      -2.743509511350e+01      -3.308406674708e+01       0.000000000000e+00      -3.593166978753e-01      -3.215961255466e+01      -3.123644383436e+01       3.312397983028e-01       3.312522758807e-01 
       2.166902556256e-02      -4.698057467975e-01      -2.759864246669e+01      -3.335565114475e+01       0.000000000000e+00      -3.593496776788e-01      -3.241346661268e+01      -3.148262051605e+01       3.299120220904e-01       3.299292907545e-01 
       2.179719337606e-02      -4.522641727161e-01      -2.776088830300e+01      -3.362726792175e+01       0.000000000000e+00      -3.604182382527e-01      -3.266713379274e+01      -3.172862504029e+01       3.285878206823e-01       3.286094885209e-01 
       2.192545691225e-02      -4.347222597126e-01      -2.792229954496e+01      -3.389898782709e+01       0.000000000000e+00      -3.624798278086e-01      -3.292074955736e+01      -3.197459182589e+01       3.272686452545e-01       3.272942899648e-01 
       2.205381812033e-02      -4.173671435876e-01      -2.808221159039e+01      -3.417070097055e+01       0.000000000000e+00      -3.654643882492e-01      -3.317411338841e+01      -3.222032802695e+01       3.259525765423e-01       3.259817471067e-01 
       2.218227899668e-02      -4.003669872035e-01      -2.824117343452e+01      -3.444247875565e+01       0.000000000000e+00      -3.693010262429e-01      -3.342737471444e+01      -3.246598123014e+01       3.246411747408e-01       3.246734036829e-01 
       2.231084158601e-02      -3.838935532845e-01      -2.839903831873e+01      -3.471430262601e+01       0.000000000000e+00      -3.738974090452e-01      -3.368049403808e+01      -3.271151480866e+01       3.233341117308e-01       3.233689191838e-01 
       2.243950798251e-02      -3.681137455012e-01      -2.855572981991e+01      -3.498615728560e+01       0.000000000000e+00      -3.791605076603e-01      -3.393344607585e+01      -3.295690591348e+01       3.220312046633e-01       3.220681004626e-01 
       2.256828033110e-02      -3.531768227581e-01      -2.871117119579e+01      -3.525801185171e+01       0.000000000000e+00      -3.849786017291e-01      -3.418619243871e+01      -3.320211847312e+01       3.207321488982e-01       3.207706446571e-01 
       2.269716082868e-02      -3.392313126894e-01      -2.886568092841e+01      -3.552992945680e+01       0.000000000000e+00      -3.912437742147e-01      -3.443883800520e+01      -3.344725580402e+01       3.194379788802e-01       3.194775883453e-01 
       2.282615172540e-02      -3.264025406612e-01      -2.901889724992e+01      -3.580182975851e+01       0.000000000000e+00      -3.978300288416e-01      -3.469125642335e+01      -3.369219563925e+01       3.181475545588e-01       3.181878039698e-01 
       2.295525532603e-02      -3.148139074000e-01      -2.917096556989e+01      -3.607374860260e+01       0.000000000000e+00      -4.046171504923e-01      -3.494350145521e+01      -3.393699095964e+01       3.168614163678e-01       3.169018447084e-01 
       2.308447399131e-02      -3.045645657201e-01      -2.932187144776e+01      -3.634566967178e+01       0.000000000000e+00      -4.114784635023e-01      -3.519555708754e+01      -3.418162641871e+01       3.155794478132e-01       3.156196149235e-01 
       2.321381013939e-02      -2.957434583839e-01      -2.947158815857e+01      -3.661759058426e+01       0.000000000000e+00      -4.182879308614e-01      -3.544741696690e+01      -3.442609585028e+01       3.143016185070e-01       3.143411074159e-01 
       2.334326624729e-02      -2.884193061144e-01      -2.962024530263e+01      -3.688951784305e+01       0.000000000000e+00      -4.249213292217e-01      -3.569910769710e+01      -3.467042491793e+01       3.130281821546e-01       3.130666042016e-01 
       2.347284485242e-02      -2.826422060643e-01      -2.976771556644e+01      -3.716143719280e+01       0.000000000000e+00      -4.312572009362e-01      -3.595059655547e+01      -3.491458115813e+01       3.117588612239e-01       3.117958592984e-01 
       2.360254855415e-02      -2.784544157161e-01      -2.991408042155e+01      -3.743334962589e+01       0.000000000000e+00      -4.371786303425e-01      -3.620189768819e+01      -3.515857771598e+01       3.104937879429e-01       3.105290366376e-01 
       2.373238001541e-02      -2.758626769073e-01      -3.005932122720e+01      -3.770526441303e+01       0.000000000000e+00      -4.425772938891e-01      -3.645301583659e+01      -3.540241797197e+01       3.092330013710e-01       3.092662140237e-01 
       2.386234196438e-02      -2.748749838324e-01      -3.020337190024e+01      -3.797715516851e+01       0.000000000000e+00      -4.473495540232e-01      -3.670391808541e+01      -3.564606887978e+01       3.079762203170e-01       3.080071457954e-01 
       2.399243719618e-02      -2.754675703013e-01      -3.034608336447e+01      -3.824899792748e+01       0.000000000000e+00      -4.514036253350e-01      -3.695456001408e+01      -3.588948571023e+01       3.067230733467e-01       3.067515007287e-01 
       2.412266857469e-02      -2.775969432232e-01      -3.048786928128e+01      -3.852085140795e+01       0.000000000000e+00      -4.546628242485e-01      -3.720505839794e+01      -3.613278046543e+01       3.054745229363e-01       3.055002825012e-01 
       2.425303903437e-02      -2.812128885650e-01      -3.062859088981e+01      -3.879269696630e+01       0.000000000000e+00      -4.570556015676e-01      -3.745537494610e+01      -3.637591416665e+01       3.042302280086e-01       3.042531897159e-01 
       2.438355158214e-02      -2.862449627518e-01      -3.076791335567e+01      -3.906448302786e+01       0.000000000000e+00      -4.585261729501e-01      -3.770541177145e+01      -3.661878966543e+01       3.029893782205e-01       3.030094515317e-01 
       2.451420929938e-02      -2.926052497337e-01      -3.090624731723e+01      -3.933625744119e+01       0.000000000000e+00      -4.590339417783e-01      -3.795527604154e+01      -3.686150932780e+01       3.017528225391e-01       3.017699571117e-01 
       2.464501534393e-02      -3.001939190276e-01      -3.104343057912e+01      -3.960800701131e+01       0.000000000000e+00      -4.585498267775e-01      -3.820493020190e+01      -3.710403450972e+01       3.005202325669e-01       3.005344165820e-01 
       2.477597295222e-02      -3.088901434615e-01      -3.117943704039e+01      -3.987971817745e+01       0.000000000000e+00      -4.570651207407e-01      -3.845435863395e+01      -3.734634786877e+01       2.992914595509e-01       2.993027190602e-01 
       2.490708544138e-02      -3.185711531775e-01      -3.131442469248e+01      -4.015142415117e+01       0.000000000000e+00      -4.545825138744e-01      -3.870361498259e+01      -3.758849949378e+01       2.980668917257e-01       2.980752874992e-01 
       2.503835621157e-02      -3.291002419052e-01      -3.144819971693e+01      -4.042307996095e+01       0.000000000000e+00      -4.511176398736e-01      -3.895262990386e+01      -3.783041980729e+01       2.968459601852e-01       2.968515865007e-01 
       2.516978874820e-02      -3.403340316446e-01      -3.158097479429e+01      -4.069473300693e+01       0.000000000000e+00      -4.467033342651e-01      -3.920147786044e+01      -3.807217914222e+01       2.956292008662e-01       2.956321826827e-01 
       2.530138662441e-02      -3.521162378280e-01      -3.171261132270e+01      -4.096634468877e+01       0.000000000000e+00      -4.413894436337e-01      -3.945010387645e+01      -3.831372197190e+01       2.944161581952e-01       2.944166487698e-01 
       2.543315350353e-02      -3.642952747345e-01      -3.184310437812e+01      -4.123791808402e+01       0.000000000000e+00      -4.352328990421e-01      -3.969850973509e+01      -3.855504808480e+01       2.932068125366e-01       2.932049899720e-01 
       2.556509314163e-02      -3.767095774998e-01      -3.197258014715e+01      -4.150947968350e+01       0.000000000000e+00      -4.283076189909e-01      -3.994673823838e+01      -3.879619721993e+01       2.920014414767e-01       2.919975065614e-01 
       2.569720939020e-02      -3.891977158481e-01      -3.210096448481e+01      -4.178101666137e+01       0.000000000000e+00      -4.206992673343e-01      -4.019476652949e+01      -3.903714538692e+01       2.907998340656e-01       2.907940064087e-01 
       2.582950619889e-02      -4.016011585840e-01      -3.222836316515e+01      -4.205254362268e+01       0.000000000000e+00      -4.125018424422e-01      -4.044262412877e+01      -3.927791971270e+01       2.896021606577e-01       2.895946756876e-01 
       2.596198761840e-02      -4.137654516680e-01      -3.235456663341e+01      -4.232401839542e+01       0.000000000000e+00      -4.038188536724e-01      -4.069024148882e+01      -3.951845111722e+01       2.884078807277e-01       2.883989854367e-01 
       2.609465780338e-02      -4.255375236179e-01      -3.247984215747e+01      -4.259549811078e+01       0.000000000000e+00      -3.947610783262e-01      -4.093771012018e+01      -3.975882729740e+01       2.872176026167e-01       2.872075538262e-01 
       2.622752101553e-02      -4.367733133233e-01      -3.260402654189e+01      -4.286695871203e+01       0.000000000000e+00      -3.854455062005e-01      -4.118498321051e+01      -3.999900160823e+01       2.860309482465e-01       2.860200080485e-01 
       2.636058162678e-02      -4.473378778894e-01      -3.272721263649e+01      -4.313840367269e+01       0.000000000000e+00      -3.759913191839e-01      -4.143207885476e+01      -4.023899078413e+01       2.848479987180e-01       2.848364316471e-01 
       2.649384412255e-02      -4.571044620179e-01      -3.284937278503e+01      -4.340982940350e+01       0.000000000000e+00      -3.665212954826e-01      -4.167898951326e+01      -4.047878678181e+01       2.836686554671e-01       2.836567255000e-01 
       2.662731310518e-02      -4.659627659525e-01      -3.297052098273e+01      -4.368125086327e+01       0.000000000000e+00      -3.571579039607e-01      -4.192573002867e+01      -4.071840353350e+01       2.824929732666e-01       2.824809398126e-01 
       2.676099329746e-02      -4.738077309756e-01      -3.309071135060e+01      -4.395267023645e+01       0.000000000000e+00      -3.480219793509e-01      -4.217231105164e+01      -4.095785107920e+01       2.813209739760e-01       2.813090909555e-01 
       2.689488954630e-02      -4.805581071740e-01      -3.320986911717e+01      -4.422409807555e+01       0.000000000000e+00      -3.392302044294e-01      -4.241872920726e+01      -4.119712604011e+01       2.801525851347e-01       2.801410960986e-01 
       2.702900682655e-02      -4.861409425988e-01      -3.332825051017e+01      -4.449553781316e+01       0.000000000000e+00      -3.308955475352e-01      -4.266502925642e+01      -4.143627217668e+01       2.789880490759e-01       2.789771864955e-01 
       2.716335024494e-02      -4.905074931657e-01      -3.344553728013e+01      -4.476697998190e+01       0.000000000000e+00      -3.231209646119e-01      -4.291115126305e+01      -4.167523140700e+01       2.778269197739e-01       2.778169010367e-01 
       2.729792504417e-02      -4.936158077024e-01      -3.356189848837e+01      -4.503843945171e+01       0.000000000000e+00      -3.160036500849e-01      -4.315713529884e+01      -4.191404320726e+01       2.766694063806e-01       2.766604340584e-01 
       2.743273660723e-02      -4.954524966731e-01      -3.367738248314e+01      -4.530992057539e+01       0.000000000000e+00      -3.096286449016e-01      -4.340299291531e+01      -4.215271960253e+01       2.755155278853e-01       2.755077857999e-01 
       2.756779046173e-02      -4.960148606115e-01      -3.379197249907e+01      -4.558142602067e+01       0.000000000000e+00      -3.040710012560e-01      -4.364872360301e+01      -4.239126092495e+01       2.743652237632e-01       2.743588767866e-01 
       2.770309228460e-02      -4.953182261580e-01      -3.390558956930e+01      -4.585296226520e+01       0.000000000000e+00      -2.993918279621e-01      -4.389431988883e+01      -4.262966081629e+01       2.732183901235e-01       2.732135832756e-01 
       2.783864790680e-02      -4.934072020651e-01      -3.401842924658e+01      -4.612456191438e+01       0.000000000000e+00      -2.956366872195e-01      -4.413984103032e+01      -4.286797824306e+01       2.720753367014e-01       2.720721921423e-01 
       2.797446331832e-02      -4.903275296615e-01      -3.413029033479e+01      -4.639616161302e+01       0.000000000000e+00      -2.928394470770e-01      -4.438520110363e+01      -4.310613087541e+01       2.709354712084e-01       2.709340903834e-01 
       2.811054467336e-02      -4.861560065170e-01      -3.424153739873e+01      -4.666786585866e+01       0.000000000000e+00      -2.910184432711e-01      -4.463054720451e+01      -4.334426321524e+01       2.697996308749e-01       2.698000916818e-01 
       2.824689829566e-02      -4.809752885453e-01      -3.435194373040e+01      -4.693963102974e+01       0.000000000000e+00      -2.901743212618e-01      -4.487580574360e+01      -4.358230511346e+01       2.686672958231e-01       2.686696544272e-01 
       2.838353068417e-02      -4.748876914783e-01      -3.446136197521e+01      -4.721143600091e+01       0.000000000000e+00      -2.902930620565e-01      -4.512093490675e+01      -4.382021750126e+01       2.675381515385e-01       2.675424412359e-01 
       2.852044851881e-02      -4.680115994010e-01      -3.457033567905e+01      -4.748337484324e+01       0.000000000000e+00      -2.913463811664e-01      -4.536610239501e+01      -4.405816514097e+01       2.664131226527e-01       2.664193549226e-01 
       2.865765866657e-02      -4.604673204972e-01      -3.467821716457e+01      -4.775535629077e+01       0.000000000000e+00      -2.932893016741e-01      -4.561112582249e+01      -4.429597215200e+01       2.652910579451e-01       2.652992232666e-01 
       2.879516818782e-02      -4.524007539507e-01      -3.478559933367e+01      -4.802746341759e+01       0.000000000000e+00      -2.960620739615e-01      -4.585617172936e+01      -4.453380234787e+01       2.641728572915e-01       2.641829251021e-01 
       2.893298434288e-02      -4.439574004454e-01      -3.489204551258e+01      -4.829966460551e+01       0.000000000000e+00      -2.995923870727e-01      -4.610114223295e+01      -4.477156202734e+01       2.630578732181e-01       2.630697931337e-01 
       2.907111459893e-02      -4.352904417194e-01      -3.499800544205e+01      -4.857201274481e+01       0.000000000000e+00      -3.037947405715e-01      -4.634615516473e+01      -4.500936748647e+01       2.619466973273e-01       2.619604014352e-01 
       2.920956663712e-02      -4.265591795730e-01      -3.510342702772e+01      -4.884451981815e+01       0.000000000000e+00      -3.085719056749e-01      -4.659121204249e+01      -4.524722171361e+01       2.608392436379e-01       2.608546470117e-01 
       2.934834836004e-02      -4.179259125767e-01      -3.520802881313e+01      -4.911714097441e+01       0.000000000000e+00      -3.138175114157e-01      -4.683622924660e+01      -4.548504492255e+01       2.597349526688e-01       2.597519543893e-01 
       2.948746789954e-02      -4.095534527351e-01      -3.531196981684e+01      -4.938991494348e+01       0.000000000000e+00      -3.194161413188e-01      -4.708126522061e+01      -4.572289533825e+01       2.586340613010e-01       2.586525469631e-01 
       2.962693362484e-02      -4.016006420993e-01      -3.541536963661e+01      -4.966285935322e+01       0.000000000000e+00      -3.252468223423e-01      -4.732635430128e+01      -4.596080763808e+01       2.575366612664e-01       2.575565048731e-01 
       2.976675415101e-02      -3.942273568082e-01      -3.551827221168e+01      -4.993602502628e+01       0.000000000000e+00      -3.311849271357e-01      -4.757154619925e+01      -4.619883133662e+01       2.564429190047e-01       2.564639835148e-01 
       2.990693834785e-02      -3.875807669471e-01      -3.562081566889e+01      -5.020939872342e+01       0.000000000000e+00      -3.371024504127e-01      -4.781685246157e+01      -4.643697873772e+01       2.553527848808e-01       2.553749256347e-01 
       3.004749534919e-02      -3.818053522611e-01      -3.572255424587e+01      -5.048294105128e+01       0.000000000000e+00      -3.428698518157e-01      -4.806216712204e+01      -4.667514768531e+01       2.542655844105e-01       2.542886489887e-01 
       3.018843456251e-02      -3.770305683333e-01      -3.582396603558e+01      -5.075674086560e+01       0.000000000000e+00      -3.483625172071e-01      -4.830764282535e+01      -4.691348731396e+01       2.531820171871e-01       2.532058494199e-01 
       3.032976567915e-02      -3.733787763341e-01      -3.592494641883e+01      -5.103079819472e+01       0.000000000000e+00      -3.534574027734e-01      -4.855326244686e+01      -4.715198159142e+01       2.521018701112e-01       2.521263103609e-01 
       3.047149868486e-02      -3.709486366828e-01      -3.602532242984e+01      -5.130504874573e+01       0.000000000000e+00      -3.580388276592e-01      -4.879894387805e+01      -4.739055106712e+01       2.510245968400e-01       2.510494851505e-01 
       3.061364387092e-02      -3.698371163937e-01      -3.612557258610e+01      -5.157968598312e+01       0.000000000000e+00      -3.619992603271e-01      -4.904492733819e+01      -4.762942947335e+01       2.499513086691e-01       2.499764856838e-01 
       3.075621184575e-02      -3.701071582435e-01      -3.622517660137e+01      -5.185454538875e+01       0.000000000000e+00      -3.652409381796e-01      -4.929098997035e+01      -4.786840020928e+01       2.488807303779e-01       2.489060388231e-01 
       3.089921354711e-02      -3.718136493070e-01      -3.632457933376e+01      -5.212977311580e+01       0.000000000000e+00      -3.676779065368e-01      -4.953732692807e+01      -4.810765277999e+01       2.478137186283e-01       2.478390050671e-01 
       3.104266025483e-02      -3.749806383379e-01      -3.642413153548e+01      -5.240534799299e+01       0.000000000000e+00      -3.692416802666e-01      -4.978397791297e+01      -4.834722557753e+01       2.467503211385e-01       2.467754370965e-01 
       3.118656360420e-02      -3.796262914984e-01      -3.652306632495e+01      -5.268127146442e+01       0.000000000000e+00      -3.698707903306e-01      -5.003081853857e+01      -4.858699698328e+01       2.456897721290e-01       2.457145735071e-01 
       3.133093560000e-02      -3.857316591443e-01      -3.662188420475e+01      -5.295755636810e+01       0.000000000000e+00      -3.695266222160e-01      -5.027794152953e+01      -4.882705649941e+01       2.446323819500e-01       2.446567358846e-01 
       3.147578863124e-02      -3.932646965564e-01      -3.672021673657e+01      -5.323421299219e+01       0.000000000000e+00      -3.681838581962e-01      -5.052529511412e+01      -4.906735283258e+01       2.435777469092e-01       2.436015294616e-01 
       3.162113548660e-02      -4.021681454649e-01      -3.681868375345e+01      -5.351131999374e+01       0.000000000000e+00      -3.658374798794e-01      -5.077304665409e+01      -4.930804767706e+01       2.425265169899e-01       2.425496278341e-01 
       3.176698937070e-02      -4.123620437589e-01      -3.691709996736e+01      -5.378892314708e+01       0.000000000000e+00      -3.625002390173e-01      -5.102120406262e+01      -4.954914739016e+01       2.414785567541e-01       2.415009005044e-01 
       3.191336392115e-02      -4.237437681895e-01      -3.701533818225e+01      -5.406696173007e+01       0.000000000000e+00      -3.582044272681e-01      -5.126969570908e+01      -4.979058102602e+01       2.404333550865e-01       2.404548423698e-01 
       3.206027322651e-02      -4.361911822181e-01      -3.711357288743e+01      -5.434549316394e+01       0.000000000000e+00      -3.530011955532e-01      -5.151859821045e+01      -5.003242153562e+01       2.393911007596e-01       2.394116544222e-01 
       3.220773184516e-02      -4.495625685502e-01      -3.721179918146e+01      -5.462454582671e+01       0.000000000000e+00      -3.469586807816e-01      -5.176793449372e+01      -5.027468954272e+01       2.383517207608e-01       2.383712931011e-01 
       3.235575482520e-02      -4.636996868159e-01      -3.731016334384e+01      -5.490416406401e+01       0.000000000000e+00      -3.401618932750e-01      -5.201776562228e+01      -5.051744266935e+01       2.373153109874e-01       2.373338522615e-01 
       3.250435772535e-02      -4.784237244443e-01      -3.740879886184e+01      -5.518440315720e+01       0.000000000000e+00      -3.327132583809e-01      -5.226815970765e+01      -5.076074522383e+01       2.362819875356e-01       2.362994603754e-01 
       3.265355663705e-02      -4.935448904518e-01      -3.750715831196e+01      -5.546515087084e+01       0.000000000000e+00      -3.247257759021e-01      -5.251893314383e+01      -5.100441686575e+01       2.352507268971e-01       2.352671062892e-01 
       3.280336820764e-02      -5.088603522877e-01      -3.760613794208e+01      -5.574662348523e+01       0.000000000000e+00      -3.163286031670e-01      -5.277041372580e+01      -5.124877416650e+01       2.342228039672e-01       2.342380746126e-01 
       3.295380966496e-02      -5.241550915635e-01      -3.770528947511e+01      -5.602875587331e+01       0.000000000000e+00      -3.076579108898e-01      -5.302247349500e+01      -5.149369067469e+01       2.331974346838e-01       2.332115972667e-01 
       3.310489884317e-02      -5.392081483494e-01      -3.780458538407e+01      -5.631154962310e+01       0.000000000000e+00      -2.988561157849e-01      -5.327510926382e+01      -5.173916118718e+01       2.321743983192e-01       2.321874655112e-01 
       3.325665421014e-02      -5.537975966144e-01      -3.790438439204e+01      -5.659514322525e+01       0.000000000000e+00      -2.900724616043e-01      -5.352849565114e+01      -5.198535328934e+01       2.311542413292e-01       2.311662378538e-01 
       3.340909489629e-02      -5.676946817836e-01      -3.800414687657e+01      -5.687936958010e+01       0.000000000000e+00      -2.814546614458e-01      -5.378240444679e+01      -5.223204310960e+01       2.301357576055e-01       2.301467188143e-01 
       3.356224072514e-02      -5.806803034490e-01      -3.810518106259e+01      -5.716464009658e+01       0.000000000000e+00      -2.731550463238e-01      -5.403739416633e+01      -5.247977129182e+01       2.291211112163e-01       2.291310826661e-01 
       3.371611224564e-02      -5.925303726895e-01      -3.820640485404e+01      -5.745063899519e+01       0.000000000000e+00      -2.653154153725e-01      -5.429302333302e+01      -5.272810676447e+01       2.281081770973e-01       2.281172127359e-01 
       3.387073076633e-02      -6.030407942707e-01      -3.830821344122e+01      -5.773757938125e+01       0.000000000000e+00      -2.580732110941e-01      -5.454953493278e+01      -5.297728364371e+01       2.270977467966e-01       2.271059096942e-01 
       3.402611839160e-02      -6.120072811329e-01      -3.841048153995e+01      -5.802537150929e+01       0.000000000000e+00      -2.515554449051e-01      -5.480683337658e+01      -5.322720711799e+01       2.260891763975e-01       2.260965362286e-01 
       3.418229806008e-02      -6.192492516566e-01      -3.851376580617e+01      -5.831420912446e+01       0.000000000000e+00      -2.458787350771e-01      -5.506517194244e+01      -5.347812151546e+01       2.250832614586e-01       2.250898944304e-01 
       3.433929358535e-02      -6.246041265441e-01      -3.861761819345e+01      -5.860401952809e+01       0.000000000000e+00      -2.411378351379e-01      -5.532441636605e+01      -5.372989468549e+01       2.240791886278e-01       2.240851758685e-01 
       3.449712969923e-02      -6.279220915200e-01      -3.872235792396e+01      -5.889490952263e+01       0.000000000000e+00      -2.374166858475e-01      -5.558470829777e+01      -5.398266265897e+01       2.230772700552e-01       2.230826970084e-01 
       3.465583209763e-02      -6.290835815734e-01      -3.882814024604e+01      -5.918694129098e+01       0.000000000000e+00      -2.347733154776e-01      -5.584612518438e+01      -5.423649930603e+01       2.220775403564e-01       2.220824948982e-01 
       3.481542748942e-02      -6.279951706690e-01      -3.893466629752e+01      -5.948008197971e+01       0.000000000000e+00      -2.332445135169e-01      -5.610859053611e+01      -5.449132911237e+01       2.210794149544e-01       2.210839863549e-01 
       3.497594364830e-02      -6.245911695769e-01      -3.904227004128e+01      -5.977447894208e+01       0.000000000000e+00      -2.328441464363e-01      -5.637228233575e+01      -5.474732397730e+01       2.200833118748e-01       2.200875897542e-01 
       3.513740946810e-02      -6.188303038698e-01      -3.915133953998e+01      -6.007015648751e+01       0.000000000000e+00      -2.335620079014e-01      -5.663728452746e+01      -5.500456472274e+01       2.190892576446e-01       2.190933296285e-01 
       3.529985502165e-02      -6.107096417472e-01      -3.926150227384e+01      -6.036719389305e+01       0.000000000000e+00      -2.353625220223e-01      -5.690360231370e+01      -5.526305576183e+01       2.180969634370e-01       2.181009160962e-01 
       3.546331162356e-02      -6.002560358269e-01      -3.937284888277e+01      -6.066555639714e+01       0.000000000000e+00      -2.381801299030e-01      -5.717122148111e+01      -5.552278303458e+01       2.171060636232e-01       2.171099787495e-01 
       3.562781189715e-02      -5.875315740266e-01      -3.948582582193e+01      -6.096545653131e+01       0.000000000000e+00      -2.419298810616e-01      -5.744039295422e+01      -5.578399029858e+01       2.161171896804e-01       2.161211447275e-01 
