# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       7.174361654807e-01       2.013250284706e+03       1.432132955858e+03       2.299672361329e-02       2.295826106551e-02       0.000000000000e+00       1.862174633291e+03 
       7.357238902684e-01       1.933651104090e+03       1.375461366198e+03       2.100299776168e-02       2.096786990504e-02       0.000000000000e+00       1.788540870422e+03 
       7.542806528798e-01       1.857861613200e+03       1.321599509297e+03       1.919924189896e-02       1.916713072854e-02       0.000000000000e+00       1.718446828652e+03 
       7.731192132686e-01       1.785577814342e+03       1.270220665264e+03       1.756410203493e-02       1.753472561275e-02       0.000000000000e+00       1.651593693919e+03 
       7.922538229929e-01       1.716574231236e+03       1.221121193885e+03       1.607956488676e-02       1.605267145289e-02       0.000000000000e+00       1.587766008356e+03 
       8.117000180822e-01       1.650667583016e+03       1.174245031751e+03       1.473025710878e-02       1.470562042092e-02       0.000000000000e+00       1.526806102762e+03 
       8.314744050298e-01       1.587654774009e+03       1.129448488382e+03       1.350214621067e-02       1.347956351736e-02       0.000000000000e+00       1.468526246404e+03 
       8.515944476332e-01       1.527333888746e+03       1.086546955798e+03       1.238267033582e-02       1.236195998937e-02       0.000000000000e+00       1.412733136936e+03 
       8.720782613429e-01       1.469537676034e+03       1.045436047269e+03       1.136101199352e-02       1.134201040313e-02       0.000000000000e+00       1.359274401403e+03 
       8.929444206500e-01       1.414125290615e+03       1.006028302719e+03       1.042768985417e-02       1.041024926446e-02       0.000000000000e+00       1.308021794920e+03 
       9.142117838983e-01       1.360961737052e+03       9.682165720080e+02       9.574209401590e-03       9.558196280572e-03       0.000000000000e+00       1.258848677442e+03 
       9.358993388040e-01       1.309913357718e+03       9.319069315759e+02       8.792983739987e-03       8.778277239101e-03       0.000000000000e+00       1.211631605117e+03 
       9.580260709154e-01       1.260869074393e+03       8.970254374151e+02       8.077349079470e-03       8.063839490217e-03       0.000000000000e+00       1.166268644290e+03 
       9.806108562696e-01       1.213726641185e+03       8.634954955829e+02       7.421341957160e-03       7.408929552951e-03       0.000000000000e+00       1.122664605426e+03 
       1.003672378607e+00       1.168384967746e+03       8.312446699378e+02       6.819590352046e-03       6.808184391070e-03       0.000000000000e+00       1.080725900143e+03 
       1.027229070688e+00       1.124753343813e+03       8.002101261304e+02       6.267297427192e-03       6.256815188786e-03       0.000000000000e+00       1.040368895141e+03 
       1.051299078530e+00       1.082755046183e+03       7.703367681077e+02       5.760186823850e-03       5.750552740877e-03       0.000000000000e+00       1.001522541704e+03 
       1.075900246780e+00       1.042318961630e+03       7.415742223141e+02       5.294400946974e-03       5.285545903474e-03       0.000000000000e+00       9.641210969089e+02 
       1.101050122932e+00       1.003378756460e+03       7.138754266432e+02       4.866449235430e-03       4.858309953212e-03       0.000000000000e+00       9.281032245912e+02 
       1.126765977724e+00       9.658729070985e+02       6.871964826878e+02       4.473168424122e-03       4.465686915732e-03       0.000000000000e+00       8.934119965895e+02 
       1.153064838830e+00       9.297464543757e+02       6.614983689820e+02       4.111696078398e-03       4.104819143542e-03       0.000000000000e+00       8.599965896419e+02 
       1.179963534876e+00       8.949410966537e+02       6.367395818562e+02       3.779395911883e-03       3.773074759138e-03       0.000000000000e+00       8.278030721664e+02 
       1.207478746847e+00       8.614111818942e+02       6.128878969917e+02       3.473903597621e-03       3.468093389418e-03       0.000000000000e+00       7.967892577922e+02 
       1.235627064117e+00       8.290998321407e+02       5.899031895341e+02       3.193003355851e-03       3.187662960287e-03       0.000000000000e+00       7.669025902123e+02 
       1.264425042629e+00       7.979698033931e+02       5.677586962650e+02       2.934734073292e-03       2.929825639372e-03       0.000000000000e+00       7.381085771819e+02 
       1.293889263077e+00       7.679701425639e+02       5.464175349050e+02       2.697240479592e-03       2.692729260877e-03       0.000000000000e+00       7.103599875441e+02 
       1.324036387355e+00       7.390635341623e+02       5.258530692490e+02       2.478863022403e-03       2.474717048145e-03       0.000000000000e+00       6.836222913197e+02 
       1.354883211949e+00       7.112149014615e+02       5.060417527790e+02       2.278078975422e-03       2.274268818999e-03       0.000000000000e+00       6.578632682012e+02 
       1.386446717363e+00       6.843894404796e+02       4.869591849393e+02       2.093484045706e-03       2.089982628586e-03       0.000000000000e+00       6.330507829202e+02 
       1.418744113042e+00       6.585410796416e+02       4.685702911301e+02       1.923749165118e-03       1.920531635243e-03       0.000000000000e+00       6.091418538765e+02 
       1.451792877592e+00       6.336384042901e+02       4.508533825843e+02       1.767692921893e-03       1.764736401943e-03       0.000000000000e+00       5.861075287911e+02 
       1.485610794368e+00       6.096531775373e+02       4.337904297493e+02       1.624233164804e-03       1.621516584647e-03       0.000000000000e+00       5.639220178888e+02 
       1.520215982686e+00       5.865431151131e+02       4.173485682605e+02       1.492333480226e-03       1.489837507349e-03       0.000000000000e+00       5.425457654654e+02 
       1.555626925106e+00       5.642883653471e+02       4.015161195116e+02       1.371095374216e-03       1.368802175576e-03       0.000000000000e+00       5.219607993432e+02 
       1.591862491256e+00       5.428498432712e+02       3.862639084362e+02       1.259641653260e-03       1.257534864717e-03       0.000000000000e+00       5.021307485964e+02 
       1.628941958755e+00       5.222047100355e+02       3.715761681465e+02       1.157201174707e-03       1.155265721077e-03       0.000000000000e+00       4.830345647361e+02 
       1.666885031757e+00       5.023212679116e+02       3.574297502937e+02       1.063042007368e-03       1.061264038256e-03       0.000000000000e+00       4.646428328894e+02 
       1.705711857618e+00       4.831755992634e+02       3.438086462498e+02       9.765054338337e-04       9.748721995342e-04       0.000000000000e+00       4.469335906187e+02 
       1.745443042135e+00       4.647353056412e+02       3.306883991301e+02       8.969662605392e-04       8.954660586463e-04       0.000000000000e+00       4.298766456497e+02 
       1.786099663739e+00       4.469821281324e+02       3.180578960610e+02       8.238752030236e-04       8.224972479812e-04       0.000000000000e+00       4.134554085273e+02 
       1.827703286978e+00       4.298887051467e+02       3.058965241117e+02       7.567076567750e-04       7.554420415572e-04       0.000000000000e+00       3.976443875119e+02 
       1.870275975531e+00       4.134303019434e+02       2.941863541718e+02       6.949845821801e-04       6.938222011336e-04       0.000000000000e+00       3.824206506770e+02 
       1.913840304984e+00       3.975859525400e+02       2.829131764015e+02       6.382703243717e-04       6.372027998113e-04       0.000000000000e+00       3.677649177374e+02 
       1.958419375504e+00       3.823336378283e+02       2.720613649873e+02       5.861609541931e-04       5.851805841013e-04       0.000000000000e+00       3.536568279027e+02 
       2.004036824555e+00       3.676507106574e+02       2.616146030450e+02       5.382828441054e-04       5.373825516198e-04       0.000000000000e+00       3.400754004841e+02 
       2.050716839714e+00       3.535171976100e+02       2.515586327334e+02       4.942952287158e-04       4.934685069412e-04       0.000000000000e+00       3.270021529524e+02 
       2.098484171685e+00       3.399131165425e+02       2.418792182738e+02       4.538836275694e-04       4.531244955291e-04       0.000000000000e+00       3.144185992190e+02 
       2.147364147528e+00       3.268198103845e+02       2.325630930251e+02       4.167596442203e-04       4.160626032573e-04       0.000000000000e+00       3.023074830697e+02 
       2.197382684156e+00       3.142182150136e+02       2.235967668663e+02       3.826566965371e-04       3.820166938626e-04       0.000000000000e+00       2.906511823286e+02 
       2.248566302112e+00       3.020903944466e+02       2.149675144774e+02       3.513302552505e-04       3.507426470770e-04       0.000000000000e+00       2.794331122866e+02 
       2.300942139656e+00       2.904194117796e+02       2.066632198364e+02       3.225558608139e-04       3.220163787897e-04       0.000000000000e+00       2.686375961615e+02 
       2.354537967166e+00       2.791887224634e+02       1.986720946628e+02       2.961268597643e-04       2.956315811435e-04       0.000000000000e+00       2.582493278449e+02 
       2.409382201866e+00       2.683827984861e+02       1.909832839556e+02       2.718536907325e-04       2.713990097239e-04       0.000000000000e+00       2.482539750210e+02 
       2.465503922898e+00       2.579848227317e+02       1.835848306206e+02       2.495602120204e-04       2.491428174726e-04       0.000000000000e+00       2.386359834706e+02 
       2.522932886743e+00       2.479796245913e+02       1.764655687847e+02       2.290855983902e-04       2.287024483255e-04       0.000000000000e+00       2.293812612852e+02 
       2.581699542999e+00       2.383546001850e+02       1.696168776181e+02       2.102838501339e-04       2.099321465642e-04       0.000000000000e+00       2.204782054387e+02 
       2.641835050526e+00       2.290948148011e+02       1.630280819457e+02       1.930181826651e-04       1.926953564133e-04       0.000000000000e+00       2.119129937432e+02 
       2.703371293965e+00       2.201866304011e+02       1.566893040021e+02       1.771635872376e-04       1.768672783013e-04       0.000000000000e+00       2.036729834362e+02 
       2.766340900647e+00       2.116174584065e+02       1.505918478473e+02       1.626056291526e-04       1.623336688117e-04       0.000000000000e+00       1.957465719235e+02 
       2.830777257892e+00       2.033749148984e+02       1.447267622820e+02       1.492388898470e-04       1.489892857462e-04       0.000000000000e+00       1.881222819489e+02 
       2.896714530709e+00       1.954456443998e+02       1.390844144709e+02       1.369654830773e-04       1.367364066342e-04       0.000000000000e+00       1.807877391186e+02 
       2.964187679912e+00       1.878187263391e+02       1.336573263692e+02       1.256968949135e-04       1.254866654862e-04       0.000000000000e+00       1.737328886801e+02 
       3.033232480659e+00       1.804844495263e+02       1.284384710019e+02       1.153522201381e-04       1.151592924413e-04       0.000000000000e+00       1.669487292078e+02 
       3.103885541417e+00       1.734291313359e+02       1.234180412190e+02       1.058543492376e-04       1.056773069778e-04       0.000000000000e+00       1.604225930289e+02 
       3.176184323373e+00       1.666456887546e+02       1.185910357406e+02       9.713622371071e-05       9.697376274356e-05       0.000000000000e+00       1.541479345886e+02 
       3.250167160300e+00       1.601212037748e+02       1.139482790473e+02       8.913257295519e-05       8.898349829751e-05       0.000000000000e+00       1.481128074520e+02 
       3.325873278876e+00       1.538471699213e+02       1.094837054511e+02       8.178573391802e-05       8.164894703232e-05       0.000000000000e+00       1.423093411508e+02 
       3.403342819487e+00       1.478139564442e+02       1.051904543800e+02       7.504191632580e-05       7.491640864511e-05       0.000000000000e+00       1.367286260863e+02 
       3.482616857511e+00       1.420127181094e+02       1.010622621736e+02       6.885193223216e-05       6.873677744964e-05       0.000000000000e+00       1.313624853148e+02 
       3.563737425089e+00       1.364350665420e+02       9.709323113094e+01       6.317064584787e-05       6.306499313017e-05       0.000000000000e+00       1.262031710065e+02 
       3.646747533423e+00       1.310720270922e+02       9.327684933456e+01       5.795617584566e-05       5.785924444065e-05       0.000000000000e+00       1.212423615890e+02 
       3.731691195568e+00       1.259152789077e+02       8.960723397659e+01       5.317022717145e-05       5.308130036672e-05       0.000000000000e+00       1.164723664000e+02 
       3.818613449781e+00       1.209586403150e+02       8.608003678919e+01       4.877837754348e-05       4.869679618794e-05       0.000000000000e+00       1.118874754773e+02 
       3.907560383390e+00       1.161933316431e+02       8.268897752602e+01       4.474783394290e-05       4.467299374166e-05       0.000000000000e+00       1.074795624318e+02 
       3.998579157237e+00       1.116118663424e+02       7.942867795204e+01       4.104889916677e-05       4.098024550363e-05       0.000000000000e+00       1.032416941096e+02 
       4.091718030680e+00       1.072078211469e+02       7.629466189087e+01       3.765459155315e-05       3.759161492188e-05       0.000000000000e+00       9.916794409848e+01 
       4.187026387184e+00       1.029742920329e+02       7.328198396718e+01       3.453986216384e-05       3.448209496012e-05       0.000000000000e+00       9.525192100587e+01 
       4.284554760500e+00       9.890584484883e+01       7.038675871895e+01       3.168210560907e-05       3.162911804028e-05       0.000000000000e+00       9.148859529477e+01 
       4.384354861463e+00       9.499485997541e+01       6.760356789299e+01       2.905978960245e-05       2.901118788907e-05       0.000000000000e+00       8.787091944690e+01 
       4.486479605407e+00       9.123563182004e+01       6.492836135068e+01       2.665367546035e-05       2.660909799841e-05       0.000000000000e+00       8.439361738769e+01 
       4.590983140223e+00       8.762278764250e+01       6.235734217216e+01       2.444612010289e-05       2.440523479350e-05       0.000000000000e+00       8.105172354132e+01 
       4.697920875070e+00       8.415049452219e+01       5.988632119163e+01       2.242073172736e-05       2.238323389347e-05       0.000000000000e+00       7.783983632852e+01 
       4.807349509748e+00       8.081359990987e+01       5.751162156972e+01       2.056258793665e-05       2.052819786052e-05       0.000000000000e+00       7.475318800826e+01 
       4.919327064770e+00       7.760672592453e+01       5.522947360432e+01       1.885788070291e-05       1.882634175373e-05       0.000000000000e+00       7.178681317658e+01 
       5.033912912116e+00       7.452499425751e+01       5.303636364418e+01       1.729400799516e-05       1.726508462510e-05       0.000000000000e+00       6.893619266441e+01 
       5.151167806720e+00       7.156337687980e+01       5.092870775909e+01       1.585932460235e-05       1.583280074124e-05       0.000000000000e+00       6.619667459806e+01 
       5.271153918679e+00       6.871801898390e+01       4.890378958685e+01       1.454335601610e-05       1.451903310950e-05       0.000000000000e+00       6.356469755042e+01 
       5.393934866217e+00       6.598354590157e+01       4.695778132506e+01       1.333612879732e-05       1.331382497235e-05       0.000000000000e+00       6.103528945339e+01 
       5.519575749419e+00       6.335642189511e+01       4.508816593954e+01       1.222882921053e-05       1.220837733566e-05       0.000000000000e+00       5.860517959523e+01 
       5.648143184743e+00       6.083248420772e+01       4.329198151912e+01       1.121320799357e-05       1.119445473459e-05       0.000000000000e+00       5.627051748162e+01 
       5.779705340346e+00       5.840718347784e+01       4.156596513807e+01       1.028159869851e-05       1.026440354599e-05       0.000000000000e+00       5.402709087552e+01 
       5.914331972224e+00       5.607720892922e+01       3.990780258554e+01       9.427158738147e-06       9.411392623186e-06       0.000000000000e+00       5.187184397448e+01 
       6.052094461198e+00       5.383854930075e+01       3.831460221033e+01       8.643463342251e-06       8.629007944966e-06       0.000000000000e+00       4.980106042643e+01 
       6.193065850765e+00       5.168808809496e+01       3.678418247370e+01       7.924738017978e-06       7.911484673458e-06       0.000000000000e+00       4.781186324661e+01 
       6.337320885822e+00       4.962222373707e+01       3.531395840419e+01       7.265585918373e-06       7.253434989953e-06       0.000000000000e+00       4.590091745919e+01 
       6.484936052296e+00       4.763775466470e+01       3.390165192974e+01       6.661095361246e-06       6.649955427162e-06       0.000000000000e+00       4.406526164973e+01 
       6.635989617703e+00       4.573147333839e+01       3.254498107488e+01       6.106740715775e-06       6.096527923465e-06       0.000000000000e+00       4.230192893084e+01 
       6.790561672643e+00       4.390034790354e+01       3.124179674322e+01       5.598377048238e-06       5.589014477050e-06       0.000000000000e+00       4.060811617788e+01 
       6.948734173266e+00       4.214148950846e+01       2.999004717759e+01       5.132204307693e-06       5.123621392474e-06       0.000000000000e+00       3.898115183806e+01 
       7.110590984725e+00       4.045211541833e+01       2.878773296921e+01       4.704734606017e-06       4.696866616452e-06       0.000000000000e+00       3.741845882014e+01 
       7.276217925644e+00       3.882948021088e+01       2.763291429080e+01       4.312759872147e-06       4.305547442608e-06       0.000000000000e+00       3.591749981761e+01 
       7.445702813619e+00       3.727112296709e+01       2.652384126348e+01       3.953356316700e-06       3.946744971616e-06       0.000000000000e+00       3.447599869368e+01 
       7.619135511781e+00       3.577438551627e+01       2.545861752551e+01       3.623809933116e-06       3.617749736449e-06       0.000000000000e+00       3.309149587771e+01 
       7.796607976443e+00       3.433696532626e+01       2.443560940889e+01       3.321657535434e-06       3.316102670630e-06       0.000000000000e+00       3.176186229947e+01 
       7.978214305855e+00       3.295651409180e+01       2.345314207904e+01       3.044625601026e-06       3.039534054264e-06       0.000000000000e+00       3.048492517722e+01 
       8.164050790095e+00       3.163081517550e+01       2.250963471547e+01       2.790632533815e-06       2.785965772941e-06       0.000000000000e+00       2.925863357272e+01 
       8.354215962128e+00       3.035772202756e+01       2.160356364972e+01       2.557767432846e-06       2.553490121537e-06       0.000000000000e+00       2.808100253998e+01 
       8.548810650046e+00       2.913521878077e+01       2.073349723751e+01       2.344281308133e-06       2.340361035164e-06       0.000000000000e+00       2.695016785946e+01 
       8.747938030527e+00       2.796129486704e+01       1.989800256334e+01       2.148563770632e-06       2.144970818292e-06       0.000000000000e+00       2.586426940875e+01 
       8.951703683545e+00       2.683408322600e+01       1.909575388997e+01       1.969142835779e-06       1.965849948164e-06       0.000000000000e+00       2.482158061695e+01 
       9.160215648345e+00       2.575172524757e+01       1.832541848589e+01       1.804663460555e-06       1.801645648478e-06       0.000000000000e+00       2.382038065405e+01 
       9.373584480732e+00       2.471245056630e+01       1.758574986150e+01       1.653884232844e-06       1.651118582902e-06       0.000000000000e+00       2.285903405767e+01 
       9.591923311685e+00       2.371459820286e+01       1.687555762361e+01       1.515669155587e-06       1.513134654659e-06       0.000000000000e+00       2.193600307787e+01 
       9.815347907342e+00       2.275655263912e+01       1.619369286768e+01       1.388974941848e-06       1.386652321685e-06       0.000000000000e+00       2.104979347449e+01 
       1.004397673038e+01       2.183674769933e+01       1.553904161141e+01       1.272843881046e-06       1.270715475159e-06       0.000000000000e+00       2.019895661871e+01 
       1.027793100283e+01       2.095361435587e+01       1.491049285108e+01       1.166394127528e-06       1.164443744157e-06       0.000000000000e+00       1.938204204287e+01 
       1.051733477034e+01       2.010588742444e+01       1.430713886003e+01       1.068830305496e-06       1.067043083378e-06       0.000000000000e+00       1.859787826932e+01 
       1.076231496796e+01       1.929189267337e+01       1.372779141012e+01       9.793984822460e-07       9.777608209738e-07       0.000000000000e+00       1.784491714007e+01 
       1.101300148743e+01       1.851053002403e+01       1.317166739867e+01       8.974338759775e-07       8.959332870059e-07       0.000000000000e+00       1.712214103846e+01 
       1.126952724607e+01       1.776044109798e+01       1.263779841835e+01       8.223113804895e-07       8.209364208023e-07       0.000000000000e+00       1.642829318183e+01 
       1.153202825722e+01       1.704039900744e+01       1.212531527777e+01       7.534617279783e-07       7.522019065673e-07       0.000000000000e+00       1.576223931734e+01 
       1.180064370239e+01       1.634920057574e+01       1.163335931586e+01       6.903618334467e-07       6.892075342191e-07       0.000000000000e+00       1.512286611273e+01 
       1.207551600506e+01       1.568573282688e+01       1.116113799763e+01       6.325338978825e-07       6.314763038724e-07       0.000000000000e+00       1.450914398070e+01 
       1.235679090615e+01       1.504888512683e+01       1.070786392383e+01       5.795380895771e-07       5.785691193709e-07       0.000000000000e+00       1.392004605388e+01 
       1.264461754134e+01       1.443758883836e+01       1.027277219955e+01       5.309711328627e-07       5.300833796121e-07       0.000000000000e+00       1.335458313408e+01 
       1.293914852013e+01       1.385085506472e+01       9.855162172571e+00       4.864646950769e-07       4.856513679020e-07       0.000000000000e+00       1.281184097965e+01 
       1.324054000673e+01       1.328768336132e+01       9.454321206457e+00       4.456792629076e-07       4.449341387722e-07       0.000000000000e+00       1.229089406613e+01 
       1.354895180290e+01       1.274718938473e+01       9.069618851432e+00       4.083061448054e-07       4.076235169730e-07       0.000000000000e+00       1.179092419366e+01 
       1.386454743265e+01       1.222848320099e+01       8.700423067260e+00       3.740608833421e-07       3.734355208028e-07       0.000000000000e+00       1.131110837218e+01 
       1.418749422898e+01       1.173060449430e+01       8.346051025582e+00       3.426795793306e-07       3.421066924294e-07       0.000000000000e+00       1.085055839614e+01 
       1.451796342254e+01       1.125279417477e+01       8.005960801722e+00       3.139252369693e-07       3.134004324476e-07       0.000000000000e+00       1.040857182843e+01 
       1.485613023247e+01       1.079420527889e+01       7.679551210525e+00       2.875771957429e-07       2.870964493648e-07       0.000000000000e+00       9.984365470807e+00 
       1.520217395930e+01       1.035415261877e+01       7.366333092389e+00       2.634366126808e-07       2.629962327914e-07       0.000000000000e+00       9.577305273538e+00 
       1.555627807998e+01       9.931824751673e+00       7.065729989525e+00       2.413172129358e-07       2.409138194013e-07       0.000000000000e+00       9.186640807410e+00 
       1.591863034522e+01       9.526531553832e+00       6.777250447069e+00       2.210505603196e-07       2.206810547125e-07       0.000000000000e+00       8.811733651220e+00 
       1.628942287897e+01       9.137687010798e+00       6.500477886270e+00       2.024839083137e-07       2.021454476631e-07       0.000000000000e+00       8.452041811065e+00 
       1.666885228035e+01       8.764499245368e+00       6.234848658299e+00       1.854721201722e-07       1.851621042404e-07       0.000000000000e+00       8.106832778087e+00 
       1.705711972784e+01       8.406397729509e+00       5.979956215797e+00       1.698863990061e-07       1.696024429669e-07       0.000000000000e+00       7.775578725522e+00 
       1.745443108599e+01       8.062782016535e+00       5.735373135691e+00       1.556075246035e-07       1.553474430196e-07       0.000000000000e+00       7.457724218023e+00 
       1.786099701455e+01       7.733079153141e+00       5.500692453431e+00       1.425262882066e-07       1.422880782766e-07       0.000000000000e+00       7.152739394275e+00 
       1.827703308013e+01       7.416754291322e+00       5.275532940557e+00       1.305428503042e-07       1.303246762069e-07       0.000000000000e+00       6.860129420144e+00 
       1.870275987058e+01       7.113203472021e+00       5.059464877198e+00       1.195641389168e-07       1.193643204842e-07       0.000000000000e+00       6.579335643681e+00 
       1.913840311188e+01       6.821991241367e+00       4.852178688785e+00       1.095073318223e-07       1.093243273973e-07       0.000000000000e+00       6.309955317768e+00 
       1.958419378783e+01       6.542561264823e+00       4.653277845208e+00       1.002942376116e-07       1.001266363093e-07       0.000000000000e+00       6.051473731380e+00 
       2.004036826255e+01       6.274458310779e+00       4.462439034854e+00       9.185448589531e-08       9.170099451299e-08       0.000000000000e+00       5.803469896766e+00 
       2.050716840579e+01       6.017258999549e+00       4.279360506568e+00       8.412374180382e-08       8.398317473564e-08       0.000000000000e+00       5.565552112771e+00 
       2.098484172117e+01       5.770529477535e+00       4.103733261688e+00       7.704262448507e-08       7.691389543438e-08       0.000000000000e+00       5.337319022709e+00 
       2.147364147740e+01       5.533789167983e+00       3.935215980494e+00       7.055589740708e-08       7.043801244771e-08       0.000000000000e+00       5.118326199006e+00 
       2.197382684257e+01       5.306690834009e+00       3.773561334611e+00       6.461443776174e-08       6.450648512118e-08       0.000000000000e+00       4.908252410693e+00 
       2.248566302159e+01       5.088813541593e+00       3.618469338274e+00       5.917212242779e-08       5.907326747022e-08       0.000000000000e+00       4.706708222845e+00 
       2.300942139678e+01       4.879811073842e+00       3.469693972856e+00       5.418738419348e-08       5.409686179603e-08       0.000000000000e+00       4.513373441162e+00 
       2.354537967176e+01       4.679314330481e+00       3.326972405068e+00       4.962170684243e-08       4.953881629504e-08       0.000000000000e+00       4.327906619546e+00 
       2.409382201870e+01       4.486987261090e+00       3.190065241488e+00       4.544000110916e-08       4.536410038395e-08       0.000000000000e+00       4.149996870445e+00 
       2.465503922900e+01       4.302471519188e+00       3.058717964309e+00       4.160976149304e-08       4.154026291868e-08       0.000000000000e+00       3.979312800813e+00 
       2.522932886744e+01       4.125503941163e+00       2.932743062041e+00       3.810198886290e-08       3.803835326544e-08       0.000000000000e+00       3.815610945774e+00 
       2.581699543000e+01       3.955754680691e+00       2.811905612190e+00       3.488936649662e-08       3.483110038431e-08       0.000000000000e+00       3.658586165507e+00 
       2.641835050526e+01       3.792895766618e+00       2.695972260308e+00       3.194680255778e-08       3.189345439873e-08       0.000000000000e+00       3.507935092009e+00 
       2.703371293965e+01       3.636709161242e+00       2.584787942608e+00       2.925212787407e-08       2.920328320962e-08       0.000000000000e+00       3.363456055428e+00 
       2.766340900647e+01       3.486898718894e+00       2.478141900402e+00       2.678429745294e-08       2.673957701683e-08       0.000000000000e+00       3.224875118102e+00 
       2.830777257892e+01       3.343208558518e+00       2.375851848332e+00       2.452426736691e-08       2.448332373972e-08       0.000000000000e+00       3.091955558508e+00 
       2.896714530709e+01       3.205388495100e+00       2.277739874012e+00       2.245455678959e-08       2.241707178331e-08       0.000000000000e+00       2.964465974963e+00 
       2.964187679912e+01       3.073208884355e+00       2.183642583338e+00       2.055922365331e-08       2.052490573848e-08       0.000000000000e+00       2.842193950205e+00 
       3.033232480659e+01       2.946429357171e+00       2.093388660155e+00       1.882352852378e-08       1.879211081889e-08       0.000000000000e+00       2.724917100209e+00 
       3.103885541417e+01       2.824847512545e+00       2.006834292286e+00       1.723415208962e-08       1.720538998500e-08       0.000000000000e+00       2.612448238917e+00 
       3.176184323373e+01       2.708220848298e+00       1.923806744464e+00       1.577859796527e-08       1.575226774723e-08       0.000000000000e+00       2.504563024981e+00 
       3.250167160300e+01       2.596380324865e+00       1.844185840146e+00       1.444579861244e-08       1.442169507400e-08       0.000000000000e+00       2.401105114963e+00 
       3.325873278876e+01       2.489126554273e+00       1.767829519226e+00       1.322539353888e-08       1.320332879749e-08       0.000000000000e+00       2.301890047300e+00 
       3.403342819487e+01       2.386261330874e+00       1.694596763324e+00       1.210786167541e-08       1.208766376847e-08       0.000000000000e+00       2.206734486054e+00 
       3.482616857511e+01       2.287621726471e+00       1.624371725691e+00       1.108462225467e-08       1.106613356733e-08       0.000000000000e+00       2.115487737751e+00 
       3.563737425089e+01       2.193025216405e+00       1.557024375192e+00       1.014768404857e-08       1.013076032803e-08       0.000000000000e+00       2.027980944000e+00 
       3.646747533423e+01       2.102310470684e+00       1.492439901259e+00       9.289795433426e-09       9.274304551900e-09       0.000000000000e+00       1.944064873529e+00 
       3.731691195568e+01       2.015319599641e+00       1.430505923930e+00       8.504299405271e-09       8.490120365657e-09       0.000000000000e+00       1.863593474568e+00 
       3.818613449781e+01       1.931905300459e+00       1.371117696185e+00       7.785115539980e-09       7.772137511461e-09       0.000000000000e+00       1.786430504014e+00 
       3.907560383390e+01       1.851914123828e+00       1.314165875251e+00       7.126625747617e-09       7.114747292802e-09       0.000000000000e+00       1.712433997859e+00 
       3.998579157237e+01       1.775203626483e+00       1.259549205751e+00       6.523706260546e-09       6.512834508384e-09       0.000000000000e+00       1.641472213439e+00 
       4.091718030680e+01       1.701657026519e+00       1.207184483766e+00       5.971735464550e-09       5.961785271357e-09       0.000000000000e+00       1.573437111426e+00 
       4.187026387184e+01       1.631129591607e+00       1.156968727762e+00       5.466362933325e-09       5.457256428508e-09       0.000000000000e+00       1.508194816254e+00 
       4.284554760500e+01       1.563502414689e+00       1.108817311726e+00       5.003675509173e-09       4.995341364414e-09       0.000000000000e+00       1.445635337221e+00 
       4.384354861463e+01       1.498660418736e+00       1.062648337492e+00       4.580084406180e-09       4.572457292991e-09       0.000000000000e+00       1.385652226777e+00 
       4.486479605407e+01       1.436488105848e+00       1.018379581544e+00       4.192286707379e-09       4.185306819033e-09       0.000000000000e+00       1.328138643942e+00 
       4.590983140223e+01       1.376878723716e+00       9.759350307885e-01       3.837269632384e-09       3.830882198835e-09       0.000000000000e+00       1.272995835326e+00 
       4.697920875070e+01       1.319715998107e+00       9.352320299316e-01       3.512236390447e-09       3.506391316738e-09       0.000000000000e+00       1.220116261097e+00 
       4.807349509748e+01       1.264917676192e+00       8.962119545222e-01       3.214704364836e-09       3.209355706503e-09       0.000000000000e+00       1.169423822632e+00 
       4.919327064770e+01       1.212378018908e+00       8.587995439733e-01       2.942328742081e-09       2.937434474169e-09       0.000000000000e+00       1.120820708817e+00 
       5.033912912116e+01       1.162002109122e+00       8.229272831388e-01       2.692980484481e-09       2.688502140801e-09       0.000000000000e+00       1.074219125914e+00 
       5.151167806720e+01       1.113708147672e+00       7.885369287513e-01       2.464731220185e-09       2.460633558012e-09       0.000000000000e+00       1.029543404255e+00 
       5.271153918679e+01       1.067406129603e+00       7.555644353412e-01       2.255788678284e-09       2.252039450564e-09       0.000000000000e+00       9.867102897356e-01 
       5.393934866217e+01       1.023017874448e+00       7.239541460063e-01       2.064529543435e-09       2.061099216443e-09       0.000000000000e+00       9.456474617778e-01 
       5.519575749419e+01       9.804582438847e-01       6.936455004662e-01       1.889446883180e-09       1.886308441703e-09       0.000000000000e+00       9.062761714315e-01 
       5.648143184743e+01       9.396597887012e-01       6.645904237220e-01       1.729188774902e-09       1.726317463420e-09       0.000000000000e+00       8.685340158201e-01 
