# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       1.672875784775e-02       1.669746546943e+05       1.493681368322e+05       2.388914218992e+03       3.906963825057e+03       0.000000000000e+00       1.594132818163e+05 
       1.685430969059e-02       1.663803011941e+05       1.485757161017e+05       2.412031951884e+03       3.906278912395e+03       0.000000000000e+00       1.588049349684e+05 
       1.697990902917e-02       1.657876224892e+05       1.477853626589e+05       2.445990316625e+03       3.900683531701e+03       0.000000000000e+00       1.581984045985e+05 
       1.710555657479e-02       1.651965376219e+05       1.469966482227e+05       2.489328316165e+03       3.889541696328e+03       0.000000000000e+00       1.575935241032e+05 
       1.723125306111e-02       1.646070477422e+05       1.462095096217e+05       2.540555879730e+03       3.872334910051e+03       0.000000000000e+00       1.569902526611e+05 
       1.735699924443e-02       1.640192412202e+05       1.454246786970e+05       2.598125419218e+03       3.848681056493e+03       0.000000000000e+00       1.563887477174e+05 
       1.748279590396e-02       1.634330254130e+05       1.446413132424e+05       2.660558056031e+03       3.818305606882e+03       0.000000000000e+00       1.557887711114e+05 
       1.760864384215e-02       1.628484140396e+05       1.438598424657e+05       2.726358909921e+03       3.781067037906e+03       0.000000000000e+00       1.551903751738e+05 
       1.773454388500e-02       1.622654264851e+05       1.430803347707e+05       2.794101448015e+03       3.736914827229e+03       0.000000000000e+00       1.545935615079e+05 
       1.786049688238e-02       1.616840459255e+05       1.423027585735e+05       2.862381381779e+03       3.685933583011e+03       0.000000000000e+00       1.539982883617e+05 
       1.798650370840e-02       1.611042328555e+05       1.415268126723e+05       2.929866732821e+03       3.628300509453e+03       0.000000000000e+00       1.534044548904e+05 
       1.811256526181e-02       1.605260514866e+05       1.407529272271e+05       2.995293234030e+03       3.564317289547e+03       0.000000000000e+00       1.528121637504e+05 
       1.823868246632e-02       1.599494847986e+05       1.399810076275e+05       3.057478140745e+03       3.494330298298e+03       0.000000000000e+00       1.522213698703e+05 
       1.836485627107e-02       1.593745129218e+05       1.392111635415e+05       3.115339228147e+03       3.418819783550e+03       0.000000000000e+00       1.516320617717e+05 
       1.849108765102e-02       1.588011395509e+05       1.384433414439e+05       3.167876471817e+03       3.338303108623e+03       0.000000000000e+00       1.510442229042e+05 
       1.861737760738e-02       1.582293468200e+05       1.376773318353e+05       3.214203501284e+03       3.253389245313e+03       0.000000000000e+00       1.504577973659e+05 
       1.874372716809e-02       1.576591432585e+05       1.369134835891e+05       3.253540897187e+03       3.164709878922e+03       0.000000000000e+00       1.498728418762e+05 
       1.887013738830e-02       1.570905501419e+05       1.361517012502e+05       3.285221368267e+03       3.072963890363e+03       0.000000000000e+00       1.492893553111e+05 
       1.899660935082e-02       1.565235121096e+05       1.353919627400e+05       3.308699838584e+03       2.978872279473e+03       0.000000000000e+00       1.487072884261e+05 
       1.912314416668e-02       1.559580439799e+05       1.346342212100e+05       3.323526608579e+03       2.883171458978e+03       0.000000000000e+00       1.481266467875e+05 
       1.924974297562e-02       1.553942167868e+05       1.338790129934e+05       3.329406467560e+03       2.786618442766e+03       0.000000000000e+00       1.475475775286e+05 
       1.937640694667e-02       1.548319208003e+05       1.331256580019e+05       3.326120669811e+03       2.689961766667e+03       0.000000000000e+00       1.469698882042e+05 
       1.950313727870e-02       1.542711971021e+05       1.323744991879e+05       3.313576836179e+03       2.593937902285e+03       0.000000000000e+00       1.463936740169e+05 
       1.962993520102e-02       1.537120300639e+05       1.316254452851e+05       3.291821031389e+03       2.499268198803e+03       0.000000000000e+00       1.458189170553e+05 
       1.975680197395e-02       1.531544385353e+05       1.308786100604e+05       3.260957997210e+03       2.406637994450e+03       0.000000000000e+00       1.452456606824e+05 
       1.988373888952e-02       1.525984568857e+05       1.301343662575e+05       3.221247543138e+03       2.316697985971e+03       0.000000000000e+00       1.446740044262e+05 
       2.001074727204e-02       1.520439248496e+05       1.293916712875e+05       3.172971760623e+03       2.230044605806e+03       0.000000000000e+00       1.441036637698e+05 
       2.013782847884e-02       1.514909339002e+05       1.286512742015e+05       3.116584859287e+03       2.147228692573e+03       0.000000000000e+00       1.435348467750e+05 
       2.026498390090e-02       1.509395926004e+05       1.279135904264e+05       3.052568236628e+03       2.068747147201e+03       0.000000000000e+00       1.429677219605e+05 
       2.039221496364e-02       1.503897459608e+05       1.271780208166e+05       2.981471819111e+03       1.995020968933e+03       0.000000000000e+00       1.424020823632e+05 
       2.051952312757e-02       1.498414797448e+05       1.264450017024e+05       2.903984715285e+03       1.926400066575e+03       0.000000000000e+00       1.418380831546e+05 
       2.064690988913e-02       1.492947156357e+05       1.257142424071e+05       2.820736961368e+03       1.863179521247e+03       0.000000000000e+00       1.412756286920e+05 
       2.077437678145e-02       1.487495020887e+05       1.249857102842e+05       2.732492940066e+03       1.805567517539e+03       0.000000000000e+00       1.407147686486e+05 
       2.090192537513e-02       1.482057630106e+05       1.242593194268e+05       2.640023686824e+03       1.753694802261e+03       0.000000000000e+00       1.401554423308e+05 
       2.102955727914e-02       1.476635663384e+05       1.235354686799e+05       2.544104245982e+03       1.707652127585e+03       0.000000000000e+00       1.395977828660e+05 
       2.115727414164e-02       1.471229245420e+05       1.228141612824e+05       2.445596077888e+03       1.667402893514e+03       0.000000000000e+00       1.390418152176e+05 
       2.128507765088e-02       1.465838135272e+05       1.220954836991e+05       2.345308270516e+03       1.632874545078e+03       0.000000000000e+00       1.384875466360e+05 
       2.141296953613e-02       1.460461967355e+05       1.213788764905e+05       2.244068037298e+03       1.603916714574e+03       0.000000000000e+00       1.379348705777e+05 
       2.154095156863e-02       1.455100666843e+05       1.206648067172e+05       2.142673967223e+03       1.580343706483e+03       0.000000000000e+00       1.373838669855e+05 
       2.166902556256e-02       1.449754879696e+05       1.199534867883e+05       2.041942371243e+03       1.561861126533e+03       0.000000000000e+00       1.368346326704e+05 
       2.179719337606e-02       1.444422849153e+05       1.192438870471e+05       1.942651738597e+03       1.548137481151e+03       0.000000000000e+00       1.362868701884e+05 
       2.192545691225e-02       1.439107862345e+05       1.185380549263e+05       1.845518884162e+03       1.538829338509e+03       0.000000000000e+00       1.357411812017e+05 
       2.205381812033e-02       1.433805462770e+05       1.178331940561e+05       1.751276015591e+03       1.533491621290e+03       0.000000000000e+00       1.351967651383e+05 
       2.218227899668e-02       1.428518906143e+05       1.171316689169e+05       1.660541956556e+03       1.531694341132e+03       0.000000000000e+00       1.346542689995e+05 
       2.231084158601e-02       1.423247599373e+05       1.164328822823e+05       1.573920651707e+03       1.532937577829e+03       0.000000000000e+00       1.341135537846e+05 
       2.243950798251e-02       1.417991096251e+05       1.157365477467e+05       1.491967263701e+03       1.536739858348e+03       0.000000000000e+00       1.335745413930e+05 
       2.256828033110e-02       1.412748334180e+05       1.150423893718e+05       1.415139260038e+03       1.542565362378e+03       0.000000000000e+00       1.330371030602e+05 
       2.269716082868e-02       1.407522011135e+05       1.143517082479e+05       1.343868526553e+03       1.549916457324e+03       0.000000000000e+00       1.325016668368e+05 
       2.282615172540e-02       1.402309072195e+05       1.136630813373e+05       1.278474444028e+03       1.558246219255e+03       0.000000000000e+00       1.319677567482e+05 
       2.295525532603e-02       1.397111086617e+05       1.129771121210e+05       1.219252274265e+03       1.567053962192e+03       0.000000000000e+00       1.314355955586e+05 
       2.308447399131e-02       1.391927544408e+05       1.122937639898e+05       1.166388766268e+03       1.575836165496e+03       0.000000000000e+00       1.309051332787e+05 
       2.321381013939e-02       1.386758473789e+05       1.116129542190e+05       1.120021116731e+03       1.584113873552e+03       0.000000000000e+00       1.303763556753e+05 
       2.334326624729e-02       1.381604222448e+05       1.109351880233e+05       1.080202058641e+03       1.591436096180e+03       0.000000000000e+00       1.298493671413e+05 
       2.347284485242e-02       1.376464341759e+05       1.102599955977e+05       1.046910312174e+03       1.597382136045e+03       0.000000000000e+00       1.293240509571e+05 
       2.360254855415e-02       1.371338949036e+05       1.095876912343e+05       1.020094086207e+03       1.601566756560e+03       0.000000000000e+00       1.288004613440e+05 
       2.373238001541e-02       1.366228444249e+05       1.089182115939e+05       9.995724516580e+02       1.603653222177e+03       0.000000000000e+00       1.282786135609e+05 
       2.386234196438e-02       1.361131919729e+05       1.082513247621e+05       9.851741468504e+02       1.603336939157e+03       0.000000000000e+00       1.277583904056e+05 
       2.399243719618e-02       1.356048580362e+05       1.075865133616e+05       9.766201152538e+02       1.600369365143e+03       0.000000000000e+00       1.272396370737e+05 
       2.412266857469e-02       1.350980552847e+05       1.069252547421e+05       9.735716063304e+02       1.594566607984e+03       0.000000000000e+00       1.267227538980e+05 
       2.425303903437e-02       1.345927176602e+05       1.062670453035e+05       9.756786682275e+02       1.585771558761e+03       0.000000000000e+00       1.262075990570e+05 
       2.438355158214e-02       1.340886675944e+05       1.056107283842e+05       9.825345860494e+02       1.573889088567e+03       0.000000000000e+00       1.256938357960e+05 
       2.451420929938e-02       1.335860714359e+05       1.049577268022e+05       9.936884781653e+02       1.558880913609e+03       0.000000000000e+00       1.251818179617e+05 
       2.464501534393e-02       1.330848821660e+05       1.043074775126e+05       1.008666564044e+03       1.540750324713e+03       0.000000000000e+00       1.246714094753e+05 
       2.477597295222e-02       1.325850522423e+05       1.036598922412e+05       1.026943460978e+03       1.519569487474e+03       0.000000000000e+00       1.241625495247e+05 
       2.490708544138e-02       1.320866887049e+05       1.030154908268e+05       1.048007875927e+03       1.495446307826e+03       0.000000000000e+00       1.236554004368e+05 
       2.503835621157e-02       1.315896383329e+05       1.023736249432e+05       1.071323161159e+03       1.468527562321e+03       0.000000000000e+00       1.231497269686e+05 
       2.516978874820e-02       1.310940505273e+05       1.017349813962e+05       1.096352364150e+03       1.439010533941e+03       0.000000000000e+00       1.226457530832e+05 
       2.530138662441e-02       1.305997930435e+05       1.010990974928e+05       1.122538711642e+03       1.407139700359e+03       0.000000000000e+00       1.221432909934e+05 
       2.543315350353e-02       1.301068692481e+05       1.004659500350e+05       1.149362525553e+03       1.373172859327e+03       0.000000000000e+00       1.216423338783e+05 
       2.556509314163e-02       1.296153541676e+05       9.983592497482e+04       1.176293841269e+03       1.337411216703e+03       0.000000000000e+00       1.211429986924e+05 
       2.569720939020e-02       1.291251969163e+05       9.920877210578e+04       1.202824529273e+03       1.300180801664e+03       0.000000000000e+00       1.206451993735e+05 
       2.582950619889e-02       1.286364312282e+05       9.858480046035e+04       1.228475981879e+03       1.261820577679e+03       0.000000000000e+00       1.201490084226e+05 
       2.596198761840e-02       1.281489161898e+05       9.796335048168e+04       1.252801510780e+03       1.222685141842e+03       0.000000000000e+00       1.196542027947e+05 
       2.609465780338e-02       1.276628128328e+05       9.734521707917e+04       1.275376968000e+03       1.183136995487e+03       0.000000000000e+00       1.191610370307e+05 
       2.622752101553e-02       1.271780334572e+05       9.672988481032e+04       1.295822533812e+03       1.143542788113e+03       0.000000000000e+00       1.186693555509e+05 
       2.636058162678e-02       1.266945733163e+05       9.611760954978e+04       1.313801085396e+03       1.104261069002e+03       0.000000000000e+00       1.181791938050e+05 
       2.649384412255e-02       1.262124059028e+05       9.550828530234e+04       1.329013605742e+03       1.065646540268e+03       0.000000000000e+00       1.176905124475e+05 
       2.662731310518e-02       1.257315577250e+05       9.490192886506e+04       1.341221307706e+03       1.028038774790e+03       0.000000000000e+00       1.172033355997e+05 
       2.676099329746e-02       1.252520163900e+05       9.429866941294e+04       1.350210882902e+03       9.917589631584e+02       0.000000000000e+00       1.167176739678e+05 
       2.689488954630e-02       1.247737921352e+05       9.369826602196e+04       1.355845794096e+03       9.571034991186e+02       0.000000000000e+00       1.162334985852e+05 
       2.702900682655e-02       1.242968734159e+05       9.310141057808e+04       1.358019302030e+03       9.243462155367e+02       0.000000000000e+00       1.157509119049e+05 
       2.716335024494e-02       1.238212119499e+05       9.250717743333e+04       1.356697107976e+03       8.937218785104e+02       0.000000000000e+00       1.152697292333e+05 
       2.729792504417e-02       1.233468264765e+05       9.191601040051e+04       1.351866186305e+03       8.654395637919e+02       0.000000000000e+00       1.147900388502e+05 
       2.743273660723e-02       1.228737049440e+05       9.132800733200e+04       1.343592818458e+03       8.396664190254e+02       0.000000000000e+00       1.143118497066e+05 
       2.756779046173e-02       1.224018296805e+05       9.074308602205e+04       1.331970756247e+03       8.165353775823e+02       0.000000000000e+00       1.138351375257e+05 
       2.770309228460e-02       1.219311922470e+05       9.016100063743e+04       1.317139370577e+03       7.961361868243e+02       0.000000000000e+00       1.133598596826e+05 
       2.783864790680e-02       1.214618517293e+05       8.958223639893e+04       1.299311038025e+03       7.785131820969e+02       0.000000000000e+00       1.128861457147e+05 
       2.797446331832e-02       1.209936130446e+05       8.900622375427e+04       1.278694127411e+03       7.636774576171e+02       0.000000000000e+00       1.124137501393e+05 
       2.811054467336e-02       1.205267204697e+05       8.843387479958e+04       1.255570359262e+03       7.515985125585e+02       0.000000000000e+00       1.119430211857e+05 
       2.824689829566e-02       1.200610283808e+05       8.786455284530e+04       1.230226708257e+03       7.422007087855e+02       0.000000000000e+00       1.114737431109e+05 
       2.838353068417e-02       1.195964519754e+05       8.729784500508e+04       1.202989949013e+03       7.353731043968e+02       0.000000000000e+00       1.110057855016e+05 
       2.852044851881e-02       1.191331969853e+05       8.673508620434e+04       1.174215570122e+03       7.309721756940e+02       0.000000000000e+00       1.105395327076e+05 
       2.865765866657e-02       1.186709989875e+05       8.617459890714e+04       1.144251057238e+03       7.288173961070e+02       0.000000000000e+00       1.100745062898e+05 
       2.879516818782e-02       1.182100308882e+05       8.561782111926e+04       1.113494307068e+03       7.286977994970e+02       0.000000000000e+00       1.096110803383e+05 
       2.893298434288e-02       1.177501776290e+05       8.506362498584e+04       1.082327655670e+03       7.303789184092e+02       0.000000000000e+00       1.091489852881e+05 
       2.907111459893e-02       1.172915306965e+05       8.451306416288e+04       1.051137873883e+03       7.336025032847e+02       0.000000000000e+00       1.086884670789e+05 
       2.920956663712e-02       1.168340783855e+05       8.396595073974e+04       1.020311977840e+03       7.380912812617e+02       0.000000000000e+00       1.082294895742e+05 
       2.934834836004e-02       1.163776728124e+05       8.342155867175e+04       9.902295644412e+02       7.435561382813e+02       0.000000000000e+00       1.077718199969e+05 
       2.948746789954e-02       1.159223658373e+05       8.288022136152e+04       9.612570750974e+02       7.496970754184e+02       0.000000000000e+00       1.073155563561e+05 
       2.962693362484e-02       1.154681563275e+05       8.234216657788e+04       9.337377333296e+02       7.562120146996e+02       0.000000000000e+00       1.068607363814e+05 
       2.976675415101e-02       1.150151176015e+05       8.180743768209e+04       9.080039066216e+02       7.628014709281e+02       0.000000000000e+00       1.064074286337e+05 
       2.990693834785e-02       1.145631719695e+05       8.127628959763e+04       8.843460225527e+02       7.691692587417e+02       0.000000000000e+00       1.059556122187e+05 
       3.004749534919e-02       1.141121833487e+05       8.074764613354e+04       8.630369279889e+02       7.750267036819e+02       0.000000000000e+00       1.055050062373e+05 
       3.018843456251e-02       1.136623057276e+05       8.022253813918e+04       8.443048744998e+02       7.801069623377e+02       0.000000000000e+00       1.050559008890e+05 
       3.032976567915e-02       1.132134881084e+05       7.970066387485e+04       8.283529780021e+02       7.841567618247e+02       0.000000000000e+00       1.046082071227e+05 
       3.047149868486e-02       1.127655376998e+05       7.918158064213e+04       8.153237058958e+02       7.869486903420e+02       0.000000000000e+00       1.041616976032e+05 
       3.061364387092e-02       1.123188277920e+05       7.866627895940e+04       8.053494432074e+02       7.882818944425e+02       0.000000000000e+00       1.037168331851e+05 
       3.075621184575e-02       1.118729432091e+05       7.815355614981e+04       7.984830796418e+02       7.879845137635e+02       0.000000000000e+00       1.032730839307e+05 
       3.089921354711e-02       1.114281456234e+05       7.764431482795e+04       7.947570645997e+02       7.859168544833e+02       0.000000000000e+00       1.028308051075e+05 
       3.104266025483e-02       1.109843302531e+05       7.713922334905e+04       7.941360299597e+02       7.819820334253e+02       0.000000000000e+00       1.023900165883e+05 
       3.118656360420e-02       1.105414410050e+05       7.663657822322e+04       7.965722189139e+02       7.761021898726e+02       0.000000000000e+00       1.019503992850e+05 
       3.133093560000e-02       1.100994448849e+05       7.613737109690e+04       8.019411101814e+02       7.682506287373e+02       0.000000000000e+00       1.015120822151e+05 
       3.147578863124e-02       1.096583021537e+05       7.564076550997e+04       8.100944204381e+02       7.584298611897e+02       0.000000000000e+00       1.010748971453e+05 
       3.162113548660e-02       1.092181113039e+05       7.514797057368e+04       8.208365123383e+02       7.466846005911e+02       0.000000000000e+00       1.006391141165e+05 
       3.176698937070e-02       1.087788978842e+05       7.465852098491e+04       8.339317098193e+02       7.330947372800e+02       0.000000000000e+00       1.002046765180e+05 
       3.191336392115e-02       1.083404701431e+05       7.417208241126e+04       8.491063229158e+02       7.177772675910e+02       0.000000000000e+00       9.977137209941e+04 
       3.206027322651e-02       1.079028748471e+05       7.368892942641e+04       8.660567749806e+02       7.008832123347e+02       0.000000000000e+00       9.933927921070e+04 
       3.220773184516e-02       1.074660968379e+05       7.320897142163e+04       8.844510063254e+02       6.825923149256e+02       0.000000000000e+00       9.890836753192e+04 
       3.235575482520e-02       1.070301494393e+05       7.273241340385e+04       9.039359331108e+02       6.631114213548e+02       0.000000000000e+00       9.847867698866e+04 
       3.250435772535e-02       1.065950633166e+05       7.225942576415e+04       9.241308101864e+02       6.426741762952e+02       0.000000000000e+00       9.805025589784e+04 
       3.265355663705e-02       1.061605439767e+05       7.178886682721e+04       9.446471022731e+02       6.215265706803e+02       0.000000000000e+00       9.762267937017e+04 
       3.280336820764e-02       1.057269271696e+05       7.132237180941e+04       9.650852023366e+02       5.999368050975e+02       0.000000000000e+00       9.719647711524e+04 
       3.295380966496e-02       1.052940040433e+05       7.085898732829e+04       9.850368345713e+02       5.781769166255e+02       0.000000000000e+00       9.677132375323e+04 
       3.310489884317e-02       1.048616937786e+05       7.039857511482e+04       1.004097385236e+03       5.565209749522e+02       0.000000000000e+00       9.634712795311e+04 
       3.325665421014e-02       1.044301672713e+05       6.994171189963e+04       1.021875241463e+03       5.352458525565e+02       0.000000000000e+00       9.592411698755e+04 
       3.340909489629e-02       1.039990265044e+05       6.948730809557e+04       1.037980812606e+03       5.146155980909e+02       0.000000000000e+00       9.550179047056e+04 
       3.356224072514e-02       1.035689319042e+05       6.903765852457e+04       1.052056633338e+03       4.948929328375e+02       0.000000000000e+00       9.508104748119e+04 
       3.371611224564e-02       1.031392102127e+05       6.859068046296e+04       1.063749955355e+03       4.763118892561e+02       0.000000000000e+00       9.466100608826e+04 
       3.387073076633e-02       1.027101489156e+05       6.814699108283e+04       1.072757300280e+03       4.590898722577e+02       0.000000000000e+00       9.424199543006e+04 
       3.402611839160e-02       1.022814867275e+05       6.770626461555e+04       1.078786968081e+03       4.434174953135e+02       0.000000000000e+00       9.382374876319e+04 
       3.418229806008e-02       1.018534622602e+05       6.726937483904e+04       1.081600543508e+03       4.294596606857e+02       0.000000000000e+00       9.340659700783e+04 
       3.433929358535e-02       1.014258394466e+05       6.683542143078e+04       1.081000900052e+03       4.173366869394e+02       0.000000000000e+00       9.299020298835e+04 
       3.449712969923e-02       1.009986935001e+05       6.640484875968e+04       1.076821602706e+03       4.071451213712e+02       0.000000000000e+00       9.257469693744e+04 
       3.465583209763e-02       1.005720158153e+05       6.597780269986e+04       1.068955457660e+03       3.989330261409e+02       0.000000000000e+00       9.216009388216e+04 
       3.481542748942e-02       1.001456325740e+05       6.555365520093e+04       1.057345106577e+03       3.927099387410e+02       0.000000000000e+00       9.174615168849e+04 
       3.497594364830e-02       9.971967120819e+04       6.513285269304e+04       1.041983588516e+03       3.884457403280e+02       0.000000000000e+00       9.133304452281e+04 
       3.513740946810e-02       9.929404518753e+04       6.471591060768e+04       1.022906676939e+03       3.860705202503e+02       0.000000000000e+00       9.092078420397e+04 
       3.529985502165e-02       9.886875494546e+04       6.430207529573e+04       1.000213825074e+03       3.854742619707e+02       0.000000000000e+00       9.050925122233e+04 
       3.546331162356e-02       9.844360937493e+04       6.389136745108e+04       9.740514094859e+02       3.865012218061e+02       0.000000000000e+00       9.009829447015e+04 
       3.562781189715e-02       9.801881523338e+04       6.348437436189e+04       9.446193315835e+02       3.889691254756e+02       0.000000000000e+00       8.968817670132e+04 
       3.579338984605e-02       9.759406965488e+04       6.308041370536e+04       9.121528237607e+02       3.926579510092e+02       0.000000000000e+00       8.927854470037e+04 
       3.596008093060e-02       9.716964674709e+04       6.268035419569e+04       8.769541110532e+02       3.973233111727e+02       0.000000000000e+00       8.886976179781e+04 
       3.612792214962e-02       9.674510718923e+04       6.228307139603e+04       8.393340988584e+02       4.026939968809e+02       0.000000000000e+00       8.846129419323e+04 
       3.629695212798e-02       9.632068527824e+04       6.188928114321e+04       7.996763207531e+02       4.084852921518e+02       0.000000000000e+00       8.805344943331e+04 
       3.646721121042e-02       9.589620469685e+04       6.149868797553e+04       7.583667955507e+02       4.144001019029e+02       0.000000000000e+00       8.764604039336e+04 
       3.663874156220e-02       9.547186803035e+04       6.111208673362e+04       7.158374329335e+02       4.201390361277e+02       0.000000000000e+00       8.723936214977e+04 
       3.681158727712e-02       9.504720369561e+04       6.072827119056e+04       6.725072539582e+02       4.254021856481e+02       0.000000000000e+00       8.683284318413e+04 
       3.698579449367e-02       9.462244989525e+04       6.034785818653e+04       6.288535779040e+02       4.299035298114e+02       0.000000000000e+00       8.642678000677e+04 
       3.716141151997e-02       9.419763404850e+04       5.997137924053e+04       5.853266821466e+02       4.333756993048e+02       0.000000000000e+00       8.602128423132e+04 
       3.733848896826e-02       9.377238172255e+04       5.959791175004e+04       5.423631199064e+02       4.355733296772e+02       0.000000000000e+00       8.561590937704e+04 
       3.751707989998e-02       9.334692994335e+04       5.922798204005e+04       5.004394797871e+02       4.362865865895e+02       0.000000000000e+00       8.521093744571e+04 
       3.769723998227e-02       9.292109401212e+04       5.886160753566e+04       4.599584205614e+02       4.353440900008e+02       0.000000000000e+00       8.480622621429e+04 
       3.787902765710e-02       9.249481849663e+04       5.849855756378e+04       4.213329672063e+02       4.326169492364e+02       0.000000000000e+00       8.440169944367e+04 
       3.806250432423e-02       9.206797540720e+04       5.813890176018e+04       3.849198430467e+02       4.280281294463e+02       0.000000000000e+00       8.399726958919e+04 
       3.824773453929e-02       9.164067552102e+04       5.778296453134e+04       3.510644677152e+02       4.215531954933e+02       0.000000000000e+00       8.359308393656e+04 
       3.843478622861e-02       9.121265948921e+04       5.743039424128e+04       3.200309738630e+02       4.132280418313e+02       0.000000000000e+00       8.318888087774e+04 
       3.862373092248e-02       9.078393685141e+04       5.708134677839e+04       2.920666649477e+02       4.031375291380e+02       0.000000000000e+00       8.278469827227e+04 
       3.881464400866e-02       9.035441412962e+04       5.673583004382e+04       2.673378053472e+02       3.914333781089e+02       0.000000000000e+00       8.238046617494e+04 
       3.900760500835e-02       8.992409647933e+04       5.639411814627e+04       2.459707822984e+02       3.783182780789e+02       0.000000000000e+00       8.197623707646e+04 
       3.920269787708e-02       8.949270308958e+04       5.605561010221e+04       2.280031459006e+02       3.640434778613e+02       0.000000000000e+00       8.157169083290e+04 
       3.940001133307e-02       8.906031055392e+04       5.572087033604e+04       2.134451772432e+02       3.489117154196e+02       0.000000000000e+00       8.116698342564e+04 
       3.959963921623e-02       8.862680592424e+04       5.538990483309e+04       2.022138084566e+02       3.332625640189e+02       0.000000000000e+00       8.076202675777e+04 
       3.980168088122e-02       8.819201975974e+04       5.506243603687e+04       1.941687377406e+02       3.174637140508e+02       0.000000000000e+00       8.035664099897e+04 
       4.000624162845e-02       8.775585859780e+04       5.473854424739e+04       1.891294045713e+02       3.018988053848e+02       0.000000000000e+00       7.995076457309e+04 
       4.021343317748e-02       8.731835140705e+04       5.441873215220e+04       1.868538515914e+02       2.869616084730e+02       0.000000000000e+00       7.954450172142e+04 
       4.042337418784e-02       8.687914519193e+04       5.410232105906e+04       1.870394577755e+02       2.730340648147e+02       0.000000000000e+00       7.913745704543e+04 
       4.063619083298e-02       8.643833007196e+04       5.378993859971e+04       1.893690018793e+02       2.604781327329e+02       0.000000000000e+00       7.872980267632e+04 
       4.085201743398e-02       8.599567729048e+04       5.348126413506e+04       1.934777409575e+02       2.496136956530e+02       0.000000000000e+00       7.832129936771e+04 
       4.107099716046e-02       8.555113493163e+04       5.317662969211e+04       1.989972672959e+02       2.407105671184e+02       0.000000000000e+00       7.791195485743e+04 
       4.129328280735e-02       8.510430092653e+04       5.287552801101e+04       2.055363588574e+02       2.339694322296e+02       0.000000000000e+00       7.750135762185e+04 
       4.151903765736e-02       8.465534790377e+04       5.257873098530e+04       2.127342174456e+02       2.295097755695e+02       0.000000000000e+00       7.708976613648e+04 
       4.174843644073e-02       8.420400872969e+04       5.228590298783e+04       2.202347235033e+02       2.273518940380e+02       0.000000000000e+00       7.667690422302e+04 
       4.198166640532e-02       8.375008990974e+04       5.199719249473e+04       2.277147713240e+02       2.274235598522e+02       0.000000000000e+00       7.626263215630e+04 
       4.221892851244e-02       8.329336765807e+04       5.171253788650e+04       2.348988301366e+02       2.295369832171e+02       0.000000000000e+00       7.584675159946e+04 
       4.246043877639e-02       8.283368790585e+04       5.143215068822e+04       2.415658923325e+02       2.334026346437e+02       0.000000000000e+00       7.542916405450e+04 
       4.270642976830e-02       8.237083401720e+04       5.115596988243e+04       2.475452842450e+02       2.386278986613e+02       0.000000000000e+00       7.500967646936e+04 
       4.295715230881e-02       8.190463602192e+04       5.088421272649e+04       2.527948682595e+02       2.447103435791e+02       0.000000000000e+00       7.458817881516e+04 
       4.321287737814e-02       8.143477083686e+04       5.061691112143e+04       2.572840282811e+02       2.510888940433e+02       0.000000000000e+00       7.416440689702e+04 
       4.347389827712e-02       8.096104826155e+04       5.035409577379e+04       2.611571048516e+02       2.571163154433e+02       0.000000000000e+00       7.373820593247e+04 
       4.374053307916e-02       8.048313304493e+04       5.009567455383e+04       2.643844735475e+02       2.622039507690e+02       0.000000000000e+00       7.330928201237e+04 
       4.401312742022e-02       8.000086907411e+04       4.984255791036e+04       2.672074406215e+02       2.657020522068e+02       0.000000000000e+00       7.287765002285e+04 
       4.429205768293e-02       7.951381556917e+04       4.959404935866e+04       2.695722991913e+02       2.671388794356e+02       0.000000000000e+00       7.244283508966e+04 
       4.457773464195e-02       7.902165464928e+04       4.935049292665e+04       2.722714260531e+02       2.658521892560e+02       0.000000000000e+00       7.200463897266e+04 
       4.487060765111e-02       7.852398813280e+04       4.911201736202e+04       2.752097637574e+02       2.616142997048e+02       0.000000000000e+00       7.156275525352e+04 
       4.517116946882e-02       7.802055385530e+04       4.887889385011e+04       2.795116539384e+02       2.539486968599e+02       0.000000000000e+00       7.111702685740e+04 
       4.547996183916e-02       7.751067706178e+04       4.865106395781e+04       2.831262836592e+02       2.436921940801e+02       0.000000000000e+00       7.066687430099e+04 
       4.579758197020e-02       7.699405339664e+04       4.842878162550e+04       2.832397980443e+02       2.321508004910e+02       0.000000000000e+00       7.021206045202e+04 
       4.612469008294e-02       7.647014493389e+04       4.821229796162e+04       2.872194352552e+02       2.174967476097e+02       0.000000000000e+00       6.975228645472e+04 
       4.646201824243e-02       7.593844455122e+04       4.800191289341e+04       2.907911058960e+02       2.017159076889e+02       0.000000000000e+00       6.928714247853e+04 
       4.681038073141e-02       7.539808693005e+04       4.779732725791e+04       3.063746650416e+02       1.812327558821e+02       0.000000000000e+00       6.881604198992e+04 
